"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Ashland","1,296","1","0","0","0","1","15","8","7","0","0"
"Auburn","23,002","47","0","15","18","14","1,123","179","913","31","4"
"Augusta","19,117","88","1","16","27","44","1,186","241","914","31","12"
"Baileyville","1,511","4","0","0","0","4","30","18","6","6","2"
"Bangor","33,036","76","6","7","40","23","1,842","253","1,543","46","3"
"Bar Harbor","5,253","1","0","0","0","1","89","28","61","0","0"
"Bath","8,499","10","0","2","3","5","285","21","260","4","1"
"Belfast","6,665","0","0","0","0","0","205","58","138","9","0"
"Berwick","7,291","7","0","0","3","4","149","31","108","10","7"
"Biddeford","21,402","95","2","5","13","75","1,208","189","995","24","3"
"Boothbay Harbor","2,153","1","0","0","0","1","58","19","39","0","3"
"Brewer","9,481","6","0","1","2","3","285","26","254","5","1"
"Bridgton","5,228","3","0","0","0","3","74","15","56","3","0"
"Brownville","1,243","0","0","0","0","0","5","1","4","0","0"
"Brunswick","20,343","20","0","6","3","11","595","99","470","26","4"
"Bucksport","4,945","17","0","1","2","14","131","53","74","4","1"
"Buxton","8,083","3","0","1","0","2","104","32","70","2","0"
"Calais","3,105","7","0","3","1","3","172","55","117","0","1"
"Camden","4,850","4","0","1","2","1","86","7","71","8","0"
"Cape Elizabeth","9,045","2","0","1","1","0","115","33","77","5","1"
"Caribou","8,150","5","0","0","1","4","164","26","134","4","0"
"Carrabassett Valley","779","1","0","0","0","1","40","5","35","0","0"
"Clinton","3,483","3","0","0","0","3","41","17","23","1","1"
"Cumberland","7,236","2","0","0","0","2","38","10","25","3","0"
"Damariscotta","2,206","3","0","0","0","3","38","3","35","0","0"
"Dexter","3,894","1","0","0","0","1","118","33","80","5","0"
"Dixfield","2,547","4","0","2","0","2","73","23","44","6","0"
"Dover-Foxcroft","4,189","16","0","1","0","15","99","23","74","2","1"
"East Millinocket","3,071","1","0","1","0","0","42","12","29","1","0"
"Eastport","1,323","1","0","0","0","1","17","9","8","0","0"
"Eliot","6,243","0","0","0","0","0","29","7","21","1","1"
"Ellsworth","7,770","7","0","1","3","3","247","30","214","3","0"
"Fairfield","6,714","8","1","0","2","5","261","44","212","5","1"
"Falmouth","11,221","3","0","0","0","3","167","26","141","0","0"
"Farmington","7,765","9","0","2","2","5","194","28","162","4","0"
"Fort Fairfield","3,480","7","0","1","0","6","46","5","37","4","0"
"Fort Kent","4,078","1","0","0","0","1","14","1","13","0","0"
"Freeport","7,906","8","0","0","1","7","177","24","152","1","0"
"Fryeburg","3,442","2","0","0","1","1","48","13","33","2","2"
"Gardiner","5,793","10","0","5","2","3","172","30","140","2","1"
"Gorham","16,432","22","0","4","7","11","212","46","156","10","8"
"Gouldsboro","1,743","0","0","0","0","0","17","4","12","1","0"
"Greenville","1,636","6","0","0","0","6","39","13","24","2","0"
"Hallowell","2,379","0","0","0","0","0","91","16","72","3","0"
"Hampden","7,254","3","1","1","0","1","101","32","67","2","1"
"Holden","3,076","2","0","0","1","1","82","19","63","0","0"
"Houlton","6,095","10","0","3","3","4","152","24","124","4","0"
"Islesboro","565","0","0","0","0","0","8","7","0","1","0"
"Jay","4,848","8","0","3","0","5","162","40","116","6","1"
"Kennebunk","10,864","10","0","7","0","3","155","43","111","1","0"
"Kennebunkport","3,496","1","0","0","0","1","48","8","40","0","0"
"Kittery","9,548","10","0","1","3","6","172","15","157","0","0"
"Lewiston","36,519","80","0","15","43","22","1,387","328","1,018","41","10"
"Limestone","2,306","2","0","1","0","1","23","7","16","0","0"
"Lincoln","5,084","4","0","1","1","2","240","50","183","7","0"
"Lincolnville","2,164","0","0","0","0","0","28","6","22","0","0"
"Lisbon","8,993","9","0","5","1","3","162","53","101","8","1"
"Livermore Falls","3,180","1","0","1","0","0","111","19","89","3","0"
"Machias","2,209","1","0","0","0","1","51","13","38","0","0"
"Madawaska","4,017","1","0","0","1","0","41","4","35","2","0"
"Madison1","4,840","1","0","1","0","0","121","36","81","4","0"
"Mechanic Falls","3,025","2","0","0","0","2","44","11","31","2","0"
"Mexico","2,677","7","0","5","0","2","189","45","138","6","0"
"Milbridge","1,344","0","0","0","0","0","0","0","0","0","0"
"Millinocket","4,502","2","0","0","0","2","90","22","64","4","0"
"Milo","2,327","9","0","1","0","8","49","11","36","2","1"
"Monmouth","4,096","1","0","0","0","1","60","18","38","4","1"
"Mount Desert","2,061","0","0","0","0","0","47","5","40","2","0"
"Newport","3,275","2","0","0","2","0","92","20","72","0","0"
"North Berwick","4,607","3","0","0","1","2","46","20","22","4","0"
"Norway","5,006","4","0","1","0","3","156","43","110","3","2"
"Oakland","6,233","8","0","5","0","3","137","22","108","7","0"
"Ogunquit","898","0","0","0","0","0","56","18","37","1","0"
"Old Orchard Beach","8,678","17","2","9","3","3","292","80","206","6","6"
"Old Town","7,839","7","0","1","3","3","262","42","210","10","2"
"Orono","10,364","3","0","0","2","1","205","27","175","3","1"
"Oxford","4,103","7","0","6","0","1","192","20","170","2","0"
"Paris","5,175","5","0","4","1","0","78","18","57","3","0"
"Phippsburg","2,212","0","0","0","0","0","31","7","24","0","0"
"Pittsfield","4,202","4","0","1","3","0","84","12","69","3","0"
"Portland","66,413","173","1","33","82","57","2,632","411","2,139","82","10"
"Presque Isle","9,648","11","0","6","2","3","354","53","299","2","0"
"Rangeley","1,175","0","0","0","0","0","13","3","9","1","0"
"Richmond","3,406","0","0","0","0","0","50","8","41","1","0"
"Rockland","7,297","10","0","2","3","5","314","23","282","9","4"
"Rockport","3,331","1","0","0","0","1","33","7","25","1","0"
"Rumford","5,831","8","0","5","0","3","228","61","165","2","2"
"Sabattus","4,866","3","0","0","1","2","65","21","42","2","1"
"Saco","18,595","24","1","4","10","9","471","93","365","13","3"
"Sanford","20,925","64","0","26","16","22","794","144","618","32","12"
"Scarborough","18,982","10","0","6","4","0","500","65","425","10","1"
"Searsport","2,614","1","0","0","1","0","55","7","44","4","0"
"Skowhegan","8,562","25","0","14","5","6","539","105","419","15","6"
"South Berwick","7,265","5","0","3","0","2","57","17","39","1","0"
"South Portland","25,087","49","0","3","11","35","966","108","847","11","0"
"Southwest Harbor","1,771","0","0","0","0","0","62","11","51","0","0"
"Swan's Island","333","0","0","0","0","0","0","0","0","0","0"
"Thomaston","2,781","0","0","0","0","0","70","12","57","1","0"
"Topsham","8,770","6","0","3","2","1","219","33","182","4","1"
"Van Buren","2,161","2","0","0","0","2","4","1","2","1","0"
"Veazie","1,918","1","0","0","1","0","46","12","32","2","0"
"Waldoboro","5,044","3","1","0","1","1","76","12","62","2","1"
"Washburn","1,679","2","0","1","0","1","47","11","36","0","0"
"Waterville","15,709","43","1","15","9","18","758","154","589","15","4"
"Wells","9,648","1","0","0","0","1","151","48","96","7","0"
"Westbrook","17,553","33","0","7","15","11","608","66","532","10","4"
"Wilton","4,115","7","0","3","1","3","83","20","59","4","0"
"Windham","17,054","17","0","3","5","9","325","65","251","9","4"
"Winslow","7,787","4","0","3","1","0","145","16","123","6","0"
"Winter Harbor","518","0","0","0","0","0","6","1","5","0","0"
"Winthrop","6,086","2","0","0","0","2","129","20","106","3","0"
"Wiscasset","3,711","3","0","0","1","2","79","27","51","1","0"
"Yarmouth","8,376","4","0","2","1","1","78","21","56","1","0"
"York","12,608","2","0","1","1","0","245","58","184","3","0"
