"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Aberdeen","5,571","19","0","0","10","9","187","54","128","5","0"
"Ackerman","1,490","0","0","0","0","0","9","4","3","2","0"
"Amory","7,261","8","0","1","1","6","293","86","203","4","0"
"Bay St. Louis","9,428","26","4","4","11","7","384","77","290","17","3"
"Belzoni","2,225","3","0","0","0","3","11","0","11","0","0"
"Biloxi","45,037","188","1","30","85","72","2,267","732","1,420","115","7"
"Brandon","22,079","6","0","3","2","1","235","111","110","14","3"
"Brookhaven","12,547","14","1","0","7","6","227","58","165","4","1"
"Byhalia","1,289","3","0","0","2","1","50","11","35","4","0"
"Byram","11,653","7","0","0","4","3","268","52","188","28","0"
"Carthage","5,037","12","0","0","3","9","48","17","30","1","0"
"Charleston","2,184","11","0","0","10","1","70","27","43","0","0"
"Cleveland","12,228","51","0","4","28","19","848","127","698","23","0"
"Clinton","25,573","30","0","8","12","10","650","169","432","49","0"
"Columbia","6,534","24","0","4","7","13","222","76","146","0","0"
"Columbus","23,650","100","1","4","16","79","1,145","336","773","36","3"
"Como","1,278","8","0","1","2","5","31","10","20","1","0"
"Crystal Springs","5,022","16","1","0","1","14","122","50","66","6","2"
"D'Iberville","9,711","26","0","3","12","11","666","88","560","18","0"
"Eupora","2,217","6","0","0","1","5","35","13","21","1","0"
"Florence","4,214","4","0","1","0","3","48","28","20","0","0"
"Flowood","7,956","41","0","6","4","31","474","93","375","6","0"
"Fulton","3,962","3","0","0","2","1","85","7","78","0","0"
"Gautier","18,643","61","2","5","16","38","640","199","399","42","2"
"Greenwood","15,010","109","1","23","36","49","871","286","577","8","0"
"Hattiesburg","46,726","118","5","13","66","34","2,668","375","2,183","110","3"
"Heidelberg","708","1","0","0","0","1","11","3","6","2","0"
"Holly Springs","7,654","94","1","2","21","70","293","98","185","10","0"
"Horn Lake","26,576","24","1","2","14","7","686","155","505","26","4"
"Indianola","10,641","99","2","5","26","66","808","266","538","4","0"
"Itta Bena","2,022","11","1","1","4","5","237","159","77","1","1"
"Iuka","3,037","12","0","4","1","7","104","43","55","6","0"
"Jackson","175,939","1,668","63","135","799","671","11,568","4,124","6,308","1,136","63"
"Kosciusko","7,381","18","1","0","4","13","137","57","80","0","0"
"Laurel","18,665","61","0","3","28","30","959","325","608","26","3"
"Leakesville","894","0","0","0","0","0","0","0","0","0","0"
"Leland","4,427","14","0","0","3","11","158","86","72","0","0"
"Lexington","1,699","12","1","0","0","11","22","15","5","2","0"
"Long Beach","15,143","5","0","1","1","3","325","69","246","10","3"
"Louisville","6,599","14","0","1","4","9","84","29","53","2","1"
"Lucedale","2,962","4","0","0","1","3","69","9","58","2","0"
"Madison","24,648","14","0","0","3","11","212","8","202","2","0"
"McComb","12,818","71","0","3","23","45","727","173","525","29","0"
"Meridian","41,347","234","10","33","124","67","2,139","734","1,226","179","8"
"Moss Point","13,756","104","0","12","29","63","736","314","368","54","2"
"Natchez","15,706","58","3","11","26","18","845","185","651","9","11"
"Newton","3,346","0","0","0","0","0","5","4","0","1","0"
"Ocean Springs","17,510","34","2","2","5","25","549","106","419","24","1"
"Olive Branch","34,141","70","1","12","17","40","999","402","562","35","1"
"Oxford","19,435","8","0","1","3","4","210","50","147","13","0"
"Pascagoula","22,477","86","0","31","33","22","1,339","268","991","80","11"
"Pass Christian","4,722","9","1","3","1","4","168","51","108","9","1"
"Pearl","25,530","33","0","10","2","21","629","172","446","11","0"
"Petal","10,610","2","0","0","1","1","73","32","38","3","0"
"Philadelphia","7,529","52","0","4","11","37","319","144","164","11","0"
"Picayune","10,877","29","0","3","9","17","410","97","294","19","4"
"Poplarville","2,896","0","0","0","0","0","100","44","52","4","0"
"Ridgeland","24,541","38","2","0","10","26","699","65","612","22","1"
"Ripley","5,386","3","0","0","1","2","98","52","41","5","0"
"Saltillo","4,834","3","0","0","0","3","96","34","59","3","0"
"Southaven","49,938","146","0","24","22","100","1,325","189","1,078","58","2"
"Summit","1,708","3","0","0","3","0","48","29","19","0","0"
"Vaiden","722","0","0","0","0","0","0","0","0","0","0"
"Vicksburg","23,700","174","2","21","29","122","1,381","293","1,037","51","5"
"West Point","11,245","63","3","8","8","44","375","119","253","3","0"
"Wiggins","4,407","14","0","3","0","11","120","45","74","1","0"
"Winona","5,030","10","0","0","0","10","34","8","24","2","0"
"Yazoo City","11,347","78","1","7","16","54","514","252","239","23","0"
