"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Beulah","3,202","7","1","2","0","4","68","18","44","6","1"
"Bismarck","64,103","218","1","31","16","170","1,945","320","1,522","103","9"
"Burlington","1,127","1","0","0","0","1","9","1","4","4","1"
"Carrington","2,111","0","0","0","0","0","6","0","4","2","0"
"Cavalier","1,319","2","0","1","0","1","16","3","13","0","0"
"Devils Lake","7,305","15","0","5","2","8","333","64","255","14","1"
"Dickinson","18,924","41","0","0","3","38","389","27","339","23","0"
"Ellendale","1,432","0","0","0","0","0","11","4","7","0","0"
"Fargo","109,813","394","2","69","46","277","2,835","451","2,229","155","16"
"Fessenden","493","0","0","0","0","0","2","1","1","0","0"
"Grafton","4,349","21","0","5","0","16","131","8","114","9","1"
"Grand Forks","53,839","146","0","24","23","99","1,409","228","1,091","90","2"
"Harvey","1,836","5","0","2","1","2","39","10","29","0","1"
"Hillsboro","1,647","1","0","0","0","1","13","2","10","1","0"
"Jamestown","15,753","32","0","12","0","20","419","77","319","23","4"
"Kenmare","1,165","0","0","0","0","0","3","1","1","1","0"
"Killdeer","806","2","0","2","0","0","16","2","11","3","0"
"Lamoure","901","1","0","0","0","1","8","2","4","2","0"
"Lincoln","2,519","2","0","0","0","2","9","0","8","1","0"
"Lisbon","2,182","1","0","0","0","1","44","12","27","5","0"
"Mandan","18,932","50","2","9","5","34","515","51","420","44","5"
"Medora","119","0","0","0","0","0","2","1","1","0","0"
"Minot","43,460","101","0","20","6","75","763","78","605","80","6"
"Napoleon","808","0","0","0","0","0","8","1","7","0","0"
"Northwood","963","1","0","0","0","1","8","2","6","0","0"
"Rolla","1,335","1","0","0","0","1","21","5","12","4","0"
"Rugby","2,952","1","0","0","0","1","61","10","47","4","0"
"Sherwood","249","0","0","0","0","0","1","0","1","0","0"
"Stanley","1,575","1","0","0","0","1","5","0","4","1","0"
"Steele","725","0","0","0","0","0","15","4","10","1","1"
"Surrey","994","1","0","0","0","1","1","1","0","0","0"
"Thompson","1,006","0","0","0","0","0","1","0","1","0","0"
"Valley City","6,730","10","0","1","0","9","127","26","98","3","1"
"Wahpeton","7,908","8","0","2","1","5","152","21","122","9","0"
"Watford City","1,967","15","1","1","0","13","63","5","50","8","1"
"West Fargo","26,894","62","0","2","5","55","482","77","370","35","6"
"Williston","16,373","64","1","12","2","49","760","44","603","113","3"
