"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Abernathy","2,877","3","1","1","0","1","31","14","15","2","0"
"Abilene","119,886","472","3","38","127","304","4,393","1,037","3,185","171","18"
"Alamo","19,178","182","0","11","10","161","1,492","264","1,147","81","1"
"Alamo Heights","7,305","14","0","6","4","4","240","34","198","8","0"
"Alice","19,627","172","10","8","6","148","1,216","278","884","54","13"
"Allen","88,783","55","0","11","13","31","1,432","215","1,173","44","0"
"Alpine","6,091","7","0","1","0","6","74","18","49","7","1"
"Alton","14,178","9","0","3","4","2","335","85","222","28","1"
"Alvarado","3,888","24","0","1","7","16","136","39","89","8","0"
"Alvin","25,145","62","0","11","13","38","675","149","502","24","2"
"Amarillo","196,576","1,278","10","110","278","880","8,900","2,087","6,184","629","54"
"Andrews","11,751","89","0","18","0","71","261","50","199","12","0"
"Angleton","19,569","59","2","9","1","47","601","101","487","13","7"
"Anna","8,724","7","0","0","2","5","133","41","86","6","1"
"Anson","2,458","3","0","0","0","3","41","9","32","0","0"
"Anthony","5,166","9","0","0","4","5","181","16","153","12","1"
"Aransas Pass1","8,325","48","2","7","4","35","","","371","18","2"
"Archer City","1,819","3","0","0","0","3","9","4","5","0","0"
"Arcola","1,724","4","0","1","2","1","30","10","17","3","0"
"Argyle","3,454","2","0","2","0","0","32","9","23","0","0"
"Arlington","379,295","1,909","17","135","532","1,225","15,109","3,543","10,616","950","51"
"Arp","1,003","0","0","0","0","0","2","0","2","0","0"
"Athens","12,946","55","0","14","6","35","445","104","320","21","0"
"Atlanta","5,717","44","0","7","7","30","220","58","153","9","1"
"Aubrey","2,731","7","0","2","0","5","61","11","49","1","1"
"Austin","832,901","3,405","31","209","978","2,187","43,472","7,244","33,913","2,315","121"
"Azle","11,337","25","0","2","4","19","384","90","279","15","7"
"Baird","1,515","0","0","0","0","0","10","8","2","0","0"
"Balch Springs","24,574","177","0","23","27","127","1,382","215","1,030","137","0"
"Balcones Heights","2,859","27","0","0","17","10","578","54","487","37","2"
"Ballinger","3,831","7","0","2","0","5","81","25","54","2","0"
"Bangs","1,630","4","0","0","0","4","5","2","2","1","0"
"Bastrop","7,415","22","0","3","5","14","468","46","412","10","3"
"Bay City","17,928","54","1","8","10","35","678","143","528","7","4"
"Bayou Vista","1,584","9","0","0","0","9","34","11","20","3","0"
"Baytown","74,420","247","5","15","97","130","3,684","939","2,438","307","23"
"Beaumont","120,323","1,242","13","76","408","745","5,824","1,828","3,717","279","49"
"Bedford","48,763","143","1","10","29","103","1,331","282","972","77","2"
"Bee Cave","4,137","12","0","2","0","10","145","17","121","7","0"
"Beeville","13,179","30","1","0","4","25","257","43","203","11","2"
"Bellaire","17,481","23","0","2","15","6","332","56","261","15","0"
"Bellmead","10,212","182","0","8","14","160","1,152","137","972","43","2"
"Bellville","4,193","9","0","3","0","6","107","21","85","1","0"
"Belton","18,763","64","1","1","13","49","725","145","578","2","0"
"Benbrook","22,040","31","1","3","9","18","440","78","343","19","0"
"Bertram","1,384","1","0","0","0","1","30","15","15","0","2"
"Beverly Hills","2,056","15","0","2","5","8","90","25","63","2","1"
"Big Sandy","1,380","1","0","0","0","1","9","4","5","0","0"
"Big Spring","27,774","160","2","15","11","132","1,099","271","785","43","6"
"Bishop","3,211","4","0","2","0","2","73","20","50","3","0"
"Blanco","1,781","4","0","0","0","4","42","9","32","1","0"
"Bloomburg","406","0","0","0","0","0","0","0","0","0","0"
"Blue Mound","2,484","0","0","0","0","0","24","3","21","0","0"
"Boerne","11,047","17","0","2","4","11","352","34","309","9","0"
"Bogata","1,157","5","0","0","1","4","34","14","19","1","0"
"Bonham","10,288","21","1","5","2","13","287","78","207","2","2"
"Borger","13,438","131","0","18","4","109","573","152","407","14","5"
"Bovina","1,906","6","0","1","0","5","6","1","5","0","0"
"Bowie","5,293","12","0","2","1","9","272","47","212","13","0"
"Brady","5,616","10","0","0","0","10","124","46","72","6","1"
"Brazoria","3,133","7","0","1","0","6","47","3","38","6","0"
"Breckenridge","5,815","9","0","4","0","5","84","28","53","3","1"
"Bremond","950","3","0","0","0","3","26","9","17","0","0"
"Brenham","15,988","34","1","0","7","26","444","86","339","19","1"
"Bridge City","8,020","22","0","4","3","15","165","32","127","6","0"
"Bridgeport","6,138","14","0","4","0","10","102","19","82","1","0"
"Brookshire","4,865","17","1","2","3","11","107","34","64","9","4"
"Brookside Village","1,581","0","0","0","0","0","12","7","5","0","0"
"Brownfield","9,820","35","0","3","7","25","175","65","105","5","2"
"Brownsville","181,102","473","3","38","125","307","8,337","1,145","6,986","206","20"
"Brownwood","19,618","103","0","16","9","78","926","137","765","24","3"
"Bruceville-Eddy","1,521","2","1","0","0","1","8","2","6","0","0"
"Bryan","78,479","312","1","31","69","211","2,473","496","1,889","88","21"
"Buda","7,797","10","0","2","3","5","225","21","197","7","0"
"Bullard","2,546","12","0","5","0","7","44","6","35","3","0"
"Bulverde","4,852","3","0","0","0","3","69","14","54","1","0"
"Burkburnett","10,901","34","1","6","1","26","311","65","230","16","1"
"Burleson","37,774","67","1","7","21","38","1,032","195","803","34","2"
"Burnet","6,128","14","0","1","3","10","154","35","112","7","1"
"Cactus","3,234","14","0","4","1","9","18","9","7","2","0"
"Caddo Mills","1,364","1","0","0","0","1","11","6","5","0","0"
"Caldwell","4,180","5","1","0","0","4","41","2","36","3","0"
"Calvert","1,218","7","0","0","0","7","36","15","20","1","4"
"Cameron","5,621","21","0","1","5","15","238","44","193","1","1"
"Canton","3,637","4","0","0","1","3","105","12","90","3","0"
"Canyon","13,773","17","1","2","0","14","103","23","74","6","2"
"Carrollton","124,477","180","2","7","75","96","3,414","771","2,358","285","10"
"Carthage","6,954","34","0","4","4","26","309","58","243","8","2"
"Castle Hills","4,280","3","0","0","3","0","311","30","271","10","0"
"Castroville","2,740","8","0","2","2","4","51","20","26","5","1"
"Cedar Hill","46,633","106","0","11","38","57","1,646","367","1,194","85","2"
"Cedar Park","52,051","109","0","11","9","89","765","93","653","19","1"
"Celina","6,350","3","0","1","0","2","71","17","52","2","0"
"Center","5,307","45","0","3","13","29","253","48","195","10","2"
"Childress","6,149","29","0","0","1","28","84","33","47","4","0"
"Chillicothe","723","0","0","0","0","0","17","1","16","0","0"
"Cibolo","16,090","23","1","4","1","17","242","52","184","6","0"
"Cisco","3,972","9","0","0","0","9","183","95","86","2","0"
"Clarksville","3,285","3","0","0","2","1","47","27","20","0","0"
"Cleburne","30,126","147","1","27","21","98","1,330","267","1,005","58","4"
"Cleveland","7,847","84","0","5","15","64","693","114","529","50","5"
"Clifton","3,509","0","0","0","0","0","20","6","14","0","1"
"Clint","964","0","0","0","0","0","12","2","8","2","0"
"Clute","11,631","25","0","3","4","18","268","53","207","8","1"
"Clyde","3,759","2","0","0","0","2","54","12","37","5","0"
"Cockrell Hill","4,343","44","0","2","7","35","124","38","72","14","3"
"Coleman","4,709","12","0","0","2","10","188","92","90","6","1"
"College Station","96,567","491","3","34","38","416","2,398","576","1,762","60","0"
"Colleyville","23,677","5","0","1","1","3","181","32","146","3","0"
"Collinsville","1,655","3","0","1","0","2","20","9","11","0","0"
"Colorado City","4,221","33","0","0","0","33","172","72","100","0","1"
"Columbus","3,699","25","0","6","1","18","130","16","112","2","0"
"Comanche","4,373","11","0","1","1","9","167","36","130","1","1"
"Combes","2,996","7","1","1","0","5","36","11","22","3","2"
"Commerce","8,229","40","1","7","9","23","285","83","194","8","0"
"Conroe","59,856","221","2","13","74","132","2,061","447","1,501","113","1"
"Converse","18,922","71","0","9","11","51","524","97","402","25","1"
"Coppell","40,053","27","0","3","4","20","663","129","519","15","1"
"Copperas Cove","33,009","118","1","10","23","84","955","312","636","7","20"
"Corinth","20,971","34","0","0","3","31","297","73","213","11","1"
"Corpus Christi","312,565","2,057","16","184","375","1,482","14,061","2,452","11,166","443","39"
"Corrigan","1,633","7","0","0","3","4","41","13","24","4","0"
"Corsicana","24,284","157","0","25","33","99","1,258","342","875","41","1"
"Crandall","2,957","2","0","1","0","1","18","9","6","3","0"
"Crane","3,410","8","0","1","0","7","18","7","11","0","0"
"Crockett","6,975","20","0","0","1","19","180","41","132","7","0"
"Crosbyton","1,776","2","0","1","1","0","26","15","9","2","0"
"Crowell","965","0","0","0","0","0","0","0","0","0","0"
"Crowley","13,328","17","0","5","4","8","297","49","237","11","0"
"Crystal City","7,355","30","1","0","1","28","91","26","60","5","0"
"Cuero","7,001","77","0","6","4","67","234","52","173","9","0"
"Cumby","794","0","0","0","0","0","25","10","13","2","0"
"Daingerfield","2,579","16","0","1","2","13","87","30","55","2","1"
"Dalhart","8,124","43","1","6","1","35","238","71","157","10","1"
"Dallas","1,241,549","8,380","154","486","4,093","3,647","54,300","16,090","31,148","7,062","581"
"Dalworthington Garden","2,345","0","0","0","0","0","19","3","16","0","0"
"Danbury","1,780","2","0","2","0","0","6","0","6","0","0"
"Dayton","7,416","20","0","7","5","8","173","45","116","12","0"
"Decatur","6,206","10","0","1","1","8","214","19","186","9","0"
"Deer Park","33,196","46","0","13","14","19","874","117","720","37","2"
"De Kalb","1,708","10","0","0","3","7","54","12","39","3","0"
"De Leon","2,266","6","0","1","0","5","27","6","19","2","0"
"Del Rio","36,302","61","1","0","10","50","731","157","561","13","8"
"Denison","23,125","94","1","10","15","68","1,081","251","767","63","1"
"Denton","118,942","369","1","86","82","200","3,262","632","2,473","157","27"
"Denver City","4,617","4","0","2","2","0","95","37","56","2","0"
"Desoto","50,795","132","1","11","43","77","1,782","622","1,042","118","3"
"Devine","4,452","7","1","0","0","6","71","10","59","2","0"
"Diboll","4,896","11","0","4","4","3","110","30","75","5","1"
"Dickinson","19,251","49","0","6","15","28","600","131","430","39","0"
"Dilley","3,988","4","0","0","3","1","106","54","51","1","2"
"Dimmitt","4,489","6","0","0","1","5","159","48","106","5","0"
"Donna","16,518","139","0","4","18","117","975","240","690","45","5"
"Double Oak","3,014","0","0","0","0","0","13","0","12","1","0"
"Dublin","3,746","11","0","1","0","10","141","52","87","2","1"
"Dumas","14,946","33","0","4","1","28","391","67","310","14","4"
"Duncanville","39,899","119","0","7","63","49","1,363","344","863","156","4"
"Eagle Lake","3,684","4","0","1","0","3","44","27","17","0","0"
"Eagle Pass","27,208","53","0","0","3","50","924","238","665","21","0"
"Early","2,810","13","1","2","1","9","87","16","71","0","0"
"Eastland","4,029","13","0","0","4","9","134","38","86","10","0"
"East Mountain","815","3","1","1","0","1","22","14","6","2","0"
"Edcouch","3,305","22","0","0","1","21","73","28","41","4","4"
"Edgewood","1,467","1","0","0","0","1","2","1","1","0","0"
"Edinburg","80,332","357","1","29","50","277","4,732","857","3,666","209","10"
"Edna","5,561","10","0","0","0","10","141","25","111","5","0"
"El Campo","11,786","37","1","2","5","29","319","73","235","11","2"
"Electra","2,814","3","0","0","0","3","52","23","25","4","0"
"Elgin","8,386","21","0","4","3","14","232","51","177","4","1"
"El Paso","675,536","2,859","23","184","471","2,181","16,411","1,826","13,425","1,160","94"
