"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Boulder City","15,364","12","0","0","3","9","218","94","117","7","6"
"Carlin","2,431","7","0","0","0","7","30","7","16","7","0"
"Elko","18,788","118","5","26","7","80","836","209","541","86","0"
"Fallon","8,633","23","0","1","6","16","362","60","278","24","0"
"Henderson","263,469","445","4","61","172","208","5,295","1,408","3,386","501","30"
"Las Vegas Metropolitan Police Department","1,479,393","11,598","76","596","3,824","7,102","46,427","14,220","25,522","6,685","216"
"Lovelock","1,906","32","0","0","1","31","45","16","27","2","0"
"Mesquite","15,625","17","0","4","3","10","302","72","216","14","0"
"North Las Vegas","221,884","1,695","14","73","389","1,219","5,534","1,557","3,022","955","14"
"Reno","230,486","1,192","7","33","327","825","7,423","1,633","4,909","881","29"
"Sparks","92,387","234","1","32","68","133","2,559","609","1,710","240","14"
"West Wendover","4,530","20","0","6","1","13","173","45","114","14","1"
"Winnemucca","7,587","10","1","0","2","7","133","42","79","12","2"
"Yerington","3,081","12","0","2","0","10","96","28","67","1","1"
