"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson2"
"Adams Village","1,811","1","0","0","1","0","8","2","6","0","0"
"Addison Town and Village","2,611","0","0","0","0","0","43","8","34","1","0"
"Akron Village","2,880","3","0","0","1","2","25","4","20","1","0"
"Albany","98,187","802","4","43","249","506","4,340","887","3,299","154",""
"Albion Village","5,993","15","0","1","3","11","282","56","217","9",""
"Alfred Village","4,193","4","0","1","0","3","45","9","35","1",""
"Allegany Village","1,814","5","0","0","1","4","32","5","27","0","0"
"Altamont Village","1,725","1","0","0","0","1","19","2","16","1",""
"Amherst Town","117,591","88","0","7","28","53","2,261","214","2,010","37","4"
"Amityville Village","9,608","10","0","0","7","3","200","22","170","8","3"
"Amsterdam","18,607","18","2","2","7","7","432","124","296","12","1"
"Arcade Village","2,071","1","0","0","0","1","32","6","25","1","1"
"Ardsley Village","4,508","2","0","0","1","1","43","8","34","1","0"
"Asharoken Village","661","0","0","0","0","0","5","0","4","1","0"
"Attica Village","2,548","3","0","0","0","3","8","5","3","0","0"
"Auburn","27,739","90","0","3","19","68","984","155","797","32",""
"Baldwinsville Village","7,415","3","0","0","0","3","102","21","80","1","2"
"Ballston Spa Village","5,469","20","0","1","2","17","86","13","71","2","0"
"Batavia","15,527","46","0","5","3","38","562","104","454","4",""
"Bath Village","5,820","35","0","6","7","22","236","54","181","1","1"
"Beacon","15,649","66","0","1","17","48","342","80","247","15","2"
"Bedford Town","17,547","11","0","3","3","5","175","22","149","4",""
"Bethlehem Town","33,764","16","0","2","2","12","469","64","402","3",""
"Binghamton","47,250","315","3","15","81","216","2,336","558","1,732","46",""
"Black River","1,374","0","0","0","0","0","4","2","2","0","0"
"Blooming Grove Town","12,264","6","0","1","1","4","121","31","82","8",""
"Bolivar Village","1,050","0","0","0","0","0","1","0","1","0","0"
"Bolton Town","2,344","2","0","0","0","2","8","2","6","0","0"
"Brant Town","2,074","2","0","0","0","2","20","4","14","2","0"
"Brewster","2,408","0","0","0","0","0","11","2","9","0","0"
"Briarcliff Manor Village","7,962","0","0","0","0","0","14","4","10","0","0"
"Brighton Town","36,856","28","1","6","10","11","933","173","734","26",""
"Brockport Village","8,419","17","0","1","3","13","139","31","104","4",""
"Bronxville Village","6,402","1","0","0","0","1","49","3","43","3","0"
"Brownville Village","1,142","0","0","0","0","0","7","0","7","0","0"
"Buffalo","262,434","3,382","48","138","1,388","1,808","13,454","3,976","8,371","1,107","294"
"Cairo Town","6,667","2","0","0","0","2","33","5","28","0",""
"Cambridge Village","1,879","1","0","0","0","1","37","13","23","1",""
"Camillus Town and Village","24,293","20","0","1","3","16","314","39","262","13","0"
"Canandaigua","10,661","36","0","5","2","29","302","49","244","9",""
"Canastota Village","4,825","1","0","0","0","1","63","11","48","4",""
"Canisteo Village","2,283","7","0","0","0","7","41","10","29","2","0"
"Canton Village","6,339","0","0","0","0","0","59","5","54","0",""
"Cape Vincent Village","741","0","0","0","0","0","8","0","8","0","0"
"Carmel Town","34,567","12","0","1","4","7","284","57","211","16","0"
"Carroll Town","3,528","0","0","0","0","0","7","3","4","0","0"
"Carthage Village","3,823","1","0","0","0","1","57","10","45","2",""
"Catskill Village","4,079","17","0","0","3","14","122","15","106","1",""
"Cattaraugus Village","1,000","0","0","0","0","0","2","0","2","0","0"
"Cayuga Heights Village","3,755","1","0","0","1","0","37","6","31","0",""
"Cazenovia Village","2,848","3","0","1","1","1","64","8","55","1",""
"Central Square Village","1,860","2","0","0","1","1","71","10","60","1","0"
"Chatham Village","1,763","11","0","1","0","10","91","18","72","1","0"
"Cheektowaga Town","79,178","175","0","19","66","90","2,821","338","2,396","87","7"
"Chester Town","8,099","1","0","0","0","1","22","5","14","3",""
"Chester Village","4,014","6","0","0","3","3","120","7","112","1","0"
"Chittenango Village","5,103","3","0","0","1","2","85","7","77","1",""
"Clarkstown Town","80,186","76","0","4","27","45","1,511","107","1,379","25",""
"Clayton Village","2,019","0","0","0","0","0","20","4","15","1",""
"Clyde Village","2,096","7","0","0","1","6","49","9","40","0",""
"Cobleskill Village","4,683","5","0","1","1","3","169","24","142","3","0"
"Coeymans Town","7,443","21","0","0","0","21","105","22","71","12","0"
"Cohocton Town","2,574","0","0","0","0","0","11","3","8","0","0"
"Cohoes","16,220","43","0","4","8","31","297","91","196","10",""
"Colchester Town","2,069","0","0","0","0","0","23","7","15","1","0"
"Colonie Town","77,853","46","0","0","29","17","2,117","214","1,847","56",""
"Cooperstown Village","1,850","4","0","0","1","3","31","4","27","0",""
"Corning","11,247","30","0","8","3","19","318","40","275","3","1"
"Cornwall-on-Hudson Village","3,051","0","0","0","0","0","42","9","33","0",""
"Cornwall Town","9,736","2","0","1","0","1","88","14","74","0",""
"Cortland","19,316","35","0","7","13","15","380","120","251","9","2"
"Crawford Town","9,419","7","0","0","1","6","156","43","109","4",""
"Croton-on-Hudson Village","8,171","1","0","0","0","1","69","8","58","3",""
"Cuba Town","3,249","19","1","3","2","13","123","23","97","3","0"
"Dansville Village","4,718","9","0","1","1","7","142","23","117","2","0"
"Deerpark Town","7,989","6","0","0","2","4","161","63","94","4",""
"Delhi Village","3,089","2","0","0","1","1","32","12","19","1",""
"Depew Village","15,368","24","0","0","10","14","313","57","250","6","0"
"Deposit Village","1,657","1","0","0","0","1","28","6","22","0","0"
"Dewitt Town","22,872","30","0","2","10","18","616","92","502","22","3"
"Dolgeville Village","2,204","12","0","0","0","12","72","10","59","3",""
"Dryden Village","1,902","2","0","0","0","2","67","3","64","0",""
"Dunkirk","12,579","47","0","1","10","36","351","97","244","10",""
"East Aurora-Aurora Town","13,841","2","0","0","1","1","158","19","134","5","1"
"Eastchester Town","19,805","4","0","0","2","2","223","13","204","6","0"
"East Fishkill Town","29,239","15","0","3","4","8","223","29","182","12",""
"East Greenbush Town","16,558","14","0","1","6","7","391","44","342","5","2"
"East Hampton Town","19,569","14","0","1","0","13","417","62","348","7",""
"East Hampton Village","1,093","1","0","0","1","0","80","1","78","1","0"
"Eden Town","7,721","4","0","0","1","3","38","7","30","1","0"
"Ellicott Town","5,189","11","0","0","5","6","276","18","255","3",""
"Ellicottville","1,598","2","0","0","0","2","18","5","13","0",""
"Elmira","29,362","104","2","1","40","61","1,192","250","923","19","1"
"Elmira Heights Village","4,120","3","0","0","2","1","60","17","42","1","0"
"Elmira Town","5,991","0","0","0","0","0","0","0","0","0","0"
"Elmsford Village","4,724","5","0","0","1","4","50","12","31","7",""
"Endicott Village","13,357","53","0","4","19","30","635","128","497","10",""
"Evans Town","16,426","26","0","4","6","16","351","72","273","6","0"
"Fairport Village","5,389","2","0","0","0","2","40","10","29","1",""
"Fallsburg Town","11,996","13","0","0","2","11","214","82","126","6",""
"Fishkill Town","20,077","6","0","0","0","6","291","28","259","4","0"
"Fishkill Village","2,188","2","0","0","0","2","50","2","48","0",""
"Floral Park Village","16,010","3","0","0","1","2","64","13","48","3","0"
"Fort Plain Village","2,320","14","0","2","1","11","67","17","49","1","0"
"Frankfort Town","5,015","2","0","1","0","1","30","9","19","2",""
"Frankfort Village","2,598","3","0","1","0","2","35","4","31","0",""
"Franklinville Village","1,738","0","0","0","0","0","32","0","32","0","0"
"Fredonia Village","11,254","15","1","2","4","8","301","37","264","0",""
"Freeport Village","43,248","209","5","4","108","92","875","212","604","59","4"
"Friendship Town","2,008","0","0","0","0","0","33","21","12","0","0"
"Fulton City","11,970","26","0","5","8","13","567","120","433","14","1"
"Garden City Village","22,571","5","0","0","2","3","337","48","272","17","0"
"Gates Town","28,594","66","1","2","29","34","1,234","140","1,049","45",""
"Geddes Town","10,588","6","0","0","1","5","220","25","195","0","1"
"Geneseo Village","8,062","1","0","1","0","0","168","2","165","1","0"
"Geneva","13,396","31","1","6","10","14","307","74","226","7","0"
"Germantown Town","1,946","0","0","0","0","0","2","0","2","0","0"
"Glen Park Village","513","1","0","0","0","1","4","1","3","0","0"
"Glens Falls","14,807","43","1","3","2","37","372","51","315","6",""
"Glenville Town","21,916","17","0","2","3","12","402","45","353","4",""
"Gloversville","15,705","42","0","5","8","29","684","111","545","28","1"
"Goshen Town","8,312","4","0","0","0","4","110","19","88","3",""
"Goshen Village","5,514","3","0","0","0","3","78","8","69","1","0"
"Gowanda Village","2,711","6","0","0","1","5","15","5","10","0",""
"Granville Village","2,556","1","0","0","1","0","40","8","32","0","0"
"Great Neck Estates Village","2,788","0","0","0","0","0","15","5","10","0","0"
"Greece Town","96,752","129","0","18","46","65","2,556","410","2,069","77",""
"Greenburgh Town","43,409","49","0","0","16","33","590","66","490","34",""
"Greene Village","1,577","0","0","0","0","0","0","0","0","0","0"
"Greenport Town","4,150","7","0","0","0","7","164","11","152","1",""
"Greenwich Village","1,784","2","0","0","0","2","49","9","40","0",""
"Groton Village","2,380","0","0","0","0","0","60","12","47","1",""
"Guilderland Town","33,693","23","0","5","10","8","661","52","607","2",""
"Hamburg Town","45,166","35","0","3","6","26","1,286","189","1,062","35","7"
"Hamburg Village","9,449","3","0","0","0","3","214","31","178","5","1"
"Hammondsport Village","666","0","0","0","0","0","17","1","16","0","0"
"Hancock Village","1,028","1","0","0","1","0","9","5","3","1","0"
"Harrison Town","27,794","11","0","1","4","6","210","25","181","4",""
"Hastings-on-Hudson Village","7,947","7","0","0","6","1","64","10","53","1","1"
"Haverstraw Town","37,244","59","1","9","19","30","419","119","289","11","2"
"Hempstead Village","54,380","464","9","9","207","239","992","217","636","139","4"
"Herkimer Village","7,745","60","0","4","2","54","388","52","336","0","2"
"Homer Village","3,311","1","0","0","0","1","28","8","18","2","0"
"Hornell","8,612","10","0","0","2","8","158","22","133","3","0"
"Horseheads Village","6,496","0","0","0","0","0","149","10","139","0","0"
"Hudson","6,693","37","0","7","8","22","332","47","282","3",""
"Hudson Falls Village","7,314","10","0","0","3","7","111","26","80","5",""
"Huntington Bay Village","1,438","0","0","0","0","0","4","1","3","0","0"
"Hyde Park Town","21,723","24","0","1","8","15","183","47","132","4","0"
"Ilion Village","8,052","13","0","2","0","11","149","21","124","4",""
"Interlaken Village","604","0","0","0","0","0","8","1","7","0","0"
"Irondequoit Town","52,045","79","1","4","37","37","1,633","332","1,248","53",""
"Irvington Village","6,503","0","0","0","0","0","23","3","20","0","0"
"Ithaca","30,216","65","0","4","30","31","1,238","177","1,033","28",""
"Jamestown","31,187","182","0","14","39","129","1,180","359","784","37",""
"Johnson City Village","15,134","87","1","7","22","57","1,000","138","854","8",""
"Johnstown","8,765","6","0","0","4","2","302","37","258","7","0"
"Kenmore Village","15,488","23","0","1","5","17","335","71","256","8","1"
"Kensington Village","1,171","0","0","0","0","0","2","1","1","0","0"
"Kent Town","13,608","0","0","0","0","0","91","20","71","0","0"
"Kingston","24,016","70","0","4","20","46","772","114","648","10","1"
"Kirkland Town","8,406","2","0","0","1","1","100","19","77","4",""
"Lackawanna","18,219","77","0","6","17","54","564","125","407","32","1"
"Lake Placid Village","2,523","1","0","0","0","1","56","11","43","2","1"
