"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson1"
"Aberdeen","17,000","59","1","13","18","27","907","221","605","81","2"
"Airway Heights","6,198","10","0","1","9","0","328","67","236","25","1"
"Algona","3,104","2","0","0","1","1","75","13","56","6","1"
"Anacortes","16,097","16","0","1","2","13","577","157","386","34","6"
"Arlington","18,332","32","2","3","9","18","900","173","653","74","4"
"Asotin","1,282","2","0","0","0","2","14","3","10","1","0"
"Auburn","72,218","248","6","23","110","109","3,985","984","2,415","586","18"
"Bainbridge Island","23,490","12","0","4","0","8","288","54","225","9","2"
"Battle Ground","18,068","28","0","5","4","19","361","53","277","31","2"
"Bellevue","126,022","161","2","26","67","66","3,503","685","2,649","169","24"
"Bellingham","82,665","220","0","29","53","138","3,975","614","3,223","138","5"
"Bingen","731","0","0","0","0","0","27","5","20","2","0"
"Black Diamond","4,279","1","0","0","1","0","71","13","47","11","0"
"Blaine","4,791","7","0","0","1","6","140","23","116","1","1"
"Bonney Lake","17,751","19","0","1","6","12","529","122","370","37","5"
"Bothell","34,389","35","1","7","8","19","893","179","654","60","8"
"Bremerton","39,434","230","1","38","44","147","2,123","444","1,487","192","22"
"Brewster","2,409","4","0","2","0","2","34","18","14","2","0"
"Brier","6,225","1","0","0","0","1","97","33","58","6","0"
"Buckley","4,933","3","0","1","1","1","130","41","81","8","1"
"Burien","34,310","267","2","44","95","126","2,560","584","1,388","588","4"
"Burlington","8,557","26","0","7","11","8","919","108","775","36","1"
"Camas","19,905","12","0","2","1","9","401","90","293","18","6"
"Carnation","1,841","0","0","0","0","0","40","12","23","5","0"
"Castle Rock","2,002","4","0","1","1","2","66","12","49","5","1"
"Centralia","16,593","80","2","12","18","48","796","183","559","54","8"
"Chehalis","7,371","20","0","4","4","12","433","46","376","11","1"
"Cheney","10,747","28","0","4","7","17","340","80","242","18","1"
"Chewelah","2,632","6","0","0","0","6","89","18","68","3","0"
"Cle Elum","2,845","3","0","0","1","2","128","30","94","4","2"
"Clyde Hill","3,077","2","0","0","0","2","27","7","20","0","1"
"Colfax","2,867","2","0","1","0","1","45","13","30","2","2"
"College Place","8,975","10","0","3","1","6","212","31","166","15","1"
"Colville","4,715","1","0","0","0","1","136","11","122","3","0"
"Connell","5,328","6","0","1","2","3","34","13","19","2","0"
"Coulee Dam","1,118","4","0","1","1","2","16","6","8","2","0"
"Coupeville","1,860","2","0","2","0","0","36","18","17","1","0"
"Covington","18,105","45","1","11","8","25","644","134","469","41","0"
"Des Moines","30,555","93","0","2","34","57","1,206","244","740","222","6"
"Dupont","8,379","12","0","0","1","11","66","19","45","2","0"
"Duvall","6,895","1","0","0","0","1","51","11","38","2","2"
"East Wenatchee","13,506","18","1","7","4","6","372","74","289","9","1"
"Eatonville","2,818","5","0","1","0","4","75","20","53","2","0"
"Edgewood","9,592","13","0","1","1","11","345","144","179","22","0"
"Edmonds","40,609","57","1","4","20","32","1,004","260","694","50","7"
"Ellensburg","18,649","30","0","9","4","17","810","121","647","42","4"
"Elma","3,125","7","0","2","2","3","181","47","126","8","1"
"Enumclaw","11,195","5","0","3","0","2","307","48","224","35","6"
"Ephrata","7,919","17","1","3","5","8","386","93","284","9","1"
"Everett","105,318","481","1","46","182","252","6,416","1,165","4,281","970","29"
"Everson","2,538","3","0","2","0","1","31","4","26","1","0"
"Federal Way","91,978","296","3","43","106","144","5,106","944","3,364","798","9"
"Ferndale","11,677","16","0","3","2","11","409","109","282","18","3"
"Fife","9,372","54","0","5","11","38","580","135","360","85","0"
"Fircrest","6,637","7","0","0","2","5","139","48","77","14","1"
"Forks","3,587","5","1","1","0","3","111","35","68","8","1"
"Gig Harbor","7,279","18","0","2","1","15","433","83","326","24","6"
"Goldendale","3,505","12","0","2","1","9","172","37","124","11","0"
"Grand Coulee","1,054","8","0","1","0","7","80","30","39","11","0"
"Grandview","11,147","33","1","1","3","28","277","104","137","36","3"
"Granger","3,330","5","0","0","1","4","85","22","48","15","0"
"Granite Falls","3,449","19","0","2","0","17","90","18","63","9","0"
"Hoquiam","8,781","21","2","2","7","10","439","86","330","23","1"
"Issaquah","31,341","18","0","2","6","10","752","102","612","38","4"
"Kalama","2,369","4","0","0","0","4","46","10","31","5","1"
"Kelso","12,051","42","0","6","7","29","707","134","551","22","3"
"Kenmore","21,075","17","0","3","4","10","357","117","211","29","1"
"Kennewick","76,971","229","1","33","35","160","2,372","450","1,795","127","19"
"Kent","122,102","543","2","68","194","279","5,468","1,239","3,365","864","15"
"Kettle Falls","1,609","3","0","0","0","3","57","8","47","2","0"
"Kirkland","50,243","92","0","14","24","54","1,654","330","1,237","87","8"
"La Center","2,880","0","0","0","0","0","44","7","33","4","0"
"Lacey","43,540","77","4","6","9","58","1,464","236","1,154","74","1"
"Lake Forest Park","12,975","8","0","2","2","4","292","93","190","9","0"
"Lake Stevens","28,710","47","0","4","18","25","665","176","418","71","1"
"Lakewood","59,416","465","1","39","108","317","2,893","715","1,960","218","13"
"Liberty Lake","7,709","4","0","1","1","2","96","23","68","5","0"
"Long Beach","1,407","1","0","0","0","1","59","23","34","2","0"
"Longview","37,032","156","1","26","55","74","2,211","468","1,604","139","37"
"Lynden","12,223","8","1","1","1","5","177","30","145","2","1"
"Lynnwood","36,647","74","0","5","36","33","2,180","290","1,703","187","5"
"Maple Valley","23,366","25","0","9","8","8","358","108","219","31","7"
"Marysville","61,381","116","2","16","36","62","1,769","398","1,170","201","17"
"Medina","3,059","0","0","0","0","0","48","12","33","3","0"
"Mercer Island","23,381","11","0","2","2","7","335","84","245","6","5"
"Mill Creek","18,661","34","2","2","7","23","341","62","253","26","5"
"Milton","7,127","11","0","0","4","7","312","74","206","32","2"
"Monroe","17,665","55","1","2","5","47","471","98","339","34","2"
"Montesano","4,001","2","0","0","1","1","74","8","64","2","0"
"Morton","1,143","4","0","0","0","4","11","0","10","1","0"
"Mountlake Terrace","20,363","43","0","8","11","24","558","136","371","51","7"
"Mount Vernon","32,384","79","1","13","21","44","1,552","315","1,155","82","9"
"Moxee","3,394","3","1","1","0","1","16","1","13","2","0"
"Mukilteo","20,715","17","0","4","5","8","380","110","242","28","3"
"Newcastle","10,692","8","0","3","2","3","301","108","175","18","2"
"Normandy Park","6,524","9","0","0","2","7","205","47","147","11","0"
"North Bend","6,005","14","0","3","1","10","225","52","162","11","3"
"Oak Harbor","22,457","38","0","7","3","28","676","173","472","31","5"
"Ocean Shores","5,603","7","0","1","1","5","203","100","101","2","1"
"Olympia","47,729","150","5","45","37","63","2,085","468","1,504","113","2"
"Omak","4,929","29","0","2","4","23","201","46","139","16","2"
"Oroville","1,715","2","0","1","0","1","78","20","57","1","0"
"Orting","6,890","5","0","0","2","3","248","79","160","9","2"
"Othello","7,554","20","0","0","5","15","412","75","308","29","8"
"Pacific","6,803","5","1","0","0","4","194","39","123","32","0"
"Palouse","1,021","0","0","0","0","0","4","0","4","0","0"
"Pasco","63,806","194","1","13","41","139","1,663","419","1,076","168","11"
"Port Angeles","19,342","80","0","13","11","56","906","255","596","55","4"
"Port Orchard","11,444","69","0","5","10","54","834","159","605","70","0"
"Port Townsend","9,219","18","0","6","1","11","288","55","222","11","8"
"Poulsbo","9,428","24","2","2","8","12","366","81","272","13","0"
"Prosser","5,952","13","0","1","2","10","155","26","108","21","1"
"Pullman","30,206","29","0","5","3","21","230","60","166","4","0"
"Puyallup2","37,821","96","0","18","36","42","","","2,320","264","14"
"Quincy","6,985","32","0","9","1","22","234","103","112","19","1"
"Rainier","1,844","0","0","0","0","0","48","20","24","4","0"
"Raymond","2,911","4","0","0","0","4","69","23","43","3","0"
"Reardan","573","0","0","0","0","0","9","2","7","0","0"
"Redmond","55,770","36","0","8","11","17","1,192","172","971","49","8"
"Renton","93,722","283","2","27","115","139","4,562","897","3,048","617","11"
"Richland","50,057","82","0","20","11","51","1,270","187","1,019","64","10"
"Ridgefield","4,899","2","0","1","0","1","58","8","49","1","1"
"Ritzville","1,716","4","0","1","1","2","65","22","43","0","0"
"Royal City","2,215","2","0","0","1","1","35","11","20","4","0"
"Ruston","766","1","0","0","1","0","27","6","19","2","0"
"Sammamish","47,158","16","0","7","1","8","343","109","221","13","4"
"Seatac","27,699","155","1","30","69","55","1,753","350","974","429","0"
"Seattle","626,865","3,746","23","119","1,421","2,183","31,931","6,523","21,852","3,556","77"
"Sequim","6,710","37","0","11","2","24","378","52","312","14","0"
"Shelton","9,963","59","2","15","11","31","870","183","621","66","6"
"Shoreline","54,574","99","3","23","41","32","1,654","442","1,103","109","18"
"Snoqualmie","10,991","2","0","0","0","2","141","28","110","3","1"
"Spokane","212,163","1,369","13","81","537","738","18,522","3,827","12,600","2,095","44"
"Spokane Valley","91,164","196","1","31","67","97","4,805","889","3,484","432","33"
"Springdale","288","1","0","0","0","1","4","3","1","0",""
"Stanwood","6,373","9","0","1","4","4","166","31","129","6","1"
"Steilacoom","6,115","8","0","1","0","7","75","31","38","6","1"
"Sultan","4,756","15","0","1","3","11","138","64","63","11","0"
"Sumas","1,338","1","0","0","0","1","32","6","26","0","0"
"Sumner","9,656","31","1","2","10","18","469","132","300","37","2"
"Sunnyside","16,271","23","0","3","5","15","544","107","358","79","1"
"Tacoma","202,646","1,615","12","93","486","1,024","12,866","2,965","7,995","1,906","72"
"Tenino","1,741","2","0","0","1","1","30","9","18","3","0"
"Tonasket","1,048","3","0","0","1","2","36","5","26","5","0"
"Toppenish","9,184","43","1","1","9","32","473","92","310","71","2"
"Tukwila","19,677","200","2","20","98","80","3,161","282","2,493","386","6"
"Tumwater","17,844","46","0","11","9","26","627","158","440","29","2"
"University Place","31,820","86","0","10","19","57","895","242","588","65","2"
"Vader","632","0","0","0","0","0","17","5","12","0","0"
"Vancouver","166,375","592","5","72","172","343","6,478","1,044","4,343","1,091","47"
"Walla Walla","32,463","113","0","16","18","79","1,446","274","1,101","71","11"
"Wapato","5,123","30","0","2","5","23","254","85","119","50","2"
"Warden","2,785","0","0","0","0","0","36","9","21","6","0"
"Washougal","14,498","17","0","8","2","7","306","62","225","19","6"
"Westport","2,113","0","0","0","0","0","90","29","57","4","2"
"West Richland","12,303","14","0","0","1","13","140","41","97","2","1"
"White Salmon","2,288","3","0","2","0","1","46","8","38","0","0"
"Winlock","1,359","2","0","2","0","0","36","15","21","0","0"
"Woodland","5,566","14","0","5","2","7","221","44","159","18","1"
"Woodway","1,337","0","0","0","0","0","12","3","9","0","0"
"Yakima","93,419","566","11","52","152","351","5,774","1,573","3,106","1,095","11"
"Yarrow Point","1,032","0","0","0","0","0","9","3","6","0","0"
"Yelm","7,033","18","0","5","9","4","379","55","309","15","0"
"Zillah","3,041","4","0","0","1","3","82","26","46","10","0"
