"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Adair Village","849","0","0","0","0","0","4","1","3","0","0"
"Albany","51,084","44","0","10","23","11","1,580","224","1,262","94","10"
"Ashland","20,376","35","0","10","5","20","619","62","543","14","4"
"Astoria","9,575","22","0","1","10","11","469","92","346","31","2"
"Athena","1,153","3","0","1","0","2","13","0","12","1","0"
"Aumsville","3,652","16","0","0","0","16","74","9","58","7","3"
"Baker City","9,807","1","0","0","1","0","61","11","47","3","0"
"Banks","1,826","0","0","0","0","0","34","14","17","3","0"
"Beaverton","92,276","141","0","21","36","84","1,471","196","1,165","110","22"
"Boardman","3,241","4","0","0","0","4","81","33","45","3","0"
"Burns","2,809","1","1","0","0","0","132","35","93","4","1"
"Canby","16,121","17","0","6","3","8","284","51","222","11","1"
"Cannon Beach","1,707","0","0","0","0","0","27","5","22","0","0"
"Central Point","17,431","26","0","4","1","21","609","61","523","25","0"
"Clatskanie","1,750","4","0","1","1","2","51","8","39","4","1"
"Columbia City","1,963","0","0","0","0","0","23","7","16","0","0"
"Condon","711","0","0","0","0","0","1","0","1","0","0"
"Cornelius","12,193","28","0","3","8","17","357","68","267","22","0"
"Corvallis","55,062","67","1","11","15","40","1,418","235","1,153","30","16"
"Cottage Grove","9,803","37","0","0","3","34","432","31","385","16","3"
"Creswell","5,090","23","0","4","4","15","168","60","89","19","1"
"Dallas","14,802","29","0","4","1","24","375","56","308","11","5"
"Eagle Point","8,598","8","0","3","1","4","346","43","294","9","2"
"Estacada","2,744","2","0","1","1","0","84","16","66","2","0"
"Eugene","158,043","430","0","72","196","162","8,004","1,515","6,054","435","82"
"Fairview","9,141","13","0","2","2","9","310","38","230","42","1"
"Florence","8,567","7","0","3","2","2","333","70","246","17","1"
"Forest Grove","21,641","83","0","10","8","65","711","104","561","46","4"
"Gaston","656","3","0","0","1","2","29","3","26","0","1"
"Gearhart","1,477","0","0","0","0","0","13","4","9","0","0"
"Gervais","2,509","7","0","0","0","7","48","9","34","5","0"
"Gladstone","11,709","28","0","3","5","20","364","40","292","32","4"
"Gold Beach","2,276","4","0","1","0","3","82","16","63","3","0"
"Gresham","108,202","487","4","33","207","243","4,858","886","3,230","742","32"
"Hermiston","17,059","24","0","4","9","11","551","118","378","55","3"
"Hillsboro","94,119","180","2","34","52","92","2,154","323","1,716","115","6"
"Hines","1,563","0","0","0","0","0","32","8","23","1","1"
"Hubbard","3,233","3","0","0","0","3","40","12","26","2","0"
"Independence","8,720","17","0","4","3","10","225","30","182","13","1"
"Jacksonville","2,827","0","0","0","0","0","39","7","30","2","0"
"John Day","1,751","1","0","0","0","1","15","5","10","0","1"
"Junction City","5,456","1","0","0","0","1","126","18","101","7","0"
"Keizer","37,160","65","0","11","9","45","854","121","680","53","3"
"King City","3,196","5","0","1","0","4","55","6","48","1","1"
"Klamath Falls","20,968","79","0","10","27","42","1,017","185","762","70","15"
"La Grande","13,195","22","0","6","2","14","502","122","368","12","5"
"Lake Oswego","37,309","35","0","6","10","19","652","145","478","29","12"
"Lakeview","2,313","23","0","4","0","19","24","7","14","3","0"
"Lebanon","15,823","38","0","3","8","27","728","105","607","16","2"
"Lincoln City","7,969","48","0","3","3","42","366","89","260","17","2"
"Madras","6,102","15","0","4","6","5","322","55","246","21","10"
"Malin","809","0","0","0","0","0","1","1","0","0","0"
"Manzanita","605","0","0","0","0","0","7","2","5","0","0"
"McMinnville","32,681","64","0","9","17","38","928","178","707","43","10"
"Medford","76,037","425","2","39","64","320","4,418","477","3,764","177","49"
"Milton-Freewater","7,182","11","0","0","0","11","413","80","297","36","4"
"Milwaukie","20,664","25","0","3","6","16","533","115","377","41","3"
"Molalla","8,256","14","0","2","4","8","267","37","216","14","3"
"Monmouth","9,667","6","0","1","2","3","180","37","139","4","2"
"Mount Angel","3,345","11","0","0","1","10","71","13","56","2","1"
"Myrtle Creek","3,458","6","0","2","2","2","97","5","89","3","1"
"Newberg-Dundee","25,613","23","3","4","2","14","421","119","285","17","6"
"Newport","10,039","46","0","9","6","31","489","93","382","14","6"
"North Bend","9,726","11","1","2","7","1","579","115","443","21","2"
"North Plains","2,000","1","0","0","1","0","38","7","29","2","0"
"Ontario","11,348","82","0","12","5","65","856","138","698","20","0"
"Oregon City","32,440","46","1","14","12","19","891","117","695","79","1"
"Pendleton","16,903","38","1","2","7","28","845","149","646","50","3"
"Philomath","4,637","3","0","1","0","2","59","15","43","1","1"
"Phoenix","4,607","5","0","1","1","3","133","8","118","7","3"
"Pilot Rock","1,530","1","0","0","0","1","14","0","14","0","1"
"Portland","598,037","3,093","20","231","950","1,892","30,454","4,471","22,398","3,585","254"
"Prineville","9,257","34","0","3","0","31","307","46","256","5","8"
"Redmond","26,835","92","0","11","14","67","1,266","195","1,019","52","19"
"Reedsport","4,175","6","0","3","0","3","152","33","114","5","1"
"Rockaway Beach","1,329","1","0","0","0","1","53","20","32","1","0"
"Rogue River","2,163","0","0","0","0","0","80","12","66","2","0"
"Salem","157,353","564","7","40","138","379","6,731","1,043","4,958","730","51"
"Scappoose","6,646","30","0","2","1","27","113","8","98","7","0"
"Sherwood","18,699","11","0","6","2","3","244","26","214","4","5"
"Silverton","9,394","9","0","3","0","6","143","24","108","11","3"
"Springfield","60,119","104","0","17","30","57","3,052","413","2,412","227","18"
"Stanfield","2,082","2","0","0","0","2","26","4","17","5","0"
"Stayton","7,788","28","0","2","4","22","393","74","286","33","0"
"St. Helens","12,997","12","0","6","2","4","389","54","318","17","5"
"Sutherlin","7,852","16","0","3","2","11","252","47","164","41","3"
"Sweet Home","9,099","27","0","3","5","19","499","99","378","22","3"
"Talent","6,158","7","0","3","1","3","228","31","194","3","2"
"The Dalles","13,728","23","2","3","11","7","680","109","537","34","2"
"Tigard","49,359","67","1","9","36","21","1,717","218","1,448","51","4"
"Tillamook","5,037","7","0","3","1","3","205","25","176","4","1"
"Toledo","3,483","29","0","3","3","23","141","35","101","5","1"
"Troutdale","16,359","30","0","9","11","10","562","87","424","51","4"
"Tualatin","26,747","29","1","3","10","15","886","128","722","36","14"
"Turner","1,889","5","3","0","0","2","37","6","23","8","0"
"Umatilla","7,014","9","1","3","0","5","113","23","78","12","0"
"Veneta","4,616","28","0","5","3","20","205","60","126","19","2"
"Vernonia","2,168","6","0","2","0","4","55","15","39","1","1"
"Warrenton","5,039","1","0","0","1","0","134","12","117","5","0"
"West Linn","25,572","5","0","2","2","1","249","34","211","4","3"
"Wilsonville","19,855","8","0","3","4","1","282","37","220","25","1"
"Winston","5,408","12","0","5","3","4","190","42","138","10","1"
"Woodburn","24,531","73","1","6","24","42","833","142","618","73","5"
"Yamhill","1,039","3","0","0","0","3","17","3","12","2","0"
