"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson1"
"Addison","37,215","74","0","14","18","42","722","117","574","31","16"
"Albany","889","0","0","0","0","0","12","0","12","0","0"
"Albers","1,197","0","0","0","0","0","2","1","1","0","0"
"Albion","1,959","2","0","0","0","2","17","4","12","1","0"
"Algonquin","30,159","29","0","4","7","18","502","56","435","11","1"
"Alsip","19,371","36","0","6","15","15","712","158","502","52","1"
"Altamont","2,323","3","0","0","0","3","31","11","19","1","0"
"Alton","27,794","125","3","14","40","68","1,230","326","861","43","10"
"Amboy","2,459","8","1","0","0","7","38","5","33","0","1"
"Anna","4,422","17","1","0","0","16","130","20","109","1","0"
"Antioch","14,495","15","0","0","4","11","212","22","189","1","0"
"Arcola","2,895","4","0","1","1","2","34","11","21","2","0"
"Arlington Heights","75,463","41","1","7","8","25","978","140","821","17","5"
"Armington","343","1","0","0","0","1","4","3","1","0","0"
"Arthur","2,277","5","0","1","0","4","40","6","33","1","0"
"Ashland","1,327","0","0","0","0","0","13","5","8","0","0"
"Atwood","1,219","2","0","0","0","2","14","5","9","0","1"
"Aurora","199,765","563","0","65","125","373","3,565","944","2,495","126","29"
"Aviston","1,956","1","0","0","0","1","2","0","2","0","0"
"Bannockburn","1,587","1","0","0","0","1","39","6","33","0","0"
"Barrington","10,376","1","0","1","0","0","147","18","125","4","3"
"Barrington Hills","4,225","2","1","0","0","1","40","9","31","0","0"
"Barry","1,317","2","0","1","1","0","3","0","2","1","0"
"Bartlett","41,477","31","0","4","9","18","317","29","278","10","1"
"Bartonville","6,486","25","0","5","3","17","203","44","149","10","0"
"Batavia","26,310","33","1","6","6","20","479","61","410","8","6"
"Beardstown","6,099","23","0","0","0","23","22","5","15","2","0"
"Beecher","4,386","2","0","0","1","1","42","4","37","1","0"
"Belgium","404","0","0","0","0","0","1","1","0","0","0"
"Bellwood","19,165","138","2","9","53","74","655","164","428","63","6"
"Benld","1,554","1","0","0","0","1","4","2","1","1","1"
"Benton","7,102","8","0","1","2","5","260","64","190","6","0"
"Berkeley","5,234","10","0","0","0","10","90","17","72","1","2"
"Berwyn","56,933","113","1","20","44","48","1,431","435","892","104","10"
"Bethalto","9,495","59","0","16","0","43","184","39","141","4","0"
"Blandinsville","650","0","0","0","0","0","2","0","2","0","0"
"Bloomingdale","22,177","13","0","3","6","4","656","46","601","9","4"
"Bloomington","77,107","372","1","42","45","284","1,797","357","1,396","44","12"
"Blue Island","23,820","89","3","2","51","33","535","161","285","89","0"
"Blue Mound","1,158","4","0","0","0","4","29","6","21","2","0"
"Bolingbrook","73,836","180","1","16","50","113","1,139","162","940","37","13"
"Bradley","15,939","54","0","8","6","40","746","71","663","12","7"
"Braidwood","6,231","12","0","3","0","9","115","23","91","1","1"
"Breese","4,467","6","0","2","0","4","38","0","38","0","0"
"Bridgeview","16,527","43","0","3","12","28","529","43","452","34","2"
"Brighton","2,250","0","0","0","0","0","9","2","7","0","0"
"Broadview","7,970","28","1","6","12","9","423","87","309","27","0"
"Brookfield","19,070","29","0","8","8","13","313","57","248","8","0"
"Buffalo Grove","41,687","5","0","0","3","2","372","37","333","2","1"
"Burbank","29,065","52","1","4","18","29","575","74","466","35","5"
"Burnham","4,226","11","1","3","5","2","160","46","75","39","1"
"Burr Ridge","10,629","2","0","1","0","1","155","18","133","4","0"
"Byron","3,728","0","0","0","0","0","54","11","43","0","1"
"Cahokia","15,258","73","4","6","30","33","756","222","534","0","5"
"Cairo","2,760","108","1","1","4","102","211","67","138","6","1"
"Cambridge","2,154","1","0","0","0","1","13","4","9","0","0"
"Campton Hills","11,244","6","0","1","0","5","44","32","12","0","0"
"Canton","14,673","44","0","11","5","28","357","67","281","9","2"
"Carbondale","25,972","260","0","29","36","195","1,092","246","798","48","12"
"Carlinville","5,912","21","0","0","1","20","159","28","128","3","2"
"Carlyle","3,307","7","0","0","0","7","70","0","70","0","0"
"Carol Stream","40,008","36","0","3","6","27","480","70","395","15","15"
"Carpentersville","38,080","31","1","2","11","17","533","136","390","7","6"
"Carrollton","2,469","19","0","1","0","18","40","16","24","0","0"
"Carthage","2,595","0","0","0","0","0","49","21","27","1","0"
"Cary","18,290","8","0","0","1","7","216","25","188","3","0"
"Casey","2,742","31","0","2","0","29","33","8","22","3","0"
"Caseyville","4,250","40","0","3","3","34","107","48","48","11","0"
"Catlin","2,038","2","0","0","0","2","38","5","32","1","0"
"Central City","1,169","2","0","0","0","2","35","6","27","2","0"
"Champaign","81,329","741","3","51","135","552","2,700","722","1,897","81","17"
"Channahon","12,625","2","0","0","0","2","88","9","75","4","0"
"Charleston","21,862","50","0","7","3","40","127","35","86","6","1"
"Chebanse","1,055","0","0","0","0","0","2","2","0","0","0"
"Chenoa","3,240","1","0","0","0","1","40","13","26","1","0"
"Cherry Valley","3,153","7","0","0","1","6","308","25","279","4","0"
"Chester","8,573","9","0","0","1","8","35","8","26","1","1"
"Chicago2","2,708,382","","500","","13,476","12,272","112,466","22,748","72,717","17,001",""
"Chicago Heights","30,422","252","3","26","115","108","1,099","480","531","88","42"
"Chicago Ridge","14,373","29","1","5","8","15","617","50","531","36","0"
"Chillicothe","6,111","21","0","1","1","19","126","21","99","6","1"
"Cicero","84,300","379","5","18","183","173","2,221","711","1,225","285","22"
"Clayton","710","0","0","0","0","0","2","0","2","0","0"
"Coal City","5,598","2","0","0","0","2","131","19","111","1","0"
"Coal Valley","3,744","3","0","1","0","2","40","7","32","1","0"
"Cobden","1,151","3","0","0","0","3","13","3","10","0","0"
"Colchester","1,398","1","0","0","0","1","11","1","10","0","0"
"Colfax","1,066","0","0","0","0","0","32","9","22","1","0"
"Collinsville","25,525","41","1","8","10","22","758","162","580","16","7"
"Columbia","9,816","10","0","5","0","5","92","16","76","0","0"
"Cortland","4,254","3","0","0","0","3","34","4","29","1","0"
"Country Club Hills","16,623","62","1","14","26","21","472","102","351","19","0"
"Countryside","5,923","8","0","0","2","6","240","22","205","13","0"
"Crest Hill","20,953","33","1","1","9","22","378","90","257","31","0"
"Crestwood","11,002","16","0","4","7","5","548","31","493","24","1"
"Crete","8,311","16","0","0","5","11","187","42","133","12","1"
"Crystal Lake","40,785","62","0","7","10","45","804","61","727","16","7"
"Danville","32,997","328","3","42","80","203","1,980","659","1,247","74","21"
"Darien","22,251","13","1","1","4","7","311","67","233","11","1"
"Davis","674","0","0","0","0","0","0","0","0","0","0"
"Decatur","76,131","352","6","26","106","214","2,448","921","1,445","82","30"
"Deer Creek","705","1","0","0","0","1","31","2","29","0","1"
"Deerfield","18,305","3","0","2","0","1","211","27","182","2","0"
"De Kalb","43,722","196","0","34","28","134","1,304","209","1,071","24","21"
"Delavan","1,692","2","0","0","1","1","50","19","31","0","1"
"De Pue","1,821","4","0","0","1","3","18","5","13","0","0"
"De Soto","1,594","2","0","0","0","2","10","5","5","0","0"
"Des Plaines","58,644","65","0","4","13","48","941","137","757","47","3"
"Diamond","2,532","0","0","0","0","0","48","0","48","0","0"
"Divernon","1,182","4","0","0","0","4","7","1","6","0","0"
"Dixon","15,518","17","0","8","2","7","372","63","303","6","0"
"Dolton","23,264","113","2","1","98","12","1,426","330","972","124","0"
"Downers Grove","48,185","29","0","4","12","13","994","157","819","18","4"
"Dupo","4,143","32","0","1","0","31","97","17","77","3","1"
"Du Quoin","6,087","10","0","1","0","9","102","26","68","8","0"
"Dwight","4,254","2","0","0","0","2","55","5","49","1","0"
"Earlville","1,696","1","0","0","0","1","50","11","38","1","0"
"East Alton","6,285","15","0","4","2","9","282","37","239","6","0"
"East Dubuque","1,707","9","0","2","0","7","27","4","20","3","0"
"East Dundee","2,888","1","0","0","0","1","60","2","58","0","0"
"East Moline","21,313","87","0","14","12","61","553","111","433","9","1"
"Easton","316","0","0","0","0","0","1","0","0","1","0"
"East Peoria","23,459","84","1","10","8","65","946","308","626","12","11"
"East St. Louis","27,040","1,350","17","60","198","1,075","1,827","869","569","389","37"
"Edwardsville","24,231","20","0","1","5","14","438","55","372","11","1"
"Effingham","12,345","25","0","8","2","15","420","48","358","14","4"
"Elburn","5,662","3","0","0","0","3","38","13","25","0","0"
"Eldorado","4,135","16","0","0","0","16","177","40","123","14","0"
"Elgin","109,155","257","2","67","76","112","1,982","357","1,546","79","12"
"Elizabeth","761","2","0","0","0","2","2","1","1","0","0"
"Elk Grove Village","33,288","21","0","6","5","10","683","108","524","51","1"
"Elmhurst","44,460","32","0","5","16","11","622","112","483","27","2"
"Elmwood","2,103","8","0","0","0","8","72","8","60","4","0"
"Elmwood Park","25,005","29","0","0","9","20","448","78","323","47","2"
"El Paso","2,825","6","0","0","0","6","56","4","51","1","0"
"Elwood","2,293","4","0","0","0","4","37","1","32","4","1"
"Eureka","5,321","5","0","0","1","4","56","8","47","1","0"
"Evanston","74,820","228","3","4","79","142","2,054","421","1,570","63","17"
"Evergreen Park","19,949","34","0","2","27","5","573","76","479","18","1"
"Fairbury","3,751","3","0","0","0","3","83","11","67","5","0"
"Fairfield","5,125","34","0","3","1","30","167","48","117","2","0"
"Fairmont City","2,639","7","0","1","1","5","47","10","36","1","0"
"Fairmount","641","0","0","0","0","0","2","0","2","0","0"
"Fairview Heights","17,099","45","2","3","3","37","1,030","78","924","28","0"
"Farmington","2,441","12","0","1","0","11","60","23","36","1","0"
"Fayetteville","366","0","0","0","0","0","14","8","6","0","0"
"Findlay","678","0","0","0","0","0","16","3","12","1","0"
"Fithian","484","0","0","0","0","0","0","0","0","0","0"
"Flora","5,043","4","0","1","0","3","158","6","151","1","0"
"Flossmoor","9,508","9","0","1","5","3","154","23","128","3","3"
"Forest Park","14,235","53","0","2","27","24","739","86","608","45","1"
"Forest View","700","0","0","0","0","0","38","12","16","10","0"
"Fox Lake","10,625","26","0","5","6","15","280","58","209","13","0"
"Fox River Grove","4,797","2","0","0","1","1","100","28","72","0","0"
"Frankfort","17,894","10","0","0","1","9","194","28","159","7","0"
"Franklin Grove","1,004","0","0","0","0","0","9","3","5","1","1"
"Franklin Park","18,424","27","0","4","5","18","370","91","237","42","2"
"Freeburg","4,357","10","0","0","0","10","45","7","38","0","0"
"Freeport","25,571","37","2","5","14","16","940","221","712","7","4"
"Fulton","3,476","4","0","0","0","4","42","13","28","1","0"
"Galena","3,437","2","0","1","0","1","34","6","27","1","1"
"Galesburg","32,208","123","2","18","14","89","1,098","237","844","17","4"
"Geneseo","6,569","4","0","1","0","3","96","8","85","3","2"
"Geneva","21,717","2","0","0","0","2","266","40","223","3","8"
"Genoa","5,175","8","0","4","0","4","58","10","46","2","0"
"Georgetown","3,470","18","0","2","2","14","63","27","33","3","2"
"Germantown","1,279","0","0","0","0","0","9","4","5","0","0"
"Gibson City","3,383","5","0","2","0","3","40","12","28","0","0"
"Gifford","977","1","0","0","0","1","1","0","1","0","0"
"Gilberts","6,952","3","0","2","0","1","30","4","22","4","0"
"Gillespie","3,315","6","0","0","0","6","65","11","51","3","0"
"Girard","2,100","21","0","0","0","21","10","2","8","0","0"
