"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Afton","1,934","0","0","0","0","0","17","4","13","0","0"
"Basin","1,314","4","0","1","1","2","19","5","14","0","1"
"Buffalo","4,691","14","1","1","0","12","109","7","100","2","2"
"Casper","56,801","86","3","2","12","69","1,968","363","1,501","104","18"
"Cheyenne","60,969","140","0","21","21","98","2,081","255","1,730","96","9"
"Cody","9,793","17","1","1","1","14","186","32","148","6","2"
"Douglas","6,172","15","0","2","0","13","255","17","228","10","1"
"Evanston","12,460","5","0","3","0","2","295","30","259","6","0"
"Evansville","2,614","14","0","0","0","14","35","8","25","2","0"
"Gillette","29,816","38","0","0","1","37","1,194","138","1,018","38","11"
"Glenrock","2,599","9","0","1","0","8","30","3","25","2","0"
"Green River","12,805","74","0","1","1","72","198","39","151","8","3"
"Greybull","1,889","6","0","0","0","6","12","4","8","0","0"
"Hanna","847","4","0","0","0","4","0","0","0","0","0"
"Hulett","390","2","0","1","0","1","7","5","1","1","0"
"Jackson","9,851","40","0","4","1","35","237","28","203","6","0"
"Kemmerer","2,690","0","0","0","0","0","36","2","32","2","0"
"Lander","7,681","9","1","3","0","5","261","30","225","6","2"
"Laramie","31,767","34","1","14","2","17","710","102","585","23","8"
"Lusk","1,594","2","0","0","0","2","4","1","2","1","0"
"Mills","3,555","13","0","0","0","13","97","25","68","4","1"
"Moorcroft","1,028","0","0","0","0","0","76","7","69","0","0"
"Newcastle","3,536","4","0","1","0","3","89","10","75","4","0"
"Pine Bluffs","1,157","10","0","1","0","9","20","6","13","1","0"
"Powell","6,486","24","0","13","1","10","211","50","160","1","2"
"Rawlins","9,337","25","0","9","0","16","258","39","204","15","3"
"Riverton","11,025","42","1","15","3","23","554","30","500","24","1"
"Rock Springs","23,566","89","2","15","1","71","623","61","546","16","2"
"Saratoga","1,702","1","0","0","0","1","15","1","14","0","0"
"Sheridan","17,771","26","1","4","0","21","461","95","350","16","3"
"Sundance","1,204","0","0","0","0","0","12","4","8","0","0"
"Thermopolis","3,045","6","0","0","0","6","45","6","37","2","1"
"Torrington","6,787","26","0","0","0","26","142","33","108","1","0"
"Wheatland","3,733","4","0","1","0","3","67","15","48","4","0"
"Worland","5,537","4","0","0","0","4","37","0","36","1","0"
