"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Alma","5,439","15","0","3","1","11","302","99","195","8","1"
"Arkadelphia","10,698","48","5","5","3","35","407","111","290","6","1"
"Ashdown","4,680","19","0","4","1","14","160","32","125","3","0"
"Atkins","3,057","1","0","0","0","1","85","30","51","4","0"
"Austin","2,076","3","0","1","0","2","33","20","13","0","0"
"Bald Knob","2,950","13","0","0","1","12","129","36","83","10","0"
"Barling","4,718","15","0","1","0","14","66","12","53","1","0"
"Bay","1,845","2","0","0","0","2","31","12","19","0","1"
"Bearden","961","4","0","1","1","2","28","13","14","1","0"
"Beebe","7,449","34","0","2","0","32","241","64","164","13","1"
"Bella Vista","27,310","25","1","1","0","23","187","90","94","3","0"
"Benton","31,486","116","0","13","23","80","1,373","250","1,036","87","6"
"Bentonville","36,433","82","2","15","5","60","740","153","561","26","5"
"Berryville","5,389","21","0","8","0","13","266","71","178","17","0"
"Blytheville","15,506","196","8","9","39","140","1,173","482","638","53","2"
"Booneville","3,993","13","0","2","1","10","114","30","81","3","0"
"Bradford","774","2","0","0","0","2","19","3","15","1","0"
"Brinkley","3,171","25","0","2","5","18","108","44","61","3","2"
"Bryant","17,129","16","0","5","11","0","911","187","689","35","0"
"Bull Shoals","1,947","4","0","0","0","4","33","5","28","0","0"
"Cabot","24,212","61","0","5","6","50","1,027","501","484","42","1"
"Caddo Valley","632","6","0","0","1","5","45","15","30","0","0"
"Camden","12,118","70","1","0","9","60","590","178","405","7","1"
"Cammack Village","779","0","0","0","0","0","34","24","10","0","0"
"Carlisle","2,254","6","0","1","2","3","53","24","28","1","0"
"Cave City","1,923","4","0","0","0","4","37","9","28","0","0"
"Cave Springs","1,785","1","0","0","0","1","22","13","9","0","0"
"Charleston","2,492","4","0","1","1","2","28","9","19","0","0"
"Cherokee Village","4,735","4","0","1","0","3","122","46","72","4","1"
"Clarendon","1,655","2","1","0","0","1","33","7","23","3","0"
"Clarksville","9,286","16","0","3","0","13","508","123","383","2","0"
"Clinton","2,580","0","0","0","0","0","60","16","41","3","0"
"Conway","60,700","252","1","29","76","146","2,539","410","2,028","101","9"
"Corning","3,348","3","0","0","1","2","41","22","17","2","0"
"Crossett","5,487","20","1","1","6","12","296","115","176","5","4"
"Danville","2,405","1","0","0","0","1","19","6","12","1","0"
"Dardanelle","4,738","28","0","3","6","19","184","98","83","3","0"
"Decatur","1,752","4","0","0","0","4","34","19","12","3","1"
"De Queen","6,708","20","0","3","1","16","198","56","141","1","1"
"De Witt","3,282","19","0","3","2","14","107","32","74","1","1"
"Diaz","1,313","3","0","0","0","3","23","10","9","4","0"
"Dumas","4,635","24","0","3","5","16","124","60","56","8","1"
"Earle","2,405","11","0","0","1","10","103","41","60","2","5"
"El Dorado","18,860","197","1","2","29","165","1,009","430","545","34","7"
"Elkins","2,718","2","0","0","0","2","15","4","10","1","0"
"Eudora","2,261","2","0","1","1","0","20","1","19","0","0"
"Eureka Springs","2,082","3","0","2","0","1","91","20","69","2","0"
"Fairfield Bay","2,319","5","0","0","0","5","37","17","20","0","1"
"Farmington","6,133","30","0","2","0","28","108","29","78","1","0"
"Fayetteville","75,387","388","1","58","40","289","3,043","504","2,406","133","7"
"Flippin","1,354","6","0","2","1","3","68","19","49","0","0"
"Fordyce","4,295","39","2","4","7","26","197","68","124","5","1"
"Forrest City","15,295","122","4","6","38","74","1,227","356","839","32","6"
"Fort Smith","87,483","687","5","69","95","518","4,771","1,064","3,524","183","10"
"Gassville","2,087","3","0","2","0","1","32","5","26","1","0"
"Gentry","3,260","5","0","1","0","4","33","9","20","4","0"
"Glenwood","2,228","1","0","0","0","1","58","21","37","0","0"
"Gravette","2,400","6","0","0","0","6","51","6","38","7","0"
"Green Forest","2,779","24","0","7","2","15","94","34","59","1","0"
"Greenland","1,292","5","0","0","0","5","23","9","12","2","0"
"Greenwood","9,086","19","0","0","0","19","86","37","48","1","0"
"Greers Ferry","892","1","0","0","0","1","27","8","19","0","0"
"Gurdon","2,205","14","0","1","0","13","42","17","21","4","0"
"Guy","732","3","0","0","0","3","15","7","7","1","0"
"Hamburg","2,883","16","1","0","1","14","43","16","27","0","1"
"Hampton","1,273","8","1","1","0","6","25","5","18","2","0"
"Hardy","780","5","0","2","1","2","53","14","36","3","0"
"Harrisburg","2,292","9","0","1","1","7","104","43","59","2","1"
"Harrison","13,043","60","1","11","1","47","672","157","489","26","6"
"Heber Springs","7,173","19","0","7","0","12","289","109","169","11","0"
"Helena-West Helena","12,152","165","1","8","26","130","932","470","431","31","11"
"Highfill","604","0","0","0","0","0","7","3","4","0","0"
"Highland","1,056","4","0","0","0","4","22","10","12","0","1"
"Hope","10,103","96","1","10","13","72","678","229","420","29","4"
"Horseshoe Bend","2,146","3","0","1","0","2","35","16","18","1","0"
"Hot Springs","35,722","164","9","10","55","90","3,067","622","2,330","115","2"
"Jacksonville","28,733","246","2","21","33","190","1,693","416","1,210","67","4"
"Jonesboro","68,807","295","4","21","78","192","3,157","1,166","1,889","102","12"
"Kensett","1,678","5","0","1","0","4","36","9","23","4","0"
"Lakeview","745","2","0","0","0","2","5","0","5","0","0"
"Lake Village","2,567","60","0","1","7","52","115","38","75","2","1"
"Lepanto","1,895","8","0","2","0","6","58","24","33","1","1"
"Lewisville","1,272","2","0","0","0","2","27","10","17","0","0"
"Lincoln","2,308","0","0","0","0","0","39","18","21","0","0"
"Little Flock","2,667","5","0","1","0","4","28","4","21","3","0"
"Little Rock","196,055","2,579","45","137","807","1,590","15,804","4,244","10,465","1,095","87"
"Lonoke","4,319","18","0","0","2","16","185","40","142","3","2"
"Lowell","7,565","10","0","0","1","9","192","55","125","12","1"
"Luxora","1,169","2","0","0","0","2","6","2","4","0","0"
"Magnolia","11,554","27","0","3","4","20","486","240","224","22","1"
"Marianna","4,084","7","0","0","6","1","186","69","108","9","2"
"Marion","12,300","63","0","5","10","48","437","171","245","21","5"
"Marmaduke","1,132","14","0","1","0","13","57","21","35","1","0"
"Maumelle","17,391","28","1","1","5","21","361","52","302","7","3"
"Mayflower","2,307","4","0","1","1","2","72","24","42","6","0"
"McGehee","4,157","28","0","3","3","22","159","43","111","5","2"
"McRae","696","1","0","0","0","1","29","13","16","0","0"
"Mena","5,745","17","1","5","2","9","362","108","245","9","2"
"Mineral Springs","1,221","2","0","0","0","2","18","10","7","1","0"
"Monticello","9,482","38","0","3","4","31","428","111","310","7","0"
"Morrilton","6,792","19","0","2","0","17","304","36","262","6","0"
"Mountain Home","12,501","7","0","6","0","1","548","32","505","11","0"
"Mountain View","2,804","12","0","4","0","8","95","21","70","4","1"
"Mulberry","1,660","9","0","2","1","6","76","33","43","0","0"
"Murfreesboro","1,644","2","0","0","0","2","10","0","10","0","0"
"Nashville","4,678","19","0","2","1","16","267","66","200","1","0"
"Newport","7,862","21","0","5","13","3","590","156","414","20","3"
"North Little Rock","63,125","449","8","9","177","255","5,471","1,204","3,894","373","10"
"Osceola","7,702","102","0","9","5","88","498","204","285","9","4"
"Ozark","3,683","19","0","5","1","13","171","46","121","4","0"
"Pangburn","611","0","0","0","0","0","29","8","20","1","0"
"Paragould","26,602","89","2","10","16","61","1,560","577","898","85","6"
"Paris","3,535","6","0","0","0","6","152","75","70","7","0"
"Parkin","1,103","8","0","0","0","8","33","23","10","0","2"
"Pea Ridge","4,948","24","0","1","1","22","93","36","55","2","1"
"Perryville","1,461","1","0","0","0","1","29","3","25","1","0"
"Piggott","3,813","4","0","0","0","4","72","40","32","0","1"
"Pine Bluff","48,522","625","14","32","135","444","3,312","1,124","2,008","180","39"
"Plummerville","830","11","0","2","0","9","10","3","7","0","0"
"Pocahontas","6,650","4","0","0","0","4","8","2","6","0","0"
"Pottsville","2,877","6","0","1","0","5","42","29","12","1","0"
"Prairie Grove","4,497","10","1","0","0","9","73","12","60","1","0"
"Prescott","3,317","17","0","1","4","12","140","42","93","5","4"
"Quitman","764","0","0","0","0","0","25","1","21","3","1"
"Redfield","1,280","1","0","0","0","1","38","14","20","4","0"
"Rison","1,349","2","0","0","1","1","32","22","9","1","0"
"Rogers","57,757","202","0","43","11","148","2,091","362","1,675","54","5"
"Russellville","28,267","94","0","18","6","70","1,127","262","803","62","3"
"Sheridan","4,655","18","1","1","1","15","154","55","97","2","0"
"Sherwood","29,914","122","0","3","12","107","1,029","259","719","51","3"
"Siloam Springs","15,497","49","0","10","4","35","446","108","321","17","3"
"Springdale","71,668","332","1","57","30","244","2,692","457","2,089","146","16"
"Stamps","1,671","2","0","1","0","1","35","20","15","0","1"
"Star City","2,258","5","0","1","1","3","21","13","8","0","0"
"Swifton","794","0","0","0","0","0","1","0","1","0","0"
"Texarkana","30,231","393","1","3","46","343","1,996","438","1,456","102","2"
"Trumann","7,250","56","2","10","6","38","445","134","302","9","2"
"Van Buren","22,877","70","1","13","6","50","783","196","554","33","0"
"Vilonia","3,939","5","0","2","0","3","69","35","33","1","0"
"Waldron","3,644","10","0","4","1","5","231","87","137","7","1"
"Walnut Ridge","4,842","10","0","2","1","7","75","19","55","1","0"
"Ward","4,143","23","0","3","3","17","148","66","76","6","1"
"Warren","6,013","28","1","1","9","17","168","113","52","3","1"
"West Fork","2,385","5","0","1","0","4","53","29","23","1","1"
"West Memphis","26,153","653","6","29","137","481","2,394","1,090","1,166","138","16"
"White Hall","5,456","5","0","0","0","5","95","33","56","6","0"
