"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Aberdeen","2,023","0","0","0","0","0","13","1","12","0","0"
"American Falls","4,458","6","0","1","0","5","59","6","47","6","0"
"Bellevue","2,283","15","1","0","0","14","24","11","10","3","0"
"Blackfoot","12,068","26","0","7","3","16","411","117","277","17","1"
"Boise","211,569","567","1","75","64","427","5,342","913","4,272","157","56"
"Bonners Ferry","2,524","3","0","0","0","3","36","10","25","1","0"
"Buhl","4,191","5","0","2","0","3","90","29","59","2","1"
"Caldwell","47,223","121","1","7","7","106","1,151","266","837","48","9"
"Challis","1,079","0","0","0","0","0","11","5","5","1","1"
"Chubbuck","14,162","39","0","2","3","34","568","39","513","16","3"
"Coeur d'Alene","45,267","260","0","26","14","220","1,978","431","1,395","152","15"
"Cottonwood","916","0","0","0","0","0","11","1","10","0","0"
"Emmett","6,581","19","0","5","0","14","80","23","56","1","3"
"Filer","2,551","2","0","0","0","2","5","2","1","2","0"
"Fruitland","4,715","5","0","0","0","5","83","27","54","2","2"
"Garden City","11,293","57","1","11","3","42","476","89","370","17","3"
"Gooding","3,593","9","0","1","1","7","62","14","43","5","2"
"Grangeville","3,198","1","0","0","0","1","35","15","19","1","0"
"Hagerman","879","2","0","0","0","2","7","1","5","1","0"
"Hailey","7,946","33","0","4","0","29","65","21","34","10","1"
"Heyburn","3,121","3","0","1","0","2","37","19","16","2","3"
"Idaho Falls","58,037","139","0","26","13","100","1,705","276","1,361","68","6"
"Jerome","11,115","45","0","7","6","32","197","67","118","12","6"
"Kamiah","1,304","2","0","0","0","2","11","3","6","2","0"
"Ketchum","2,712","13","0","0","0","13","62","11","47","4","0"
"Kimberly","3,320","5","0","0","1","4","37","8","26","3","2"
"Lewiston","32,337","55","0","7","10","38","1,280","289","934","57","1"
"McCall","2,944","15","0","5","0","10","106","22","82","2","0"
"Meridian","77,270","92","0","13","9","70","1,230","220","990","20","13"
"Montpelier","2,622","3","0","1","0","2","68","12","56","0","0"
"Moscow","24,243","32","0","3","4","25","671","91","558","22","3"
"Mountain Home","13,935","53","0","7","3","43","218","35","178","5","9"
"Nampa","83,316","203","2","44","20","137","2,180","510","1,590","80","20"
"Orofino","3,145","5","0","0","0","5","59","31","26","2","0"
"Parma","2,026","3","0","0","0","3","45","18","21","6","0"
"Payette","7,529","31","0","3","0","28","214","47","163","4","3"
"Pocatello","55,182","141","1","10","22","108","1,502","262","1,192","48","4"
"Ponderay","1,143","2","0","2","0","0","126","15","106","5","0"
"Post Falls","28,294","52","0","6","4","42","964","205","718","41","8"
"Preston","5,265","8","0","3","0","5","82","22","58","2","0"
"Priest River","1,759","1","1","0","0","0","23","5","15","3","0"
"Rathdrum","7,016","14","0","3","1","10","147","55","83","9","1"
"Rexburg","25,879","9","0","2","1","6","216","21","191","4","2"
"Rigby","4,015","5","0","3","0","2","84","14","68","2","0"
"Rupert","5,616","7","0","4","2","1","108","23","79","6","0"
"Salmon","3,145","7","0","0","0","7","30","10","19","1","0"
"Sandpoint","7,404","7","0","0","1","6","361","91","258","12","1"
"Shelley","4,474","2","0","1","1","0","49","12","34","3","0"
"Shoshone","1,464","3","0","1","1","1","5","4","1","0","0"
"Soda Springs","3,029","11","0","0","0","11","11","1","10","0","0"
"Spirit Lake","1,995","3","0","0","0","3","24","2","17","5","0"
"St. Maries","2,398","13","0","0","1","12","22","9","13","0","0"
"Sun Valley","1,404","1","0","0","0","1","14","3","9","2","0"
"Twin Falls","44,866","169","0","20","17","132","1,264","207","1,001","56","4"
"Weiser","5,575","2","0","0","0","2","21","5","14","2","0"
"Wendell","2,803","4","0","0","0","4","124","94","28","2","0"
"Wilder","1,568","4","0","1","1","2","14","5","7","2","0"
