"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Ada","5,947","6","0","3","1","2","64","18","44","2","0"
"Akron","198,390","1,759","24","167","577","991","10,034","3,429","5,884","721","103"
"Alliance","22,293","96","2","17","31","46","1,080","279","777","24","13"
"Amberley Village","3,576","2","0","0","2","0","53","9","41","3","0"
"Amherst","12,030","4","0","0","3","1","200","31","159","10","2"
"Arlington Heights","742","2","0","1","0","1","31","4","26","1","0"
"Ashland","20,366","19","0","9","3","7","599","95","497","7","3"
"Ashville","4,120","1","0","0","0","1","67","15","50","2","1"
"Athens","23,834","15","0","1","8","6","454","89","359","6","0"
"Aurora","15,567","7","0","2","2","3","174","26","146","2","2"
"Austintown","36,478","63","0","6","19","38","1,304","344","903","57","1"
"Barberton","26,453","55","0","14","23","18","1,114","190","867","57","12"
"Barnesville","4,178","0","0","0","0","0","21","7","12","2","0"
"Batavia","1,524","2","0","2","0","0","81","11","69","1","0"
"Bath Township, Summit County","9,667","6","0","3","2","1","84","9","73","2","0"
"Bazetta Township","5,844","8","0","0","2","6","245","46","194","5","0"
"Beachwood","11,866","32","0","1","2","29","566","13","547","6","0"
"Beavercreek","45,563","25","0","6","13","6","1,073","114","945","14","3"
"Beaver Township","6,667","1","0","0","1","0","137","48","82","7","0"
"Bedford","12,971","29","0","1","14","14","567","42","490","35","0"
"Bedford Heights","10,665","41","0","4","18","19","244","49","132","63","0"
"Bellbrook","7,001","3","0","1","1","1","99","6","93","0","0"
"Bellefontaine","13,321","33","0","12","6","15","700","131","562","7","0"
"Bellville","1,903","0","0","0","0","0","47","1","46","0","0"
"Belpre","6,439","2","0","1","0","1","89","32","53","4","0"
"Berea","18,959","7","0","0","1","6","328","57","259","12","4"
"Bethel","2,735","3","0","1","0","2","119","15","101","3","5"
"Beverly","1,312","1","0","1","0","0","49","11","38","0","0"
"Bexley","13,220","14","0","1","11","2","381","121","253","7","1"
"Blanchester","4,231","1","0","0","0","1","62","7","52","3","1"
"Blue Ash","12,082","7","0","0","3","4","365","47","310","8","1"
"Bluffton","4,120","5","0","1","1","3","66","16","46","4","0"
"Boardman","40,608","43","1","6","31","5","1,698","273","1,371","54","10"
"Bowling Green","30,219","70","1","16","14","39","840","109","716","15","0"
"Brecksville","13,554","4","0","0","0","4","84","8","75","1","0"
"Brewster","2,108","1","0","0","0","1","6","3","2","1","0"
"Bridgeport","1,824","0","0","0","0","0","20","4","16","0","0"
"Brimfield Township","10,390","14","0","5","4","5","262","31","225","6","0"
"Broadview Heights","19,246","4","0","0","0","4","16","5","9","2","0"
"Brookfield Township","8,809","14","0","2","3","9","214","76","130","8","5"
"Brooklyn","11,081","35","2","5","15","13","628","77","483","68","2"
"Brook Park","19,062","10","0","3","2","5","133","33","66","34","0"
"Brookville","5,910","11","0","3","2","6","71","14","55","2","1"
"Brunswick Hills Township","9,950","1","0","1","0","0","51","14","35","2","0"
"Burton","1,453","0","0","0","0","0","1","0","0","1","0"
"Butler Township","7,904","14","0","1","11","2","301","23","269","9","0"
"Cadiz","3,349","6","0","2","0","4","77","17","57","3","0"
"Cambridge","10,592","62","1","8","13","40","673","213","436","24","1"
"Campbell","8,178","10","1","1","3","5","165","79","79","7","1"
"Canal Fulton","5,472","3","0","0","0","3","105","20","84","1","0"
"Canfield","7,464","2","1","1","0","0","60","15","43","2","1"
"Canton","72,914","729","10","64","414","241","4,722","1,590","2,671","461","39"
"Cardington","2,047","4","1","2","0","1","39","3","35","1","0"
"Carlisle","4,967","1","0","0","0","1","39","17","22","0","0"
"Carrollton","3,242","10","0","0","0","10","4","2","0","2","0"
"Centerville","24,107","19","0","2","5","12","437","40","388","9","2"
"Chagrin Falls","4,081","3","0","0","2","1","31","7","23","1","1"
"Chardon","5,139","12","3","0","1","8","78","6","72","0","1"
"Cheviot","8,352","9","0","1","7","1","208","49","151","8","0"
"Chillicothe","21,954","101","0","11","26","64","2,120","465","1,608","47","2"
"Cincinnati","296,204","2,887","46","188","1,725","928","18,173","5,483","11,590","1,100","386"
"Circleville","13,388","31","1","6","14","10","920","196","712","12","2"
"Clayton","13,268","9","0","2","5","2","214","52","144","18","0"
"Clearcreek Township","14,224","1","0","0","0","1","110","26","84","0","1"
"Cleveland","393,781","5,449","84","363","3,252","1,750","24,309","9,740","10,808","3,761","302"
"Cleveland Heights","45,761","168","0","10","110","48","1,648","305","1,267","76","6"
"Cleves","3,225","1","0","0","0","1","76","11","63","2","0"
"Clyde","6,303","3","0","1","1","1","202","64","136","2","0"
"Coitsville Township","1,382","0","0","0","0","0","39","19","19","1","0"
"Coldwater","4,430","0","0","0","0","0","40","8","31","1","0"
"Colerain Township","58,345","16","0","0","0","16","1,557","158","1,398","1","0"
"Commercial Point","1,590","2","0","0","0","2","16","8","8","0","0"
"Conneaut","12,823","21","0","0","6","15","340","121","216","3","2"
"Covington","2,593","0","0","0","0","0","26","3","23","0","0"
"Cuyahoga Falls","49,470","65","0","17","13","35","1,274","230","984","60","12"
"Danville","1,051","2","0","1","0","1","26","4","22","0","0"
"Dayton","142,139","1,384","24","112","633","615","8,385","3,043","4,649","693","129"
"Deer Park","5,723","11","0","1","2","8","112","22","82","8","3"
"Defiance","16,621","26","0","12","4","10","616","102","508","6","3"
"Delaware","35,539","53","0","17","23","13","1,062","189","834","39","10"
"Delhi Township","29,433","13","0","3","6","4","636","94","524","18","1"
"Delphos","7,075","5","0","4","1","0","184","36","146","2","0"
"Delta","3,088","0","0","0","0","0","51","11","39","1","0"
"Dublin","42,343","15","1","1","8","5","544","96","439","9","0"
"East Cleveland","17,704","88","0","4","0","84","14","1","4","9","0"
"Eastlake","18,564","23","0","1","13","9","495","48","428","19","2"
"East Palestine","4,708","3","0","0","1","2","157","29","122","6","0"
"Eaton","8,369","17","0","3","1","13","486","102","379","5","0"
"Englewood","13,526","9","0","2","5","2","384","37","336","11","0"
"Fairfield","42,727","146","4","7","28","107","1,338","194","1,102","42","11"
"Fairfield Township","21,484","19","0","2","4","13","935","155","768","12","4"
"Fairport Harbor","3,107","7","0","2","2","3","152","42","108","2","0"
"Forest","1,458","1","0","0","1","0","38","15","23","0","0"
"Forest Park","18,672","28","1","4","23","0","476","110","343","23","2"
"Fort Recovery","1,429","1","0","0","0","1","33","4","29","0","0"
"Fremont","16,676","27","0","1","12","14","1,096","177","901","18","1"
"Gahanna","33,692","22","1","8","5","8","822","124","677","21","2"
"Galion","10,415","11","0","2","3","6","621","150","464","7","0"
"Gallipolis","3,644","8","0","1","3","4","371","60","307","4","1"
"Garfield Heights","28,623","78","6","9","33","30","1,040","303","666","71","0"
"Gates Mills","2,251","1","0","1","0","0","20","8","12","0","0"
"Geneva-on-the-Lake","1,286","5","0","2","0","3","15","6","7","2","0"
"Genoa Township","23,643","2","0","0","0","2","198","35","158","5","1"
"Georgetown","4,470","4","0","0","1","3","181","47","132","2","1"
"Germantown","5,574","5","0","2","0","3","41","11","30","0","1"
"German Township, Clark County","7,079","2","0","0","2","0","121","25","94","2","0"
"German Township, Montgomery County","2,895","1","0","1","0","0","69","25","42","2","0"
"Gibsonburg","2,572","8","0","1","1","6","50","11","39","0","0"
"Girard","9,906","19","0","3","6","10","387","133","232","22","0"
"Glendale","2,150","1","0","0","1","0","25","7","17","1","0"
"Goshen Township, Clermont County","15,644","6","0","5","0","1","318","70","241","7","2"
"Goshen Township, Mahoning County","3,221","11","0","1","0","10","128","24","100","4","0"
"Grandview Heights","6,625","1","0","0","1","0","76","15","60","1","0"
"Granville","5,662","2","0","1","0","1","49","9","40","0","0"
"Greenfield","4,623","7","0","1","4","2","189","49","133","7","0"
"Greenhills","3,605","1","0","0","0","1","49","16","32","1","1"
"Greenville","13,188","54","0","3","9","42","580","171","393","16","0"
"Grove City","36,050","37","1","12","20","4","1,354","188","1,127","39","11"
"Groveport","5,435","2","0","0","1","1","119","16","101","2","0"
"Hamilton","62,791","372","3","89","157","123","4,713","1,289","3,218","206","45"
"Hamilton Township, Warren County","21,033","12","0","2","1","9","242","37","200","5","0"
"Harrison","9,870","8","0","1","4","3","313","35","273","5","0"
"Hartville","2,941","1","0","0","0","1","55","16","37","2","0"
"Haskins","1,196","0","0","0","0","0","21","3","18","0","0"
"Hebron","2,347","2","0","2","0","0","61","3","58","0","0"
"Hicksville","3,568","1","0","0","0","1","12","0","12","0","0"
"Highland Heights","8,279","2","0","0","2","0","115","10","103","2","0"
"Hilliard","28,814","20","0","1","15","4","763","148","584","31","4"
"Hillsboro","6,585","4","0","3","1","0","280","37","243","0","2"
"Hinckley Township","7,688","1","0","0","1","0","64","26","36","2","0"
"Hiram","1,407","0","0","0","0","0","20","1","19","0","0"
"Holland","1,758","6","0","0","4","2","211","9","202","0","0"
"Howland Township","17,239","12","0","2","5","5","423","88","322","13","0"
"Hubbard","7,834","17","0","1","7","9","179","52","126","1","2"
"Hubbard Township","5,624","1","0","0","1","0","175","82","90","3","0"
"Hudson","22,181","2","0","0","2","0","142","23","119","0","2"
"Hunting Valley","700","0","0","0","0","0","4","1","3","0","0"
"Huron","7,118","15","0","1","0","14","182","49","132","1","0"
"Independence","7,070","10","0","2","0","8","181","30","151","0","0"
"Indian Hill","5,771","0","0","0","0","0","63","19","42","2","0"
"Jackson","6,390","1","0","0","0","1","330","44","280","6","0"
"Jackson Center","1,460","0","0","0","0","0","23","13","9","1","2"
"Jackson Township, Montgomery County","3,713","2","0","1","1","0","35","10","21","4","0"
"Johnstown","4,653","3","0","0","1","2","46","6","38","2","0"
"Kent","28,933","62","0","7","18","37","636","168","450","18","10"
"Kenton","8,251","5","0","0","4","1","439","101","333","5","3"
"Kettering","56,423","50","0","22","20","8","1,291","317","935","39","11"
"Kirtland","6,860","0","0","0","0","0","46","5","39","2","0"
"Kirtland Hills","646","0","0","0","0","0","7","1","6","0","0"
"Lake Township","8,011","0","0","0","0","0","95","24","70","1","0"
"Lakewood","51,721","64","3","3","34","24","1,025","244","680","101","5"
"Lawrence Township","8,210","8","0","2","0","6","69","26","42","1","1"
"Lebanon","20,241","19","0","12","3","4","451","51","389","11","5"
"Lexington","4,784","5","0","4","1","0","93","24","64","5","0"
"Liberty Township","12,002","24","0","2","9","13","212","58","135","19","0"
"Lima","38,691","466","6","51","101","308","2,080","618","1,382","80","22"
"Lincoln Heights","3,279","24","1","4","12","7","69","22","39","8","0"
"Linndale","178","2","0","0","1","1","13","0","13","0","0"
"Liverpool Township","4,005","2","1","1","0","0","62","18","41","3","0"
"Lockland","3,441","25","2","0","16","7","175","69","101","5","2"
"Logan","7,155","10","0","3","6","1","331","61","264","6","1"
"London","9,895","15","0","1","6","8","260","61","187","12","2"
"Lorain","64,148","325","4","34","136","151","3,233","1,246","1,869","118","32"
"Lordstown","3,400","1","0","0","0","1","104","25","71","8","0"
"Loudonville","2,641","3","0","0","1","2","84","26","56","2","0"
"Louisville","9,173","5","0","0","1","4","194","47","145","2","1"
"Loveland","12,081","2","0","1","0","1","126","23","101","2","1"
