"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Baker","1,792","0","0","0","0","0","21","3","18","0","0"
"Belgrade","7,601","18","0","5","1","12","227","28","190","9","5"
"Billings","106,371","370","3","38","68","261","4,812","793","3,608","411","14"
"Boulder","1,189","2","0","0","0","2","8","0","8","0","0"
"Bozeman","38,289","98","1","30","8","59","1,326","134","1,136","56","7"
"Bridger","709","1","0","0","0","1","7","2","5","0","0"
"Colstrip","2,264","2","0","0","0","2","14","1","12","1","0"
"Columbia Falls","4,740","4","0","0","0","4","131","4","124","3","1"
"Columbus","1,909","8","0","0","1","7","38","4","32","2","0"
"Conrad","2,634","8","0","0","0","8","35","1","32","2","0"
"Cut Bank","2,939","15","0","2","0","13","104","30","72","2","0"
"Dillon","4,142","4","0","0","0","4","43","5","34","4","0"
"East Helena","2,055","1","0","0","0","1","16","1","11","4","0"
"Ennis","841","0","0","0","0","0","2","0","2","0","0"
"Eureka","1,038","1","0","1","0","0","28","2","24","2","0"
"Fort Benton","1,470","5","0","0","0","5","11","0","9","2","0"
"Glasgow","3,324","6","0","3","0","3","42","4","33","5","0"
"Glendive","4,981","13","1","1","0","11","192","29","154","9","3"
"Great Falls","59,360","151","1","10","25","115","2,788","320","2,338","130","15"
"Hamilton","4,404","29","1","3","0","25","229","21","200","8","3"
"Havre","9,667","62","0","15","1","46","434","28","381","25","8"
"Helena","28,791","127","0","26","12","89","1,015","122","861","32","11"
"Hot Springs","549","3","0","0","0","3","17","1","16","0","0"
"Joliet","597","0","0","0","0","0","0","0","0","0","0"
"Kalispell","20,147","69","1","17","7","44","894","90","770","34","0"
"Laurel","6,861","11","0","1","0","10","185","17","152","16","3"
"Lewistown","5,899","17","0","3","0","14","81","5","69","7","1"
"Libby","2,630","4","0","0","0","4","65","7","55","3","0"
"Livingston","7,017","24","0","3","1","20","142","15","118","9","1"
"Manhattan","1,564","0","0","0","0","0","18","3","14","1","1"
"Miles City","8,497","22","0","3","0","19","200","15","173","12","2"
"Missoula","67,758","221","0","25","33","163","3,041","378","2,558","105","10"
"Plains","1,057","2","0","0","0","2","10","0","9","1","0"
"Polson","4,555","23","0","3","0","20","263","25","224","14","3"
"Red Lodge","2,129","12","0","2","0","10","68","9","55","4","2"
"Ronan City","1,896","20","0","2","1","17","100","11","83","6","0"
"Sidney","5,474","25","0","1","2","22","144","32","100","12","0"
"Stevensville","1,833","8","0","1","0","7","21","4","14","3","1"
"St. Ignatius","855","2","0","0","0","2","14","1","13","0","0"
"Thompson Falls","1,326","0","0","0","0","0","26","7","18","1","1"
"Troy","939","2","0","1","0","1","31","5","26","0","0"
"West Yellowstone","1,307","2","0","0","0","2","7","0","7","0","0"
"Whitefish","6,428","17","0","4","1","12","175","14","152","9","0"
"Wolf Point","2,664","23","0","5","1","17","199","40","155","4","2"
