"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Ada","6,104","1","0","1","0","0","41","10","31","0","0"
"Akron","205,760","1,665","22","159","602","882","10,851","4,247","5,855","749","106"
"Alliance","22,467","69","1","21","15","32","918","219","675","24","22"
"Amberley Village","3,563","1","0","0","0","1","42","9","33","0","0"
"Amelia","3,644","6","0","4","2","0","106","18","88","0","0"
"Amherst","11,705","10","1","1","6","2","254","25","225","4","0"
"Archbold","4,430","1","0","1","0","0","67","6","61","0","0"
"Arlington Heights","836","0","0","0","0","0","20","5","13","2","0"
"Ashland","21,737","15","0","13","0","2","578","68","500","10","2"
"Ashville","3,294","0","0","0","0","0","83","20","60","3","0"
"Athens","22,161","21","0","3","7","11","475","88","375","12","1"
"Aurora","14,712","8","0","4","2","2","148","22","121","5","1"
"Austintown","34,548","23","0","0","22","1","1,381","263","1,043","75","0"
"Bainbridge Township","11,705","9","0","0","1","8","197","22","171","4","1"
"Barberton","26,332","51","1","18","19","13","1,183","264","890","29","9"
"Barnesville","3,987","2","0","0","0","2","15","3","11","1","1"
"Batavia","1,761","0","0","0","0","0","84","18","64","2","0"
"Beavercreek","42,247","28","1","5","13","9","1,104","124","948","32","3"
"Beaver Township","6,017","1","0","1","0","0","144","37","104","3","0"
"Bedford","12,694","30","0","1","8","21","475","47","399","29","1"
"Bedford Heights","10,328","26","1","2","14","9","224","50","122","52","0"
"Bellbrook","6,792","1","0","1","0","0","98","15","83","0","1"
"Bellefontaine","12,735","34","0","14","8","12","702","100","583","19","0"
"Bellville","1,680","4","0","0","0","4","76","7","68","1","0"
"Belpre","6,437","4","0","4","0","0","73","14","58","1","0"
"Berea","17,858","8","0","1","0","7","323","38","280","5","2"
"Bethel","2,648","3","0","0","3","0","165","37","126","2","0"
"Beverly","1,320","0","0","0","0","0","28","6","22","0","0"
"Bexley1","12,632","11","0","0","8","3","298","86","196","16","2"
"Blanchester","4,284","1","0","1","0","0","77","12","63","2","1"
"Blue Ash","12,764","11","0","3","4","4","339","42","291","6","0"
"Bluffton","3,882","4","0","1","0","3","47","12","35","0","0"
"Boardman","38,524","63","0","6","44","13","1,886","340","1,466","80","11"
"Bowling Green","28,617","41","0","1","15","25","813","96","700","17","2"
"Brecksville","12,675","5","0","1","1","3","58","11","47","0","0"
"Bridgeport","2,031","1","0","1","0","0","8","1","6","1","0"
"Brimfield Township","7,959","16","0","5","8","3","298","47","241","10","0"
"Broadview Heights","17,249","10","0","1","1","8","26","10","15","1","0"
"Brookfield Township","9,310","37","0","2","4","31","261","96","154","11","0"
"Brooklyn","10,175","32","1","5","20","6","553","87","428","38","0"
"Brooklyn Heights","1,428","0","0","0","0","0","22","7","12","3","0"
"Brook Park","18,806","66","0","4","2","60","30","6","11","13","0"
"Brookville","5,455","2","0","2","0","0","90","8","82","0","2"
"Brunswick Hills Township","7,587","1","0","0","0","1","66","12","52","2","0"
"Burton","1,489","1","0","0","0","1","14","1","13","0","0"
"Butler Township","8,038","9","0","2","4","3","285","22","247","16","0"
"Cadiz","3,239","8","1","3","1","3","70","17","51","2","0"
"Cambridge","11,085","30","0","0","12","18","606","169","414","23","0"
"Canal Fulton","5,037","4","0","3","0","1","86","9","75","2","2"
"Canfield","6,754","2","0","1","0","1","71","10","60","1","1"
"Canton","77,938","652","2","54","324","272","4,129","1,523","2,337","269","46"
"Cardington","2,005","2","0","0","0","2","38","11","27","0","0"
"Carrollton","3,205","20","0","0","5","15","16","14","0","2","0"
"Celina","10,180","19","1","1","3","14","425","62","353","10","5"
"Centerville","22,745","22","0","2","3","17","488","77","390","21","2"
"Champion Township","9,059","6","0","1","0","5","193","61","129","3","1"
"Chardon","5,452","8","0","0","1","7","110","6","104","0","0"
"Cheviot","8,350","4","0","0","2","2","210","42","159","9","0"
"Chillicothe","22,143","240","1","7","43","189","2,199","435","1,722","42","8"
"Cincinnati","332,365","3,608","68","233","2,116","1,191","20,513","6,490","12,408","1,615","199"
"Circleville","13,686","38","0","7","21","10","996","209","770","17","7"
"Clayton","12,769","14","0","2","9","3","205","43","148","14","3"
"Clay Township, Ottawa County","2,724","4","0","0","1","3","28","8","19","1","0"
"Clearcreek Township","13,005","0","0","0","0","0","125","24","100","1","0"
"Cleveland","426,042","5,525","81","341","3,181","1,922","23,436","9,854","10,079","3,503","378"
"Cleveland Heights","44,799","73","0","1","68","4","670","166","417","87","0"
"Cleves","2,724","2","0","0","1","1","59","22","37","0","0"
"Clinton Township","4,075","38","0","0","29","9","375","83","264","28","1"
"Coitsville Township","1,614","4","0","1","2","1","42","26","16","0","0"
"Coldwater","4,374","0","0","0","0","0","20","3","17","0","0"
"Columbus","772,974","5,451","94","566","3,359","1,432","50,168","15,234","30,784","4,150","403"
"Conneaut","12,337","17","0","3","2","12","361","91","244","26","1"
"Copley Township","14,009","1","0","0","1","0","91","25","65","1","0"
"Cortland","6,257","7","0","1","2","4","87","19","67","1","1"
"Covington","2,623","0","0","0","0","0","73","19","54","0","0"
"Crestline","4,842","7","0","0","1","6","50","25","23","2","0"
"Creston","2,117","0","0","0","0","0","39","4","35","0","0"
"Cuyahoga Falls","51,140","68","0","20","11","37","1,217","234","935","48","4"
"Danville","1,074","1","0","0","0","1","16","1","13","2","1"
"Dayton","152,319","1,509","34","92","782","601","8,891","3,380","4,840","671","203"
"Deer Park","5,745","3","0","0","3","0","103","17","81","5","1"
"Defiance","15,912","20","0","8","6","6","656","76","575","5","3"
"Delaware","35,468","55","0","19","10","26","915","201","691","23","8"
"Delhi Township","31,310","21","0","5","4","12","501","98","394","9","1"
"Delphos","6,720","6","0","3","0","3","209","54","152","3","0"
"Delta","2,880","0","0","0","0","0","67","12","53","2","0"
"Dover","12,408","9","0","3","3","3","114","21","88","5","1"
"Dublin","40,073","12","0","1","8","3","758","118","621","19","8"
"Eastlake","19,635","13","1","0","7","5","420","38","375","7","2"
"Eaton","7,899","16","0","2","1","13","315","55","253","7","0"
"Edgerton","1,916","0","0","0","0","0","45","9","36","0","0"
"Elyria","54,701","221","1","28","100","92","2,139","590","1,446","103","13"
"Englewood","12,647","23","0","3","8","12","420","46","362","12","0"
"Evendale","3,007","19","0","0","4","15","222","11","206","5","0"
"Fairborn","31,731","50","0","10","26","14","742","196","521","25","5"
"Fairfield","42,494","125","0","6","28","91","1,308","205","1,050","53","2"
"Fairlawn","6,961","12","0","0","3","9","331","10","311","10","0"
"Fairport Harbor","3,246","9","0","4","2","3","162","40","117","5","3"
"Findlay","36,324","75","1","17","16","41","1,381","265","1,087","29","3"
"Forest","1,441","0","0","0","0","0","19","5","13","1","0"
"Forest Park","18,476","34","0","3","30","1","422","105","304","13","3"
"Fort Shawnee","3,663","1","0","0","1","0","49","14","35","0","1"
"Frazeysburg","1,295","0","0","0","0","0","27","3","24","0","0"
"Fredericktown","2,500","1","0","1","0","0","72","13","54","5","0"
"Fremont","16,305","26","0","2","12","12","888","129","733","26","1"
"Gahanna","34,335","21","0","7","11","3","770","119","625","26","7"
"Gallipolis","4,087","8","0","2","5","1","403","47","351","5","2"
"Gates Mills","2,231","0","0","0","0","0","23","4","19","0","0"
"Geneva-on-the-Lake","1,479","1","0","0","0","1","23","7","15","1","0"
"Genoa","2,265","2","0","0","2","0","45","4","40","1","0"
"Germantown","4,990","3","0","1","0","2","86","14","71","1","1"
"German Township, Montgomery County","3,274","4","0","1","0","3","45","16","27","2","0"
"Gibsonburg","2,395","1","0","1","0","0","75","7","68","0","0"
"Girard","9,896","64","0","8","3","53","385","112","253","20","3"
"Glendale","2,224","0","0","0","0","0","54","19","33","2","1"
"Glouster","1,979","1","0","0","1","0","88","18","68","2","0"
"Goshen Township, Clermont County","16,559","4","0","0","0","4","317","65","241","11","3"
"Goshen Township, Mahoning County","3,407","12","0","0","0","12","93","28","62","3","2"
"Grandview Heights","6,342","1","0","1","0","0","85","20","63","2","1"
"Granville1","5,229","8","0","7","1","0","75","7","68","0","1"
"Greenhills","3,819","2","0","1","0","1","33","10","23","0","0"
"Greenville","12,713","38","0","5","9","24","482","118","341","23","6"
"Grove City","35,339","51","0","15","24","12","1,259","160","1,053","46","10"
"Groveport","5,501","8","0","0","3","5","145","32","110","3","0"
"Hamilton","62,805","414","2","64","205","143","3,866","1,000","2,661","205","52"
"Harrison","9,697","1","0","0","0","1","311","44","264","3","0"
"Hartville","2,596","2","0","0","1","1","41","8","32","1","0"
"Heath","8,950","14","0","2","3","9","517","55","448","14","6"
"Hebron","2,161","2","0","0","1","1","63","11","50","2","0"
"Hicksville","3,358","1","0","0","0","1","48","7","40","1","0"
"Highland Heights","8,665","0","0","0","0","0","73","17","54","2","0"
"Highland Hills","1,374","0","0","0","0","0","2","0","1","1","0"
"Hilliard","29,204","21","0","4","11","6","828","159","642","27","7"
"Hillsboro","6,674","2","0","0","1","1","374","31","342","1","2"
"Holland","1,323","4","0","0","2","2","173","11","160","2","0"
"Hubbard","7,549","19","0","2","6","11","203","63","133","7","1"
"Hubbard Township","5,612","7","0","0","0","7","220","95","120","5","0"
"Hudson","23,023","3","0","0","1","2","158","34","122","2","1"
"Independence","6,662","3","0","1","2","0","115","15","97","3","0"
"Indian Hill","6,095","0","0","0","0","0","57","6","51","0","0"
"Ironton","11,252","7","0","2","2","3","110","38","70","2","1"
"Jackson","6,145","8","0","2","3","3","405","55","345","5","0"
"Jackson Township, Mahoning County","2,246","1","0","0","0","1","80","43","36","1","1"
"Jackson Township, Montgomery County","3,826","0","0","0","0","0","45","24","19","2","0"
"Jackson Township, Stark County","40,877","55","0","10","17","28","1,256","179","1,040","37","2"
"Jamestown","1,804","2","0","0","0","2","56","13","40","3","0"
"Johnstown","4,100","0","0","0","0","0","73","6","65","2","1"
"Kent","27,823","39","1","8","9","21","631","156","451","24","19"
"Kenton","7,970","7","1","2","4","0","449","93","350","6","2"
"Kettering","52,931","61","0","16","25","20","1,300","362","887","51","11"
"Kirtland","7,524","1","0","0","0","1","56","17","39","0","0"
"Kirtland Hills","824","0","0","0","0","0","7","3","3","1","0"
"Lake Township","7,478","1","0","0","0","1","103","21","79","3","2"
"Lakewood","49,526","76","0","6","38","32","901","220","655","26","1"
"Lancaster","37,330","103","0","19","56","28","2,192","378","1,760","54","7"
"Lawrence Township","8,437","5","0","0","0","5","57","13","36","8","0"
"Lebanon","21,099","22","1","9","4","8","416","73","336","7","3"
"Lexington","4,057","4","0","3","1","0","90","17","71","2","0"
"Lima","37,182","336","3","37","88","208","2,222","792","1,328","102","32"
"Linndale","86","5","0","0","2","3","16","0","16","0","0"
"Liverpool Township","4,108","1","0","0","1","0","61","12","46","3","0"
"Lockland","3,463","24","0","1","11","12","170","50","105","15","2"
"Logan","7,418","3","0","0","2","1","511","182","319","10","0"
"London","9,692","16","0","4","7","5","308","45","255","8","0"
"Lorain","70,242","343","1","29","139","174","3,161","1,278","1,768","115","44"
"Lordstown","3,502","0","0","0","0","0","77","22","54","1","0"
"Loudonville","3,055","0","0","0","0","0","70","16","53","1","0"
