"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson1"
"Adams Village","1,664","1","0","0","0","1","17","7","10","0","0"
"Addison Town and Village","2,466","4","0","1","0","3","57","16","41","0","0"
"Akron Village","2,923","2","0","0","0","2","37","7","30","0","0"
"Albany","92,713","981","2","42","316","621","4,643","926","3,488","229","16"
"Alexandria Bay Village","1,114","1","0","0","0","1","21","7","14","0","0"
"Alfred Village","4,933","7","0","2","1","4","52","14","38","0","0"
"Allegany Village","1,715","2","0","1","0","1","17","2","15","0","0"
"Altamont Village","1,676","0","0","0","0","0","14","3","11","0","0"
"Amherst Town","109,138","119","2","8","33","76","2,066","218","1,801","47","7"
"Amity Town and Belmont Village","2,187","0","0","0","0","0","1","0","1","0","0"
"Amityville Village","9,962","10","0","0","4","6","153","16","130","7","0"
"Amsterdam2","17,187","45","1","1","9","34","566","138","416","12","7"
"Arcade Village","1,836","1","0","0","0","1","45","4","40","1","0"
"Ardsley Village","4,855","1","0","0","0","1","24","6","17","1","0"
"Asharoken Village","658","0","0","0","0","0","1","1","0","0","0"
"Attica Village","2,348","4","0","0","0","4","11","2","9","0","0"
"Auburn","26,448","96","0","8","12","76","976","172","790","14","4"
"Avon Village","2,850","4","0","0","1","3","30","2","28","0","0"
"Baldwinsville Village","7,201","5","0","1","1","3","140","20","114","6","0"
"Ballston Spa Village","5,444","8","0","0","2","6","144","39","103","2","0"
"Batavia","14,871","44","0","7","7","30","516","88","419","9","3"
"Bath Village","5,330","17","2","2","4","9","205","49","153","3","3"
"Beacon","14,342","63","1","3","11","48","320","74","231","15","3"
"Bedford Town","18,403","2","0","0","0","2","36","6","27","3","0"
"Bethlehem Town","32,862","20","0","6","1","13","495","87","399","9","1"
"Binghamton","43,628","266","4","18","70","174","2,085","423","1,644","18","2"
"Bolivar Village","1,069","0","0","0","0","0","7","1","6","0","1"
"Bolton Town","2,129","3","0","0","0","3","23","10","13","0","0"
"Boonville Village","1,996","0","0","0","0","0","7","2","5","0","0"
"Brant Town","1,801","1","0","0","0","1","34","10","24","0","0"
"Brewster","2,088","0","0","0","0","0","7","1","5","1","0"
"Briarcliff Manor Village","7,864","1","0","0","1","0","18","3","15","0","0"
"Brighton Town","33,701","45","0","6","13","26","1,051","150","877","24","0"
"Brockport Village","8,269","16","0","5","3","8","184","35","144","5","0"
"Bronxville Village","6,452","4","0","0","2","2","52","6","43","3","0"
"Brownville Village","1,052","0","0","0","0","0","9","1","8","0","0"
"Buchanan Village","2,223","1","0","0","1","0","11","6","4","1","0"
"Buffalo","265,128","3,599","55","157","1,466","1,921","14,753","4,296","9,027","1,430","90"
"Cairo Town","6,411","5","0","0","0","5","29","5","24","0","0"
"Cambridge Village","1,786","2","0","1","0","1","35","8","25","2","0"
"Camden Village","2,219","1","0","0","0","1","85","16","64","5","0"
"Camillus Town and Village","23,245","14","0","0","4","10","303","38","260","5","3"
"Canandaigua","11,054","20","0","3","3","14","362","57","298","7","1"
"Canisteo Village","2,175","3","0","0","0","3","43","6","37","0","0"
"Canton Village","6,065","2","0","1","1","0","88","9","78","1","0"
"Cape Vincent Village","785","0","0","0","0","0","7","0","7","0","0"
"Carmel Town","34,119","12","0","0","2","10","272","48","218","6","2"
"Carroll Town","3,410","2","0","0","0","2","8","5","3","0","0"
"Carthage Village","3,734","3","0","0","0","3","101","17","82","2","0"
"Catskill Village","4,128","12","0","1","3","8","130","12","118","0","1"
"Cayuga Heights Village2","3,626","1","0","0","1","0","49","3","46","0","0"
"Cazenovia Village","2,956","1","0","0","0","1","65","7","58","0","0"
"Central Square Village","1,749","0","0","0","0","0","35","2","31","2","0"
"Centre Island Village","441","0","0","0","0","0","4","0","4","0","0"
"Chatham Village","1,639","15","0","0","0","15","61","9","48","4","0"
"Cheektowaga Town","76,671","155","1","17","52","85","2,748","431","2,221","96","7"
"Chester Town2","9,972","0","0","0","0","0","61","10","50","1","0"
"Chester Village","3,548","4","0","0","3","1","148","5","142","1","0"
"Chittenango Village","4,811","3","0","1","1","1","72","15","54","3","0"
"Cicero Town","28,288","13","0","0","5","8","518","59","447","12","3"
"Clarkstown Town","78,365","92","0","4","35","53","1,700","156","1,512","32","2"
"Clifton Springs Village","2,117","0","0","0","0","0","16","2","14","0","0"
"Clyde Village","2,043","4","0","0","1","3","32","8","24","0","0"
"Cobleskill Village","4,486","4","0","1","2","1","162","19","140","3","0"
"Coeymans Town","7,939","15","0","0","1","14","48","11","35","2","1"
"Cohoes","14,884","40","0","1","11","28","302","92","195","15","1"
"Colchester Town","1,988","0","0","0","0","0","0","0","0","0","0"
"Colonie Town","77,078","54","0","3","31","20","2,259","228","1,988","43","9"
"Cooperstown Village","1,849","1","0","0","0","1","28","4","24","0","0"
"Copake Town","3,187","1","0","0","0","1","25","9","16","0","0"
"Corning","10,046","51","0","5","6","40","398","66","330","2","2"
"Cornwall Town3","9,724","0","0","0","0","0","","6","","0","0"
"Cortland2","17,930","45","0","6","10","29","357","112","228","17","2"
"Crawford Town2","9,492","11","0","0","0","11","67","10","52","5","0"
"Cuba Town","3,217","2","0","1","0","1","122","17","103","2","0"
"Dansville Village","4,363","11","0","4","2","5","114","4","110","0","0"
"Deerpark Town","8,495","8","0","0","3","5","142","60","81","1","0"
"Delhi Village","2,749","3","0","0","1","2","42","11","29","2","0"
"Depew Village","14,966","26","0","4","5","17","344","67","268","9","3"
"Deposit Village","1,547","0","0","0","0","0","20","1","19","0","0"
"Dewitt Town","21,202","37","1","1","14","21","592","81","492","19","6"
"Dexter Village","1,194","0","0","0","0","0","1","0","1","0","0"
"Dobbs Ferry Village","11,151","7","0","0","5","2","135","21","112","2","0"
"Dolgeville Village","1,973","3","0","0","0","3","59","6","52","1","0"
"Dryden Village","1,807","3","0","0","0","3","114","25","89","0","0"
"Dunkirk","11,801","45","0","7","16","22","353","59","285","9","1"
"Durham Town","2,664","0","0","0","0","0","10","5","5","0","0"
"East Aurora-Aurora Town","13,307","3","0","0","0","3","144","29","108","7","0"
"East Chester Town","18,612","8","0","0","5","3","203","23","174","6","0"
"East Greenbush Town","16,873","14","0","1","6","7","405","41","359","5","3"
"East Hampton Town","19,860","9","0","0","2","7","494","97","385","12","1"
"East Hampton Village","1,395","3","0","1","0","2","137","10","123","4","0"
"East Rochester Village","6,153","9","0","1","1","7","131","19","109","3","0"
"East Syracuse Village","2,924","9","0","0","4","5","165","25","132","8","1"
"Eden Town","7,604","3","0","2","1","0","42","11","31","0","0"
"Ellenville Village","3,851","33","0","0","4","29","95","30","62","3","0"
"Ellicott Town","5,162","12","0","0","1","11","224","61","159","4","0"
"Ellicottville","518","0","0","0","0","0","113","13","100","0","0"
"Elmira","28,823","108","4","5","29","70","1,057","259","773","25","3"
"Elmira Heights Village","3,849","7","0","0","3","4","88","19","67","2","0"
"Elmira Town","5,808","1","0","0","0","1","4","1","3","0","0"
"Elmsford Village","4,722","6","0","0","4","2","43","7","26","10","1"
"Endicott Village","12,103","43","0","4","11","28","604","117","475","12","0"
"Evans Town","16,561","25","0","3","3","19","328","75","242","11","4"
"Fairport Village","5,382","1","0","0","1","0","40","10","28","2","0"
"Fallsburg Town","12,285","30","2","2","1","25","207","63","135","9","1"
"Fishkill Town","19,772","5","0","0","0","5","269","32","234","3","1"
"Fishkill Village","1,666","0","0","0","0","0","30","1","28","1","0"
"Floral Park Village","15,699","16","0","0","11","5","79","16","52","11","1"
"Fort Plain Village","2,144","6","0","0","1","5","75","15","59","1","0"
"Frankfort Town","4,704","4","0","0","0","4","55","16","37","2","1"
"Franklinville Village","1,659","1","0","0","0","1","42","4","38","0","0"
"Fredonia Village","10,982","18","1","2","4","11","309","24","281","4","0"
"Freeport Village","43,458","213","1","3","103","106","1,026","153","772","101","4"
"Friendship Town","1,788","0","0","0","0","0","12","3","9","0","0"
"Fulton City","10,956","34","0","4","13","17","523","99","417","7","2"
"Garden City Village","22,314","9","0","0","3","6","354","39","305","10","0"
"Gates Town","28,357","44","0","1","20","23","938","89","828","21","1"
"Geddes Town","10,269","7","0","0","2","5","226","28","197","1","1"
"Geneseo Village","7,679","0","0","0","0","0","127","6","121","0","2"
"Geneva","13,090","33","0","4","8","21","324","63","253","8","1"
"Germantown Town","1,929","0","0","0","0","0","3","0","3","0","0"
"Glen Cove","26,661","23","0","1","10","12","227","25","196","6","0"
"Glen Park Village","501","0","0","0","0","0","5","1","4","0","0"
"Glens Falls","13,650","42","0","2","3","37","209","29","177","3","0"
"Glenville Town","21,844","15","0","1","5","9","372","65","303","4","0"
"Gloversville","14,713","82","1","6","14","61","636","116","495","25","1"
"Goshen Town","8,257","4","0","0","1","3","50","12","35","3","0"
"Goshen Village","5,553","3","0","0","0","3","78","11","66","1","0"
"Gouverneur Village","3,925","6","0","1","0","5","202","44","157","1","1"
"Granville Village","2,490","3","0","0","0","3","43","14","29","0","1"
"Great Neck Estates Village","2,760","0","0","0","0","0","5","4","1","0","0"
"Greece Town","92,282","119","5","12","26","76","2,552","384","2,108","60","3"
"Greenburgh Town","43,314","70","0","3","23","44","634","71","546","17","2"
"Greene Village","1,597","0","0","0","0","0","0","0","0","0","0"
"Green Island Village","2,529","6","0","0","0","6","59","11","43","5","0"
"Greenwich Village","1,791","4","0","0","0","4","31","8","22","1","0"
"Greenwood Lake Village","3,382","4","0","1","1","2","51","11","39","1","0"
"Groton Village","2,380","3","0","1","0","2","66","7","59","0","0"
"Guilderland Town","32,840","11","0","4","3","4","982","67","906","9","0"
"Hamburg Town","43,642","37","0","3","13","21","998","179","789","30","8"
"Hamburg Village","9,231","5","0","3","2","0","221","42","174","5","2"
"Hammondsport Village","717","0","0","0","0","0","17","3","14","0","0"
"Hancock Village","1,050","1","0","0","0","1","4","2","2","0","0"
"Harriman Village","2,312","1","0","0","1","0","12","3","9","0","0"
"Harrison Town","26,710","20","1","2","1","16","254","29","215","10","1"
"Hastings-on-Hudson Village","7,887","7","0","1","1","5","139","14","122","3","0"
"Haverstraw Town","37,489","65","0","6","27","32","438","106","312","20","3"
"Hempstead Village","53,443","452","12","3","218","219","1,051","304","613","134","8"
"Herkimer Village","6,824","74","0","2","6","66","354","49","305","0","1"
"Highland Falls Village","3,674","0","0","0","0","0","47","6","41","0","0"
"Holley Village","1,645","6","0","1","0","5","40","11","25","4","0"
"Homer Village","3,135","1","0","0","0","1","59","8","51","0","0"
"Hornell","8,441","19","0","1","0","18","157","22","132","3","0"
"Horseheads Village","6,193","12","0","1","1","10","145","16","123","6","0"
"Hudson","6,691","30","0","3","3","24","262","36","220","6","0"
"Hudson Falls Village","6,491","18","0","2","2","14","139","29","105","5","1"
"Hunter Town","2,650","3","0","0","1","2","6","4","2","0","0"
"Huntington Bay Village","1,504","0","0","0","0","0","14","2","12","0","0"
"Hyde Park Town","19,992","18","0","0","4","14","210","57","147","6","0"
"Ilion Village","7,844","14","0","5","1","8","232","33","193","6","1"
"Independence Town","1,009","0","0","0","0","0","4","1","3","0","0"
