"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson1"
"Apache Junction","33,225","108","3","15","14","76","1,043","266","697","80","3"
"Avondale","82,580","199","0","18","78","103","3,732","802","2,559","371",""
"Buckeye","50,008","43","1","0","13","29","1,245","344","815","86","11"
"Bullhead City","39,488","59","3","0","17","39","1,540","336","1,107","97","6"
"Camp Verde","10,535","18","0","0","1","17","240","60","166","14","2"
"Casa Grande","42,522","250","1","6","52","191","2,847","599","2,075","173","12"
"Chandler","241,826","691","6","61","195","429","7,516","1,373","5,766","377","50"
"Chino Valley","10,837","48","0","4","0","44","220","44","165","11","2"
"Clarkdale","4,121","11","0","0","0","11","82","52","27","3","0"
"Clifton","2,490","12","0","0","0","12","27","12","13","2","0"
"Colorado City","4,524","4","0","0","0","4","25","4","19","2","0"
"Coolidge","10,737","80","0","8","10","62","564","133","401","30","7"
"Cottonwood","11,010","58","0","2","3","53","376","51","318","7","3"
"Eagar","4,376","11","0","0","2","9","125","39","83","3","0"
"El Mirage","24,047","83","1","9","25","48","846","225","540","81","6"
"Eloy","12,897","88","4","3","8","73","675","270","341","64","9"
"Flagstaff","58,739","267","5","37","49","176","2,955","226","2,666","63","21"
"Florence","21,096","39","0","1","1","37","247","106","126","15","4"
"Fredonia","1,110","2","0","0","0","2","11","6","4","1","1"
"Gilbert","215,215","205","5","26","61","113","4,080","791","3,135","154","38"
"Glendale","245,387","963","12","46","385","520","13,529","2,264","9,936","1,329",""
"Globe","6,936","38","0","2","2","34","285","77","203","5","2"
"Goodyear","61,721","134","0","11","26","97","1,991","883","907","201","11"
"Holbrook","4,926","62","0","0","1","61","333","68","250","15","3"
"Huachuca City","1,896","6","0","0","0","6","21","7","10","4","0"
"Jerome","366","2","0","0","0","2","27","3","23","1","0"
"Kingman","26,671","83","1","15","22","45","1,574","358","1,142","74","2"
"Mammoth","2,618","2","0","0","1","1","40","19","19","2","0"
"Marana","34,039","28","0","3","12","13","1,095","125","900","70","3"
"Mesa","452,725","1,790","15","124","511","1,140","14,876","2,711","11,158","1,007","59"
"Miami","1,710","24","0","0","3","21","66","36","28","2","14"
"Nogales","19,399","51","0","0","5","46","766","114","556","96","0"
"Oro Valley","42,644","30","0","4","10","16","774","94","654","26","4"
"Page","6,854","118","0","1","3","114","428","43","368","17","1"
"Paradise Valley","14,715","11","0","0","4","7","279","172","99","8","0"
"Parker","3,024","5","0","0","0","5","124","28","89","7","2"
"Payson","15,067","122","0","3","3","116","405","89","302","14","1"
"Peoria","158,184","282","6","38","66","172","4,630","867","3,380","383","14"
"Phoenix","1,544,427","8,002","117","522","3,250","4,113","61,362","15,626","38,012","7,724","320"
"Pinetop-Lakeside","4,382","56","1","0","7","48","231","65","164","2","1"
"Prescott","41,428","135","0","11","13","111","1,251","221","979","51","8"
"Prescott Valley","37,275","109","1","8","4","96","670","105","552","13","3"
"Quartzsite","3,359","8","0","0","0","8","89","7","69","13","0"
"Sahuarita","24,067","14","0","3","0","11","369","55","292","22","7"
"Scottsdale","230,496","353","4","33","100","216","6,563","1,281","5,014","268","12"
"Sedona","11,240","17","0","6","0","11","210","50","155","5","1"
"Sierra Vista","41,892","121","1","21","13","86","1,395","212","1,129","54","7"
"Snowflake-Taylor","9,563","47","2","0","0","45","192","66","110","16","2"
"Somerton","12,360","5","0","0","3","2","225","41","160","24","1"
"South Tucson","5,855","149","0","4","51","94","854","83","725","46","1"
"Springerville","1,943","11","0","3","0","8","61","13","47","1","0"
"Surprise","92,294","106","0","13","35","58","1,977","440","1,438","99","27"
"Tempe","173,004","779","11","43","268","457","8,472","1,416","6,412","644","42"
"Thatcher","4,913","3","0","0","0","3","126","38","88","0","0"
"Tolleson","7,103","49","0","2","16","31","723","204","471","48","2"
"Tombstone","1,514","12","0","1","1","10","70","6","61","3","0"
"Tucson2","527,107","3,331","51","158","1,088","2,034","","5,002","","3,433","153"
"Wellton","1,891","3","0","2","0","1","13","9","4","0","0"
"Willcox","3,704","9","0","2","2","5","216","57","151","8","5"
"Williams","3,233","11","0","2","1","8","137","21","116","0","0"
"Youngtown","4,759","18","0","1","3","14","84","33","39","12","2"
"Yuma","88,291","550","3","24","56","467","3,060","815","2,058","187","27"
