"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Adamsville","2,134","2","0","0","0","2","61","16","31","14","0"
"Alamo","2,402","11","1","0","3","7","38","11","25","2","0"
"Alexandria","957","5","0","0","0","5","18","7","11","0","0"
"Algood","3,472","7","0","1","0","6","98","13","82","3","2"
"Ardmore","1,177","7","0","0","2","5","24","4","19","1","0"
"Ashland City","4,707","14","1","0","2","11","237","49","179","9","0"
"Athens","14,352","185","0","8","28","149","1,052","208","799","45","1"
"Atoka","7,978","16","0","0","1","15","148","32","109","7","0"
"Baileyton","492","0","0","0","0","0","32","5","23","4","0"
"Baneberry","489","0","0","0","0","0","3","1","2","0","0"
"Bartlett","48,358","103","1","7","9","86","839","197","589","53","1"
"Baxter","1,435","5","0","0","0","5","48","13","31","4","0"
"Bean Station","3,085","10","0","1","4","5","148","37","106","5","0"
"Belle Meade","3,572","0","0","0","0","0","38","9","29","0","1"
"Bells","2,283","17","0","1","3","13","47","19","25","3","1"
"Benton","1,182","3","0","0","0","3","51","21","29","1","0"
"Berry Hill","830","4","0","0","1","3","61","9","52","0","0"
"Bethel Springs","778","0","0","0","0","0","8","2","4","2","0"
"Big Sandy","502","6","0","0","0","6","16","8","8","0","2"
"Blaine","1,777","3","0","0","2","1","25","11","12","2","0"
"Bluff City","1,689","0","0","0","0","0","31","6","25","0","0"
"Bradford","1,061","1","0","0","0","1","18","6","11","1","0"
"Brentwood","38,371","29","2","2","8","17","440","85","341","14","2"
"Brighton","2,782","9","0","0","0","9","38","13","24","1","0"
"Bristol","25,799","140","0","12","9","119","1,003","182","778","43","5"
"Brownsville","10,138","164","1","8","20","135","539","200","318","21","1"
"Bruceton","1,418","1","0","0","0","1","20","5","13","2","0"
"Burns","1,461","1","0","0","0","1","25","7","17","1","0"
"Calhoun","525","0","0","0","0","0","5","0","5","0","0"
"Camden","3,545","8","0","1","1","6","173","30","136","7","1"
"Carthage","2,222","6","0","0","0","6","79","20","55","4","0"
"Caryville","2,373","12","0","0","0","12","118","20","88","10","1"
"Celina","1,342","4","0","0","0","4","18","5","13","0","0"
"Centerville","3,947","3","0","0","0","3","98","29","63","6","0"
"Chapel Hill","1,368","3","0","0","0","3","20","3","16","1","0"
"Charleston","674","1","0","0","0","1","13","2","9","2","0"
"Chattanooga","172,460","1,557","18","78","512","949","10,866","2,691","7,350","825","7"
"Church Hill","6,876","32","1","1","4","26","131","33","91","7","1"
"Clarksburg","368","0","0","0","0","0","1","0","1","0","0"
"Clarksville","126,548","802","9","55","121","617","4,102","1,373","2,525","204","24"
"Cleveland","40,452","351","0","19","29","303","1,983","439","1,470","74","5"
"Clifton","2,673","1","0","0","0","1","12","2","9","1","0"
"Clinton","9,715","44","0","1","5","38","470","90","360","20","1"
"Collegedale","8,343","5","0","0","2","3","155","29","119","7","0"
"Collierville","40,286","67","0","0","9","58","739","98","602","39","0"
"Collinwood","995","5","0","0","0","5","8","4","4","0","0"
"Columbia","35,364","282","4","13","31","234","1,397","305","1,043","49","7"
"Cookeville","30,179","98","1","8","21","68","1,764","426","1,270","68","5"
"Coopertown","3,520","2","0","0","0","2","26","9","15","2","0"
"Copperhill","428","1","0","0","1","0","10","5","5","0","0"
"Cornersville","986","0","0","0","0","0","10","1","8","1","0"
"Covington","9,396","69","0","4","21","44","514","124","378","12","0"
"Cowan","1,705","0","0","0","0","0","39","4","35","0","2"
"Cross Plains","1,728","5","0","0","0","5","36","9","26","1","0"
"Crossville","12,084","122","1","7","17","97","1,039","165","811","63","2"
"Crump","1,464","17","0","0","0","17","61","37","24","0","0"
"Cumberland City","329","1","1","0","0","0","11","3","8","0","0"
"Cumberland Gap","208","5","0","0","0","5","3","2","1","0","0"
"Dandridge","2,784","14","0","1","3","10","96","13","81","2","1"
"Dayton","6,945","18","0","5","6","7","258","33","215","10","1"
"Decatur","1,512","1","0","0","0","1","45","11","33","1","0"
"Decaturville","832","0","0","0","0","0","17","11","6","0","0"
"Decherd","2,113","12","0","1","0","11","70","17","48","5","2"
"Dickson","14,100","97","1","11","11","74","776","86","663","27","0"
"Dover","1,642","0","0","0","0","0","21","5","13","3","0"
"Dresden","2,810","6","0","0","0","6","91","15","74","2","0"
"Dunlap","5,672","25","0","1","2","22","183","62","109","12","1"
"Dyer","2,396","3","0","0","0","3","32","10","18","4","0"
"Dyersburg","17,104","167","0","5","26","136","1,490","371","1,071","48","3"
"Eagleville","533","0","0","0","0","0","6","5","1","0","0"
"East Ridge","19,882","175","0","5","39","131","1,066","279","725","62","2"
"Elizabethton","13,694","53","0","0","5","48","639","111","514","14","1"
"Elkton","591","0","0","0","0","0","10","3","6","1","0"
"Englewood","1,815","5","0","0","0","5","44","8","35","1","0"
"Erin","1,448","12","0","1","2","9","34","12","21","1","0"
"Erwin","5,759","12","0","0","0","12","71","19","49","3","0"
"Estill Springs","2,232","13","0","0","0","13","32","13","17","2","0"
"Ethridge","560","1","0","0","0","1","9","5","4","0","0"
"Etowah","3,770","18","0","2","0","16","123","20","99","4","0"
"Fairview","8,324","11","0","0","0","11","118","23","93","2","1"
"Fayetteville","7,216","45","0","2","6","37","376","59","303","14","2"
"Franklin","62,127","104","2","14","9","79","1,066","115","921","30","8"
"Friendship","604","2","1","0","0","1","8","6","2","0","0"
"Gadsden","539","2","0","0","0","2","7","2","4","1","0"
"Gainesboro","835","3","0","0","0","3","9","3","6","0","0"
"Gallatin","31,229","115","2","6","20","87","535","79","442","14","2"
"Gallaway","760","1","0","0","1","0","11","2","9","0","0"
"Gates","836","3","0","1","0","2","10","0","7","3","0"
"Gatlinburg","6,104","20","0","2","7","11","479","188","281","10","5"
"Germantown","41,347","39","0","1","13","25","455","124","319","12","1"
"Gibson","415","0","0","0","0","0","17","3","12","2","0"
"Gleason","1,397","8","0","0","0","8","24","2","20","2","0"
"Goodlettsville","17,658","102","0","8","28","66","1,185","213","927","45","2"
"Gordonsville","1,311","6","0","0","0","6","39","8","28","3","0"
"Grand Junction","298","1","0","0","0","1","31","10","21","0","0"
"Graysville","1,468","8","0","0","0","8","17","1","15","1","0"
"Greenbrier","6,899","19","0","1","1","17","108","32","68","8","2"
"Greeneville","15,294","76","0","9","25","42","802","163","606","33","0"
"Greenfield","2,011","2","0","0","0","2","32","6","24","2","0"
"Halls","2,145","6","0","0","1","5","61","17","42","2","0"
"Harriman","6,612","48","0","2","11","35","326","82","228","16","5"
"Henderson","6,445","25","0","2","1","22","250","84","161","5","0"
"Hendersonville","49,010","143","1","7","15","120","1,257","193","1,019","45","11"
"Henning","1,251","10","2","0","1","7","30","10","20","0","0"
"Henry","551","0","0","0","0","0","10","4","6","0","0"
"Hohenwald","3,808","33","0","0","0","33","98","16","78","4","2"
"Hollow Rock","924","1","0","0","0","1","6","2","3","1","0"
"Hornbeak","410","1","0","0","0","1","2","0","2","0","0"
"Humboldt","9,114","121","0","3","17","101","470","131","322","17","2"
"Huntingdon","4,074","8","0","0","2","6","110","16","92","2","0"
"Huntland","862","0","0","0","0","0","9","1","7","1","0"
"Jacksboro","2,086","9","0","1","2","6","204","11","190","3","0"
"Jackson","63,969","541","2","25","145","369","4,044","1,096","2,704","244","11"
"Jamestown","1,916","5","0","0","1","4","99","9","88","2","1"
"Jasper","3,060","11","0","1","0","10","86","9","73","4","0"
"Jefferson City","8,232","20","0","3","9","8","401","74","311","16","2"
"Jellico","2,511","5","0","2","1","2","116","21","87","8","2"
"Johnson City","63,750","278","1","25","59","193","3,010","574","2,346","90","15"
"Jonesborough","5,583","23","0","1","2","20","96","22","70","4","0"
"Kenton","1,286","2","0","0","0","2","17","1","14","2","0"
"Kimball","1,390","0","0","0","0","0","82","5","74","3","0"
"Kingsport","44,587","377","1","26","52","298","2,864","509","2,257","98","15"
"Kingston","5,609","9","0","0","1","8","97","16","77","4","0"
"Kingston Springs","2,996","0","0","0","0","0","14","5","9","0","0"
"Knoxville","185,554","1,755","15","122","625","993","12,322","2,723","8,789","810","51"
"Lafayette","4,588","12","0","0","2","10","54","12","38","4","0"
"La Follette","8,082","77","0","3","20","54","752","255","460","37","2"
"Lake City","1,848","10","0","0","0","10","32","11","18","3","2"
"Lakewood","2,659","3","0","0","1","2","91","18","65","8","1"
"La Vergne","32,335","128","1","14","18","95","961","290","627","44","2"
"Lawrenceburg","10,877","109","2","13","3","91","655","154","463","38","4"
"Lebanon","25,446","215","0","5","37","173","1,239","233","945","61","4"
"Lenoir City","8,202","86","0","2","11","73","572","105","447","20","6"
"Lewisburg","11,126","49","0","4","4","41","277","68","197","12","2"
"Lexington","7,876","92","1","5","4","82","435","82","336","17","6"
"Livingston","3,552","23","0","1","1","21","67","10","54","3","0"
"Lookout Mountain","1,884","0","0","0","0","0","11","6","5","0","1"
"Loretto","1,800","6","0","0","0","6","30","10","17","3","0"
"Loudon","4,995","12","0","0","0","12","122","13","103","6","0"
"Lynnville","335","0","0","0","0","0","0","0","0","0","0"
"Madisonville","4,761","22","0","0","2","20","278","54","208","16","2"
"Manchester","10,210","65","3","2","1","59","541","98","427","16","0"
"Martin","10,145","53","0","3","4","46","367","79","283","5","0"
"Maryville","27,638","61","2","5","19","35","915","132","752","31","0"
"Mason","1,356","11","0","1","2","8","37","12","24","1","0"
"Maury City","702","1","0","0","0","1","16","4","11","1","0"
"Maynardville","1,940","4","0","0","1","3","115","39","71","5","0"
"McEwen","1,678","5","0","0","1","4","14","2","12","0","1"
"McKenzie","5,283","18","0","3","2","13","124","38","83","3","0"
"McMinnville","13,647","88","0","6","8","74","539","120","386","33","0"
"Medina","2,465","3","0","0","0","3","37","13","23","1","1"
"Memphis","673,650","10,384","89","422","3,236","6,637","42,138","13,094","25,114","3,930","328"
"Middleton","605","1","0","0","0","1","14","5","9","0","0"
"Milan","7,913","67","1","3","10","53","256","69","176","11","0"
"Millersville","6,565","20","0","0","1","19","133","49","81","3","1"
"Millington","10,875","86","0","2","12","72","462","95","343","24","0"
"Minor Hill","446","0","0","0","0","0","2","1","1","0","0"
"Monteagle","1,204","1","0","0","1","0","16","4","9","3","0"
"Monterey","2,944","11","1","1","0","9","102","25","74","3","1"
"Morristown","28,147","243","1","16","43","183","2,099","178","1,838","83","7"
"Moscow","559","5","0","0","0","5","19","4","14","1","0"
"Mountain City","2,360","5","0","0","0","5","65","13","48","4","0"
"Mount Carmel","5,525","6","0","0","1","5","59","17","39","3","0"
"Mount Juliet","24,544","49","1","3","6","39","495","77","406","12","1"
"Mount Pleasant","4,532","27","0","1","2","24","167","49","106","12","0"
"Munford","6,880","9","0","1","0","8","122","27","90","5","0"
"Murfreesboro","109,199","603","5","37","151","410","4,610","1,310","3,144","156","15"
"Nashville","616,366","6,995","55","367","1,817","4,756","30,517","7,731","20,881","1,905","80"
"Newbern","3,173","17","0","2","1","14","87","25","59","3","1"
"New Hope","1,049","0","0","0","0","0","4","0","3","1","0"
"New Johnsonville","1,961","5","0","0","0","5","25","3","21","1","0"
"New Market","1,397","0","0","0","0","0","4","0","4","0","0"
