"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"American Fork/Cedar Hills","38,741","41","1","7","15","18","1,008","186","795","27","2"
"Big Water","400","0","0","0","0","0","1","0","1","0","0"
"Blanding","3,201","4","0","1","0","3","75","19","53","3","0"
"Bountiful","43,485","61","2","28","12","19","898","94","741","63","1"
"Brian Head","124","0","0","0","0","0","26","3","23","0","0"
"Brigham City","18,491","37","0","10","3","24","427","54","349","24","0"
"Cedar City","29,290","45","2","14","5","24","816","161","622","33","3"
"Centerville","15,862","8","0","2","1","5","374","54","311","9","0"
"Clearfield","27,788","41","0","12","14","15","846","125","685","36","1"
"Clinton","20,471","20","0","7","3","10","378","50","317","11","1"
"Cottonwood Heights","34,381","53","0","17","15","21","999","239","718","42","1"
"Draper","44,259","62","0","6","12","44","787","166","566","55","6"
"Enoch","5,275","1","0","0","0","1","44","15","29","0","0"
"Fairview","1,198","1","0","0","0","1","19","5","12","2","0"
"Farmington","17,977","5","0","1","1","3","171","27","137","7","0"
"Grantsville","9,358","8","0","2","1","5","160","32","114","14","1"
"Harrisville","6,356","9","0","0","5","4","361","29","316","16","0"
"Heber","10,101","2","0","0","0","2","115","26","82","7","0"
"Helper","1,840","1","0","0","0","1","64","20","41","3","1"
"Hildale","1,904","5","0","0","0","5","5","4","1","0","0"
"Hurricane1","13,587","17","0","3","0","14","295","78","205","12","3"
"Ivins","8,061","3","0","1","0","2","88","26","61","1","0"
"Kamas","1,535","1","0","0","1","0","34","6","27","1","0"
"Kaysville","26,200","14","0","10","0","4","567","193","357","17","0"
"La Verkin","4,342","18","0","1","0","17","62","15","43","4","0"
"Layton","65,610","103","3","24","12","64","2,317","398","1,859","60","2"
"Lehi","52,162","17","0","9","1","7","735","161","545","29","0"
"Lindon","11,047","5","0","3","0","2","265","45","210","10","1"
"Logan","48,819","22","0","5","2","15","616","111","486","19","0"
"Lone Peak","27,692","5","0","3","1","1","259","72","181","6","0"
"Mapleton","8,495","2","0","2","0","0","96","6","90","0","0"
"Midvale","28,739","133","3","27","27","76","1,644","360","1,150","134","2"
"Moab","5,032","20","1","4","2","13","281","31","235","15","0"
"Monticello","1,975","0","0","0","0","0","24","5","19","0","0"
"Moroni","1,312","2","0","2","0","0","6","4","1","1","0"
"Murray","45,305","216","0","37","47","132","3,112","514","2,361","237","8"
"Naples","1,750","0","0","0","0","0","63","3","58","2","0"
"Nephi","5,438","2","0","1","0","1","165","60","98","7","0"
"North Ogden","17,721","14","0","5","1","8","273","51","215","7","2"
"North Park","12,554","19","0","9","0","10","230","21","200","9","1"
"North Salt Lake","14,475","22","0","1","4","17","460","63","350","47","1"
"Ogden","81,431","327","1","24","110","192","4,655","867","3,479","309","16"
"Orem","93,580","68","1","19","17","31","2,553","240","2,204","109","3"
"Park City","7,957","14","0","1","3","10","351","34","299","18","0"
"Payson","18,200","9","0","0","3","6","632","94","523","15","0"
"Perry","4,029","5","0","1","1","3","62","16","44","2","0"
"Pleasant Grove","35,589","24","0","9","6","9","521","75","419","27","2"
"Pleasant View","7,182","4","0","0","0","4","103","16","84","3","0"
"Price","7,979","23","0","5","1","17","376","80","292","4","2"
"Provo","117,734","194","2","46","27","119","2,739","370","2,266","103","17"
"Richfield","7,109","10","1","2","0","7","272","30","236","6","0"
"Riverdale","8,108","9","0","0","4","5","645","43","588","14","3"
"Roy","35,502","39","1","17","9","12","1,008","150","819","39","4"
"Salem","6,906","0","0","0","0","0","86","14","71","1","0"
"Salina","2,324","10","0","7","0","3","91","24","63","4","0"
"Salt Lake City","177,873","1,289","8","146","359","776","13,839","2,177","10,173","1,489","52"
"Sandy","95,173","160","1","20","34","105","2,839","551","2,146","142","7"
"Santaquin/Genola","9,895","4","0","0","0","4","149","31","111","7","0"
"Saratoga Springs","20,490","10","1","4","0","5","221","32","183","6","0"
"Smithfield","9,750","5","0","2","0","3","59","15","43","1","0"
"South Jordan","56,502","27","0","6","7","14","1,050","212","802","36","1"
"South Ogden","15,831","28","0","8","5","15","450","105","326","19","3"
"South Salt Lake","21,107","211","5","32","62","112","1,662","239","1,176","247","4"
"Spanish Fork","33,162","11","0","7","2","2","626","119","492","15","5"
"Springdale","621","2","0","0","0","2","26","3","21","2","0"
"Springville","29,784","39","0","10","6","23","888","131","736","21","1"
"St. George","73,086","68","0","12","10","46","1,616","315","1,224","77","5"
"Stockton","583","0","0","0","0","0","9","2","6","1","0"
"Sunset","4,844","3","0","1","1","1","135","11","118","6","0"
"Syracuse","23,780","15","0","4","0","11","347","62","278","7","0"
"Taylorsville City","57,376","222","2","24","66","130","2,518","355","1,938","225","10"
"Tooele","30,663","77","0","8","13","56","1,267","182","1,016","69","13"
"Tremonton","6,943","9","0","2","0","7","172","38","129","5","0"
"Vernal","9,121","27","1","4","2","20","403","66","326","11","2"
"Washington","18,755","23","0","3","4","16","384","72","301","11","0"
"Wellington","1,548","4","0","0","1","3","31","7","24","0","0"
"West Bountiful","5,354","7","0","3","1","3","198","11","173","14","0"
"West Jordan","104,783","257","1","37","54","165","3,103","469","2,410","224","14"
"West Valley","123,089","599","6","70","131","392","5,769","1,029","4,127","613","13"
"Woods Cross","8,899","8","0","4","1","3","238","38","181","19","1"
