"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson1"
"Acworth","19,939","14","0","0","5","9","426","35","366","25","0"
"Adairsville","3,358","17","0","1","6","10","148","38","107","3","0"
"Adel","5,236","10","0","2","2","6","269","105","158","6","0"
"Alamo","2,671","1","0","0","0","1","32","11","20","1","0"
"Albany","73,034","722","11","28","203","480","5,037","1,629","3,108","300","15"
"Alma","3,435","29","1","4","6","18","127","34","89","4","1"
"Alpharetta","50,392","49","0","2","24","23","1,467","189","1,253","25","1"
"Alto","911","2","0","0","0","2","12","3","8","1","0"
"Americus","15,694","271","0","1","36","234","1,176","471","666","39",""
"Aragon","1,051","0","0","0","0","0","23","0","23","0","0"
"Arcade","1,908","3","0","0","0","3","22","12","10","0","0"
"Athens-Clarke County","112,851","371","5","29","110","227","4,931","1,334","3,299","298","15"
"Atlanta","536,472","5,749","93","89","2,162","3,405","30,800","8,016","17,741","5,043","95"
"Attapulgus","433","0","0","0","0","0","0","0","0","0","0"
"Auburn","7,600","4","0","0","1","3","70","25","32","13",""
"Austell","7,024","42","0","1","3","38","267","55","188","24",""
"Avondale Estates","2,788","4","1","0","3","0","98","8","82","8","0"
"Bainbridge","11,641","99","1","3","21","74","654","178","462","14",""
"Ball Ground","1,003","2","0","0","1","1","30","10","18","2","0"
"Barnesville","6,159","57","1","3","6","47","181","35","133","13","0"
"Baxley","4,377","28","0","2","6","20","262","62","194","6","1"
"Berlin","602","0","0","0","0","0","2","1","1","0","0"
"Blackshear","3,461","24","0","6","4","14","198","55","133","10","0"
"Blairsville","697","0","0","0","0","0","0","0","0","0","0"
"Blakely","4,960","34","0","1","0","33","129","41","86","2",""
"Bloomingdale","2,591","0","0","0","0","0","69","20","45","4",""
"Blythe","814","0","0","0","0","0","9","1","8","0","0"
"Bowdon","2,008","23","0","0","0","23","65","18","44","3","0"
"Braselton","6,538","10","0","4","5","1","106","9","84","13","0"
"Brooklet","1,329","0","0","0","0","0","18","3","15","0","0"
"Brunswick","15,871","238","2","8","76","152","1,418","406","960","52","8"
"Buchanan","982","2","0","0","0","2","70","20","47","3","0"
"Buena Vista","1,584","18","0","0","4","14","61","13","46","2","0"
"Butler","1,705","10","0","0","1","9","16","5","8","3","0"
"Cairo","9,607","22","0","6","8","8","269","61","191","17",""
"Calhoun","14,710","38","0","3","9","26","685","149","513","23","9"
"Camilla","5,149","67","0","2","6","59","210","55","151","4","0"
"Canton","24,697","17","0","3","5","9","471","51","394","26","1"
"Carrollton","23,014","318","2","13","27","276","1,400","253","1,107","40","10"
"Cartersville","18,646","58","0","7","16","35","904","161","692","51","2"
"Cave Spring","1,020","4","0","0","0","4","25","5","15","5",""
"Cedartown","9,900","56","0","7","5","44","313","68","224","21","0"
"Centerville","7,332","19","0","5","6","8","267","44","219","4","2"
"Chamblee","10,990","91","2","2","60","27","677","80","540","57",""
"Chatsworth","4,086","14","0","0","0","14","146","19","124","3","1"
"Chattahoochee Hills","2,315","14","1","0","0","13","35","10","19","6","0"
"Chickamauga","2,554","10","0","0","0","10","82","21","61","0","0"
"Clarkesville","1,708","13","0","0","0","13","43","5","37","1","0"
"Claxton","2,289","10","0","0","1","9","138","32","99","7",""
"Cleveland","2,856","37","0","0","1","36","226","84","137","5","0"
"Climax","269","0","0","0","0","0","0","0","0","0","0"
"Cochran","5,087","15","0","2","3","10","210","60","148","2","1"
"College Park","19,917","293","10","21","154","108","2,237","592","1,348","297","6"
"Colquitt","1,871","6","0","3","0","3","40","16","23","1","0"
"Columbus","184,576","1,005","15","38","477","475","13,442","3,454","8,981","1,007","65"
"Commerce","6,477","24","0","2","2","20","180","27","145","8","1"
"Conyers","13,738","74","4","2","34","34","1,020","205","757","58","2"
"Coolidge","545","2","0","0","1","1","12","6","2","4","0"
"Cordele","11,110","85","1","7","31","46","874","222","619","33","1"
"Cornelia","3,725","12","0","4","3","5","181","28","148","5","0"
"Cumming","5,891","17","2","2","2","11","368","51","309","8","0"
"Cuthbert","3,286","5","0","0","4","1","63","15","47","1",""
"Dallas","11,260","41","1","1","5","34","348","83","236","29","0"
"Dalton","33,064","76","0","4","27","45","1,182","285","838","59","4"
"Danielsville","423","6","0","0","0","6","25","5","19","1","0"
"Dawson","4,470","31","0","0","4","27","97","97","0","0","0"
"Decatur","18,391","35","1","2","21","11","577","100","431","46","0"
"Dillard","228","0","0","0","0","0","0","0","0","0","0"
"Donalsonville","2,589","5","0","0","1","4","61","15","44","2","0"
"Doraville","9,965","83","0","1","26","56","376","68","285","23","0"
"Douglasville","32,033","209","1","9","36","163","2,173","221","1,863","89","4"
"Dublin","17,200","145","0","3","42","100","1,400","314","1,046","40","2"
"Duluth","26,199","42","1","3","15","23","643","140","469","34","0"
"Dunwoody","32,815","103","3","8","50","42","1,691","240","1,334","117",""
"East Dublin","2,748","24","0","0","2","22","97","25","70","2","0"
"East Ellijay","700","3","0","0","0","3","70","2","67","1","0"
"Eastman","5,334","52","0","3","8","41","488","79","401","8","0"
"East Point","42,311","359","7","15","205","132","3,644","1,228","1,955","461","6"
"Edison","1,167","6","0","0","3","3","17","9","6","2",""
"Elberton","4,471","37","0","2","6","29","489","134","347","8",""
"Ellaville","1,820","2","0","0","0","2","20","7","13","0",""
"Ellijay","1,569","0","0","0","0","0","0","0","0","0","0"
"Emerson","1,513","6","0","1","1","4","34","3","28","3","1"
"Enigma","855","8","0","0","0","8","28","4","24","0","0"
"Ephesus","374","0","0","0","0","0","0","0","0","0","0"
"Eton","470","2","0","0","0","2","14","6","8","0","0"
"Fairburn","11,644","39","0","2","14","23","500","144","302","54","0"
"Fairmount","790","1","0","0","0","1","19","7","11","1","0"
"Fayetteville","15,019","39","1","3","13","22","414","58","332","24",""
"Flowery Branch","4,287","0","0","0","0","0","50","16","34","0",""
"Folkston","3,076","14","0","1","1","12","90","23","61","6","0"
"Forest Park","21,132","183","2","10","95","76","1,033","247","688","98","7"
"Forsyth","5,111","21","0","2","6","13","190","17","164","9","0"
"Fort Gaines","922","0","0","0","0","0","0","0","0","0","0"
"Fort Oglethorpe","9,863","30","0","2","10","18","528","62","459","7","0"
"Fort Valley","7,785","111","0","2","14","95","502","147","342","13","0"
"Franklin","912","7","0","1","0","6","40","3","35","2",""
"Franklin Springs","708","0","0","0","0","0","12","1","11","0","0"
"Gainesville","35,657","119","1","17","39","62","1,623","278","1,283","62","3"
"Garden City","9,134","142","0","1","20","121","545","142","337","66","4"
"Glennville","5,515","11","0","0","7","4","120","34","82","4","0"
"Gordon","2,028","0","0","0","0","0","29","6","22","1","0"
"Grantville","2,840","11","0","1","0","10","48","19","20","9",""
"Greensboro","3,136","32","0","1","0","31","167","41","120","6",""
"Greenville","884","11","0","0","1","10","50","10","38","2","0"
"Griffin","23,186","152","6","7","48","91","1,632","285","1,285","62","6"
"Grovetown","9,970","66","0","0","6","60","218","51","155","12","0"
"Guyton","1,969","5","0","3","0","2","24","11","9","4","1"
"Hahira","2,340","5","0","2","0","3","34","4","27","3","0"
"Hampton","5,342","18","0","1","5","12","142","36","98","8","0"
"Hapeville","6,624","34","1","2","20","11","392","96","230","66","0"
"Harlem","2,119","13","0","3","2","8","41","14","27","0","0"
"Harrison","452","0","0","0","0","0","0","0","0","0","0"
"Hartwell","4,152","20","0","0","7","13","336","32","290","14","0"
"Hazlehurst","3,780","7","0","0","2","5","248","52","195","1","0"
"Helen","879","9","0","0","0","9","80","6","72","2","0"
"Helena","2,268","3","0","0","0","3","14","13","1","0",""
"Hephzibah","4,531","15","0","0","0","15","139","46","79","14","0"
"Hiawassee","828","5","0","1","0","4","21","1","20","0","0"
"Hinesville","29,764","149","5","9","45","90","1,660","448","1,148","64","5"
"Hiram","2,102","23","0","2","10","11","283","23","255","5","0"
"Hoboken","511","0","0","0","0","0","4","1","2","1","0"
"Hogansville","2,841","30","0","2","1","27","93","28","59","6","0"
"Holly Springs","9,708","6","0","0","0","6","91","19","69","3","0"
"Homeland","759","0","0","0","0","0","4","1","3","0","0"
"Homerville","2,583","30","1","1","7","21","122","29","87","6","0"
"Irwinton","566","0","0","0","0","0","0","0","0","0","0"
"Jackson","4,481","10","0","1","3","6","118","23","89","6",""
"Jefferson","8,232","13","0","2","4","7","160","42","103","15","1"
"Jesup","10,175","62","0","6","22","34","673","127","510","36","1"
"Johns Creek","59,893","50","0","5","13","32","644","159","471","14","0"
"Jonesboro","4,082","25","0","4","3","18","140","32","93","15",""
"Kennesaw","33,398","20","0","2","5","13","526","110","394","22","0"
"Keysville","225","0","0","0","0","0","0","0","0","0","0"
"Kingsland","14,033","70","0","2","6","62","516","112","391","13","3"
"Lafayette","7,366","35","0","0","0","35","441","64","373","4","13"
"LaGrange","27,712","132","0","6","60","66","1,686","376","1,234","76",""
"Lake City","2,586","11","0","0","10","1","176","23","126","27","3"
"Lavonia","2,009","10","0","1","5","4","113","24","86","3",""
"Lawrenceville","29,625","98","4","5","54","35","1,251","263","907","81","5"
"Leary","582","0","0","0","0","0","0","0","0","0","0"
"Leesburg","2,932","16","0","3","2","11","101","14","82","5","0"
"Lilburn","11,645","47","0","2","24","21","577","108","441","28","0"
"Locust Grove","5,136","10","0","2","5","3","258","47","199","12","0"
"Loganville","11,256","13","0","3","3","7","320","55","241","24","0"
"Lookout Mountain","1,459","0","0","0","0","0","10","2","8","0","0"
"Ludowici","1,578","5","0","1","2","2","47","20","25","2",""
"Lumber City","1,114","8","0","0","1","7","26","10","16","0","0"
"Lumpkin","1,136","10","0","0","4","6","17","10","4","3","2"
"Macon","89,125","708","22","34","284","368","7,277","2,136","4,516","625","72"
"Madison","3,839","16","1","2","3","10","182","49","119","14","0"
"Manchester","3,609","19","0","0","1","18","273","115","144","14","1"
"Marietta","65,318","462","2","10","136","314","2,857","723","1,968","166","6"
"Maysville","1,681","3","0","0","0","3","29","7","22","0","0"
"McCaysville2","957","2","0","0","0","2","","10","","1","0"
"McDonough","21,010","101","0","8","13","80","843","139","638","66","0"
"McIntyre","693","2","0","0","1","1","37","10","24","3","0"
"McRae","4,385","19","0","0","1","18","90","19","66","5","0"
"Meigs","1,053","8","0","0","1","7","18","7","11","0","0"
"Midville","434","0","0","0","0","0","0","0","0","0","0"
"Midway","1,514","14","0","2","3","9","69","23","43","3","0"
"Milledgeville","20,543","59","3","7","19","30","984","290","661","33","3"
"Milton","15,747","13","0","4","2","7","314","53","252","9","0"
"Monroe","13,305","37","2","2","8","25","665","200","430","35","1"
"Montezuma","3,547","56","1","0","3","52","168","42","116","10","0"
"Morrow","5,423","26","0","0","19","7","955","70","819","66","1"
"Moultrie","15,093","114","4","8","44","58","1,311","322","925","64","3"
"Mountain City","718","0","0","0","0","0","1","0","1","0","0"
"Mount Airy","1,285","2","0","0","0","2","7","5","2","0","0"
"Mount Zion","1,574","0","0","0","0","0","13","0","9","4","0"
"Nahunta","968","6","0","0","0","6","38","19","19","0",""
"Nashville","4,671","34","0","3","7","24","235","94","136","5","4"
"Newington","288","4","0","0","0","4","9","3","6","0","0"
