"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Barrington","16,276","5","0","1","2","2","203","40","156","7","3"
"Bristol","22,266","22","0","4","5","13","279","31","240","8","0"
"Burrillville","16,637","9","0","1","1","7","185","55","120","10","2"
"Central Falls","18,676","101","0","16","30","55","512","153","289","70","7"
"Charlestown","8,093","11","0","5","1","5","120","20","97","3","2"
"Coventry","35,021","26","0","4","4","18","665","110","522","33","14"
"Cranston","80,125","115","1","17","24","73","1,901","382","1,339","180","12"
"Cumberland","34,589","27","1","1","8","17","550","94","429","27","3"
"East Greenwich","13,361","6","0","1","2","3","186","31","149","6","1"
"East Providence","48,507","64","1","12","17","34","732","146","529","57","14"
"Foster","4,561","0","0","0","0","0","33","20","11","2","0"
"Glocester","10,602","7","0","0","1","6","52","13","35","4","1"
"Hopkinton","8,021","5","0","0","0","5","86","18","63","5","1"
"Jamestown","5,451","5","0","2","0","3","74","12","61","1","2"
"Johnston","28,623","39","0","3","10","26","587","125","412","50","5"
"Lincoln","22,133","33","0","3","12","18","529","70","437","22","2"
"Little Compton","3,516","0","0","0","0","0","75","26","48","1","0"
"Middletown","15,895","7","0","2","1","4","266","45","215","6","3"
"Narragansett","16,485","15","0","2","4","9","281","52","220","9","0"
"Newport","23,173","138","0","11","18","109","1,011","213","755","43","18"
"New Shoreham","1,036","1","0","1","0","0","43","7","35","1","0"
"North Kingstown","26,656","21","0","5","4","12","449","67","369","13","6"
"North Providence","32,740","63","2","4","17","40","621","153","424","44","4"
"North Smithfield","11,629","13","0","1","2","10","141","25","110","6","0"
"Pawtucket","71,782","289","5","38","107","139","2,281","715","1,337","229","31"
"Portsmouth","16,845","12","0","2","1","9","306","105","190","11","7"
"Providence","171,565","1,214","15","74","405","720","8,229","2,034","5,078","1,117","36"
"Richmond","7,678","2","0","0","0","2","95","21","72","2","1"
"Scituate","10,894","5","0","0","0","5","114","31","78","5","2"
"Smithfield","21,242","8","0","1","2","5","286","34","234","18","4"
"South Kingstown","29,291","17","0","2","4","11","368","103","253","12","3"
"Tiverton","14,836","13","2","1","3","7","267","69","177","21","1"
"Warren","10,840","20","0","3","1","16","214","33","174","7","2"
"Warwick","84,568","85","0","14","24","47","2,119","381","1,628","110","21"
"Westerly","23,524","12","0","4","5","3","431","73","343","15","1"
"West Greenwich","6,531","2","0","0","1","1","115","32","79","4","0"
"West Warwick","29,251","66","0","17","13","36","628","154","434","40","14"
"Woonsocket","43,320","177","1","29","48","99","1,180","346","744","90","9"
