"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Abbeville","5,443","53","0","4","4","45","225","44","169","12","1"
"Aiken","29,875","112","4","6","38","64","1,191","167","979","45","0"
"Allendale","3,510","78","1","0","7","70","171","70","93","8","0"
"Anderson","27,325","200","6","15","36","143","1,924","466","1,342","116","5"
"Andrews","2,965","21","0","3","3","15","173","42","123","8","1"
"Bamberg","3,303","21","0","0","5","16","122","23","94","5","2"
"Barnwell","4,714","27","0","2","11","14","351","130","218","3","1"
"Batesburg-Leesville","5,670","40","0","3","5","32","261","69","183","9","0"
"Beaufort","12,076","135","0","3","33","99","804","153","631","20","2"
"Belton","4,709","9","0","2","1","6","154","25","117","12","0"
"Bennettsville","8,941","120","4","2","18","96","456","90","353","13","3"
"Bishopville","3,773","26","0","0","6","20","251","67","175","9","0"
"Blacksburg","1,913","22","0","0","1","21","118","36","77","5","0"
"Blackville","2,807","20","0","0","5","15","101","25","69","7","0"
"Bluffton","14,899","31","1","2","6","22","416","72","323","21","4"
"Briarcliffe Acres","564","0","0","0","0","0","10","1","8","1","0"
"Burnettown","2,701","3","0","0","0","3","66","21","39","6","0"
"Calhoun Falls","2,151","13","0","1","1","11","32","6","25","1","0"
"Camden","7,152","55","0","2","6","47","418","106","291","21","1"
"Cayce","13,161","140","0","8","15","117","755","170","526","59","2"
"Central","4,127","17","0","0","3","14","245","55","182","8","1"
"Chapin","770","2","0","0","1","1","36","6","28","2","0"
"Charleston","117,551","429","10","18","151","250","3,980","601","3,150","229","3"
"Cheraw","5,372","43","0","3","8","32","292","44","236","12","0"
"Chesnee","1,115","4","0","0","1","3","63","15","44","4","0"
"Chester","5,915","102","0","8","23","71","322","108","201","13","3"
"Chesterfield","1,321","3","0","0","3","0","46","5","40","1","0"
"Clemson","13,134","27","0","3","6","18","431","78","327","26","0"
"Clinton","8,910","87","0","5","15","67","450","121","319","10","3"
"Clio","714","2","0","0","0","2","37","13","23","1","0"
"Clover","5,292","136","1","3","5","127","183","41","135","7","0"
"Columbia","130,498","1,306","16","74","345","871","7,898","1,699","5,528","671","11"
"Conway","16,742","159","1","6","34","118","956","263","647","46","2"
"Cottageville","674","6","0","0","0","6","19","3","16","0","0"
"Coward","691","2","0","0","0","2","15","6","9","0","0"
"Cowpens","2,480","29","0","1","1","27","109","31","71","7","1"
"Darlington","6,482","75","0","5","18","52","458","68","368","22","1"
"Denmark","2,900","31","0","1","7","23","169","66","92","11","0"
"Dillon","6,468","117","2","4","21","90","762","223","523","16","4"
"Due West","1,266","0","0","0","0","0","5","2","3","0","0"
"Duncan","3,258","5","0","1","1","3","90","11","68","11","0"
"Easley","20,818","70","2","4","10","54","1,034","161","826","47","3"
"Edgefield","4,357","3","0","0","0","3","62","12","48","2","0"
"Edisto Beach","724","4","0","0","0","4","62","21","41","0","1"
"Ehrhardt","530","5","0","0","1","4","25","9","15","1","0"
"Elgin","1,320","8","0","1","2","5","87","7","78","2","0"
"Elloree","674","2","0","0","0","2","10","4","6","0","0"
"Estill","2,306","41","0","0","4","37","100","33","63","4","1"
"Eutawville","294","2","0","0","2","0","20","5","14","1","0"
"Fairfax","3,081","30","0","0","0","30","108","43","65","0","1"
"Florence","32,273","354","2","8","108","236","2,891","546","2,215","130","5"
"Folly Beach","2,511","14","0","5","2","7","195","13","176","6","1"
"Forest Acres","9,871","77","1","0","26","50","569","156","387","26","0"
"Fort Lawn","801","3","0","0","1","2","36","11","23","2","2"
"Fort Mill","11,024","37","0","1","7","29","305","51","230","24","2"
"Fountain Inn","8,063","44","0","1","2","41","166","32","118","16","0"
"Gaffney","13,155","88","1","3","23","61","430","105","279","46","3"
"Georgetown","8,393","126","0","4","14","108","668","107","541","20","4"
"Great Falls","2,001","20","0","0","1","19","116","33","76","7","1"
"Greeleyville","369","4","0","0","0","4","19","9","8","2","0"
"Greenville","62,368","468","3","20","132","313","3,265","597","2,499","169","7"
"Greenwood","22,762","433","2","9","39","383","1,693","399","1,217","77","4"
"Greer","26,760","138","2","19","28","89","838","113","661","64","4"
"Hampton","2,730","21","0","1","6","14","130","22","105","3","0"
"Hanahan","16,639","70","2","4","16","48","419","99","291","29","3"
"Hardeeville","3,795","22","0","3","6","13","199","43","140","16","2"
"Harleyville","699","6","0","0","2","4","30","7","17","6","0"
"Hartsville","7,326","125","1","2","34","88","808","171","607","30","4"
"Hemingway","475","5","0","0","4","1","32","3","29","0","0"
"Holly Hill","1,308","9","0","0","4","5","78","19","55","4","0"
"Honea Path","3,734","78","0","3","3","72","244","77","148","19","0"
"Inman","2,154","7","0","0","3","4","76","22","48","6","1"
"Irmo","12,023","40","0","4","8","28","287","55","219","13","0"
"Isle of Palms","4,736","6","0","2","0","4","159","50","105","4","0"
"Jackson","1,669","6","0","0","2","4","53","15","27","11","0"
"Jamestown","108","0","0","0","0","0","2","0","2","0","0"
"Johnsonville","1,505","6","0","0","1","5","29","6","23","0","0"
"Johnston","2,334","23","0","1","4","18","64","27","33","4","0"
"Kingstree","3,139","48","0","6","16","26","259","45","203","11","1"
"Lake City","6,719","69","1","3","13","52","462","121","327","14","4"
"Lake View","782","2","0","0","1","1","38","16","21","1","0"
"Lamar","978","7","0","0","1","6","30","9","18","3","0"
"Lancaster","10,376","141","2","6","31","102","588","135","428","25","7"
"Landrum","2,693","15","0","1","1","13","95","17","74","4","2"
"Latta","1,483","16","0","1","0","15","98","12","80","6","3"
"Laurens","9,464","110","0","5","19","86","583","105","459","19","0"
"Lexington","17,046","59","0","2","8","49","548","41","488","19","0"
"Liberty","3,079","17","0","1","0","16","155","46","102","7","0"
"Loris","2,412","25","0","3","9","13","205","40","153","12","0"
"Lyman","3,065","4","0","1","1","2","114","15","95","4","0"
"Manning","3,855","44","0","4","14","26","273","57","209","7","0"
"Marion","6,649","108","0","3","25","80","585","148","416","21","6"
"Mauldin","23,218","75","0","2","17","56","548","83","428","37","2"
"McBee","734","4","0","0","2","2","21","6","15","0","1"
"McColl","2,284","32","0","1","5","26","125","31","92","2","1"
"McCormick","2,689","27","0","1","2","24","54","7","46","1","0"
"Moncks Corner","7,390","36","0","1","6","29","384","47","302","35","0"
"Mount Pleasant","68,555","155","2","4","24","125","1,277","192","1,040","45","0"
"Mullins","4,595","74","1","2","19","52","317","123","185","9","3"
"Myrtle Beach","32,907","483","1","39","189","254","4,155","793","3,061","301","5"
"Newberry","11,144","57","0","4","12","41","363","52","303","8","0"
"New Ellenton","2,252","18","0","0","0","18","79","24","53","2","0"
"Nichols","386","5","0","0","0","5","11","1","10","0","0"
"Ninety Six","1,951","10","0","1","0","9","58","14","38","6","0"
"North","788","8","0","0","1","7","29","7","21","1","0"
"North Augusta","21,242","53","0","2","24","27","1,050","192","795","63","2"
"North Charleston","99,447","851","12","51","293","495","5,960","966","4,469","525","20"
"North Myrtle Beach","16,832","101","0","11","31","59","1,813","476","1,183","154","3"
"Orangeburg","13,252","96","4","4","40","48","594","216","340","38","6"
"Pacolet","2,886","14","0","3","1","10","91","29","58","4","2"
"Pageland","2,508","53","1","1","2","49","214","49","161","4","1"
"Pamplico","1,164","1","0","0","0","1","6","1","4","1","0"
"Pelion","613","2","1","0","0","1","21","2","19","0","0"
"Pickens","3,039","14","1","2","4","7","149","20","119","10","2"
"Pine Ridge","2,025","0","0","0","0","0","27","5","21","1","0"
"Port Royal","11,663","20","0","3","8","9","269","73","180","16","1"
"Prosperity","1,063","8","0","0","0","8","29","7","22","0","0"
"Ridgeland","2,577","23","0","1","11","11","131","27","98","6","1"
"Rock Hill","71,456","537","6","28","80","423","2,512","453","1,914","145","9"
"Saluda","2,980","57","0","0","0","57","78","12","63","3","0"
"Santee","722","15","0","1","9","5","90","13","73","4","0"
"Scranton","1,093","2","0","0","0","2","16","7","9","0","0"
"Seneca","7,852","62","0","9","5","48","319","63","251","5","5"
"Simpsonville","18,119","82","1","5","10","66","668","133","512","23","2"
"South Congaree","2,458","7","0","0","0","7","53","7","38","8","0"
"Spartanburg","40,448","646","6","18","129","493","3,087","679","2,207","201","14"
"Springdale","2,819","6","0","1","3","2","69","8","55","6","0"
"St. George","2,156","23","0","1","9","13","128","32","94","2","0"
"St. Matthews","1,918","18","0","1","1","16","50","12","37","1","1"
"Sullivans Island","1,891","1","0","0","0","1","43","6","35","2","0"
"Summerton","1,009","13","0","0","1","12","53","12","39","2","1"
"Summerville","47,479","157","1","8","45","103","1,611","240","1,291","80","4"
"Sumter","38,228","459","4","15","88","352","2,747","879","1,760","108","10"
"Surfside Beach","4,884","19","0","2","4","13","362","90","230","42","1"
"Swansea","828","10","0","0","2","8","52","8","42","2","0"
"Tega Cay","5,293","3","0","0","1","2","109","16","91","2","0"
"Timmonsville","2,403","32","0","0","7","25","204","58","127","19","0"
"Travelers Rest","4,685","8","0","0","2","6","257","7","246","4","0"
"Turbeville","700","1","0","0","0","1","15","8","7","0","0"
"Union","7,832","120","0","5","17","98","444","109","318","17","4"
"Wagener","885","6","0","0","1","5","51","18","29","4","1"
"Walhalla","3,477","24","0","2","0","22","106","23","75","8","1"
"Walterboro","5,841","83","1","4","18","60","665","189","448","28","2"
"Ware Shoals","2,372","13","0","0","1","12","128","17","105","6","0"
"Wellford","2,618","6","0","0","3","3","40","10","25","5","3"
"West Columbia","14,145","153","3","8","42","100","933","122","750","61","1"
"Westminster","2,651","16","0","4","3","9","107","16","88","3","0"
"West Union","300","1","0","0","0","1","24","1","23","0","0"
"Whitmire","1,583","3","0","0","2","1","18","4","14","0","0"
"Williamston","4,015","13","0","1","1","11","148","24","112","12","3"
"Williston","3,121","17","0","0","1","16","139","43","92","4","1"
"Winnsboro","3,615","61","0","1","6","54","293","43","241","9","3"
"Woodruff","4,169","14","0","0","0","14","108","31","72","5","1"
"Yemassee","874","4","0","0","0","4","34","5","19","10","0"
"York","8,327","87","1","3","17","66","348","73","260","15","2"
