"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson1"
"Alexandria","8,509","2","0","1","1","0","182","21","158","3","0"
"Anchorage","3,414","0","0","0","0","0","23","11","12","0","0"
"Ashland","21,209","76","0","9","46","21","1,408","408","953","47","1"
"Auburn","1,508","1","0","0","0","1","8","5","2","1","0"
"Audubon Park","1,680","3","0","0","0","3","55","20","31","4","0"
"Barbourville","3,625","0","0","0","0","0","50","15","32","3","0"
"Bardstown","11,339","22","0","3","6","13","323","84","223","16","0"
"Bardwell","826","0","0","0","0","0","2","0","2","0","0"
"Beattyville","1,096","2","0","0","2","0","10","5","5","0","0"
"Beaver Dam","3,120","6","0","1","0","5","15","2","11","2","0"
"Bellefonte","855","0","0","0","0","0","6","1","5","0","0"
"Bellevue","5,822","7","0","0","4","3","299","47","242","10","1"
"Benham","524","0","0","0","0","0","1","1","0","0","0"
"Benton","4,346","0","0","0","0","0","92","18","68","6","1"
"Berea","15,130","17","0","1","7","9","486","117","344","25","2"
"Bowling Green","57,308","152","0","39","55","58","2,662","512","2,022","128","2"
"Brandenburg","2,155","4","0","0","2","2","43","15","27","1","0"
"Brownsville","995","2","0","0","0","2","6","4","0","2","1"
"Burnside","995","1","0","0","0","1","42","11","30","1","1"
"Cadiz","2,602","7","0","0","5","2","80","22","55","3","0"
"Calhoun","774","0","0","0","0","0","1","1","0","0","0"
"Calvert City","2,753","1","0","1","0","0","26","7","14","5","0"
"Campbellsville","11,340","23","0","4","9","10","392","97","288","7","0"
"Carrollton","3,933","6","0","0","0","6","82","21","56","5","0"
"Catlettsburg","1,824","4","0","1","0","3","84","25","57","2","1"
"Cave City","2,009","2","0","0","0","2","44","10","26","8","0"
"Central City","5,655","9","1","3","1","4","57","8","47","2","0"
"Clarkson","841","0","0","0","0","0","6","3","3","0","0"
"Clay City","1,328","7","0","0","1","6","27","14","13","0","0"
"Cloverport","1,222","1","0","1","0","0","2","2","0","0","0"
"Coal Run Village","626","1","0","0","1","0","7","4","3","0","0"
"Cold Spring","6,172","7","0","0","5","2","179","13","155","11","0"
"Columbia","4,644","1","0","1","0","0","29","12","15","2","1"
"Corbin","8,335","32","1","3","17","11","334","89","235","10","4"
"Covington","43,054","321","1","39","186","95","2,330","695","1,454","181","12"
"Cumberland","2,329","2","0","0","0","2","26","10","14","2","0"
"Cynthiana","6,281","15","0","3","4","8","313","57","246","10","0"
"Danville","15,646","48","1","8","19","20","582","139","427","16","1"
"Dawson Springs","2,872","6","0","1","0","5","36","10","22","4","0"
"Dayton","5,418","7","0","1","2","4","131","35","88","8","1"
"Dry Ridge","2,222","1","0","0","1","0","7","1","4","2","0"
"Earlington","1,550","1","0","1","0","0","4","1","2","1","0"
"Eddyville","2,409","0","0","0","0","0","31","4","25","2","0"
"Edgewood","8,885","3","0","1","2","0","148","24","121","3","0"
"Edmonton","1,606","0","0","0","0","0","6","3","2","1","0"
"Elizabethtown","24,712","48","0","13","22","13","956","139","784","33","8"
"Elkton","1,988","1","0","0","0","1","30","11","15","4","0"
"Elsmere","7,999","16","0","2","9","5","122","43","68","11","0"
"Eminence","2,245","6","0","0","0","6","25","8","15","2","1"
"Erlanger","21,384","36","0","13","14","9","678","114","535","29","2"
"Falmouth","2,028","3","0","0","0","3","72","21","50","1","0"
"Ferguson","940","0","0","0","0","0","4","4","0","0","0"
"Flatwoods","7,678","6","0","0","6","0","104","57","42","5","1"
"Flemingsburg","2,654","0","0","0","0","0","38","15","23","0","0"
"Florence","28,869","63","0","18","27","18","1,586","206","1,317","63","3"
"Fort Mitchell","7,539","3","0","0","2","1","173","23","135","15","0"
"Fort Thomas","15,141","6","0","4","1","1","226","43","176","7","0"
"Fort Wright","5,436","14","0","0","11","3","404","40","355","9","1"
"Frankfort","27,319","76","5","6","42","23","951","188","745","18","3"
"Franklin","7,944","17","0","4","7","6","329","72","240","17","1"
"Fulton","2,388","9","0","4","1","4","95","22","63","10","2"
"Georgetown","22,441","126","2","7","18","99","1,008","123","849","36",""
"Glasgow","14,381","22","0","3","6","13","301","62","221","18","3"
"Graymoor-Devondale","3,156","2","0","0","2","0","81","23","55","3","0"
"Grayson","3,871","5","0","2","3","0","99","36","57","6","0"
"Greensburg","2,389","2","0","0","1","1","19","5","14","0","0"
"Greenville","4,286","3","0","2","1","0","20","9","10","1","0"
"Guthrie","1,455","6","0","1","2","3","13","4","9","0","0"
"Hardinsburg","2,420","0","0","0","0","0","5","2","2","1","0"
"Harlan","1,838","9","0","2","2","5","88","10","76","2","0"
"Harrodsburg","8,154","18","0","6","3","9","121","54","62","5","2"
"Hartford","2,632","1","0","0","1","0","7","1","4","2","0"
"Hazard","4,736","15","0","3","4","8","316","93","211","12","0"
"Henderson","27,978","23","0","3","8","12","1,045","174","828","43","0"
"Highland Heights Southgate","10,660","65","0","2","4","59","145","46","93","6","0"
"Hillview","7,601","10","0","1","4","5","201","56","136","9","0"
"Hodgenville","2,732","1","0","0","0","1","18","8","10","0","0"
"Hopkinsville","32,265","129","4","26","42","57","1,253","335","868","50","10"
"Horse Cave","2,292","1","0","0","1","0","7","4","3","0","0"
"Independence","22,935","14","0","7","2","5","319","66","240","13","2"
"Indian Hills","3,555","3","0","0","1","2","34","18","15","1","0"
"Inez","419","0","0","0","0","0","5","0","3","2","0"
"Irvine","2,616","4","0","1","1","2","66","24","39","3","0"
"Irvington","1,398","0","0","0","0","0","0","0","0","0","0"
"Jackson","2,361","1","0","0","0","1","35","15","18","2","1"
"Jamestown","1,755","2","0","0","0","2","17","7","9","1","1"
"Jeffersontown","26,411","47","0","8","33","6","570","121","402","47","0"
"Jenkins","2,190","2","0","0","1","1","9","5","4","0","0"
"Junction City","2,211","1","0","0","1","0","11","6","5","0","0"
"La Grange","6,638","10","0","2","6","2","123","30","91","2","1"
"Lakeside Park-Crestview Hills","6,458","7","0","1","2","4","141","14","124","3","0"
"Lancaster","4,459","3","0","1","0","2","82","23","56","3","0"
"Lawrenceburg","10,225","17","0","7","4","6","60","15","39","6","0"
"Lebanon","6,371","9","1","2","4","2","175","71","98","6","1"
"Leitchfield","6,562","8","0","2","0","6","182","47","125","10","0"
"Lewisburg","912","0","0","0","0","0","6","1","5","0","0"
"Lexington","300,069","1,724","18","87","593","1,026","11,024","2,679","7,704","641","39"
"Liberty","1,914","3","0","0","1","2","8","6","1","1","0"
"London","7,958","16","1","5","3","7","390","60","305","25","0"
"Louisa","2,091","3","0","1","1","1","83","23","59","1","0"
"Louisville Metro","637,428","3,734","52","229","1,603","1,850","29,551","7,571","20,005","1,975","223"
"Loyall","697","0","0","0","0","0","24","12","12","0","0"
"Ludlow","4,845","16","0","5","9","2","227","57","161","9","0"
"Lynch","812","1","0","0","0","1","2","2","0","0","0"
"Manchester","1,962","2","0","0","0","2","59","16","41","2","0"
"Marion","3,031","2","0","1","0","1","51","13","36","2","0"
"Mayfield","10,149","34","0","6","8","20","280","101","169","10","2"
"Maysville","9,207","17","0","6","6","5","540","188","341","11","1"
"Meadow Vale","861","1","0","0","0","1","10","1","7","2","0"
"Middlesboro","9,775","31","1","3","15","12","599","96","490","13","1"
"Monticello","6,152","13","0","0","6","7","175","71","101","3","4"
"Morehead","7,714","14","2","2","3","7","202","42","149","11","1"
"Morganfield","3,240","0","0","0","0","0","25","5","20","0","0"
"Morgantown","2,558","1","0","0","0","1","9","3","5","1","0"
"Mount Sterling","7,145","31","0","2","15","14","435","100","318","17","0"
"Mount Vernon","2,555","12","0","1","7","4","52","20","28","4","1"
"Mount Washington","12,414","8","0","2","1","5","185","50","124","11","1"
"Munfordville","1,588","2","0","1","0","1","15","4","9","2","0"
"Murray","16,677","24","1","8","6","9","670","164","493","13","0"
"Newport","15,738","62","3","5","42","12","1,222","240","917","65","4"
"Nicholasville","27,686","52","0","8","25","19","1,186","297","845","44","6"
"Nortonville","1,223","0","0","0","0","0","10","2","7","1","0"
"Oak Grove","9,673","27","0","7","9","11","273","111","141","21","4"
"Olive Hill","1,758","0","0","0","0","0","21","5","15","1","0"
"Owensboro","55,848","115","2","36","28","49","2,255","399","1,772","84","12"
"Owenton","1,467","0","0","0","0","0","7","0","6","1","0"
"Owingsville","1,645","3","0","1","0","2","38","8","30","0","0"
"Paducah","25,643","92","0","14","50","28","1,232","183","1,005","44","7"
"Paintsville","4,152","9","0","2","4","3","125","22","93","10","1"
"Paris","9,189","22","0","4","9","9","250","80","155","15","0"
"Park Hills","2,770","1","0","0","0","1","35","6","27","2","0"
"Pikeville","6,407","11","0","1","4","6","389","28","352","9","1"
"Pineville","2,041","1","0","1","0","0","50","14","34","2","0"
"Pioneer Village","2,733","3","1","1","1","0","4","1","3","0","0"
"Prestonsburg","3,825","12","0","1","4","7","100","26","68","6","1"
"Princeton","6,366","19","1","1","11","6","192","50","133","9","7"
"Providence","3,399","2","0","0","1","1","44","12","32","0","0"
"Raceland","2,857","1","0","0","0","1","25","6","18","1","0"
"Radcliff","22,251","171","0","10","13","148","710","164","521","25","4"
"Richmond","34,068","126","2","8","66","50","1,923","461","1,405","57","4"
"Russell","3,632","4","0","0","3","1","90","20","70","0","0"
"Russell Springs","2,335","2","0","0","1","1","51","16","34","1","0"
"Russellville","7,254","22","0","9","6","7","292","64","213","15","3"
"Sadieville","333","0","0","0","0","0","1","1","0","0","0"
"Science Hill","667","1","0","0","0","1","4","2","2","0","0"
"Scottsville","4,558","0","0","0","0","0","0","0","0","0","0"
"Shelbyville","11,637","37","0","6","18","13","302","103","191","8","0"
"Shepherdsville","9,424","16","1","6","3","6","280","66","200","14","1"
"Shively","16,609","92","1","5","64","22","690","197","408","85","1"
"Silver Grove","1,150","0","0","0","0","0","26","9","16","1","0"
"Simpsonville","1,500","0","0","0","0","0","16","4","11","1","0"
"Somerset","12,266","33","0","8","20","5","686","112","558","16","1"
"South Shore","1,277","1","0","0","1","0","3","2","1","0","0"
"Springfield","2,785","0","0","0","0","0","15","4","11","0","0"
"Stamping Ground","709","0","0","0","0","0","4","1","3","0","0"
"Stanford","3,379","2","0","0","1","1","24","10","13","1","0"
"Stanton","3,070","1","0","0","0","1","54","9","44","1","0"
"St. Matthews","18,885","27","0","1","15","11","744","124","595","25","0"
"Strathmoor Village","738","0","0","0","0","0","9","7","1","1","0"
"Sturgis","1,889","1","0","0","0","1","5","0","5","0","1"
"Taylor Mill","7,123","3","0","1","1","1","88","28","57","3","1"
"Taylorsville","1,300","1","0","0","1","0","15","3","12","0","0"
"Tompkinsville","2,603","3","0","1","1","1","3","2","1","0","0"
"Uniontown","1,017","0","0","0","0","0","8","4","3","1","0"
"Vanceburg","1,681","1","0","0","1","0","13","3","10","0","1"
"Versailles","7,924","20","0","6","6","8","666","137","508","21","2"
"Villa Hills","7,704","0","0","0","0","0","33","8","24","1","0"
"Vine Grove","4,558","4","0","0","2","2","80","21","52","7","0"
"Warsaw","1,798","0","0","0","0","0","18","5","10","3","0"
"West Liberty","3,356","1","0","0","1","0","47","10","33","4","0"
