"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Baker","1,647","2","0","0","0","2","20","3","16","1","0"
"Belgrade","8,518","24","0","4","1","19","220","21","190","9","1"
"Billings","108,039","280","2","25","42","211","5,021","848","3,811","362","14"
"Boulder","1,503","3","0","0","0","3","11","3","7","1","0"
"Bozeman","40,892","89","0","15","7","67","1,297","152","1,071","74","3"
"Bridger","740","4","1","0","0","3","6","0","6","0","0"
"Colstrip","2,395","11","0","0","0","11","25","1","22","2","1"
"Columbia Falls","5,569","6","0","2","0","4","219","8","207","4","0"
"Columbus","2,078","5","0","0","0","5","29","5","24","0","0"
"Conrad","2,481","8","0","0","0","8","37","5","30","2","0"
"Cut Bank","3,179","16","0","1","1","14","117","14","100","3","1"
"Dillon","4,250","14","0","0","0","14","47","4","39","4","0"
"East Helena","2,204","7","0","0","0","7","27","2","24","1","0"
"Ennis","1,077","0","0","0","0","0","9","4","5","0","0"
"Eureka","1,002","1","0","0","0","1","17","2","15","0","0"
"Fort Benton","1,438","4","0","0","0","4","25","2","22","1","0"
"Glasgow","2,854","7","0","0","1","6","63","10","52","1","0"
"Glendive","4,635","6","0","0","2","4","153","25","123","5","0"
"Great Falls","59,984","124","4","6","21","93","2,776","308","2,343","125","6"
"Hamilton","5,129","24","0","3","1","20","201","22","169","10","1"
"Havre","9,726","56","0","11","2","43","372","29","313","30","0"
"Helena","30,520","117","0","24","4","89","974","111","827","36","13"
"Hot Springs","590","7","0","1","0","6","6","0","6","0","0"
"Joliet","650","0","0","0","0","0","7","2","2","3","0"
"Kalispell","22,568","68","1","8","7","52","1,010","72","899","39","2"
"Laurel","6,841","8","0","0","0","8","169","22","141","6","0"
"Libby","2,898","14","0","1","0","13","102","10","90","2","1"
"Livingston","7,461","21","0","0","0","21","138","23","105","10","3"
"Manhattan","1,712","1","0","0","0","1","13","5","6","2","0"
"Miles City","8,141","16","1","2","0","13","205","10","180","15","1"
"Plains","1,268","1","0","0","1","0","18","3","13","2","1"
"Polson","5,383","42","1","6","0","35","203","30","162","11","0"
"Red Lodge","2,531","10","0","0","0","10","67","23","43","1","2"
"Ronan City","2,030","15","0","2","0","13","94","11","82","1","0"
"Sidney","4,855","4","0","2","0","2","61","4","48","9","0"
"Stevensville","2,087","10","0","2","0","8","43","4","37","2","1"
"St. Ignatius","814","4","0","0","0","4","29","2","26","1","0"
"Thompson Falls","1,450","5","0","0","0","5","23","5","16","2","0"
"Three Forks","2,004","1","0","0","0","1","10","2","7","1","0"
"Troy","969","6","0","0","0","6","40","2","36","2","0"
"West Yellowstone","1,549","2","0","0","1","1","4","0","3","1","0"
"Whitefish","8,776","10","0","3","0","7","196","22","168","6","3"
"Wolf Point","2,562","20","0","3","1","16","126","36","83","7","1"
