"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson1"
"Albany","1,105","3","0","1","0","2","21","1","20","0","1"
"Algoma","3,130","3","0","2","0","1","100","2","95","3","0"
"Altoona","6,658","16","1","4","2","9","150","23","122","5","0"
"Amery","2,744","9","0","0","1","8","85","13","71","1","0"
"Antigo","7,846","31","0","0","1","30","501","64","430","7","0"
"Appleton","70,975","202","0","17","13","172","1,716","305","1,379","32","15"
"Arcadia","2,325","3","0","0","0","3","28","4","21","3",""
"Ashwaubenon","17,601","17","0","11","0","6","618","53","550","15",""
"Athens","1,047","1","0","1","0","0","8","0","8","0","0"
"Bangor","1,392","1","0","0","0","1","31","9","20","2","2"
"Baraboo","11,205","59","0","9","3","47","508","48","454","6","0"
"Bayside","4,455","3","0","0","2","1","25","5","20","0","0"
"Beaver Dam","15,258","7","0","0","5","2","487","84","398","5","0"
"Belleville","2,378","3","0","0","1","2","21","3","15","3","0"
"Beloit","36,651","151","3","14","60","74","1,398","296","1,028","74","11"
"Beloit Town","7,509","16","0","4","3","9","134","52","79","3","0"
"Berlin","4,932","5","0","0","1","4","174","18","153","3","0"
"Big Bend","1,326","1","0","0","0","1","33","8","25","0","0"
"Black River Falls","3,382","2","0","0","0","2","143","14","128","1","1"
"Blair","1,226","1","0","1","0","0","32","9","21","2","0"
"Bloomfield","6,382","12","0","4","4","4","121","8","112","1","1"
"Boscobel","3,148","36","0","0","0","36","111","58","53","0","0"
"Brillion","2,804","2","0","0","0","2","29","3","24","2","0"
"Brodhead","3,092","1","0","0","0","1","61","2","58","1",""
"Brookfield","39,262","30","0","2","11","17","1,174","103","1,055","16",""
"Brookfield Township","6,202","12","0","0","2","10","147","9","133","5",""
"Brown Deer","12,111","18","0","1","5","12","361","23","328","10","1"
"Burlington","10,628","0","0","0","0","0","250","24","219","7","0"
"Burlington Town","6,616","4","0","1","1","2","49","6","41","2","0"
"Butler","1,777","6","0","0","2","4","61","9","44","8",""
"Caledonia","26,154","59","0","5","8","46","359","73","273","13","2"
"Campbellsport","1,947","0","0","0","0","0","22","5","16","1","0"
"Campbell Township","4,575","9","0","0","1","8","67","12","52","3","0"
"Cedarburg","11,079","1","0","0","0","1","159","7","150","2","0"
"Chenequa","595","1","0","0","0","1","2","0","2","0",""
"Chetek","2,144","2","0","0","0","2","32","5","26","1",""
"Chilton","3,678","4","0","3","0","1","75","4","63","8","0"
"Chippewa Falls","12,862","18","1","1","0","16","225","47","158","20",""
"Cleveland","1,374","1","0","0","0","1","13","1","12","0","0"
"Clinton","2,238","0","0","0","0","0","54","4","50","0","0"
"Clintonville","4,289","4","0","3","0","1","232","28","198","6","0"
"Colby-Abbotsford","3,606","3","0","0","1","2","72","16","55","1",""
"Columbus","4,967","3","0","0","0","3","131","21","110","0",""
"Combined Locks","3,327","3","0","1","0","2","6","1","4","1","0"
"Cornell","1,398","0","0","0","0","0","26","2","24","0",""
"Cottage Grove","6,223","0","0","0","0","0","122","21","99","2","0"
"Crandon","1,806","4","0","0","0","4","68","15","49","4","0"
"Cross Plains","3,664","0","0","0","0","0","30","1","29","0",""
"Cuba City","1,967","0","0","0","0","0","25","6","19","0","3"
"Cudahy","19,048","47","1","2","10","34","517","96","396","25","5"
"Dane","1,026","0","0","0","0","0","0","0","0","0",""
"Darien","1,615","0","0","0","0","0","31","3","28","0","0"
"Darlington","2,229","1","0","1","0","0","34","3","30","1",""
"Deforest","9,260","6","0","2","0","4","122","20","101","1",""
"Delafield","6,970","5","0","0","4","1","170","11","157","2",""
"Delavan","8,309","11","0","0","2","9","330","36","287","7","0"
"Delavan Town","4,754","6","0","3","0","3","96","16","77","3",""
"Denmark","2,237","0","0","0","0","0","7","1","5","1",""
"Dodgeville","4,511","0","0","0","0","0","57","4","49","4","0"
"Durand","1,829","0","0","0","0","0","1","0","1","0","0"
"Eagle River","1,644","1","0","0","0","1","140","12","127","1",""
"Eagle Village","1,875","5","0","0","0","5","6","0","4","2","0"
"East Troy","4,506","6","0","3","1","2","128","10","115","3","5"
"Eau Claire","66,737","139","2","21","23","93","1,906","406","1,446","54","8"
"Edgerton","5,384","2","0","0","2","0","64","29","31","4",""
"Elkhart Lake","1,248","1","0","0","1","0","18","2","16","0","0"
"Elk Mound","806","0","0","0","0","0","17","3","14","0",""
"Ellsworth","3,116","0","0","0","0","0","86","24","61","1","0"
"Elm Grove","6,016","0","0","0","0","0","86","16","70","0",""
"Everest","16,425","26","0","1","3","22","340","83","247","10","2"
"Fall Creek","1,317","1","0","0","0","1","20","3","17","0","0"
"Fennimore","2,181","0","0","0","0","0","61","13","48","0","0"
"Fitchburg","24,537","85","1","3","31","50","851","66","735","50",""
"Fond du Lac","42,369","131","0","21","13","97","1,130","194","908","28","1"
"Fontana","1,837","5","0","0","0","5","36","1","35","0","0"
"Fort Atkinson","11,961","27","0","1","1","25","231","26","200","5","3"
"Fox Lake","1,453","0","0","0","0","0","19","5","14","0","0"
"Fox Point","6,861","4","0","1","3","0","78","9","68","1","1"
"Fox Valley Metro","17,757","9","0","1","1","7","347","49","292","6","1"
"Franklin","37,832","12","0","0","4","8","554","84","454","16",""
"Frederic","1,181","2","0","0","0","2","18","2","16","0",""
"Freedom","5,896","2","0","1","0","1","31","6","23","2","0"
"Geneva Town","4,692","4","0","0","2","2","116","22","92","2","0"
"Germantown","19,787","3","0","0","1","2","393","37","348","8",""
"Gillett","1,176","1","0","0","0","1","52","11","36","5","0"
"Glendale","13,029","27","0","1","21","5","812","42","745","25","0"
"Grafton","11,666","3","0","3","0","0","207","16","189","2","1"
"Grand Chute","21,194","42","0","6","10","26","1,192","119","1,052","21","1"
"Grantsburg","1,384","0","0","0","0","0","49","5","44","0","0"
"Green Bay2","101,320","370","2","54","67","247","2,595","568","1,917","110","6"
"Greendale","14,102","8","0","0","2","6","657","16","632","9","0"
"Greenfield","36,580","52","0","3","28","21","1,334","197","1,099","38","0"
"Hales Corners","7,775","5","0","1","2","2","163","13","144","6","1"
"Hartford","14,507","11","0","0","1","10","300","39","246","15","1"
"Hartland","8,772","11","0","1","0","10","80","13","66","1",""
"Hayward","2,260","7","0","0","0","7","160","12","138","10","0"
"Hazel Green","1,097","0","0","0","0","0","9","6","3","0","0"
"Highland","817","0","0","0","0","0","5","0","5","0","0"
"Hobart-Lawrence","10,975","0","0","0","0","0","60","13","46","1",""
"Holmen","8,644","9","0","0","0","9","177","50","123","4","1"
"Hortonville","2,833","2","0","1","0","1","148","18","129","1",""
"Hudson","12,832","11","0","0","0","11","621","73","534","14","1"
"Hurley","1,507","4","0","0","1","3","74","7","58","9","0"
"Independence","1,222","1","0","0","0","1","24","2","17","5","0"
"Iron Ridge","992","1","0","0","0","1","14","0","14","0",""
"Jackson","6,686","7","0","1","0","6","45","11","32","2","0"
"Janesville","63,651","170","1","30","39","100","2,411","383","1,980","48","12"
"Jefferson","7,950","12","0","4","4","4","230","11","214","5","2"
"Juneau","2,646","0","0","0","0","0","65","6","59","0","0"
"Kaukauna","15,948","17","0","1","2","14","193","18","168","7","0"
"Kenosha","98,961","270","2","41","89","138","2,968","602","2,239","127","9"
"Kewaskum","4,268","0","0","0","0","0","57","12","45","0","0"
"Kewaunee","2,740","1","0","0","0","1","30","0","28","2","0"
"Kiel","3,516","3","0","0","0","3","61","5","54","2","0"
"Kohler","1,949","0","0","0","0","0","49","0","48","1","0"
"La Crosse","51,184","155","1","23","34","97","1,723","336","1,309","78","5"
"Ladysmith","3,209","1","0","1","0","0","127","16","111","0","0"
"Lake Delton","2,923","22","0","6","5","11","557","29","524","4",""
"Lake Hallie","6,190","7","0","0","0","7","186","27","150","9",""
"Lake Mills","5,589","18","0","0","1","17","64","13","51","0","1"
"Lancaster","3,770","0","0","0","0","0","41","4","37","0",""
"Lodi","2,909","2","0","0","0","2","67","6","60","1",""
"Lomira","2,422","3","0","1","2","0","42","5","34","3","0"
"Luxemburg","2,269","3","0","0","0","3","21","2","18","1","0"
"Madison2","238,224","933","2","87","326","518","8,037","1,647","6,025","365","30"
"Manitowoc","32,640","44","0","0","6","38","662","76","570","16","2"
"Marathon City","1,539","6","0","0","0","6","25","6","19","0","0"
"Marinette","10,395","7","0","2","2","3","436","66","361","9","0"
"Marion","1,165","2","0","1","0","1","31","11","19","1","0"
"Markesan","1,261","0","0","0","0","0","31","3","28","0","0"
"Marshall Village","3,800","8","0","0","2","6","73","15","55","3",""
"Marshfield","18,819","7","0","1","1","5","497","78","412","7","11"
"Mauston","4,233","24","0","1","1","22","128","35","87","6","0"
"Mayville","5,302","3","0","1","0","2","148","15","133","0","0"
"McFarland","8,040","2","0","0","0","2","190","21","167","2",""
"Medford","3,995","7","0","0","0","7","197","18","175","4","0"
"Menasha","17,052","41","0","8","2","31","389","72","308","9","4"
"Menomonee Falls","34,836","13","0","1","4","8","419","35","361","23","1"
"Menomonie","15,846","10","0","1","0","9","333","52","274","7","1"
"Mequon","23,569","7","0","1","2","4","140","25","111","4","1"
"Merrill","9,433","37","0","4","0","33","367","50","313","4","4"
"Middleton","17,444","18","0","3","10","5","415","58","346","11","1"
"Milton","5,809","11","0","0","4","7","78","10","63","5",""
"Milwaukee","605,921","6,329","94","197","2,932","3,106","31,720","6,181","21,212","4,327","248"
"Mineral Point","2,512","1","0","1","0","0","36","2","34","0","0"
"Minocqua","4,914","2","0","0","0","2","261","22","236","3","1"
"Mishicot","1,367","0","0","0","0","0","0","0","0","0","0"
"Mondovi","2,518","7","0","0","0","7","47","9","38","0",""
"Monona","8,588","11","0","0","7","4","509","24","481","4",""
"Monroe","10,482","31","0","3","1","27","313","35","271","7","0"
"Montello","1,411","4","0","1","1","2","46","8","38","0","0"
"Mount Horeb","7,120","5","0","0","0","5","137","29","108","0",""
"Mount Pleasant","26,991","37","0","3","10","24","658","79","558","21","2"
"Mukwonago","7,209","1","0","0","1","0","184","14","164","6",""
"Muskego","23,324","9","0","3","1","5","254","38","208","8","0"
"Neillsville","2,517","1","0","0","0","1","82","11","70","1","1"
"Neshkoro","427","0","0","0","0","0","10","1","9","0","0"
"New Glarus","2,057","1","0","0","0","1","58","7","48","3","0"
"New Holstein","3,082","2","0","0","0","2","106","14","90","2","0"
"New Lisbon","2,462","4","0","0","0","4","16","0","16","0","0"
"New London","6,837","13","0","1","0","12","186","16","167","3","0"
"New Richmond","8,541","0","0","0","0","0","246","15","226","5","0"
"Niagara","1,683","1","0","0","0","1","29","11","18","0","0"
"North Fond du Lac","5,108","3","0","0","0","3","85","11","72","2","0"
"North Hudson","3,840","1","0","1","0","0","33","3","30","0","0"
"North Prairie","2,098","0","0","0","0","0","3","1","2","0",""
"Oak Creek","34,572","40","0","7","10","23","1,124","110","966","48","3"
"Oconomowoc","14,984","3","0","0","0","3","132","19","109","4",""
"Oconto","4,512","13","0","2","3","8","136","22","108","6",""
"Oconto Falls","2,755","1","0","1","0","0","62","7","52","3",""
"Omro","3,441","7","0","0","0","7","7","6","0","1","0"
