"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Barboursville","3,652","4","0","0","0","4","390","24","365","1","1"
"Beckley","16,990","188","1","12","38","137","1,472","335","1,093","44","10"
"Belington","1,843","16","0","0","1","15","17","6","11","0","0"
"Benwood","1,424","1","0","0","1","0","7","0","7","0","0"
"Bluefield","11,222","46","3","1","8","34","286","82","192","12","4"
"Bridgeport","8,121","26","1","3","3","19","320","21","297","2","1"
"Buckhannon","5,601","3","0","1","0","2","80","25","50","5","3"
"Ceredo","1,608","0","0","0","0","0","24","2","21","1","0"
"Clarksburg","16,652","88","1","7","15","65","753","115","619","19","8"
"Dunbar","7,718","38","0","3","5","30","199","49","139","11","2"
"Eleanor","1,581","0","0","0","0","0","2","0","2","0","0"
"Elkins","7,114","66","1","1","7","57","224","58","159","7","1"
"Fairmont1","19,332","48","0","7","10","31","","111","","17","6"
"Follansbee","2,861","3","0","1","0","2","33","12","15","6","0"
"Glen Dale","1,389","2","0","0","0","2","35","9","25","1","0"
"Hurricane1","6,463","11","0","3","1","7","","20","","4","0"
"Kenova","3,297","12","0","0","6","6","149","30","111","8","2"
"Logan","1,500","16","0","0","2","14","251","34","209","8","1"
"Martinsburg","17,654","65","0","2","17","46","969","115","815","39","7"
"Matoaka","308","0","0","0","0","0","0","0","0","0","0"
"Moorefield","2,508","10","0","0","0","10","61","14","45","2","0"
"Morgantown1","31,247","100","1","9","22","68","","187","","22","3"
"Nitro","6,836","13","0","2","4","7","229","39","174","16","2"
"Nutter Fort","1,648","3","0","0","0","3","45","13","29","3","0"
"Oceana","1,401","30","0","1","2","27","118","9","107","2","0"
"Point Pleasant","4,445","24","0","0","9","15","180","39","131","10","0"
"Princeton","6,354","33","1","1","10","21","335","61","263","11","0"
"Ravenswood","3,958","8","0","0","1","7","31","7","24","0","0"
"Ripley","3,264","2","1","1","0","0","59","7","48","4","0"
"Shinnston","2,273","11","0","0","0","11","55","9","43","3","3"
"South Charleston","12,691","76","1","3","7","65","548","120","397","31","1"
"Summersville2","3,351","","0","0","0","","127","19","106","2","0"
"Vienna1","10,715","12","0","1","1","10","","10","","3","0"
"Weirton","18,717","18","1","1","5","11","196","46","143","7","4"
"Wellsburg","2,585","3","2","0","0","1","35","13","22","0","0"
"Weston","4,362","2","0","0","0","2","12","2","8","2","0"
"Williamson","3,039","7","0","0","3","4","33","11","18","4","0"
