"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Ansonia","18,743","27","0","2","18","7","324","36","249","39","2"
"Avon1","17,734","5","0","1","1","3","186","38","147","1","1"
"Berlin","20,963","15","0","2","2","11","340","69","260","11","3"
"Bethel","18,814","5","0","1","3","1","195","31","158","6","1"
"Bloomfield","21,086","32","1","3","9","19","490","76","394","20","2"
"Branford","29,415","37","1","0","6","30","804","101","653","50","1"
"Bridgeport","138,810","1,412","22","57","561","772","4,683","1,448","2,377","858","20"
"Bristol","61,879","200","1","27","32","140","1,335","290","974","71","0"
"Brookfield","16,994","5","0","0","2","3","142","39","102","1","0"
"Canton","10,392","5","0","0","1","4","114","14","98","2","0"
"Cheshire","29,569","12","0","0","2","10","303","62","230","11","1"
"Clinton","13,832","17","0","7","2","8","388","134","248","6","4"
"Coventry","12,546","7","0","1","4","2","165","45","109","11","1"
"Cromwell","13,919","17","0","1","12","4","354","48","290","16","1"
"Danbury","81,242","116","2","21","46","47","1,515","258","1,177","80","5"
"Darien","20,617","1","0","0","1","0","142","39","97","6","0"
"Derby","12,542","36","0","2","9","25","380","69","280","31","0"
"East Hampton","13,122","9","0","0","3","6","160","54","97","9","0"
"East Hartford","49,156","186","6","20","74","86","1,545","345","1,042","158","10"
"East Haven","28,973","43","0","3","20","20","944","119","744","81","1"
"Easton","7,483","0","0","0","0","0","35","15","20","0","0"
"East Windsor","11,310","13","0","2","4","7","309","53","235","21","8"
"Fairfield","58,331","35","0","2","15","18","1,044","118","849","77","0"
"Farmington","25,615","11","0","6","4","1","698","40","634","24","4"
"Glastonbury","33,921","29","0","1","11","17","349","85","258","6","0"
"Granby","11,451","4","0","1","0","3","109","22","83","4","2"
"Greenwich","63,281","22","0","1","9","12","553","94","421","38","4"
"Groton","9,492","26","0","4","6","16","157","27","124","6","0"
"Groton Long Point","703","0","0","0","0","0","7","1","6","0","0"
"Groton Town","29,842","29","1","6","8","14","509","95","403","11","3"
"Guilford","22,861","20","0","2","1","17","435","70","352","13","0"
"Hartford","125,626","1,624","26","46","570","982","5,495","1,019","3,639","837","95"
"Madison","19,155","18","1","3","1","13","211","58","150","3","1"
"Manchester","57,271","131","8","11","36","76","1,847","253","1,510","84","5"
"Meriden","60,032","144","0","6","70","68","1,837","416","1,289","132","6"
"Middlebury","7,588","2","0","1","0","1","97","25","70","2","0"
"Middletown","49,281","59","0","4","20","35","1,130","157","914","59","3"
"Milford","57,565","55","1","3","19","32","1,628","183","1,365","80","4"
"Monroe","19,696","4","0","0","0","4","132","34","92","6","1"
"Naugatuck","32,529","30","0","9","9","12","623","75","503","45","2"
"New Britain","71,344","308","2","6","157","143","3,052","762","1,886","404","2"
"New Canaan","20,312","1","0","0","0","1","134","32","100","2","0"
"New Haven","124,856","1,992","23","70","787","1,112","7,227","1,399","4,815","1,013","17"
"Newington","30,246","32","0","5","17","10","814","104","668","42","0"
"New London","26,517","286","2","14","50","220","912","257","585","70","8"
"New Milford","29,006","18","0","3","1","14","356","18","325","13","3"
"Newtown","27,366","16","1","3","2","10","204","48","154","2","0"
"North Branford","14,619","8","0","1","0","7","277","48","206","23","0"
"North Haven","24,306","17","2","0","8","7","583","74","493","16","0"
"Norwalk","84,944","343","6","12","129","196","1,878","323","1,379","176","12"
"Norwich","37,157","144","2","21","46","75","971","266","656","49","19"
"Plainfield","15,720","6","0","2","1","3","53","27","24","2","0"
"Plainville","17,511","54","0","0","11","43","596","59","512","25","0"
"Plymouth","12,202","12","0","1","4","7","270","58","197","15","1"
"Portland","9,785","12","0","0","1","11","71","22","38","11","0"
"Putnam","9,458","30","0","3","3","24","176","32","139","5","6"
"Redding","9,003","0","0","0","0","0","75","15","59","1","0"
"Ridgefield","24,591","3","0","0","0","3","84","6","77","1","0"
"Rocky Hill","19,152","10","0","4","4","2","289","34","238","17","2"
"Seymour","16,616","20","0","3","3","14","189","46","124","19","2"
"Shelton","41,037","28","0","5","11","12","488","115","333","40","2"
"Simsbury","23,988","6","0","1","3","2","180","20","154","6","0"
"Southington","43,354","26","0","5","12","9","733","124","558","51","6"
"South Windsor","26,781","4","0","1","1","2","408","56","337","15","0"
"Stamford","122,933","351","2","19","152","178","1,969","348","1,429","192","10"
"Stonington","18,807","8","0","1","5","2","267","41","222","4","0"
"Stratford","49,469","148","1","15","43","89","1,312","188","1,004","120","8"
"Suffield","15,524","2","0","0","0","2","121","50","66","5","0"
"Thomaston","7,928","1","0","0","0","1","127","27","95","5","1"
"Torrington","35,876","51","0","20","10","21","862","140","703","19","2"
"Trumbull","35,425","21","0","3","8","10","695","51","609","35","0"
"Vernon","30,785","28","0","5","11","12","274","66","190","18","12"
"Wallingford","45,636","31","0","4","15","12","776","101","646","29","2"
"Waterbury","108,489","366","5","6","176","179","4,646","781","3,441","424","3"
"Waterford","19,161","48","0","4","5","39","496","57","435","4","3"
"Watertown","22,552","29","0","3","3","23","399","71","313","15","0"
"West Hartford","61,603","61","1","2","44","14","1,464","210","1,190","64","0"
"West Haven","53,746","428","4","1","56","367","1,400","208","995","197","9"
"Weston","10,344","1","0","1","0","0","68","7","58","3","1"
"Westport","27,242","14","0","2","5","7","393","78","299","16","0"
"Wethersfield","26,042","24","0","1","10","13","479","81","378","20","7"
"Willimantic","16,605","51","0","9","17","25","470","93","331","46","0"
"Wilton","18,007","0","0","0","0","0","96","20","76","0","0"
"Winchester","10,927","22","0","3","3","16","219","68","138","13","2"
"Windsor","29,447","23","1","3","8","11","500","69","406","25","6"
"Wolcott","16,799","4","1","1","1","1","269","55","206","8","1"
"Woodbridge","9,324","1","0","0","0","1","156","27","114","15","0"
