"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Albion","9,021","43","0","1","7","35","273","69","204","0","4"
"Algonac","4,445","6","0","0","0","6","46","10","35","1","0"
"Allegan","4,770","67","0","1","3","63","47","9","35","3","1"
"Allen Park","24,833","47","0","2","10","35","605","110","424","71","3"
"Alma","9,107","5","0","1","0","4","33","10","22","1","0"
"Almont","2,691","9","0","2","0","7","60","19","39","2","0"
"Alpena","10,184","22","1","6","1","14","368","52","312","4","3"
"Ann Arbor","111,745","284","0","43","76","165","2,937","524","2,284","129","22"
"Armada","1,644","0","0","0","0","0","18","1","16","1","0"
"Auburn Hills","20,870","80","0","8","26","46","884","141","697","46","3"
"Bad Axe","2,942","6","0","1","0","5","97","14","83","0","1"
"Bangor","1,814","10","0","1","0","9","66","13","52","1","0"
"Baroda Lake Township","870","3","0","1","0","2","48","13","31","4","0"
"Barry Township","3,457","5","0","1","0","4","29","9","19","1","0"
"Bath Township","11,955","12","0","1","5","6","114","39","70","5","1"
"Battle Creek","60,386","702","5","63","120","514","3,134","1,075","1,910","149","19"
"Bay City","33,200","250","1","53","45","151","1,056","340","681","35","9"
"Beaverton","1,036","0","0","0","0","0","28","4","24","0","1"
"Belding","5,599","16","0","11","1","4","171","26","141","4","1"
"Bellaire","1,093","0","0","0","0","0","12","0","11","1","0"
"Belleville","3,392","15","0","3","6","6","122","29","89","4","0"
"Bellevue","1,329","0","0","0","0","0","11","1","9","1","0"
"Berkley","14,609","13","0","1","1","11","203","31","164","8","1"
"Beverly Hills","9,739","16","0","2","0","14","148","22","121","5","4"
"Big Rapids","10,170","32","0","19","1","12","317","61","244","12","2"
"Birch Run","1,624","9","0","4","2","3","138","11","122","5","0"
"Birmingham","18,823","26","0","2","6","18","367","44","314","9","5"
"Blackman Township","37,751","51","1","9","13","28","655","89","541","25","1"
"Bloomfield Hills","3,731","1","0","0","0","1","68","23","45","0","0"
"Bloomfield Township","40,490","19","0","4","6","9","552","139","392","21","2"
"Boyne City","3,049","0","0","0","0","0","109","11","97","1","1"
"Breckenridge","1,257","1","0","0","0","1","23","10","13","0","0"
"Bridgeport Township","10,570","51","1","7","4","39","315","111","186","18","1"
"Brighton","7,238","14","0","1","4","9","216","20","193","3","0"
"Bronson","2,216","6","0","1","0","5","37","9","28","0","0"
"Brownstown Township","28,102","43","1","7","6","29","490","152","288","50","2"
"Buena Vista Township","9,156","115","0","6","16","93","370","194","154","22","5"
"Burr Oak","730","6","0","1","0","5","25","5","19","1","1"
"Cadillac","10,101","66","0","10","5","51","577","99","466","12","0"
"Cambridge Township","5,737","0","0","0","0","0","38","4","32","2","0"
"Canton Township","80,039","134","0","31","21","82","1,398","239","1,059","100","7"
"Capac","2,052","3","0","0","1","2","59","10","49","0","0"
"Carleton","2,537","5","0","1","1","3","39","8","28","3","2"
"Caro","3,889","13","0","1","0","12","115","23","91","1","5"
"Carrollton Township","5,810","22","0","4","2","16","141","37","100","4","0"
"Caseville","805","1","0","0","0","1","30","5","25","0","0"
"Cassopolis","1,872","3","0","1","0","2","16","3","11","2","0"
"Cedar Springs","3,254","26","0","1","2","23","100","17","82","1","2"
"Center Line","8,017","38","0","2","15","21","259","38","166","55","0"
"Central Lake","941","0","0","0","0","0","8","0","8","0","0"
"Charlevoix","2,570","7","0","1","1","5","96","9","86","1","1"
"Charlotte","8,839","25","0","10","0","15","270","36","227","7","2"
"Cheboygan","4,806","13","0","8","0","5","158","22","136","0","1"
"Chelsea","5,051","6","0","1","0","5","115","16","94","5","0"
"Chesaning","2,290","2","0","1","0","1","30","10","18","2","0"
"Chesterfield Township","45,027","145","1","7","15","122","1,056","179","818","59","10"
"Chikaming Township","3,641","3","0","0","1","2","56","11","44","1","1"
"Chocolay Township","5,993","0","0","0","0","0","44","0","44","0","0"
"Clare","3,021","17","0","6","0","11","131","16","108","7","0"
"Clawson","12,025","16","0","5","1","10","108","24","74","10","0"
"Clay Township","9,280","4","0","1","0","3","83","12","68","3","2"
"Clinton Township","95,167","351","6","26","65","254","2,333","538","1,590","205","9"
"Clio","2,434","9","0","2","1","6","83","17","61","5","0"
"Coldwater","10,335","29","0","5","4","20","395","34","355","6","1"
"Coleman","1,211","3","0","0","0","3","26","3","23","0","0"
"Colon","1,137","0","0","0","0","0","34","2","30","2","0"
"Columbia Township","7,431","7","0","0","2","5","128","19","107","2","2"
"Corunna","3,218","6","0","2","0","4","93","10","79","4","1"
"Covert Township","3,047","19","0","4","2","13","86","26","55","5","0"
"Crystal Falls","1,513","1","0","0","0","1","28","4","23","1","0"
"Dearborn","82,612","373","3","30","128","212","3,718","488","2,759","471","34"
"Dearborn Heights","49,674","191","0","21","45","125","1,465","443","836","186","5"
"Decatur","1,806","8","0","2","0","6","109","7","101","1","0"
"Denton Township","5,247","3","0","2","0","1","81","12","61","8","0"
"Detroit","899,447","16,976","310","405","5,538","10,723","47,787","17,090","18,095","12,602","1,082"
"Dewitt","4,355","4","1","2","0","1","23","4","16","3","0"
"Dewitt Township","13,074","18","0","2","3","13","151","47","99","5","1"
"Dryden Township","4,490","1","0","0","0","1","50","11","37","2","1"
"East Grand Rapids","10,423","7","0","3","1","3","123","29","92","2","0"
"East Jordan","2,168","5","0","2","0","3","56","9","46","1","1"
"East Lansing","45,058","166","1","7","26","132","1,089","272","771","46","22"
"Eastpointe","32,016","238","2","17","61","158","1,036","261","556","219","9"
"East Tawas","2,657","11","0","4","3","4","104","15","89","0","1"
"Eaton Rapids","5,146","11","0","2","0","9","94","9","83","2","0"
"Ecorse","9,399","120","2","7","19","92","411","137","187","87","8"
"Elk Rapids","1,630","3","0","0","0","3","77","8","68","1","2"
"Elsie","962","0","0","0","0","0","17","8","9","0","0"
"Emmett Township","11,684","47","1","7","9","30","463","63","395","5","0"
"Escanaba","11,918","34","0","4","2","28","730","108","600","22","0"
"Essexville","3,421","6","0","0","0","6","68","5","61","2","0"
"Evart","1,622","5","0","3","0","2","75","13","61","1","2"
"Farmington","9,713","19","0","2","1","16","192","28","147","17","2"
"Farmington Hills","77,646","118","1","16","13","88","1,381","292","959","130","8"
"Fenton","11,542","15","0","1","2","12","325","38","268","19","0"
"Ferndale","20,847","75","0","3","31","41","674","201","379","94","5"
"Flint","109,245","2,412","53","92","670","1,597","6,237","3,648","1,936","653","343"
"Flint Township","30,778","260","2","23","101","134","1,898","494","1,288","116","14"
"Flushing Township","9,880","12","0","4","0","8","128","59","65","4","0"
"Fowlerville","3,083","6","0","2","1","3","82","8","73","1","2"
"Frankenmuth","4,556","10","0","2","1","7","115","21","91","3","0"
"Frankfort","1,414","2","0","0","0","2","33","5","28","0","0"
"Franklin","2,898","1","0","0","0","1","38","4","33","1","0"
"Fraser","14,770","35","0","4","3","28","411","50","343","18","2"
"Fruitport","1,058","13","0","3","3","7","768","51","703","14","0"
"Garden City","25,549","85","0","4","26","55","729","153","483","93","3"
"Gaylord","3,484","9","1","5","3","0","266","20","235","11","0"
"Genesee Township","22,571","88","1","6","14","67","633","252","318","63","8"
"Gerrish Township","2,996","1","0","1","0","0","41","9","28","4","0"
"Gibraltar","4,731","10","0","0","0","10","124","19","100","5","1"
"Gladstone","4,976","1","0","0","0","1","114","9","103","2","0"
"Gladwin","2,813","14","0","2","1","11","122","28","92","2","0"
"Grand Blanc","7,312","16","0","3","3","10","210","51","145","14","0"
"Grand Blanc Township","34,634","85","0","12","17","56","765","209","512","44","7"
"Grand Haven","10,574","27","0","6","1","20","359","40","314","5","1"
"Grand Ledge","7,530","4","0","1","0","3","198","31","162","5","3"
"Grand Rapids","191,566","1,645","9","90","521","1,025","7,760","2,771","4,609","380","100"
"Grandville","16,653","29","0","1","9","19","772","81","682","9","4"
"Grant","839","0","0","0","0","0","0","0","0","0","0"
"Grayling","1,768","1","0","1","0","0","71","9","61","1","0"
"Green Oak Township","17,817","20","0","1","2","17","287","51","223","13","0"
"Greenville","7,957","38","0","10","7","21","412","62","339","11","0"
"Grosse Ile Township","9,470","4","0","0","1","3","60","5","51","4","0"
"Grosse Pointe","4,765","9","0","0","5","4","93","5","81","7","1"
"Grosse Pointe Farms","8,218","8","0","1","3","4","117","17","89","11","0"
"Grosse Pointe Park","10,498","10","0","0","2","8","238","25","176","37","0"
"Grosse Pointe Shores","2,400","0","0","0","0","0","0","0","0","0","0"
"Grosse Pointe Woods","14,470","23","0","1","3","19","261","31","206","24","0"
"Hamburg Township","21,608","13","0","4","1","8","141","24","115","2","1"
"Hampton Township","9,583","19","0","2","2","15","296","33","259","4","0"
"Hamtramck","19,615","351","1","12","152","186","1,134","395","439","300","20"
"Harbor Beach","1,550","0","0","0","0","0","53","17","36","0","1"
"Harbor Springs","1,535","1","0","0","0","1","42","6","36","0","0"
"Harper Woods","12,012","126","2","4","42","78","1,100","135","794","171","3"
"Hart","1,885","1","0","0","0","1","113","9","103","1","0"
"Hartford","2,437","8","0","3","3","2","62","16","41","5","0"
"Hastings","6,685","16","0","5","1","10","246","39","201","6","0"
"Hazel Park","17,715","71","0","9","19","43","611","159","318","134","4"
"Hillsdale","7,574","8","0","2","0","6","178","39","130","9","2"
"Holland","33,652","146","0","32","15","99","1,035","195","816","24","6"
"Holly","6,226","13","0","4","3","6","120","25","94","1","0"
"Howell","9,636","25","0","6","2","17","282","54","220","8","4"
"Huntington Woods","5,732","0","0","0","0","0","64","9","53","2","0"
"Huron Township","15,652","31","0","5","2","24","284","72","192","20","1"
"Imlay City","3,600","8","0","3","0","5","93","11","80","2","0"
"Inkster","25,428","449","11","33","87","318","944","449","390","105","22"
"Ionia","11,342","26","0","10","4","12","204","25","171","8","0"
"Iron River","2,845","5","0","2","0","3","74","28","42","4","0"
"Ishpeming","6,402","10","1","0","1","8","123","7","104","12","2"
"Ishpeming Township","3,594","0","0","0","0","0","13","3","10","0","0"
"Jackson","32,741","319","5","42","54","218","1,586","406","1,127","53","14"
"Jonesville","2,164","13","0","0","0","13","81","6","71","4","0"
"Kalamazoo","71,775","721","9","81","185","446","3,534","1,039","2,320","175","36"
"Kalamazoo Township","21,977","71","1","10","12","48","507","176","299","32","1"
"Kalkaska","2,115","1","0","0","1","0","71","3","64","4","0"
"Keego Harbor","2,828","5","0","0","0","5","44","12","32","0","0"
"Kentwood","47,441","208","1","18","47","142","1,559","336","1,135","88","10"
"Kingston","408","0","0","0","0","0","9","1","8","0","0"
"Kinross Township","8,656","3","0","0","0","3","34","6","27","1","0"
"Laingsburg","1,220","6","0","2","0","4","19","4","15","0","0"
"Lake Odessa","2,180","10","0","1","0","9","12","2","10","0","0"
"Lake Orion","2,696","6","0","0","0","6","46","5","40","1","0"
"Lakeview","1,070","2","0","0","0","2","30","2","28","0","0"
"Lansing","112,254","1,236","10","97","262","867","4,193","1,410","2,544","239","34"
"Lapeer","8,947","35","0","11","4","20","332","26","295","11","2"
"Lapeer Township","4,864","0","0","0","0","0","19","2","16","1","0"
"Lathrup Village","4,012","11","1","1","4","5","82","20","55","7","1"
