"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson1"
"Abilene","6,284","14","0","2","2","10","266","30","230","6","2"
"Andover","11,091","14","0","4","0","10","361","34","315","12","0"
"Anthony","2,130","1","0","0","0","1","42","12","25","5","1"
"Arkansas City","10,960","53","0","9","2","42","495","89","388","18","6"
"Arma","1,519","4","0","0","0","4","29","5","23","1","0"
"Atchison","10,483","18","0","3","2","13","337","87","238","12","3"
"Atwood","1,021","1","0","0","0","1","10","1","8","1","0"
"Auburn","1,178","0","0","0","0","0","0","0","0","0","0"
"Augusta","8,830","18","0","1","2","15","286","30","248","8","3"
"Baldwin City","4,533","10","0","2","0","8","95","7","86","2","0"
"Basehor","4,713","3","0","0","1","2","71","12","53","6","1"
"Baxter Springs","4,132","6","0","2","0","4","60","20","36","4","3"
"Bel Aire","7,009","3","0","0","1","2","53","9","42","2","1"
"Beloit","3,659","12","0","1","0","11","44","14","29","1","0"
"Bonner Springs","7,349","14","0","2","3","9","249","57","169","23","2"
"Bucklin","794","0","0","0","0","0","0","0","0","0","0"
"Burlington","2,685","2","0","0","0","2","16","4","12","0","0"
"Bushton","284","0","0","0","0","0","0","0","0","0","0"
"Caldwell","1,128","4","0","1","0","3","13","4","8","1","0"
"Chanute","8,736","28","0","7","3","18","321","89","217","15","4"
"Chase","447","0","0","0","0","0","0","0","0","0","0"
"Chetopa","1,234","2","0","0","0","2","22","11","7","4","0"
"Clay Center","4,378","6","0","1","0","5","116","32","78","6","0"
"Clearwater","2,477","1","0","0","0","1","40","13","25","2","0"
"Coffeyville","10,241","82","0","6","12","64","506","134","359","13","4"
"Colby","4,811","10","0","0","0","10","141","28","109","4","1"
"Columbus","3,179","5","0","1","1","3","51","10","37","4","1"
"Concordia","5,091","14","0","7","0","7","154","32","113","9","3"
"Council Grove","2,274","0","0","0","0","0","43","16","24","3","1"
"Derby","23,607","46","0","5","0","41","574","83","470","21","1"
"Dodge City","26,213","129","0","20","14","95","883","141","682","60","2"
"Eastborough","815","1","0","0","0","1","0","0","0","0","0"
"Edwardsville","4,595","10","0","1","1","8","90","30","49","11","0"
"El Dorado","12,712","45","0","10","4","31","434","90","311","33","1"
"Ellinwood","1,974","3","0","0","0","3","50","18","30","2","0"
"Ellis","1,952","0","0","0","0","0","11","2","7","2","0"
"Ellsworth","2,823","6","0","0","0","6","52","8","40","4","0"
"Elwood","1,119","7","0","1","1","5","29","12","14","3","0"
"Emporia","24,856","83","0","19","4","60","1,004","149","832","23","5"
"Eskridge","563","0","0","0","0","0","4","3","1","0","0"
"Eudora","6,540","9","0","0","0","9","143","20","116","7","1"
"Fairway","3,912","3","0","0","1","2","26","6","19","1","0"
"Fort Scott","7,959","24","0","2","2","20","399","94","289","16","3"
"Frontenac","3,244","7","0","0","0","7","87","40","43","4","0"
"Galena","3,126","14","0","0","0","14","90","25","55","10","2"
"Garden City","28,736","116","0","22","13","81","1,019","144","840","35","6"
"Gardner","19,112","30","0","4","3","23","378","49","321","8","7"
"Garnett","3,166","22","0","1","0","21","61","20","36","5","0"
"Geneseo","261","0","0","0","0","0","0","0","0","0","0"
"Girard","2,719","7","0","1","0","6","101","18","81","2","0"
"Goddard","4,352","6","0","1","0","5","74","13","58","3","0"
"Grandview Plaza","1,432","11","0","2","0","9","36","11","25","0","0"
"Great Bend","15,794","95","1","18","4","72","868","161","669","38","5"
"Hays","20,537","62","0","7","2","53","630","73","542","15","6"
"Haysville","10,765","41","0","14","4","23","269","35","223","11","7"
"Herington","2,396","9","0","3","0","6","73","17","56","0","0"
"Hesston","3,881","1","0","0","0","1","67","16","50","1","0"
"Hiawatha","3,178","1","0","0","0","1","43","6","35","2","0"
"Highland","936","0","0","0","0","0","33","12","19","2","0"
"Hill City","1,292","5","0","0","0","5","32","5","26","1","0"
"Hillsboro","2,607","4","0","3","0","1","52","9","41","2","1"
"Hoisington","2,802","6","0","1","0","5","49","16","28","5","1"
"Holcomb","2,176","0","0","0","0","0","30","18","12","0","0"
"Holton","3,306","9","0","1","0","8","85","23","58","4","1"
"Hoxie","1,076","0","0","0","0","0","11","0","10","1","0"
"Hugoton","3,456","0","0","0","0","0","15","0","15","0","0"
"Humboldt","1,812","2","0","1","0","1","21","4","16","1","0"
"Hutchinson","40,981","244","2","23","35","184","2,870","588","2,177","105","22"
"Iola","5,704","20","0","8","0","12","230","42","175","13","0"
"Junction City","21,298","157","4","11","25","117","529","102","416","11","4"
"Kansas City","143,867","823","25","62","289","447","7,735","1,922","4,684","1,129",""
"Lansing","11,003","34","0","2","0","32","197","67","124","6","0"
"Larned","3,504","21","0","0","2","19","89","23","63","3","0"
"Lawrence","93,945","413","0","40","61","312","3,841","522","3,163","156","21"
"Leavenworth","35,290","257","2","15","47","193","1,225","391","762","72","10"
"Leawood","32,422","13","0","2","1","10","479","66","389","24","0"
"Lebo","912","1","0","0","0","1","7","2","5","0","0"
"Lenexa","49,282","66","1","9","12","44","995","159","752","84","4"
"Liberal","20,226","91","2","6","11","72","612","160","436","16","3"
"Lindsborg","3,237","3","0","1","0","2","60","18","40","2","0"
"Louisburg","4,093","0","0","0","0","0","50","10","39","1","0"
"Lyons","3,394","2","0","1","0","1","3","0","3","0","0"
"Macksville","477","0","0","0","0","0","5","3","2","0","0"
"Maize","3,477","12","0","0","0","12","95","25","70","0","0"
"Marion","1,849","4","0","1","0","3","35","10","22","3","0"
"Marysville","3,103","6","0","2","0","4","65","15","49","1","0"
"Mayetta","363","0","0","0","0","0","0","0","0","0","0"
"McLouth","822","7","0","0","0","7","19","2","16","1","0"
"McPherson","13,371","29","0","5","0","24","282","60","211","11","1"
"Meriden","752","0","0","0","0","0","0","0","0","0","0"
"Minneapolis","1,956","3","0","2","0","1","53","14","36","3","1"
"Mission","9,920","36","0","4","16","16","403","36","302","65","0"
"Moran","521","0","0","0","0","0","0","0","0","0","0"
"Moundridge","1,635","2","0","2","0","0","16","3","13","0","0"
"Mulvane","6,033","9","0","1","2","6","102","22","77","3","0"
"Neodesha","2,559","8","1","1","0","6","33","6","27","0","1"
"Newton","18,637","92","0","15","5","72","430","83","329","18","5"
"Norton","2,643","2","0","1","0","1","30","4","24","2","0"
"Oakley","1,794","3","0","0","0","3","17","3","14","0","0"
"Oberlin","1,600","2","0","0","0","2","14","6","8","0","1"
"Olathe","126,090","216","4","41","28","143","2,307","243","1,922","142","19"
"Osage City","2,766","12","0","0","0","12","69","11","56","2","0"
"Osawatomie","4,554","23","0","1","0","22","110","20","87","3","0"
"Ottawa","13,073","37","1","7","1","28","366","62","289","15","4"
"Overland Park","178,669","289","0","40","36","213","4,185","491","3,389","305","38"
"Paola","5,415","13","0","3","3","7","127","27","94","6","1"
"Park City","8,295","24","0","5","1","18","158","32","116","10","1"
"Parsons","11,026","132","0","6","18","108","735","249","469","17","4"
"Pittsburg","19,817","72","2","8","10","52","1,140","209","884","47","15"
"Prairie Village","21,821","51","0","5","1","45","331","75","239","17","5"
"Pratt","6,336","18","0","0","1","17","156","36","117","3","2"
"Roeland Park","7,059","17","0","5","9","3","265","27","220","18","0"
"Rose Hill","4,187","3","0","1","0","2","53","7","44","2","0"
"Russell","4,167","18","0","1","1","16","63","15","42","6","0"
"Sabetha","2,454","7","0","0","1","6","34","10","21","3","0"
"Salina","46,547","189","1","27","29","132","2,269","393","1,787","89","39"
"Scott City","3,475","14","1","5","1","7","57","13","36","8","0"
"Shawnee","63,652","119","4","22","22","71","1,215","223","868","124","11"
"South Hutchinson","2,559","2","0","0","0","2","107","16","88","3","0"
"Spring Hill","5,644","14","0","3","0","11","101","17","80","4","0"
"Sterling","2,541","3","0","1","0","2","43","12","31","0","0"
"St. Marys","2,326","1","0","1","0","0","19","1","17","1","1"
"Tonganoxie","4,657","11","0","1","1","9","111","22","86","3","4"
"Topeka","125,306","697","14","51","222","410","7,506","1,598","5,404","504","14"
"Ulysses","5,512","14","0","0","2","12","84","19","62","3","0"
"Valley Center","6,799","13","0","3","0","10","126","24","95","7","0"
"Wa Keeney","1,730","2","0","0","0","2","13","3","9","1","0"
"Wakefield","907","0","0","0","0","0","0","0","0","0","0"
"Wamego","4,414","1","0","0","0","1","73","7","63","3","0"
"Wathena","1,280","3","0","0","1","2","35","7","25","3","0"
"Wellington","7,639","31","0","2","1","28","328","83","230","15","2"
"Wellsville","1,729","5","0","0","1","4","55","14","40","1","1"
"Westwood","1,879","1","0","0","0","1","43","8","33","2","0"
"Wichita","376,880","3,026","16","246","481","2,283","18,241","4,241","12,472","1,528","129"
"Winchester","562","0","0","0","0","0","4","0","4","0","0"
"Winfield","11,126","41","0","4","4","33","409","69","323","17","0"
