"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Rape(reviseddefinition)1","Rape(legacydefinition)2","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Pangburn","598","0","0","0","","0","0","17","8","9","0","0"
"Paragould","27,301","118","0","28","","10","80","1,994","417","1,451","126","14"
"Paris","3,488","23","0","7","","1","15","165","64","96","5","0"
"Pea Ridge","5,079","16","0","6","","0","10","136","26","106","4","1"
"Perryville","1,453","0","0","0","","0","0","31","1","28","2","0"
"Piggott","3,691","8","0","2","","0","6","100","35","63","2","0"
"Pine Bluff","45,402","576","13","39","","141","383","2,656","991","1,487","178","49"
"Plummerville","815","4","0","0","","0","4","12","1","10","1","0"
"Pocahontas","6,514","14","0","5","","0","9","291","45","240","6","0"
"Pottsville","3,074","13","0","2","","1","10","37","10","24","3","0"
"Prairie Grove","4,889","12","0","5","","0","7","93","20","71","2","0"
"Prescott","3,209","12","0","3","","0","9","135","81","53","1","0"
"Quitman","753","2","0","2","","0","0","37","1","32","4","0"
"Redfield","1,495","3","0","1","","0","2","19","4","15","0","0"
"Rison","1,322","1","0","1","","0","0","26","14","11","1","0"
"Rogers","61,105","210","0","32","","17","161","1,777","218","1,493","66","9"
"Rose Bud","485","1","0","0","","0","1","15","8","5","2","0"
"Russellville","28,620","92","0","16","","21","55","1,317","247","955","115","2"
"Salem","1,652","9","1","0","","0","8","29","4","24","1","1"
"Shannon Hills","3,573","4","0","0","","0","4","33","10","21","2","0"
"Sheridan","4,861","11","0","1","","1","9","177","39","128","10","1"
"Sherwood","30,159","150","0","6","","20","124","1,166","161","932","73","4"
"Siloam Springs","16,047","53","1","10","","0","42","503","167","327","9","1"
"Stamps","1,590","6","0","3","","2","1","38","11","27","0","0"
"Star City","2,243","16","0","4","","1","11","35","17","16","2","0"
"Stuttgart","9,219","53","0","4","","14","35","375","104","250","21","1"
"Swifton","776","3","0","1","","0","2","8","0","7","1","0"
"Texarkana","30,027","225","2","8","","43","172","1,816","412","1,310","94","1"
"Trumann","7,122","54","0","9","","3","42","551","108","434","9","1"
"Tuckerman","1,801","0","0","0","","0","0","7","2","5","0","0"
"Van Buren","23,117","67","0","16","","7","44","807","231","552","24","1"
"Vilonia","4,326","17","0","1","","1","15","52","18","32","2","0"
"Waldron","3,510","15","0","3","","0","12","122","51","69","2","2"
"Walnut Ridge","4,735","16","0","6","","0","10","93","15","74","4","1"
"Ward","4,545","22","0","6","","0","16","139","33","98","8","1"
"Warren","5,855","23","2","5","","1","15","94","58","35","1","1"
"Weiner","695","1","0","0","","0","1","8","3","5","0","0"
"West Fork","2,503","3","0","0","","0","3","33","11","22","0","0"
"West Memphis","25,370","363","4","48","","47","264","1,466","400","982","84","9"
"White Hall","5,254","4","0","2","","0","2","68","19","45","4","1"
"Wynne","8,279","99","1","8","","9","81","532","155","371","6","2"
