"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Rape(reviseddefinition)1","Rape(legacydefinition)2","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Chelsea","5,146","10","0","3","","0","7","34","5","28","1","0"
"Chesaning","2,325","2","0","1","","0","1","21","5","13","3","2"
"Chesterfield Township","44,211","107","0","6","","10","91","797","93","664","40","2"
"Chocolay Township","6,001","0","0","0","","0","0","43","6","36","1","0"
"Clare","3,072","8","0","2","","0","6","81","5","74","2","2"
"Clawson","12,103","7","0","0","","1","6","87","9","75","3","0"
"Clayton Township","7,253","8","0","1","","0","7","68","37","28","3","1"
"Clay Township","8,895","15","1","5","","0","9","135","24","104","7","0"
"Clinton","2,289","4","0","1","","1","2","34","12","22","0","0"
"Clinton Township","98,897","296","1","44","","63","188","2,094","356","1,560","178","7"
"Clio","2,555","6","0","2","","0","4","73","19","46","8","0"
"Coldwater","10,826","28","1","7","","3","17","215","22","188","5","0"
"Coloma Township","6,429","22","0","11","","2","9","110","31","76","3","0"
"Colon","1,164","0","0","0","","0","0","38","3","32","3","0"
"Columbia Township","7,450","16","0","5","","0","11","44","12","27","5","0"
"Constantine","2,053","1","0","0","","0","1","30","2","27","1","0"
"Corunna","3,401","4","0","3","","1","0","40","6","32","2","0"
"Covert Township","2,837","1","0","1","","0","0","50","22","26","2","0"
"Croswell","2,351","15","1","6","","0","8","67","17","49","1","0"
"Crystal Falls","1,423","1","0","0","","0","1","18","5","13","0","0"
"Davison","5,008","6","0","0","","1","5","63","32","29","2","1"
"Davison Township","19,057","47","0","17","","6","24","284","103","172","9","1"
"Dearborn","95,396","339","2","34","","97","206","3,135","338","2,386","411","9"
"Dearborn Heights","56,366","211","0","21","","54","136","1,208","331","655","222","10"
"Decatur","1,776","16","0","6","","0","10","62","16","45","1","1"
"Denton Township","5,404","5","0","2","","0","3","63","12","47","4","0"
"Detroit","684,694","13,616","298","557","","3,570","9,191","32,983","9,177","13,723","10,083","490"
"Dewitt","4,663","3","0","1","","0","2","31","10","20","1","0"
"Dryden Township","4,786","3","0","0","","0","3","23","4","19","0","0"
"Durand","3,341","7","0","7","","0","0","48","9","36","3","1"
"East Grand Rapids","11,306","3","0","3","","0","0","137","19","115","3","0"
"East Jordan","2,365","3","0","3","","0","0","40","7","32","1","2"
"East Lansing","48,555","135","2","27","","27","79","698","147","489","62","48"
"Eastpointe","32,674","266","1","24","","80","161","1,025","184","615","226","2"
"Eau Claire","621","1","0","0","","0","1","12","0","12","0","0"
"Edmore","1,192","0","0","0","","0","0","3","1","1","1","0"
"Elk Rapids","1,629","0","0","0","","0","0","53","6","47","0","2"
"Elkton","785","4","0","0","","0","4","11","2","8","1","0"
"Emmett Township","11,642","58","0","8","","7","43","571","88","472","11","0"
"Erie Township","4,435","1","0","1","","0","0","38","16","20","2","0"
"Essexville","3,439","7","0","1","","1","5","72","8","63","1","0"
"Evart","1,887","8","0","3","","0","5","22","3","18","1","1"
"Farmington","10,603","9","0","1","","3","5","97","13","77","7","0"
"Farmington Hills","81,682","95","0","17","","19","59","977","190","707","80","3"
"Fenton","11,533","16","0","4","","1","11","223","29","188","6","0"
"Ferndale","20,346","51","2","5","","12","32","550","84","406","60","2"
"Flat Rock","9,819","22","0","3","","3","16","165","23","121","21","0"
