"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Rape(reviseddefinition)1","Rape(legacydefinition)2","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Frankfort","18,255","4","0","1","","1","2","148","23","123","2","0"
"Franklin Grove","976","1","0","1","","0","0","4","1","3","0","0"
"Freeburg","4,290","2","0","0","","0","2","33","9","20","4","0"
"Freeport","24,891","48","2","15","","17","14","638","111","519","8","4"
"Fulton","3,393","3","0","0","","0","3","34","13","19","2","0"
"Galena","3,347","1","0","0","","0","1","29","5","22","2","0"
"Galesburg","31,538","126","2","28","","20","76","1,035","257","754","24","2"
"Geneseo","6,537","7","1","0","","0","6","103","12","91","0","0"
"Geneva","21,739","7","1","2","","0","4","177","20","156","1","0"
"Genoa","5,187","6","0","4","","0","2","44","8","36","0","0"
"Georgetown","3,408","9","0","2","","2","5","56","16","36","4","0"
"Germantown","1,299","0","0","0","","0","0","11","2","9","0","0"
"Gibson City","3,342","5","0","0","","1","4","56","31","25","0","0"
"Gilberts","7,570","4","0","0","","0","4","26","1","25","0","0"
"Gillespie","3,226","7","0","1","","0","6","55","8","46","1","0"
"Gilman","1,760","3","0","0","","1","2","44","5","38","1","1"
"Glasford","1,015","0","0","0","","0","0","0","0","0","0","0"
"Glen Carbon","12,948","15","0","2","","0","13","105","16","88","1","1"
"Glencoe","8,885","3","0","1","","0","2","94","22","65","7","0"
"Glendale Heights","34,715","27","0","6","","8","13","510","60","444","6","6"
"Glen Ellyn","27,854","23","0","4","","8","11","340","41","287","12","0"
"Glenview","45,588","18","0","1","","10","7","386","105","276","5","3"
"Glenwood","9,066","24","0","0","","17","7","183","28","143","12","0"
"Godfrey","17,841","23","0","1","","3","19","310","38","265","7","0"
"Godley","674","1","0","0","","0","1","6","4","2","0","0"
"Goodfield","911","0","0","0","","0","0","71","3","68","0","0"
"Grafton","649","2","0","0","","1","1","10","1","9","0","0"
"Grandview","1,437","9","0","1","","0","8","25","12","13","0","0"
"Grantfork","332","0","0","0","","0","0","1","0","1","0","0"
"Grayslake","21,132","26","0","4","","4","18","272","34","225","13","5"
"Grayville","1,653","14","0","0","","1","13","22","2","20","0","0"
"Greenfield","1,043","0","0","0","","0","0","8","2","6","0","0"
"Greenup","1,500","9","0","0","","0","9","21","4","16","1","1"
"Gurnee","31,273","33","0","6","","12","15","1,387","56","1,311","20","1"
"Hampshire","5,782","2","0","0","","0","2","18","0","17","1","0"
"Hampton","1,860","1","0","0","","0","1","32","11","21","0","0"
"Hanover Park","38,640","40","1","7","","11","21","337","55","269","13","3"
"Harrisburg","9,031","48","0","3","","8","37","161","99","59","3","1"
"Hartford","1,392","2","0","1","","0","1","18","1","17","0","0"
"Harvard","9,217","10","0","4","","0","6","103","20","83","0","1"
"Harvey","25,377","329","7","15","","206","101","1,210","380","640","190","6"
"Havana","3,176","13","0","1","","1","11","113","19","93","1","0"
"Hawthorn Woods","7,861","0","0","0","","0","0","22","5","15","2","0"
"Hazel Crest","14,223","72","0","7","","51","14","473","121","317","35","0"
"Henning","244","0","0","0","","0","0","0","0","0","0","0"
"Henry","2,338","7","0","0","","1","6","30","9","20","1","0"
"Herrin","12,914","11","0","1","","2","8","386","109","267","10","1"
"Herscher","1,572","1","0","0","","0","1","11","0","11","0","0"
"Heyworth","2,934","4","0","0","","2","2","35","7","27","1","1"
"Hickory Hills","14,208","15","0","4","","4","7","170","21","139","10","1"
"Highland","9,838","20","0","3","","2","15","172","7","163","2","0"
"Highland Park","29,920","18","0","4","","3","11","333","46","277","10","1"
"Highwood","5,328","2","0","0","","0","2","35","6","29","0","1"
"Hillsboro","6,123","18","0","0","","0","18","68","20","43","5","1"
"Hinckley","2,051","2","0","0","","0","2","10","1","9","0","0"
"Hinsdale","17,369","1","0","0","","0","1","176","19","152","5","0"
"Hodgkins","1,865","4","0","1","","1","2","335","4","322","9","0"
"Hoffman Estates","52,512","50","0","9","","13","28","558","78","458","22","3"
"Homer","1,198","1","0","0","","0","1","5","1","4","0","0"
"Homer Glen","24,333","5","0","0","","0","5","167","35","128","4","0"
"Hometown","4,377","7","0","0","","2","5","49","3","46","0","0"
"Homewood","19,470","34","0","1","","28","5","573","60","492","21","1"
"Hoopeston","5,241","28","1","4","","0","23","190","47","136","7","4"
"Hopedale","868","0","0","0","","0","0","7","3","4","0","0"
"Hudson","1,883","1","0","0","","0","1","14","4","10","0","0"
"Huntley","25,502","7","1","0","","1","5","208","19","186","3","0"
"Indian Head Park","3,847","2","0","1","","0","1","28","5","21","2","0"
"Indianola","265","0","0","0","","0","0","0","0","0","0","0"
"Irving","480","1","0","0","","0","1","7","2","5","0","0"
"Island Lake","7,999","2","1","1","","0","0","76","26","49","1","0"
"Itasca","8,849","1","0","0","","1","0","124","15","106","3","0"
"Jacksonville","19,176","30","1","6","","3","20","508","95","410","3","1"
"Jerome","1,650","8","0","0","","1","7","39","10","29","0","0"
"Jerseyville","8,589","12","0","3","","1","8","249","41","196","12","6"
"Johnsburg","6,293","4","0","1","","1","2","122","8","110","4","0"
"Joliet","147,838","495","8","24","","115","348","2,988","642","2,231","115","47"
"Kankakee","27,026","221","6","28","","93","94","1,232","292","906","34","15"
"Kenilworth","2,564","0","0","0","","0","0","45","9","35","1","0"
"Kewanee","12,621","37","0","13","","1","23","425","60","360","5","2"
"Kildeer","3,970","0","0","0","","0","0","33","4","29","0","1"
"Kincaid","1,464","0","0","0","","0","0","11","2","9","0","0"
"Kingston","1,160","0","0","0","","0","0","6","0","6","0","0"
"Kirkland","1,727","1","0","0","","0","1","8","2","6","0","0"
"Lacon","1,833","3","0","1","","0","2","16","7","9","0","0"
"La Grange","15,774","8","0","2","","3","3","162","22","138","2","0"
"La Grange Park","13,676","5","0","0","","3","2","82","3","77","2","0"
"La Harpe","1,195","2","0","0","","0","2","20","8","11","1","0"
"Lake Forest","19,343","2","0","0","","0","2","145","19","124","2","0"
"Lake in the Hills","28,925","17","0","5","","6","6","140","18","112","10","3"
"Lakemoor","6,004","5","0","0","","0","5","36","8","28","0","0"
"Lake Villa","8,847","7","0","2","","0","5","68","10","56","2","0"
"Lakewood","3,799","1","0","0","","0","1","5","2","2","1","0"
"Lake Zurich","20,057","6","0","3","","0","3","309","21","288","0","1"
"La Salle","9,368","9","0","2","","2","5","172","29","137","6","1"
"Lawrenceville","4,308","12","0","0","","1","11","58","27","27","4","1"
"Lemont","16,620","7","0","4","","0","3","171","12","142","17","0"
"Lenzburg","494","0","0","0","","0","0","0","0","0","0","0"
"Le Roy","3,627","8","0","2","","0","6","32","8","23","1","0"
"Libertyville","20,456","11","0","1","","1","9","265","21","239","5","0"
"Lincoln","14,234","70","0","4","","5","61","412","59","337","16","3"
"Lincolnshire","7,279","7","0","5","","0","2","40","6","34","0","0"
"Lincolnwood","12,721","8","0","0","","3","5","435","57","372","6","1"
"Lindenhurst","14,519","7","0","2","","0","5","53","6","46","1","0"
"Lockport","25,059","10","1","2","","3","4","300","42","251","7","2"
"Lombard","44,026","31","1","7","","7","16","877","71","791","15","1"
"Loves Park","23,629","73","0","10","","13","50","659","109","530","20","2"
"Lovington","1,113","2","0","1","","0","1","9","4","4","1","0"
"Lyons","10,793","11","0","1","","7","3","134","26","96","12","3"
"Machesney Park","23,134","54","0","12","","10","32","386","71","300","15","0"
"Macomb","19,262","54","1","8","","5","40","300","50","244","6","0"
"Mahomet","7,843","12","0","2","","0","10","39","6","32","1","1"
"Malta","1,154","0","0","0","","0","0","1","1","0","0","0"
"Manhattan","7,205","9","0","1","","0","8","43","11","29","3","0"
"Maple Park","1,311","1","0","0","","0","1","1","0","1","0","0"
"Marengo","7,499","13","0","1","","0","12","70","9","59","2","1"
"Marine","943","0","0","0","","0","0","17","13","4","0","0"
"Maroa","1,755","3","0","0","","0","3","13","5","8","0","0"
"Marseilles","5,012","12","0","4","","1","7","104","28","71","5","0"
"Martinsville","1,153","9","0","2","","0","7","10","1","8","1","0"
"Maryville","7,846","7","0","0","","1","6","76","20","50","6","0"
"Mascoutah","7,963","3","0","2","","0","1","40","4","36","0","0"
"Matteson","19,182","56","0","13","","26","17","904","69","772","63","1"
"Mattoon","18,318","68","0","5","","10","53","309","74","233","2","6"
"Maywood","24,174","213","7","16","","82","108","680","207","365","108","2"
"McCook","232","4","0","1","","0","3","51","7","30","14","0"
"McHenry","26,590","24","0","9","","4","11","332","38","286","8","1"
"McLean","837","0","0","0","","0","0","12","8","4","0","0"
"Melrose Park","25,541","27","0","3","","8","16","386","48","303","35","2"
"Mendota","7,318","10","0","3","","2","5","111","39","72","0","0"
"Metropolis","6,442","40","0","11","","4","25","270","39","228","3","2"
"Midlothian","14,948","29","0","2","","21","6","317","132","166","19","2"
"Milan","5,130","9","0","0","","0","9","140","41","96","3","0"
"Milledgeville","989","1","0","1","","0","0","8","1","7","0","0"
"Minooka","11,174","7","0","0","","0","7","118","7","110","1","0"
"Mokena","19,271","8","0","0","","3","5","202","22","170","10","7"
"Moline","43,017","156","0","11","","16","129","1,447","232","1,196","19","8"
"Monmouth","9,462","32","0","4","","2","26","197","29","158","10","3"
"Montgomery","19,305","27","1","9","","6","11","254","36","209","9","6"
"Morris","13,993","21","0","4","","2","15","324","50","269","5","0"
"Morrison","4,106","6","0","3","","0","3","39","9","29","1","0"
"Morton","16,586","7","0","0","","0","7","165","46","118","1","0"
"Morton Grove","23,575","25","1","2","","5","17","303","81","219","3","0"
"Mount Carmel","7,071","20","0","1","","0","19","153","38","112","3","0"
"Mount Carroll","1,642","0","0","0","","0","0","18","2","16","0","0"
"Mount Olive","2,041","2","0","0","","0","2","4","1","3","0","0"
"Mount Prospect","54,891","24","0","0","","5","19","582","79","480","23","1"
"Mount Pulaski","1,534","0","0","0","","0","0","9","0","9","0","0"
"Mount Vernon","15,232","192","0","20","","21","151","948","194","735","19","8"
"Mount Zion","5,931","4","0","0","","3","1","32","9","23","0","0"
"Moweaqua","1,775","2","0","0","","0","2","3","0","2","1","0"
"Mundelein","31,464","18","1","3","","3","11","256","45","205","6","1"
"Naperville","145,510","113","1","8","","20","84","1,634","176","1,421","37","3"
"New Athens","1,981","0","0","0","","0","0","22","3","19","0","0"
"New Berlin","1,366","1","0","0","","1","0","0","0","0","0","0"
"New Lenox","25,093","24","1","3","","4","16","305","36","259","10","0"
"Newton","2,806","4","0","0","","1","3","54","13","39","2","1"
"Niles","30,071","27","0","0","","14","13","700","86","590","24","1"
"Nokomis","2,212","7","0","0","","1","6","34","6","27","1","0"
"Normal","55,185","102","0","16","","25","61","1,058","156","882","20","5"
"Norridge","14,712","12","0","0","","5","7","464","36","423","5","0"
"North Aurora","17,216","23","0","4","","12","7","221","36","180","5","12"
"Northbrook","33,698","7","0","4","","2","1","356","43","310","3","1"
"Northfield","5,496","5","0","1","","1","3","87","18","68","1","0"
"Northlake","12,392","8","0","2","","1","5","254","25","219","10","0"
"North Riverside","6,712","15","0","0","","8","7","492","23","451","18","0"
"Oak Brook","8,077","6","0","1","","1","4","421","14","401","6","1"
"Oakbrook Terrace","2,165","4","0","2","","0","2","117","10","105","2","0"
"Oak Forest","28,252","26","0","1","","7","18","336","65","255","16","0"
"Oak Lawn","57,159","90","3","12","","34","41","1,011","121","857","33","6"
"Oak Park","52,109","103","0","5","","77","21","1,564","401","1,088","75","4"
"Oakwood","1,542","3","0","0","","0","3","21","7","13","1","0"
"Oakwood Hills","2,079","0","0","0","","0","0","7","0","7","0","0"
"Oblong","1,429","5","0","0","","0","5","27","9","18","0","0"
"O'Fallon","29,255","41","0","12","","3","26","432","68","352","12","5"
"Okawville","1,405","7","0","0","","1","6","13","5","7","1","0"
"Olney","9,108","34","0","8","","1","25","279","43","223","13","1"
"Olympia Fields","5,056","7","0","2","","4","1","119","14","102","3","0"
"Oregon","3,602","11","0","1","","0","10","70","9","60","1","0"
"Orion","1,845","0","0","0","","0","0","7","2","5","0","0"
"Orland Hills","7,307","3","0","0","","2","1","37","3","33","1","0"
"Orland Park","59,056","22","1","2","","4","15","1,293","27","1,258","8","1"
"Oswego","32,599","26","0","11","","3","12","498","40","453","5","6"
"Ottawa","18,517","15","0","1","","2","12","487","52","427","8","3"
"Palatine","69,533","36","3","6","","6","21","623","34","569","20","2"
"Palestine","1,331","9","0","2","","0","7","22","3","18","1","0"
"Palos Heights","12,633","6","0","0","","0","6","146","9","131","6","0"
"Palos Hills","17,673","28","0","3","","6","19","105","23","76","6","1"
"Palos Park","4,918","1","0","0","","0","1","30","1","29","0","0"
"Pana","5,704","10","0","0","","1","9","111","28","76","7","0"
"Paris","8,497","33","0","3","","1","29","189","43","137","9","0"
"Park Forest","22,073","70","0","7","","30","33","383","109","255","19","1"
"Park Ridge","37,919","12","0","1","","4","7","451","79","365","7","1"
"Patoka","569","0","0","0","","0","0","3","1","2","0","0"
"Pawnee","2,732","2","0","0","","0","2","11","1","10","0","0"
"Paxton","4,400","13","0","1","","0","12","55","12","40","3","0"
"Pekin","34,080","78","0","19","","7","52","723","110","602","11","2"
"Peoria","116,923","759","7","68","","230","454","4,858","1,224","3,442","192","41"
"Peoria Heights","6,074","23","0","4","","3","16","156","31","122","3","1"
"Peotone","4,129","4","0","0","","3","1","30","4","23","3","2"
"Peru","10,061","6","0","3","","0","3","210","14","194","2","2"
"Phoenix","1,978","11","0","0","","5","6","56","27","27","2","0"
"Pierron","571","0","0","0","","0","0","0","0","0","0","0"
"Pinckneyville","5,552","3","0","0","","0","3","15","5","9","1","0"
"Pingree Grove","5,702","3","0","2","","0","1","16","3","13","0","2"
"Plainfield","42,196","31","0","6","","9","16","322","37","273","12","8"
"Plano","11,147","2","0","0","","0","2","113","19","91","3","1"
"Pleasant Plains","807","0","0","0","","0","0","1","0","1","0","1"
"Polo","2,278","5","0","4","","0","1","29","6","23","0","1"
"Pontiac","11,635","44","0","8","","3","33","327","43","277","7","4"
"Pontoon Beach","5,651","5","0","1","","1","3","137","17","111","9","0"
"Posen","6,037","11","1","0","","2","8","137","49","75","13","0"
"Potomac","735","0","0","0","","0","0","6","2","4","0","0"
"Princeton","7,418","14","0","2","","4","8","120","15","105","0","1"
"Prospect Heights","16,442","21","0","0","","3","18","157","23","121","13","1"
"Quincy","40,972","190","2","24","","13","151","1,363","234","1,094","35","3"
"Raleigh","347","0","0","0","","0","0","3","1","2","0","0"
"Rankin","549","0","0","0","","0","0","0","0","0","0","0"
"Rantoul","13,060","129","2","14","","10","103","297","121","172","4","5"
"Raymond","987","1","0","1","","0","0","0","0","0","0","0"
"Red Bud","3,602","6","0","0","","0","6","27","5","22","0","0"
"Richmond","1,892","3","0","0","","0","3","17","1","16","0","0"
"Richton Park","13,792","49","2","3","","26","18","326","82","220","24","0"
"Ridge Farm","860","1","0","0","","0","1","7","2","5","0","0"
"Riverdale","13,640","156","4","9","","93","50","415","155","222","38","2"
"River Forest","11,218","19","0","2","","7","10","243","73","168","2","1"
"River Grove","10,291","9","0","0","","3","6","118","19","92","7","0"
"Riverside","8,899","51","0","0","","2","49","106","16","90","0","0"
"Riverton","3,470","20","0","1","","1","18","35","6","27","2","2"
"Riverwoods","3,654","0","0","0","","0","0","22","8","14","0","0"
"Robinson","7,654","19","0","0","","0","19","151","35","109","7","1"
"Rochester","3,786","2","1","0","","0","1","13","4","9","0","1"
"Rockdale","1,952","5","0","1","","0","4","6","4","2","0","0"
"Rock Falls","9,169","38","0","6","","5","27","134","64","69","1","4"
"Rockford","149,586","1,847","17","131","","412","1,287","6,401","1,708","4,313","380","82"
"Rock Island","38,844","157","1","14","","22","120","875","157","676","42","5"
"Rockton","7,595","9","0","1","","1","7","124","4","120","0","0"
"Rolling Meadows","24,333","16","0","4","","4","8","246","26","212","8","0"
"Roscoe","10,654","13","0","0","","1","12","95","24","68","3","1"
"Roselle","23,095","8","0","2","","1","5","246","24","212","10","3"
"Rosemont","4,244","18","0","1","","7","10","234","7","215","12","0"
"Round Lake","18,503","23","0","3","","6","14","151","16","134","1","0"
"Round Lake Beach","28,067","35","1","6","","5","23","662","60","592","10","0"
"Round Lake Heights","2,736","13","0","1","","2","10","28","4","24","0","0"
"Round Lake Park","7,352","2","0","0","","1","1","81","16","64","1","0"
"Roxana","1,500","6","0","1","","1","4","62","3","51","8","0"
"Ruma","312","0","0","0","","0","0","1","0","1","0","0"
"Sandwich","7,353","22","0","4","","0","18","77","30","47","0","0"
"Sauget","154","10","0","2","","3","5","64","2","54","8","0"
"Sauk Village","10,558","84","3","14","","33","34","494","285","184","25","5"
"Savanna","2,918","1","0","1","","0","0","61","18","41","2","0"
"Schaumburg","75,060","73","0","20","","21","32","1,870","146","1,648","76","1"
"Schiller Park","11,892","8","0","1","","2","5","262","72","172","18","0"
"Seneca","2,312","15","0","0","","0","15","58","15","43","0","0"
"Shannon","725","0","0","0","","0","0","0","0","0","0","0"
"Shiloh","12,991","24","0","9","","4","11","184","42","138","4","1"
"Shorewood","16,490","9","0","3","","2","4","136","22","106","8","2"
"Sidell","603","0","0","0","","0","0","0","0","0","0","0"
"Silvis","7,627","22","0","1","","1","20","250","29","218","3","0"
"Skokie","65,263","170","2","11","","46","111","1,353","259","1,046","48","7"
"Sleepy Hollow","3,338","1","0","0","","0","1","17","2","15","0","0"
"Smithton","3,729","2","0","0","","0","2","15","1","12","2","0"
"South Barrington","4,745","0","0","0","","0","0","56","6","50","0","0"
"South Beloit","7,744","8","0","0","","4","4","151","31","111","9","0"
"South Elgin","22,248","26","0","1","","2","23","237","27","207","3","0"
"South Holland","22,201","63","1","12","","34","16","380","82","263","35","1"
"South Jacksonville","3,281","1","0","0","","1","0","15","4","11","0","0"
"South Roxana","2,004","4","0","0","","0","4","38","20","16","2","0"
"Springfield","117,134","1,248","4","97","","258","889","5,535","1,110","4,300","125","55"
"Spring Grove","5,718","4","0","3","","0","1","41","7","34","0","1"
"Spring Valley","5,365","5","0","2","","0","3","65","10","55","0","1"
"Stanford","600","0","0","0","","0","0","6","1","5","0","0"
"St. Anne","1,233","0","0","0","","0","0","28","7","21","0","0"
"Staunton","5,077","7","0","1","","1","5","67","25","42","0","0"
"St. Charles","33,335","20","0","3","","2","15","490","63","420","7","1"
"Steger","9,561","36","0","5","","18","13","422","74","332","16","1"
"St. Elmo","1,416","3","0","1","","0","2","15","2","12","1","0"
"Sterling","15,084","33","1","11","","2","19","548","87","448","13","4"
"Stickney","6,833","8","0","1","","2","5","78","6","68","4","0"
"Stockton","1,816","6","0","1","","0","5","31","3","28","0","2"
"Streamwood","40,456","41","0","9","","8","24","664","67","575","22","0"
"Streator","13,355","27","0","5","","7","15","459","92","362","5","1"
"Summit","11,561","45","0","2","","14","29","272","34","197","41","19"
"Swansea","13,741","20","1","5","","6","8","211","38","157","16","1"
"Sycamore","17,540","16","0","1","","0","15","208","21","182","5","0"
"Taylorville","11,049","24","0","5","","2","17","141","27","104","10","3"
"Thomasboro","1,131","11","0","0","","0","11","16","6","10","0","0"
"Thornton","2,349","8","0","1","","1","6","25","4","20","1","0"
"Tilton","2,654","8","0","4","","0","4","62","16","42","4","0"
"Tinley Park","57,405","46","0","4","","16","26","929","102","801","26","4"
"Tolono","3,471","7","0","1","","0","6","26","11","15","0","0"
"Tower Lakes","1,275","0","0","0","","0","0","4","1","3","0","0"
"Troy","10,014","13","0","1","","1","11","111","28","75","8","0"
"Urbana","41,805","130","0","18","","63","49","1,467","327","1,113","27","10"
"Valmeyer","1,261","2","0","1","","0","1","20","2","18","0","0"
"Vandalia","7,045","19","0","4","","0","15","187","34","151","2","0"
"Vernon Hills","25,759","14","0","4","","1","9","517","49","464","4","5"
"Vienna","1,453","2","0","1","","0","1","8","2","6","0","0"
"Villa Park","22,136","19","0","4","","7","8","496","43","425","28","0"
"Virden","3,441","10","0","0","","0","10","45","12","32","1","0"
"Virginia","1,564","0","0","0","","0","0","1","0","1","0","0"
"Walnut","1,367","2","0","1","","0","1","14","3","11","0","0"
"Warrensburg","1,186","0","0","0","","0","0","4","1","3","0","0"
