"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Rape(reviseddefinition)1","Rape(legacydefinition)2","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Pueblo","108,591","886","10","152","","183","541","7,077","2,002","4,439","636","34"
"Rangely","2,447","4","0","2","","0","2","10","1","6","3","0"
"Rifle","9,534","19","0","8","","1","10","167","23","137","7","1"
"Rocky Ford","3,899","5","0","0","","0","5","6","4","2","0","0"
"Salida","5,454","8","1","2","","0","5","173","30","139","4","4"
"Severance","3,447","2","0","2","","0","0","13","3","10","0","0"
"Sheridan","5,923","15","0","2","","2","11","426","46","342","38","0"
"Silt","2,996","4","0","2","","0","2","48","6","42","0","2"
"Silverthorne","4,052","6","0","4","","1","1","97","8","82","7","1"
"Snowmass Village","2,876","0","0","0","","0","0","50","0","47","3","0"
"Springfield","1,411","0","0","0","","0","0","22","11","10","1","0"
"Steamboat Springs","12,114","27","0","4","","3","20","320","30","269","21","2"
"Sterling","14,584","61","2","25","","5","29","446","60","369","17","0"
"Telluride","2,343","9","0","2","","0","7","74","8","65","1","0"
"Thornton","129,442","331","6","86","","51","188","3,746","486","2,891","369","19"
"Timnath","1,946","2","0","0","","0","2","42","3","38","1","0"
"Trinidad","8,329","24","0","3","","4","17","363","100","260","3","4"
"Vail","5,316","10","0","3","","1","6","264","22","233","9","2"
"Walsenburg","2,900","15","1","3","","0","11","98","25","70","3","3"
"Westminster","112,100","259","4","40","","65","150","3,248","335","2,597","316","11"
"Wheat Ridge","31,096","103","0","12","","20","71","1,078","164","806","108","5"
"Windsor","20,861","5","0","0","","0","5","228","27","198","3","2"
"Woodland Park","7,141","20","0","1","","0","19","151","12","128","11","0"
"Wray","2,398","1","0","0","","0","1","3","2","1","0","0"
"Yuma","3,589","0","0","0","","0","0","10","3","6","1","0"
