"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Rape(reviseddefinition)1","Rape(legacydefinition)2","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Rowlett","58,474","75","2","11","","8","54","797","125","623","49","1"
"Royse City","10,491","17","0","3","","0","14","79","17","53","9","0"
"Runaway Bay","1,390","0","0","0","","0","0","3","2","1","0","0"
"Rusk","5,566","15","0","2","","0","13","84","20","59","5","1"
"Sabinal","1,694","1","0","0","","0","1","22","2","20","0","0"
"Sachse","22,434","19","0","7","","8","4","203","39","155","9","1"
"Saginaw","21,607","49","0","18","","11","20","481","53","378","50","1"
"Salado","2,155","0","0","0","","0","0","26","3","23","0","0"
"San Angelo","98,477","325","3","46","","38","238","3,786","808","2,738","240","12"
"San Antonio","1,428,465","7,704","103","1,077","","1,777","4,747","77,392","12,344","57,908","7,140","298"
"San Augustine","2,094","6","0","0","","0","6","38","12","26","0","0"
"San Benito","24,392","68","0","1","","14","53","1,100","237","843","20","2"
"Sanger","7,532","13","0","1","","0","12","124","28","85","11","0"
"San Juan","35,982","195","2","44","","17","132","1,140","155","922","63","0"
"San Marcos","56,623","180","0","43","","34","103","1,753","350","1,273","130","0"
"San Saba","3,098","4","0","1","","2","1","35","12","22","1","0"
"Sansom Park Village","4,821","31","0","1","","3","27","132","44","76","12","0"
"Santa Anna","1,047","3","0","0","","0","3","15","6","9","0","0"
"Santa Fe","12,701","22","1","5","","5","11","268","60","179","29","0"
"Schertz","36,961","65","1","13","","12","39","654","105","515","34","2"
"Schulenburg","2,904","28","1","0","","1","26","89","25","62","2","0"
"Seabrook","12,816","9","0","0","","7","2","183","37","134","12","0"
"Seagoville","15,660","22","1","0","","9","12","565","78","387","100","1"
"Seagraves","2,672","3","0","1","","0","2","34","8","22","4","0"
"Sealy","6,253","47","0","2","","4","41","193","68","113","12","0"
"Seguin","27,031","95","0","30","","19","46","988","181","780","27","5"
"Selma","8,201","16","0","4","","2","10","214","28","167","19","0"
"Seminole","7,167","2","0","1","","0","1","72","10","54","8","0"
"Seven Points","1,430","7","0","0","","2","5","67","21","42","4","0"
"Seymour","2,632","9","0","2","","0","7","69","20","47","2","0"
"Shallowater","2,526","0","0","0","","0","0","5","2","0","3","0"
"Shamrock","2,059","2","0","0","","2","0","21","7","11","3","0"
"Shavano Park","3,382","0","0","0","","0","0","55","8","46","1","0"
"Shenandoah","2,669","6","0","0","","5","1","199","25","151","23","0"
"Sherman","39,522","142","0","25","","22","95","1,150","282","818","50","2"
"Silsbee","6,708","6","0","0","","0","6","210","24","182","4","0"
"Sinton","5,745","43","0","3","","2","38","168","34","125","9","3"
"Smithville","3,953","12","1","2","","1","8","100","18","73","9","1"
"Snyder","11,610","75","2","6","","0","67","445","109","325","11","0"
"Socorro","32,624","42","0","2","","5","35","385","69","295","21","0"
"Somerset","1,722","5","0","0","","0","5","46","14","27","5","0"
"Somerville","1,347","1","0","0","","0","1","42","19","22","1","0"
"Sonora","2,923","8","0","0","","0","8","13","3","9","1","1"
"Sour Lake","1,786","4","0","0","","0","4","34","8","24","2","0"
"South Houston","17,494","81","2","3","","35","41","600","92","309","199","5"
"Southlake","28,640","7","0","0","","1","6","414","56","352","6","0"
"Southmayd","988","5","0","0","","1","4","16","3","12","1","1"
"South Padre Island","2,916","41","0","11","","8","22","551","62","476","13","0"
"Southside Place","1,800","1","0","0","","1","0","26","1","25","0","0"
"Spearman","3,328","8","0","1","","0","7","7","2","4","1","2"
"Splendora","1,664","6","0","1","","0","5","32","10","21","1","0"
"Springtown","2,737","13","0","2","","1","10","115","22","88","5","0"
"Spring Valley","4,086","5","0","1","","1","3","121","14","103","4","0"
"Spur","1,226","2","0","0","","0","2","15","11","4","0","0"
"Stafford","18,224","78","4","9","","17","48","727","103","547","77","0"
"Stagecoach","568","0","0","0","","0","0","6","5","1","0","0"
"Stamford","3,017","2","0","0","","1","1","74","27","44","3","2"
"Stanton","2,836","1","0","0","","0","1","30","1","27","2","0"
"Stephenville","18,947","36","0","6","","0","30","427","57","351","19","1"
"Stratford","2,087","1","0","0","","1","0","5","2","2","1","0"
"Sugar Land","85,055","99","1","6","","36","56","1,400","220","1,132","48","2"
"Sullivan City","4,141","15","0","2","","1","12","57","28","27","2","0"
"Sulphur Springs","15,967","36","0","8","","6","22","210","38","157","15","3"
"Sunrise Beach Village","720","0","0","0","","0","0","7","2","5","0","0"
"Sunset Valley","693","5","0","0","","5","0","121","1","119","1","0"
"Surfside Beach","523","4","0","0","","2","2","10","4","5","1","0"
"Sweeny","3,733","17","1","4","","1","11","102","30","70","2","0"
"Taft","3,072","13","0","3","","1","9","63","25","38","0","0"
"Tahoka","2,559","5","0","0","","2","3","28","9","16","3","0"
"Tatum","1,386","11","1","0","","0","10","42","8","32","2","0"
"Taylor","16,449","61","0","9","","4","48","445","171","264","10","0"
"Teague","3,575","16","1","0","","2","13","71","33","33","5","3"
"Temple","71,049","175","5","21","","62","87","2,421","494","1,804","123","4"
"Terrell","16,466","92","0","13","","15","64","567","142","384","41","3"
"Terrell Hills","5,138","0","0","0","","0","0","105","62","41","2","0"
"Texarkana","37,687","325","1","41","","64","219","2,393","512","1,699","182","13"
"Texas City","46,273","150","2","10","","48","90","1,652","271","1,272","109","0"
"The Colony","40,228","54","0","17","","9","28","385","88","273","24","1"
"Thorndale","1,298","1","0","0","","1","0","22","4","17","1","0"
"Thrall","909","0","0","0","","0","0","15","3","8","4","1"
"Three Rivers","1,942","28","0","0","","1","27","68","30","36","2","0"
"Tioga","820","0","0","0","","0","0","11","8","3","0","0"
"Tomball","11,214","43","0","8","","15","20","526","64","433","29","0"
"Tool","2,243","3","0","1","","0","2","33","14","16","3","0"
"Trinity","2,662","9","0","0","","3","6","82","18","58","6","1"
"Trophy Club","11,129","7","0","2","","0","5","66","12","53","1","0"
"Troy","1,741","2","0","0","","0","2","35","6","28","1","0"
"Tulia","4,882","20","0","1","","0","19","72","14","58","0","0"
"Tye","1,222","4","0","0","","1","3","32","5","21","6","0"
"Universal City","19,570","45","1","4","","15","25","405","89","284","32","1"
"University Park","24,219","4","0","1","","0","3","302","43","253","6","1"
"Uvalde","16,411","75","0","5","","6","64","783","148","621","14","2"
"Valley Mills","1,165","5","0","0","","2","3","17","5","12","0","0"
"Van","2,653","12","0","0","","0","12","94","22","67","5","0"
"Van Alstyne","3,107","4","0","1","","1","2","20","3","15","2","0"
"Venus","3,168","3","0","0","","0","3","22","3","16","3","0"
"Vernon","10,589","23","0","6","","1","16","295","59","220","16","3"
"Victoria","65,726","338","2","67","","38","231","2,281","437","1,774","70","13"
"Vidor","10,954","52","1","1","","4","46","423","78","312","33","0"
"Waco","129,944","576","6","101","","138","331","5,009","1,373","3,434","202","32"
"Wake Village","5,487","10","0","0","","3","7","132","31","94","7","0"
"Waller","2,415","10","0","2","","2","6","85","27","51","7","1"
"Wallis","1,274","6","0","0","","1","5","22","4","17","1","0"
"Watauga","24,348","23","0","3","","4","16","432","62","349","21","0"
"Waxahachie","32,053","29","0","0","","12","17","984","135","805","44","5"
"Weatherford","27,427","47","0","6","","7","34","693","85","590","18","1"
"Webster","11,099","28","0","10","","10","8","580","74","450","56","0"
"Weimar","2,139","5","0","1","","3","1","32","8","24","0","0"
"Weslaco","37,458","452","1","18","","55","378","2,653","467","2,117","69","4"
"West","2,839","2","0","0","","1","1","33","11","21","1","0"
"West Columbia","3,912","17","0","1","","4","12","101","26","73","2","0"
"West Orange","3,446","11","0","2","","6","3","317","15","287","15","0"
"Westover Hills","715","1","0","0","","0","1","22","9","13","0","1"
"West Tawakoni","1,603","0","0","0","","0","0","18","5","13","0","0"
"West University Place","15,509","2","0","0","","1","1","169","67","95","7","0"
"Westworth","2,615","8","0","0","","5","3","244","10","231","3","0"
"Wharton","8,738","43","0","0","","8","35","207","33","167","7","0"
"Whitehouse","8,009","18","1","5","","0","12","92","21","66","5","1"
"White Oak","6,372","4","0","0","","0","4","76","12","56","8","0"
"Whitesboro","3,864","12","0","1","","2","9","44","15","26","3","1"
"White Settlement","16,855","30","0","0","","9","21","491","110","353","28","1"
"Whitewright","1,613","11","0","1","","0","10","28","10","16","2","1"
"Whitney","2,081","3","0","0","","1","2","64","8","56","0","0"
"Wichita Falls","104,949","426","2","87","","130","207","4,258","939","3,082","237","0"
"Willis","6,127","47","0","9","","8","30","173","51","113","9","1"
"Willow Park","4,595","1","0","0","","0","1","46","13","32","1","0"
"Wills Point","3,511","5","0","0","","1","4","69","33","35","1","0"
