"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Rape(reviseddefinition)1","Rape(legacydefinition)2","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Oneida","3,728","14","0","0","","0","14","125","9","111","5","0"
"Paris","10,166","43","0","4","","9","30","509","111","386","12","0"
"Parsons","2,345","5","0","1","","0","4","41","13","26","2","0"
"Petersburg","549","0","0","0","","0","0","8","0","8","0","0"
"Pigeon Forge","6,075","36","0","8","","10","18","410","86","288","36","1"
"Pikeville","1,613","8","0","0","","0","8","43","19","21","3","2"
"Piperton","1,528","2","0","0","","0","2","17","0","15","2","0"
"Pittman Center","548","0","0","0","","0","0","2","1","1","0","0"
"Plainview","2,065","6","0","0","","0","6","37","13","23","1","0"
"Pleasant View","4,238","3","0","0","","0","3","64","13","45","6","0"
"Portland","12,111","71","2","5","","5","59","331","73","242","16","3"
"Powells Crossroads","1,327","0","0","0","","0","0","0","0","0","0","0"
"Pulaski","7,590","48","0","5","","4","39","391","55","327","9","1"
"Puryear","667","2","0","0","","0","2","6","3","3","0","0"
"Red Bank","11,872","67","1","5","","8","53","511","96","388","27","1"
"Red Boiling Springs","1,129","7","0","0","","2","5","45","15","27","3","0"
"Ridgely","1,759","2","0","0","","0","2","33","0","32","1","0"
"Ridgetop","1,953","3","0","0","","0","3","12","1","11","0","0"
"Ripley","8,392","157","0","3","","18","136","380","161","207","12","3"
"Rockwood","5,435","27","0","1","","2","24","376","62","302","12","0"
"Rocky Top","1,776","4","0","0","","2","2","100","17","80","3","0"
"Rogersville","4,435","16","0","0","","2","14","258","49","204","5","1"
"Rossville","682","0","0","0","","0","0","6","0","6","0","1"
"Rutherford","1,116","7","0","0","","0","7","14","2","12","0","0"
"Rutledge","1,135","3","0","0","","0","3","27","4","21","2","0"
"Saltillo","514","2","0","0","","0","2","8","3","3","2","0"
"Savannah","7,134","41","0","4","","8","29","512","92","409","11","1"
"Scotts Hill","982","0","0","0","","0","0","5","3","0","2","0"
"Selmer","4,529","26","0","1","","2","23","162","32","127","3","0"
"Sevierville","16,321","91","0","10","","5","76","727","92","597","38","2"
"Sewanee","2,385","4","0","3","","0","1","60","10","50","0","0"
"Sharon","920","1","0","0","","0","1","21","4","17","0","0"
"Shelbyville","20,858","133","0","17","","9","107","594","135","433","26","1"
"Signal Mountain","8,517","1","0","0","","0","1","59","24","35","0","2"
"Smithville","4,686","32","0","1","","4","27","177","33","140","4","0"
"Smyrna","43,823","135","2","8","","14","111","1,119","111","973","35","4"
"Sneedville","1,359","4","0","0","","0","4","60","9","50","1","0"
"Soddy-Daisy","13,170","30","1","2","","1","26","352","54","272","26","0"
"South Carthage","1,329","1","0","1","","0","0","33","9","22","2","0"
"South Fulton","2,292","20","0","1","","0","19","65","19","45","1","0"
"South Pittsburg","3,120","5","0","1","","0","4","25","7","15","3","0"
"Sparta","5,145","10","0","1","","2","7","333","70","240","23","1"
"Spencer","1,615","2","0","0","","1","1","23","7","15","1","0"
"Spring City","2,019","2","0","1","","0","1","57","11","40","6","1"
"Springfield","16,696","167","5","16","","35","111","796","59","714","23","2"
"Spring Hill","33,472","37","0","3","","6","28","339","47","284","8","0"
"St. Joseph","779","0","0","0","","0","0","11","5","6","0","0"
"Sunbright","546","0","0","0","","0","0","0","0","0","0","0"
"Surgoinsville","1,796","1","0","0","","0","1","16","2","14","0","0"
"Sweetwater","5,924","40","0","2","","1","37","275","63","199","13","1"
"Tazewell","2,183","10","0","1","","0","9","92","21","67","4","0"
"Tellico Plains","897","2","0","0","","1","1","27","8","16","3","0"
"Tiptonville","4,418","11","0","0","","1","10","63","24","39","0","0"
"Toone","351","3","0","0","","1","2","4","2","1","1","0"
"Townsend","453","0","0","0","","0","0","10","5","5","0","0"
"Tracy City","1,450","12","0","0","","1","11","46","9","31","6","1"
"Trenton","4,173","60","0","2","","3","55","174","25","146","3","1"
"Trezevant","848","1","0","0","","0","1","31","7","24","0","0"
"Trimble","626","0","0","0","","0","0","6","2","3","1","0"
"Troy","1,335","2","0","0","","0","2","28","8","19","1","0"
"Tullahoma","18,887","106","1","2","","9","94","757","139","586","32","1"
"Tusculum","2,662","1","1","0","","0","0","10","3","7","0","0"
"Union City","10,707","60","0","2","","10","48","678","122","542","14","1"
"Vonore","1,487","8","0","0","","1","7","61","6","53","2","0"
"Wartburg","913","0","0","0","","0","0","5","0","4","1","0"
"Wartrace","646","0","0","0","","0","0","3","0","3","0","0"
"Watauga","453","0","0","0","","0","0","2","1","1","0","0"
"Watertown","1,506","6","0","1","","0","5","17","5","12","0","2"
"Waverly","4,135","7","0","3","","1","3","65","14","49","2","1"
"Waynesboro","2,434","3","0","0","","0","3","30","2","27","1","0"
"Westmoreland","2,264","8","0","0","","1","7","43","5","37","1","0"
"White Bluff","3,324","7","0","1","","0","6","51","6","40","5","1"
"White House","10,863","21","0","4","","0","17","223","25","191","7","2"
"White Pine","2,234","7","0","0","","0","7","83","5","76","2","0"
"Whiteville","4,559","10","0","1","","0","9","50","14","35","1","0"
"Whitwell","1,707","8","0","1","","0","7","31","3","24","4","0"
"Winchester","8,530","53","0","2","","5","46","280","38","231","11","0"
"Winfield","953","4","0","1","","0","3","21","7","12","2","0"
"Woodbury","2,734","15","0","0","","0","15","25","8","14","3","0"
