"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Rape(reviseddefinition)1","Rape(legacydefinition)2","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Miller","689","7","0","2","","0","5","8","5","2","1","0"
"Miner","974","23","0","1","","1","21","60","4","47","9","0"
"Miramiguoa","120","0","0","0","","0","0","3","2","0","1","0"
"Moberly","13,679","18","0","4","","5","9","414","54","348","12","2"
"Moline Acres","2,438","11","0","1","","4","6","93","23","58","12","1"
"Monett","8,949","18","0","1","","5","12","337","85","241","11","2"
"Monroe City","2,496","0","0","0","","0","0","24","8","14","2","0"
"Montgomery City","2,786","10","0","0","","1","9","47","10","33","4","0"
"Morehouse","925","0","0","0","","0","0","3","1","2","0","0"
"Mosby","199","1","0","0","","0","1","16","2","14","0","0"
"Moscow Mills","2,517","7","0","1","","1","5","39","7","31","1","0"
"Mound City","1,065","1","0","0","","0","1","19","4","12","3","0"
"Mountain Grove","4,710","19","0","1","","0","18","138","22","110","6","0"
"Mountain View","2,704","20","0","0","","1","19","118","24","87","7","0"
"Mount Vernon","4,519","22","0","0","","0","22","83","21","61","1","1"
"Napoleon","220","0","0","0","","0","0","1","0","1","0","0"
"Neosho","12,234","30","0","3","","3","24","568","93","443","32","1"
"Nevada","8,257","62","0","3","","2","57","569","120","424","25","10"
"New Bloomfield","681","0","0","0","","0","0","0","0","0","0","0"
"Newburg","456","0","0","0","","0","0","0","0","0","0","0"
"New Florence","737","1","0","1","","0","0","15","3","9","3","0"
"New Franklin","1,104","3","0","0","","0","3","29","11","17","1","0"
"New Haven","2,099","3","0","1","","0","2","33","2","30","1","0"
"New Madrid","3,007","4","0","0","","0","4","35","6","28","1","0"
"Niangua","402","0","0","0","","0","0","0","0","0","0","0"
"Nixa","20,469","24","1","2","","3","18","318","38","260","20","0"
"Noel","1,803","1","0","0","","0","1","30","12","15","3","2"
"Normandy","4,982","20","0","3","","6","11","115","24","81","10","1"
"North Kansas City","4,345","22","0","0","","11","11","313","33","228","52","0"
"Northmoor","329","0","0","0","","0","0","27","11","14","2","1"
"Northwoods","4,202","49","2","3","","15","29","137","46","75","16","0"
"Oak Grove","7,874","14","0","3","","0","11","161","35","117","9","0"
"Oakland","1,381","3","0","0","","1","2","4","1","2","1","0"
"Oakview Village","391","2","0","0","","0","2","1","0","1","0","0"
"O'Fallon","83,550","60","0","9","","9","42","1,079","101","954","24","1"
"Old Monroe","280","0","0","0","","0","0","0","0","0","0","0"
"Olivette","7,840","16","0","3","","1","12","173","43","125","5","0"
"Oran","1,290","0","0","0","","0","0","0","0","0","0","0"
"Oregon","780","0","0","0","","0","0","3","1","1","1","0"
"Oronogo","2,333","0","0","0","","0","0","21","1","18","2","0"
"Orrick","817","2","0","0","","0","2","5","1","3","1","1"
"Osage Beach","4,377","12","0","0","","1","11","279","31","244","4","0"
"Osceola","917","2","0","0","","0","2","17","6","9","2","0"
"Overland","15,997","55","1","9","","16","29","602","87","493","22","3"
"Owensville","2,612","1","0","0","","0","1","9","1","7","1","0"
"Ozark","18,775","48","1","2","","4","41","556","71","464","21","2"
"Pacific","7,095","22","2","1","","1","18","159","27","122","10","0"
"Pagedale","3,307","19","0","0","","9","10","140","41","93","6","2"
"Palmyra","3,635","0","0","0","","0","0","88","5","82","1","0"
"Park Hills","8,651","7","0","3","","3","1","190","27","144","19","0"
"Parkville","6,018","3","0","2","","0","1","112","8","104","0","0"
"Parma","669","5","0","1","","1","3","12","1","11","0","0"
"Pasadena Park","465","0","0","0","","0","0","12","4","7","1","0"
"Peculiar","4,842","3","0","0","","0","3","82","12","66","4","0"
"Perryville","8,359","26","0","4","","2","20","150","23","118","9","1"
"Pevely","5,587","10","0","3","","0","7","111","11","92","8","0"
"Piedmont","1,972","1","0","0","","0","1","34","8","25","1","2"
"Pierce City","1,263","0","0","0","","0","0","29","7","19","3","0"
