"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Rape(reviseddefinition)1","Rape(legacydefinition)2","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Raymond","10,247","16","0","6","","1","9","133","30","102","1","1"
"Rindge","5,865","6","0","4","","0","2","89","13","75","1","2"
"Rochester","29,746","115","1","14","","30","70","1,245","129","1,093","23","7"
"Rollinsford","2,522","2","0","1","","1","0","23","6","16","1","0"
"Rye","5,344","2","0","0","","0","2","58","7","51","0","1"
"Salem","28,921","56","0","6","","21","29","750","50","675","25","2"
"Sanbornton","2,973","6","0","3","","1","2","44","13","31","0","1"
"Sandown","6,239","3","0","3","","0","0","41","6","30","5","0"
"Sandwich","1,316","0","0","0","","0","0","30","11","19","0","0"
"Somersworth","11,736","66","0","16","","17","33","465","73","388","4","2"
"South Hampton","818","0","0","0","","0","0","5","2","3","0","0"
"Strafford","4,030","1","0","0","","0","1","27","6","21","0","0"
"Stratham","7,367","4","0","3","","0","1","63","10","50","3","0"
"Sugar Hill","572","0","0","0","","0","0","10","2","7","1","0"
"Sunapee","3,346","4","0","0","","0","4","21","6","15","0","0"
"Thornton","2,507","2","0","0","","0","2","20","7","13","0","0"
"Tilton","3,585","12","0","4","","4","4","257","18","235","4","1"
"Wakefield","4,997","9","0","2","","0","7","87","26","56","5","0"
"Warner","2,873","2","0","2","","0","0","21","4","16","1","0"
"Washington","1,106","2","0","0","","0","2","19","11","7","1","0"
"Waterville Valley","248","0","0","0","","0","0","31","12","19","0","1"
"Weare","8,916","9","0","1","","0","8","49","15","32","2","1"
"Webster","1,908","1","0","0","","0","1","20","4","15","1","0"
"Wilton","3,668","0","0","0","","0","0","76","14","61","1","0"
"Winchester","4,265","11","0","2","","0","9","93","21","71","1","1"
"Windham","14,259","4","0","0","","1","3","99","20","76","3","2"
"Wolfeboro","6,202","2","0","0","","1","1","92","22","69","1","2"
"Woodstock","1,388","4","0","0","","0","4","32","6","25","1","0"
