"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Alamogordo","36,688","111","0","25","9","77","1,019","121","860","38","5"
"Albuquerque","490,631","4,670","53","285","1,150","3,182","30,243","5,744","20,703","3,796","60"
"Angel Fire","1,061","0","0","0","0","0","20","4","16","0","0"
"Bayard","2,406","11","0","0","0","11","31","7","23","1","0"
"Belen","7,038","120","1","3","22","94","1,070","377","521","172","0"
"Bloomfield","7,335","106","0","2","5","99","298","55","208","35","2"
"Bosque Farms","3,938","9","0","2","1","6","59","10","41","8","1"
"Carrizozo","1,067","7","0","0","0","7","24","10","12","2","0"
"Clovis","33,499","240","2","21","34","183","2,031","624","1,285","122","24"
"Corrales","7,716","3","0","0","0","3","93","35","54","4","1"
"Deming","14,840","53","0","2","6","45","618","186","331","101","6"
"Dexter","1,241","7","0","0","0","7","37","16","19","2","1"
"Eunice","2,622","3","0","0","0","3","57","22","31","4","1"
"Farmington2","42,980"," ","3","66","27"," ","1,523","412","918","193","6"
"Gallup","19,975","339","1","20","50","268","1,875","266","1,487","122","4"
"Grants","9,160","62","1","0","11","50","384","160","184","40","4"
"Hobbs","29,087","333","4","22","20","287","2,478","324","2,088","66","5"
"Jal","2,037","2","0","0","0","2","9","1","7","1","0"
"Las Cruces","80,573","465","5","96","101","263","3,949","750","2,954","245","15"
"Las Vegas","14,216","199","1","10","14","174","656","159","450","47","8"
"Los Alamos","19,044","19","0","0","0","19","261","65","178","18","0"
"Los Lunas","11,903","215","1","6","4","204","462","100","291","71","0"
"Lovington","9,679","44","0","1","2","41","334","147","177","10","0"
"Milan","2,560","20","0","1","1","18","122","45","73","4","0"
"Moriarty","1,836","11","0","2","1","8","102","45","52","5"," "
"Red River","501","4","0","0","0","4","18","3","13","2","0"
"Rio Rancho","62,770","204","3","9","15","177","1,395","404","870","121","13"
"Roswell","45,668","438","10","30","24","374","3,192","745","2,317","130","24"
"Ruidoso Downs","1,946","31","0","3","1","27","171","23","141","7","1"
"Santa Fe","68,938","379","5","44","70","260","4,022","1,837","1,978","207","3"
"Silver City","10,042","66","1","5","9","51","722","160","511","51","2"
"Socorro","8,839","123","0","0","1","122","379","67","304","8","2"
"Tatum","699","2","0","0","0","2","13","8","5","0","0"
"Truth or Consequences","7,257","61","0","0","3","58","283","55","213","15"," "
