"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Afton","1,807","10","1","0","0","9","31","10","21","0","0"
"Baggs","356","0","0","0","0","0","2","0","2","0","4"
"Basin","1,222","4","0","1","0","3","26","9","14","3","0"
"Buffalo","4,279","21","0","0","1","20","118","10","101","7","0"
"Casper","51,520","135","2","7","14","112","2,699","525","2,077","97","21"
"Cheyenne","55,664","97","4","12","17","64","2,585","272","2,222","91","7"
"Cody","9,099","21","0","5","0","16","259","34","218","7","0"
"Diamondville","702","1","0","0","0","1","21","15","5","1","0"
"Douglas","5,519","11","0","1","0","10","143","23","114","6","1"
"Evanston","11,469","7","0","0","3","4","505","54","420","31","0"
"Evansville","2,319","3","0","0","1","2","142","24","103","15","0"
"Gillette","22,382","39","0","3","5","31","933","79","822","32","7"
"Glenrock","2,313","4","0","0","0","4","36","8","26","2","1"
"Green River","11,871","34","0","1","0","33","396","68","309","19","1"
"Guernsey","1,127","4","0","1","0","3","22","6","10","6","1"
"Hanna","871","2","0","0","0","2","6","3","3","0","0"
"Jackson","9,015","44","0","12","2","30","362","59","282","21","1"
"Kemmerer","2,575","3","0","0","0","3","39","4","35","0","0"
"La Barge","421","0","0","0","0","0","4","0","2","2","0"
"Lander","6,926","15","0","0","0","15","266","31","228","7","0"
"Laramie","26,585","26","2","0","1","23","824","91","700","33","2"
"Lovell","2,323","6","0","3","0","3","41","5","35","1","0"
"Lusk","1,348","3","0","0","0","3","15","8","7","0","0"
"Mills","2,891","9","0","0","0","9","132","23","102","7","0"
"Moorcroft","821","0","0","0","0","0","5","3","2","0","0"
"Newcastle","3,225","9","0","1","1","7","106","30","76","0","0"
"Pine Bluffs","1,187","4","0","0","1","3","41","8","31","2","0"
"Powell","5,279","14","0","5","0","9","233","37","193","3","1"
"Rawlins","8,680","34","0","3","4","27","422","57","332","33","1"
"Riverton","9,440","30","1","6","6","17","542","61","462","19","0"
"Rock Springs","18,848","110","1","10","7","92","800","151","600","49","5"
"Saratoga","1,719","13","0","0","0","13","59","3","56","0","0"
"Sheridan","16,206","22","0","2","1","19","450","40","392","18","0"
"Sundance","1,168","5","0","0","0","5","29","4","24","1","0"
"Thermopolis","2,969","4","0","1","0","3","95","5","89","1","0"
"Torrington","5,590","33","0","2","1","30","191","33","149","9","0"
"Wheatland","3,519","9","0","4","0","5","93","9","81","3","0"
"Worland","5,007","17","0","0","0","17","40","10","29","1","0"
