"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Adairsville","3,122","8","0","2","3","3","333","55","250","28","0"
"Albany","78,353","516","8","40","216","252","4,991","1,704","2,958","329","21"
"Alpharetta","35,188","84","1","4","19","60","1,469","182","1,198","89","3"
"Americus","17,198","81","0","0","15","66","1,122","332","765","25","10"
"Aragon","1,085","2","0","0","2","0","40","5","35","0","0"
"Athens-Clarke County","105,727","357","5","41","135","176","5,593","1,047","4,185","361","30"
"Atlanta","430,666","7,213","90","223","2,861","4,039","31,397","6,648","18,993","5,756","198"
"Attapulgus","498","0","0","0","0","0","7","3","4","0","0"
"Auburn","7,128","21","0","1","10","10","200","64","119","17","0"
"Austell","6,697","78","0","3","5","70","407","65","304","38","1"
"Avondale Estates","2,699","1","0","0","1","0","79","19","52","8"," "
"Bainbridge","12,439","165","1","5","24","135","968","147","798","23","2"
"Baldwin","2,759","4","0","0","0","4","96","13","75","8","0"
"Baxley","4,577","63","0","1","3","59","270","68","188","14","0"
"Blackshear","3,447","21","0","0","5","16","558","44","498","16","0"
"Blairsville","738","0","0","0","0","0","0","0","0","0","0"
"Blythe","809","0","0","0","0","0","6","2","3","1","0"
"Broxton","1,504","16","0","0","0","16","148","14","127","7","0"
"Brunswick","16,418","388","0","15","64","309","1,331","331","935","65","3"
"Buchanan","1,029","5","0","1","0","4","91","14","67","10","0"
"Cairo","9,621","51","0","2","16","33","475","133","317","25","4"
"Calhoun","13,464","51","0","5","21","25","1,155","177","940","38","1"
"Cartersville","17,882","84","1","5","21","57","1,212","252","801","159","5"
"Cave Spring","1,022","3","0","0","0","3","24","4","18","2","0"
"Chamblee","9,363","109","0","0","85","24","743","127","512","104","1"
"Clarkston","7,303","66","0","1","26","39","318","99","140","79","0"
"Clayton","2,138","16","0","0","1","15","95","7","80","8","0"
"Cochran","4,750","13","1","0","4","8","231","52","177","2","1"
