"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Albany","44,456","63","0","8","22","33","3,114","337","2,446","331","14"
"Amity","1,478","1","0","0","0","1","70","11","57","2","1"
"Ashland","21,023","35","0","16","5","14","807","121","658","28","7"
"Astoria","9,884","18","0","3","5","10","556","124","401","31","3"
"Athena","1,237","0","0","0","0","0","13","5","5","3","0"
"Aumsville","3,209","8","0","0","0","8","64","13","45","6","0"
"Aurora","733","3","0","0","1","2","33","4","26","3","1"
"Baker City","9,872","8","0","2","3","3","288","59","215","14","1"
"Bandon","2,908","2","0","2","0","0","58","15","41","2","1"
"Beaverton","83,979","189","1","32","43","113","2,957","340","2,301","316","19"
"Bend","63,751","133","2","21","19","91","3,159","509","2,401","249","23"
"Black Butte"," ","0","0","0","0","0","3","0","2","1","0"
"Brookings","6,200","3","0","0","3","0","216","23","175","18","2"
"Burns","2,891","7","0","2","1","4","97","29","62","6","0"
"Canby","14,905","22","0","5","3","14","454","56","374","24","6"
"Cannon Beach","1,680","0","0","0","0","0","43","7","35","1","0"
"Central Point","15,348","3","0","0","1","2","438","76","338","24","0"
"Clatskanie","1,636","0","0","0","0","0","39","8","30","1","0"
"Coburg","1,009","2","0","0","1","1","38","8","25","5","0"
"Columbia City","1,785","0","0","0","0","0","13","0","13","0","0"
"Condon","728","2","0","0","2","0","1","0","1","0","0"
"Coos Bay","15,766","29","1","6","8","14","714","158","514","42","6"
"Coquille","4,258","8","0","1","1","6","71","11","55","5","0"
"Cornelius","10,480","9","0","4","1","4","310","59","223","28","3"
"Corvallis","51,031","69","1","11","18","39","1,994","247","1,656","91","18"
"Cottage Grove","8,743","23","0","4","6","13","547","85","373","89","14"
"Creswell","4,302","15","0","3","2","10","178","51","102","25","0"
"Dallas","13,635","24","1","3","2","18","430","67","324","39","5"
"Eagle Point","7,049","6","2","3","0","1","173","16","142","15","0"
"Elgin","1,655","1","0","1","0","0","28","10","16","2","1"
"Enterprise","1,818","10","0","0","1","9","45","11","32","2","0"
"Estacada","2,447","12","0","1","5","6","227","50","146","31","1"
"Eugene","144,526","328","5","54","119","150","9,902","1,603","6,639","1,660","72"
"Fairview","9,375","17","0","1","6","10","437","69","276","92","0"
"Florence","7,763","9","0","3","1","5","411","67","317","27","3"
"Forest Grove","19,510","22","1","3","10","8","926","129","707","90","6"
"Gaston","770","0","0","0","0","0","21","3","14","4","0"
"Gearhart","1,030","0","0","0","0","0","26","8","18","0","0"
"Gervais","2,216","6","0","0","3","3","130","34","65","31","2"
"Gladstone","12,288","19","0","6","8","5","471","66","341","64","7"
"Gold Beach","1,940","7","0","0","0","7","50","13","30","7","0"
"Grants Pass","27,547","37","2","10","14","11","1,742","140","1,459","143","9"
"Gresham","96,609","500","3","69","148","280","5,347","882","3,216","1,249","37"
"Hermiston","14,626","19","0","4","9","6","1,051","179","771","101","1"
"Hillsboro","82,912","163","2","30","63","68","3,647","473","2,807","367","13"
"Hines","1,567","2","0","0","0","2","9","5","4","0","0"
"Hubbard","2,580","7","0","1","1","5","46","6","33","7","0"
"Independence","7,650","16","0","3","1","12","248","35","197","16","0"
"Jacksonville","2,271","3","0","0","0","3","31","3","27","1","0"
"John Day","1,650","0","0","0","0","0","39","13","24","2","0"
"Junction City","5,297","4","0","0","1","3","69","15","50","4","0"
"Keizer","34,859","86","1","9","12","64","999","164","717","118","13"
"King City","2,053","0","0","0","0","0","63","9","51","3","1"
"Klamath Falls","19,949","47","2","9","29","7","895","224","584","87","3"
"La Grande","12,531","21","0","3","5","13","300","67","214","19","2"
"Lake Oswego","36,838","8","0","1","1","6","551","124","397","30","14"
"Lakeview","2,451","10","0","1","0","9","107","31","68","8","0"
"Lebanon","13,690","34","0","6","13","15","1,092","181","860","51","8"
"Lincoln City","7,623","32","0","3","4","25","536","90","420","26","4"
"Madras","5,213","26","0","1","2","23","312","64","220","28","2"
"Manzanita","605","1","0","0","0","1","36","6","28","2","0"
"McMinnville","29,348","46","1","8","16","21","985","125","800","60","10"
"Medford","68,979","325","1","28","53","243","4,290","556","3,455","279","37"
"Milton-Freewater","6,546","13","0","3","2","8","306","69","223","14","2"
"Milwaukie","21,023","30","1","5","9","15","891","90","685","116","6"
"Molalla","6,397","15","0","4","1","10","270","32","220","18","2"
"Monmouth","8,497","9","1","2","1","5","278","58","210","10","1"
"Mount Angel","3,382","10","0","1","0","9","134","31","96","7","2"
"Myrtle Point","2,510","2","0","1","1","0","24","7","16","1","0"
"Newberg","23,504","31","1","10","5","15","755","133","576","46","7"
"Newport","9,751","57","0","7","5","45","827","133","633","61","13"
"North Bend","9,783","7","0","1","5","1","432","103","299","30","9"
"Oakridge","3,176","1","0","0","1","0","126","37","83","6","0"
"Ontario","11,296","48","0","4","8","36","768","80","643","45","5"
"Oregon City","30,152","29","0","7","12","10","1,329","186","1,024","119","6"
"Pendleton","16,820","64","0","14","10","40","1,029","167","795","67","2"
"Philomath","4,265","6","0","1","0","5","145","26","117","2","1"
"Phoenix","4,436","2","0","1","0","1","172","17","148","7","2"
"Pilot Rock","1,550","0","0","0","0","0","20","10","7","3","0"
"Portland","540,389","3,858","20","325","1,137","2,376","37,645","6,121","25,794","5,730","375"
"Prineville","8,686","113","0","7","0","106","391","59","315","17","6"
"Rainier","1,822","1","0","0","0","1","53","18","31","4","0"
"Redmond","18,250","47","0","10","11","26","1,362","243","1,015","104","11"
"Reedsport","4,405","2","0","0","0","2","170","38","119","13","1"
"Rockaway Beach","1,297","3","0","0","0","3","63","18","43","2","0"
"Rogue River","1,940","1","0","1","0","0","88","11","71","6","0"
"Roseburg","20,711","46","0","6","16","24","1,220","185","962","73","23"
"Salem","148,009","706","3","53","134","516","9,004","1,170","6,752","1,082","32"
"Sandy","7,642","5","0","1","1","3","315","31","256","28","0"
"Scappoose","5,780","4","0","3","1","0","170","18","142","10","2"
"Seaside","6,101","20","0","5","7","8","661","99","545","17","2"
"Shady Cove","2,344","1","0","0","0","1","71","19","46","6","1"
"Sherwood","14,728","5","0","3","2","0","273","47","210","16","3"
"Silverton","8,221","11","0","1","2","8","311","73","221","17","1"
"Springfield","55,760","195","0","10","36","149","4,859","814","3,207","838","33"
"Stayton","7,217","24","0","6","3","15","391","71","295","25","4"
"St. Helens","11,580","19","0","3","0","16","367","60","290","17","6"
"Sunriver"," ","1","0","0","0","1","97","13","82","2"," "
"Sutherlin","7,350","14","0","2","2","10","297","76","204","17","1"
"Sweet Home","8,404","45","0","3","5","37","823","194","591","38","1"
"The Dalles","12,102","26","1","3","6","16","734","126","566","42","5"
"Tigard","47,466","103","0","16","29","58","2,289","307","1,824","158","16"
"Tillamook","4,534","2","0","0","1","1","296","41","242","13","0"
"Toledo","3,468","3","0","0","3","0","181","36","134","11","1"
"Troutdale","14,901","20","0","3","11","6","543","72","398","73","6"
"Tualatin","25,595","35","0","7","11","17","841","119","636","86","0"
"Turner","1,559","1","0","0","0","1","47","14","29","4","0"
"Umatilla","6,132","12","1","0","2","9","141","26","96","19","0"
"Veneta","3,227","44","0","8","2","34","273","114","114","45","9"
"Vernonia","2,293","0","0","0","0","0","27","7","19","1","3"
"Warrenton","4,322","2","0","1","1","0","120","42","69","9","1"
"West Linn","25,375","19","0","1","3","15","329","52","247","30","7"
"Weston","725","2","0","1","1","0","69","14","48","7","0"
"Wilsonville","15,715","18","0","3","6","9","730","78","582","70","2"
"Winston","4,810","2","0","0","2","0","197","38","139","20","2"
"Woodburn","22,433","69","0","7","21","41","1,319","234","900","185","5"
"Yamhill","820","0","0","0","0","0","10","3","5","2","0"
