"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Alexandria","6,010","18","1","0","6","11","320","46","269","5","2"
"Anderson","58,262","150","2","19","63","66","2,688","611","1,886","191","26"
"Angola","7,838","4","0","0","0","4","490","39","440","11","0"
"Attica","3,460","3","0","0","1","2","124","30","88","6","1"
"Auburn","12,731","17","0","1","9","7","459","65","374","20","1"
"Bargersville","2,382","0","0","0","0","0","0","0","0","0","0"
"Bedford","13,645","9","0","1","1","7","416","47","331","38","1"
"Beech Grove","14,315","27","0","4","18","5","462","99","309","54","1"
"Berne","4,191","5","0","1","1","3","66","16","47","3","0"
"Bloomington","69,158","171","0","25","54","92","2,683","566","1,969","148","13"
"Bluffton","9,509","4","0","0","2","2","200","32","164","4","0"
"Boonville","6,868","0","0","0","0","0","158","6","151","1","0"
"Brazil","8,289","4","0","0","1","3","173","37","121","15","1"
"Bremen","4,666","2","0","1","0","1","75","10","62","3","1"
"Brownsburg","17,719","2","0","0","0","2","304","37","253","14","1"
"Burns Harbor","781","0","0","0","0","0","30","6","20","4","0"
"Carmel","58,519","24","0","8","6","10","989","134","814","41","4"
"Charlestown","8,015","11","0","1","0","10","260","65","177","18","0"
"Chesterfield","2,844","1","0","0","1","0","142","19","119","4","0"
"Chesterton","11,634","12","0","0","5","7","320","66","228","26","3"
"Clarks Hill","666","0","0","0","0","0","10","8","2","0","2"
"Clarksville","21,253","77","0","12","42","23","1,890","250","1,473","167","1"
"Clinton","4,938","7","0","0","0","7","83","11","59","13","5"
"Columbia City","7,807","15","0","1","0","14","78","12","57","9","0"
"Columbus","39,467","81","0","7","18","56","2,488","247","2,115","126","19"
"Connersville","14,525","44","3","4","9","28","1,036","158","827","51","1"
"Corydon","2,788","1","0","0","1","0","61","12","44","5","0"
"Crawfordsville","15,171","17","0","6","1","10","914","190","704","20","0"
"Crown Point","21,942","17","1","2","4","10","417","53","314","50","2"
"Culver","1,532","5","0","0","1","4","16","2","13","1","0"
"Decatur","9,558","4","0","0","0","4","107","20","79","8","1"
"Delphi","2,999","9","0","0","0","9","23","4","19","0","0"
"Dyer","14,875","16","2","4","8","2","315","37","250","28","0"
"East Chicago","31,409","714","12","12","125","565","1,860","397","1,124","339","15"
"Elkhart","52,164","200","5","39","146","10","3,761","775","2,724","262","20"
"Elwood","9,314","5","0","0","1","4","428","72","341","15","0"
"Evansville","117,802","478","8","59","176","235","6,008","1,255","4,469","284","72"
"Fairmount","2,882","6","0","1","1","4","72","14","57","1","1"
"Fishers","54,630","30","0","7","9","14","599","61","511","27","0"
"Fort Wayne","220,561","732","25","84","375","248","10,732","2,233","7,841","658","131"
"Frankfort","16,532","31","0","7","3","21","897","140","711","46","9"
"Franklin","21,318","113","0","7","10","96","1,229","113","1,100","16","0"
"Gary","100,065","718","58","70","306","284","5,310","1,593","2,556","1,161"," "
"Gas City","5,900","2","0","0","0","2","203","33","166","4","1"
"Georgetown","2,575","2","0","0","0","2","6","2","2","2","0"
"Goshen","30,724","73","1","0","7","65","1,366","142","1,188","36","0"
"Greendale","4,369","8","0","3","0","5","177","18","153","6","3"
"Greenfield","16,137","21","0","7","6","8","410","53","328","29","1"
"Greensburg","10,520","11","0","0","3","8","371","84","277","10","0"
"Greenwood","41,038","144","1","1","15","127","2,049","207","1,753","89","8"
"Griffith","16,899","43","0","5","19","19","659","70","508","81","4"
"Hagerstown","1,710","2","0","0","0","2","50","14","35","1","0"
"Hammond","80,426","712","9","30","279","394","4,554","1,047","2,728","779","56"
"Hartford City","6,739","4","0","0","2","2","230","41","177","12","0"
"Hebron","3,566","7","0","0","0","7","24","9","12","3","1"
"Highland","23,418","55","1","6","32","16","970","103","772","95","2"
"Hobart","27,662","186","3","11","13","159","1,484","165","1,199","120","7"
"Huntingburg","5,922","0","0","0","0","0","75","9","63","3","0"
"Indianapolis","800,304","7,948","108","527","3,274","4,039","50,081","11,548","29,541","8,992","374"
"Jasper","13,608","6","0","1","0","5","213","28","174","11","0"
"Jeffersonville","28,798","95","2","5","32","56","1,086","234","709","143","4"
"Kokomo","46,324","196","11","24","71","90","2,990","666","2,181","143","18"
"Kouts","1,756","0","0","0","0","0","76","4","72","0","0"
"Lafayette","60,083","258","4","35","70","149","3,267","649","2,394","224","13"
"La Porte","21,098","25","0","4","7","14","1,433","137","1,235","61","0"
