"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Addis","2,455","11","0","0","0","11","1","0","1","0","0"
"Alexandria","46,051","1,022","9","21","147","845","3,787","948","2,629","210","16"
"Baker","13,409","51","3","3","10","35","769","149","559","61","0"
"Basile","2,387","7","0","0","0","7","16","3","12","1","0"
"Baton Rouge","224,487","2,698","49","83","993","1,573","14,378","3,940","8,949","1,489","183"
"Bernice","1,765","10","0","0","1","9","34","12","22","0","0"
"Blanchard","2,280","2","0","0","1","1","40","4","32","4","0"
"Bogalusa","12,930","161","2","10","24","125","645","232","364","49","6"
"Bossier City","59,715","1,247","0","32","89","1,126","3,131","627","2,241","263","16"
"Broussard","6,549","26","0","3","3","20","308","60","221","27","0"
"Church Point","4,673","12","0","0","6","6","62","22","37","3","0"
"Clinton","1,938","22","0","0","2","20","84","30","49","5","0"
"Coushatta","2,249","20","0","0","4","16","62","21","40","1","0"
"Covington","8,897","30","0","2","11","17","243","54","179","10","1"
"Denham Springs","10,124","155","0","7","32","116","1,238","174","1,004","60","2"
"De Ridder","9,864","39","0","1","3","35","211","46","162","3","0"
"Elton","1,253","5","0","0","0","5","41","7","32","2","0"
"Erath","2,181","5","0","0","0","5","75","23","50","2","0"
"Eunice","11,589","26","0","5","7","14","918","329","541","48","1"
"Farmerville","3,732","44","0","0","5","39","226","57","160","9","1"
"Folsom","602","3","0","0","0","3","11","1","10","0","0"
"Franklin","7,998","81","3","0","15","63","543","68","462","13","1"
"Franklinton","3,672","24","0","5","4","15","268","40","221","7","2"
"French Settlement","1,044","6","0","0","0","6","15","4","11","0","0"
"Gonzales","8,414","57","0","1","8","48","304","48","210","46","0"
"Gramercy","6,762","26","0","0","3","23","132","27","96","9","0"
"Gretna","17,208","121","3","11","40","67","791","262","397","132","0"
"Harahan","9,791","35","0","0","4","31","157","26","121","10","0"
"Haughton","2,801","8","0","1","1","6","44","7","35","2","0"
"Homer","3,571","42","0","0","9","33","172","69","96","7","0"
"Houma","32,078","319","6","14","67","232","1,725","290","1,379","56","8"
"Independence","1,727","20","0","2","3","15","77","9","68","0","0"
"Iowa","2,620","16","0","0","3","13","142","36","96","10","0"
"Jackson","3,873","24","0","0","2","22","57","10","44","3","0"
"Jeanerette","6,016","10","0","2","1","7","131","33","90","8","0"
"Kaplan","5,141","37","0","0","4","33","267","48","208","11","0"
"Kenner","70,374","253","4","19","68","162","2,799","716","1,734","349","20"
"Kentwood","2,177","17","0","0","1","16","199","23","170","6","0"
"Kinder","2,131","21","0","0","2","19","48","4","42","2","0"
"Lafayette","112,161","991","8","91","141","751","6,342","1,233","4,691","418","30"
"Lake Arthur","2,924","19","1","2","1","15","148","30","114","4","0"
"Lake Charles","70,942","562","6","44","153","359","3,638","1,720","1,678","240","3"
"Lake Providence","4,712","37","1","2","2","32","53","21","30","2","0"
"Leesville","6,270","62","0","6","6","50","408","66","335","7","0"
"Mamou","3,440","55","0","0","1","54","192","43","144","5","1"
"Mandeville","11,531","47","2","0","5","40","399","60","319","20","0"
"Mansfield","5,506","31","0","1","5","25","330","65","243","22","0"
"Minden","13,304","33","2","1","4","26","277","55","208","14","0"
"Monroe","52,232","607","3","33","61","510","4,685","988","3,575","122","0"
"Morgan City","12,174","69","0","6","16","47","475","126","326","23","0"
"Olla","1,373","3","0","0","0","3","54","14","36","4","1"
"Pineville","13,808","39","0","3","5","31","701","124","529","48","0"
"Plaquemine","6,760","88","0","1","5","82","392","49","329","14","0"
"Pollock","373","0","0","0","0","0","3","0","3","0","0"
"Ponchatoula","5,601","87","0","4","9","74","590","165","401","24","0"
"Port Allen","5,163","23","4","0","4","15","227","58","158","11","0"
"Ruston","20,701","112","0","2","22","88","1,004","133","815","56","0"
"Shreveport","199,021","2,249","39","151","628","1,431","12,878","2,969","8,893","1,016","186"
"Slidell","26,892","143","1","8","28","106","1,923","352","1,422","149","0"
"St. Gabriel","5,486","31","1","1","0","29","63","8","53","2","0"
"Thibodaux","14,526","105","0","12","18","75","586","118","459","9","1"
"Tickfaw","630","2","0","0","0","2","6","0","6","0","1"
"Vidalia","4,343","18","0","2","2","14","194","30","159","5","0"
"Washington","1,062","0","0","0","0","0","1","0","1","0","0"
"West Monroe","13,013","81","0","6","11","64","1,097","176","861","60","3"
"Westwego","10,555","27","0","0","10","17","259","65","165","29","0"
"Zachary","12,091","39","0","1","7","31","323","42","257","24","0"
