"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Abilene","6,418","12","0","3","0","9","160","19","136","5","2"
"Alta Vista","432","0","0","0","0","0","0","0","0","0","0"
"Andover","8,646","8","0","3","0","5","163","41","111","11","2"
"Anthony","2,315","7","0","1","0","6","42","10","30","2","0"
"Arkansas City","11,792","69","1","9","2","57","531","112","390","29","5"
"Arma","1,499","4","0","0","0","4","27","4","21","2","2"
"Atchison","10,219","20","0","2","2","16","378","47","304","27","1"
"Auburn","1,129","0","0","0","0","0","2","0","2","0","0"
"Augusta","8,589","14","0","4","2","8","403","45","343","15","1"
"Baldwin City","3,676","3","0","0","0","3","101","21","71","9","1"
"Basehor","3,009","11","0","3","0","8","49","13","29","7","0"
"Baxter Springs","4,361","19","0","6","0","13","145","29","109","7","2"
"Bel Aire","6,552","3","0","0","0","3","18","2","11","5","1"
"Belle Plaine","1,655","3","0","1","0","2","29","13","14","2","3"
"Belleville","1,991","0","0","0","0","0","24","8","14","2","0"
"Bonner Springs","6,915","24","1","1","0","22","420","56","318","46","2"
"Buhler","1,341","0","0","0","0","0","20","6","14","0","0"
"Burrton","922","2","0","0","0","2","16","3","9","4","0"
"Bushton","301","0","0","0","0","0","0","0","0","0","0"
"Chanute","9,073","21","0","3","1","17","363","122","224","17","3"
"Chapman","1,243","2","0","0","0","2","36","3","33","0","0"
"Cheney","1,850","1","0","0","0","1","25","3","19","3","0"
"Chetopa","1,241","15","0","0","0","15","38","7","30","1","0"
"Clay Center","4,396","14","0","5","1","8","141","47","90","4","0"
"Coffeyville","10,539","66","1","7","11","47","761","173","554","34","7"
"Colby","5,162","10","0","2","0","8","171","20","145","6","2"
"Colony","392","0","0","0","0","0","0","0","0","0","0"
"Columbus","3,322","4","0","0","0","4","102","10","87","5","2"
"Concordia","5,410","10","0","3","0","7","151","47","93","11","0"
"Council Grove","2,261","3","0","0","0","3","42","9","29","4","0"
"Derby","20,394","24","0","5","4","15","567","81","464","22","6"
"Edwardsville","4,510","8","0","1","0","7","122","33","81","8","1"
"El Dorado","12,760","30","0","4","1","25","618","73","519","26","2"
"Elkhart","2,088","12","0","1","0","11","36","14","17","5","0"
"Ellsworth","2,893","2","0","2","0","0","39","5","33","1","0"
"Emporia","26,728","64","1","14","9","40","1,478","189","1,248","41","7"
"Eskridge","581","2","0","0","0","2","5","4","1","0","0"
"Eudora","5,136","18","0","0","0","18","113","19","89","5","0"
"Fairway","3,862","1","0","0","1","0","25","5","16","4","1"
"Fort Scott","8,075","41","0","2","6","33","447","95","335","17","4"
"Fredonia","2,496","6","0","0","0","6","85","17","65","3","1"
"Frontenac","3,089","6","0","0","0","6","83","16","61","6","4"
"Galena","3,221","20","0","3","0","17","148","23","101","24","1"
"Garden City","27,404","137","1","22","8","106","1,189","160","980","49","8"
"Gardner","12,980","42","0","8","3","31","358","54","282","22","3"
"Garnett","3,374","16","0","0","1","15","110","27","75","8","4"
"Girard","2,696","7","0","1","0","6","86","8","72","6","1"
"Goddard","3,207","2","0","1","0","1","156","87","68","1","0"
"Goodland","4,549","16","0","2","0","14","133","26","101","6","0"
"Grandview Plaza","1,075","3","0","0","0","3","64","10","54","0","0"
"Haven","1,179","0","0","0","0","0","11","3","6","2","0"
"Hays","19,908","49","0","4","2","43","594","75","490","29","4"
"Haysville","9,659","20","1","2","2","15","364","51","295","18","0"
"Herington","2,477","8","0","0","0","8","76","19","50","7","0"
"Hesston","3,637","5","0","1","0","4","55","10","44","1","0"
"Hiawatha","3,298","10","1","0","1","8","144","39","95","10","0"
"Hill City","1,474","4","0","1","0","3","14","3","11","0","0"
"Hillsboro","2,759","1","0","0","0","1","60","14","45","1","0"
"Hoisington","2,979","2","0","0","0","2","48","9","39","0","0"
"Holcomb","1,950","0","0","0","0","0","35","4","30","1","0"
"Holton","3,356","4","0","1","0","3","104","15","83","6","0"
"Horton","1,875","11","0","3","0","8","31","7","22","2","0"
"Hugoton","3,734","5","0","1","0","4","49","12","37","0","1"
"Hutchinson","41,185","158","1","21","16","120","2,539","426","2,025","88","23"
"Iola","6,103","43","0","2","0","41","266","34","224","8","1"
"Kansas City","145,491","1,166","37","100","416","613","10,678","1,842","5,924","2,912","60"
"Kechi","1,214","0","0","0","0","0","18","1","15","2","0"
"Kingman","3,286","2","0","0","0","2","52","11","38","3","0"
"La Cygne","1,127","11","0","5","0","6","55","11","38","6","0"
"Lansing","10,151","16","0","3","1","12","213","44","162","7","4"
"Larned","3,928","27","0","3","1","23","225","45","171","9","1"
"Lawrence","82,148","276","2","30","41","203","3,493","545","2,797","151","6"
"Leavenworth","35,408","294","0","23","51","220","1,410","300","1,024","86","12"
"Leawood","29,603","17","0","5","3","9","463","85","360","18","3"
"Lenexa","42,758","96","4","10","23","59","2,044","536","1,417","91","8"
"Liberal","20,286","106","6","15","16","69","1,073","220","796","57","2"
"Lindsborg","3,316","1","0","0","0","1","55","14","39","2","2"
"Little River","532","0","0","0","0","0","4","0","3","1","0"
"Louisburg","3,008","10","0","1","0","9","67","9","54","4","0"
"Lyndon","1,047","0","0","0","0","0","18","1","16","1","0"
"Lyons","3,588","10","0","2","0","8","79","16","58","5","0"
"Maize","2,125","3","0","0","0","3","49","13","31","5","0"
"Maple Hill","493","0","0","0","0","0","2","0","2","0","0"
"Marysville","3,075","7","0","0","0","7","33","2","29","2","0"
"McPherson","13,727","30","0","9","3","18","309","88","207","14","6"
"Merriam","10,810","58","1","8","20","29","739","56","586","97","6"
"Minneapolis","2,044","1","0","0","0","1","16","4","10","2","0"
"Mission","9,805","49","0","2","16","31","602","47","480","75","0"
"Mission Hills","3,536","6","0","0","2","4","17","1","15","1","0"
"Mulvane","5,594","7","0","2","0","5","106","12","86","8","1"
"Neodesha","2,699","9","0","1","0","8","100","39","59","2","0"
"Newton","18,215","85","0","12","7","66","658","86","546","26","3"
"Norton","2,899","1","0","0","0","1","21","11","10","0","0"
"Oakley","2,013","2","0","0","0","2","30","6","23","1","0"
"Olathe","108,754","336","1","45","29","261","3,328","249","2,818","261","18"
"Osage City","3,002","12","0","0","0","12","64","14","43","7","0"
"Osawatomie","4,615","21","0","1","1","19","132","24","98","10","0"
"Oswego","2,009","1","0","0","0","1","39","4","33","2","0"
"Ottawa","12,541","77","0","11","6","60","719","95","592","32","6"
"Overland Park","163,274","494","2","30","63","399","4,559","488","3,661","410","28"
"Paola","5,178","9","0","1","0","8","204","17","180","7","2"
"Park City","7,024","15","0","3","0","12","187","36","137","14","1"
"Parsons","11,329","78","0","5","10","63","626","121","486","19","11"
"Peabody","1,325","3","0","1","0","2","11","0","9","2","0"
"Pittsburg","19,216","119","0","19","10","90","1,161","226","888","47","12"
"Pleasanton","1,375","4","0","1","0","3","22","9","11","2","0"
"Prairie Village","21,583","23","0","2","8","13","288","51","215","22","3"
"Pratt","6,418","9","0","0","1","8","143","29","109","5","3"
"Roeland Park","7,020","22","0","1","12","9","425","22","369","34","4"
"Rolla","455","0","0","0","0","0","0","0","0","0","0"
"Rose Hill","3,870","6","0","0","0","6","63","16","45","2","0"
"Rossville","996","1","0","0","0","1","5","1","3","1","0"
"Russell","4,446","6","0","0","0","6","99","33","60","6","1"
"Scott City","3,557","18","0","2","0","16","97","21","74","2","0"
"Shawnee","56,367","87","0","10","30","47","1,233","156","964","113","17"
"South Hutchinson","2,496","3","0","1","0","2","85","8","74","3","0"
"Spring Hill","4,173","10","0","0","1","9","124","14","103","7","1"
"Sterling","2,596","2","0","0","0","2","27","4","22","1","3"
"St. Marys","2,254","2","0","0","0","2","22","5","17","0","0"
"Topeka","122,218","682","7","50","275","350","9,662","1,719","7,244","699","10"
"Towanda","1,347","2","0","0","0","2","15","8","7","0","0"
"Ulysses","5,788","15","0","1","0","14","81","12","64","5","0"
"Valley Center","5,387","11","0","3","0","8","141","20","118","3","2"
"Wa Keeney","1,827","3","0","0","0","3","32","8","21","3","0"
"Wakefield","871","0","0","0","0","0","13","3","8","2","0"
"Wamego","4,238","7","0","2","0","5","77","12","61","4","2"
"Wathena","1,332","4","0","0","0","4","24","5","17","2","0"
"Wellington","8,305","28","2","6","1","19","366","54","299","13","0"
"Westwood","1,860","0","0","0","0","0","81","10","63","8","0"
"Winchester","577","0","0","0","0","0","2","0","2","0","0"
"Yates Center","1,493","1","0","0","0","1","27","10","17","0","0"
