"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Alachua","7,178","55","0","1","3","51","307","51","221","35","1"
"Altamonte Springs","41,707","199","1","14","51","133","1,808","283","1,319","206","1"
"Altha","518","0","0","0","0","0","4","2","2","0","0"
"Apalachicola","2,373","1","0","0","0","1","139","54","80","5","1"
"Apopka","32,786","369","2","19","105","243","1,695","389","1,196","110","7"
"Arcadia","7,275","46","0","1","4","41","310","78","195","37","0"
"Astatula","1,586","13","0","0","0","13","18","5","10","3","0"
"Atlantic Beach","13,859","81","1","9","23","48","376","69","281","26","1"
"Atlantis","2,193","16","0","0","0","16","49","9","36","4","0"
"Auburndale","12,428","75","0","6","25","44","964","125","798","41","5"
"Aventura","27,851","35","0","1","26","8","1,611","139","1,416","56","2"
"Bal Harbour Village","3,409","2","0","0","0","2","73","18","55","0","0"
"Bartow","16,181","112","1","7","25","79","1,157","238","847","72","2"
"Belleair","4,167","4","0","2","0","2","56","9","45","2","0"
"Belleair Beach","1,673","0","0","0","0","0","25","5","19","1","0"
"Belleair Bluffs","2,287","5","0","1","1","3","62","11","49","2","1"
"Belle Glade","15,664","373","2","9","77","285","1,374","357","935","82","10"
"Biscayne Park","3,263","8","0","0","0","8","62","27","26","9","0"
"Blountstown","2,478","7","0","0","0","7","46","10","30","6","0"
"Boca Raton","79,831","241","0","15","53","173","2,844","591","2,071","182","16"
"Bonifay","2,742","0","0","0","0","0","26","11","10","5","0"
"Bowling Green","2,985","22","0","2","4","16","54","12","35","7","0"
"Boynton Beach","66,237","497","1","4","139","353","3,408","720","2,381","307","4"
"Bradenton","54,335","318","3","18","111","186","2,832","597","1,944","291","0"
"Bradenton Beach","1,571","5","0","0","0","5","89","23","62","4","1"
"Brooksville","7,656","48","0","0","4","44","517","77","412","28","2"
"Bunnell","2,227","89","0","1","19","69","176","45","99","32","0"
"Bushnell","2,127","17","0","2","1","14","93","13","75","5","1"
"Cape Coral","130,874","361","5","45","74","237","3,900","1,026","2,567","307","41"
"Carrabelle","1,321","11","0","0","2","9","46","3","36","7","3"
"Casselberry","24,687","126","0","18","31","77","981","211","673","97","2"
"Cedar Grove","5,472","16","0","0","4","12","215","74","115","26","0"
"Center Hill","954","10","0","0","0","10","19","11","6","2","0"
"Chattahoochee","3,806","54","0","3","3","48","92","14","70","8","0"
"Chiefland","2,132","40","0","1","0","39","320","59","259","2","0"
"Chipley","3,727","11","1","1","0","9","153","32","119","2","0"
"Clearwater","111,058","993","9","48","210","726","5,077","949","3,695","433","42"
"Clermont","11,376","124","0","9","18","97","522","150","340","32","3"
"Clewiston","7,129","96","1","0","29","66","452","105","330","17","0"
"Cocoa","17,070","415","0","28","70","317","1,139","346","692","101","0"
"Cocoa Beach","12,872","131","0","15","29","87","828","98","695","35","2"
"Coconut Creek","49,993","119","0","17","28","74","1,151","201","831","119","1"
"Coleman","676","1","0","1","0","0","4","0","4","0","0"
"Cooper City","30,111","101","0","2","17","82","598","107","467","24","4"
"Coral Gables","43,417","152","0","4","40","108","2,208","471","1,613","124","6"
"Coral Springs","131,252","224","0","9","58","157","2,642","424","1,975","243","7"
"Crescent City","1,843","26","0","3","6","17","167","56","107","4","0"
"Crestview","17,206","76","0","10","16","50","698","130","524","44","0"
"Cross City","1,841","13","0","1","3","9","100","20","79","1","1"
"Crystal River","3,685","42","0","1","8","33","321","39","262","20","1"
"Dade City","6,764","56","0","4","12","40","411","159","224","28","1"
"Dania","29,122","291","2","10","85","194","1,623","362","1,053","208","3"
"Davenport","2,040","4","0","0","2","2","115","37","61","17","0"
"Davie","84,443","298","2","19","71","206","3,160","556","2,293","311","14"
"Daytona Beach","65,876","1,079","8","65","342","664","4,827","1,399","2,698","730","12"
"Daytona Beach Shores","4,690","26","0","3","0","23","291","117","145","29","0"
"Deerfield Beach","67,683","593","2","35","144","412","2,517","485","1,767","265","6"
