"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Arkadelphia","10,768","45","0","5","4","36","307","99","196","12","6"
"Ashdown","4,652","9","0","2","2","5","181","24","146","11","1"
"Augusta","2,492","14","0","1","1","12","83","14","65","4","1"
"Barling","4,376","8","0","2","0","6","108","38","68","2","2"
"Bay","1,966","1","0","1","0","0","60","28","32","0","0"
"Bearden","1,067","6","0","2","2","2","44","22","20","2","0"
"Benton","24,933","106","4","8","23","71","1,633","282","1,272","79","4"
"Bentonville","28,033","93","1","21","4","67","957","122","776","59","1"
"Berryville","4,791","14","0","7","0","7","241","59","169","13","1"
"Blytheville","17,031","89","0","11","26","52","1,474","435","947","92","13"
"Booneville","4,185","12","0","0","4","8","195","85","108","2","1"
"Bradford","831","1","0","0","0","1","33","11","19","3","0"
"Bryant","12,664","9","0","4","0","5","547","65","444","38","1"
"Bull Shoals","2,025","0","0","0","0","0","8","3","5","0","0"
"Camden","12,461","62","1","8","24","29","639","177","435","27","5"
"Carlisle","2,426","8","0","0","1","7","84","17","63","4","0"
"Cave Springs","1,331","3","0","0","0","3","17","4","12","1","0"
"Centerton","3,774","13","0","3","1","9","79","20","55","4","0"
"Charleston","3,028","3","0","0","0","3","39","12","25","2","0"
"Cherokee Village","4,716","8","0","1","0","7","65","12","46","7","1"
"Clinton","2,496","3","0","1","0","2","73","11","56","6","1"
"Conway","50,843","135","0","25","41","69","2,748","425","2,154","169","4"
"Crossett","5,992","23","0","3","1","19","300","87","209","4","1"
"Decatur","1,364","2","0","0","1","1","18","8","10","0","0"
"De Witt","3,459","18","1","1","0","16","122","34","86","2","1"
"Dover","1,366","4","0","2","0","2","40","25","15","0","0"
"Dumas","5,013","52","3","1","8","40","226","46","162","18","0"
"Earle","2,942","86","0","0","7","79","157","76","76","5","0"
"El Dorado","20,881","162","5","6","37","114","1,363","569","717","77","11"
"England","3,041","23","0","1","1","21","48","25","13","10","4"
"Eureka Springs","2,352","4","0","1","0","3","62","12","48","2","0"
"Fairfield Bay","2,532","0","0","0","0","0","41","12","28","1","0"
"Farmington","4,162","6","0","1","2","3","61","25","33","3","0"
"Fayetteville","64,809","313","2","51","33","227","2,945","458","2,338","149","6"
"Flippin","1,380","5","0","0","0","5","59","16","43","0","1"
"Fordyce","4,528","35","4","1","10","20","241","82","148","11","1"
"Forrest City","14,379","114","3","5","35","71","1,185","238","915","32","7"
"Fort Smith","82,638","865","5","95","117","648","5,459","971","4,146","342","24"
"Gassville","1,918","3","0","0","0","3","43","12","31","0","0"
"Gentry","2,602","8","0","0","0","8","37","7","30","0","0"
"Glenwood","2,065","7","0","0","1","6","56","20","29","7","1"
"Gosnell","3,746","34","0","1","0","33","115","46","66","3","3"
"Gould","1,228","10","1","1","0","8","44","17","25","2","0"
"Greenbrier","3,490","4","0","0","0","4","2","0","2","0","0"
"Greenland","1,033","2","0","0","0","2","21","6","14","1","0"
"Greenwood","7,731","24","0","3","0","21","146","63","83","0","0"
