"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Adams Village","1,601","0","0","0","0","0","12","5","7","0"," "
"Addison Town and Village","2,604","3","0","0","0","3","15","6","9","0"," "
"Akron Village","3,100","7","0","1","0","6","19","4","15","0"," "
"Albany","94,361","1,275","8","68","439","760","4,883","1,328","3,186","369"," "
"Albion Village","5,844","41","0","3","4","34","344","56","279","9"," "
"Alexandria Bay Village","1,074","8","0","0","0","8","26","8","16","2"," "
"Alfred Village","4,685","3","0","1","0","2","68","10","57","1"," "
"Allegany Village","1,838","7","0","0","0","7","95","7","88","0"," "
"Altamont Village","1,738","0","0","0","0","0","5","1","3","1"," "
"Amherst Town","111,178","102","1","7","43","51","1,915","196","1,681","38","5"
"Amity Town and Belmont Village","2,204","0","0","0","0","0","1","0","1","0"," "
"Amityville Village","9,571","13","0","1","8","4","177","24","146","7"," "
"Amsterdam","17,954","71","0","0","3","68","244","66","177","1"," "
"Angola Village","2,216","6","0","1","0","5","62","12","49","1"," "
"Asharoken Village","648","1","0","0","0","1","3","1","2","0"," "
"Attica  Village","2,527","0","0","0","0","0","36","2","33","1"," "
"Avon Village","3,004","3","0","0","1","2","75","8","62","5"," "
"Bainbridge Village","1,363","0","0","0","0","0","13","0","13","0"," "
"Baldwinsville Village","7,183","12","0","0","0","12","225","23","199","3"," "
"Ballston Spa Village","5,595","2","0","1","0","1","111","13","94","4"," "
"Batavia","15,853","31","0","2","4","25","742","94","646","2"," "
"Bath Village","5,630","12","1","5","1","5","194","43","147","4"," "
"Beacon","14,783","59","0","5","15","39","329","80","223","26"," "
"Bedford Town","18,627","3","0","0","0","3","185","17","160","8"," "
"Bethlehem Town","32,905","23","0","3","3","17","502","85","397","20"," "
"Binghamton","45,930","177","3","19","61","94","1,902","236","1,646","20"," "
"Blooming Grove Town","12,170","6","0","0","0","6","109","24","79","6"," "
"Bolivar Village","1,153","1","0","0","0","1","12","1","11","0"," "
"Boonville Village","2,112","3","0","1","0","2","39","4","30","5"," "
"Brant Town","1,890","0","0","0","0","0","9","2","6","1"," "
"Briarcliff Manor Village","7,911","1","0","0","0","1","12","1","10","1"," "
"Brighton Town","34,651","36","0","3","17","16","1,033","200","770","63"," "
"Brockport Village","8,148","16","0","3","4","9","142","18","121","3"," "
"Bronxville Village","6,512","1","0","0","0","1","28","8","18","2"," "
"Buffalo","283,269","3,938","56","184","1,667","2,031","16,730","4,240","10,089","2,401","368"
"Cairo Town","6,586","5","0","0","1","4","25","6","19","0"," "
"Caledonia Village","2,258","5","0","0","0","5","101","3","97","1"," "
"Cambridge Village","1,929","1","0","0","1","0","46","4","37","5"," "
"Camillus Town and Village ","23,287","7","0","0","2","5","225","18","200","7"," "
"Canisteo Village","2,297","5","0","0","0","5","74","18","55","1"," "
"Canton Village","6,110","3","0","1","0","2","153","14","138","1"," "
"Cape Vincent Village","751","0","0","0","0","0","9","2","7","0"," "
"Carmel Town","34,754","18","0","0","9","9","258","62","176","20"," "
"Carroll Town","3,569","2","0","0","0","2","12","2","8","2"," "
"Carthage Village","3,650","4","1","0","0","3","104","19","85","0"," "
"Catskill Village","4,346","8","0","0","1","7","151","14","131","6"," "
"Cattaraugus Village","1,044","3","0","0","0","3","4","2","2","0"," "
"Cayuga Heights Village","3,714","1","0","0","0","1","63","9","54","0"," "
"Chatham Village","1,785","9","0","0","2","7","60","11","45","4"," "
"Cheektowaga Town","81,793","239","0","11","91","137","2,517","406","1,929","182"," "
"Chester Town","9,602","3","0","0","1","2","35","6","27","2"," "
"Chester Village","3,615","13","0","2","7","4","180","14","161","5"," "
"Chittenango Village","4,892","8","0","0","1","7","112","9","100","3"," "
"Cicero Town","27,732","11","0","1","2","8","541","50","485","6"," "
"Clayton Village","1,798","2","0","0","0","2","39","12","23","4"," "
"Clay Town","54,493","20","0","1","7","12","382","89","270","23"," "
"Clifton Springs Village","2,201","1","0","0","0","1","14","1","11","2"," "
"Clyde Village","2,203","6","0","0","1","5","86","15","69","2"," "
"Cobleskill Village","4,719","4","0","1","0","3","155","18","132","5"," "
"Coeymans Town","4,757","8","0","0","1","7","79","19","55","5"," "
"Cohoes","15,233","64","1","1","4","58","157","44","100","13"," "
"Colchester Town","2,051","1","0","0","0","1","7","5","2","0"," "
"Colonie Town","77,048","78","0","9","33","36","2,898","326","2,454","118"," "
