"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Aberdeen","16,585","55","0","13","20","22","1,788","218","1,399","171","6"
"Airway Heights","4,604","19","0","1","1","17","158","34","110","14","0"
"Algona","2,669","2","0","0","1","1","47","18","18","11","0"
"Anacortes","15,977","22","0","4","4","14","780","135","596","49","5"
"Arlington","14,687","24","0","3","4","17","1,130","144","846","140","1"
"Asotin","1,127","0","0","0","0","0","21","2","17","2","0"
"Auburn","45,589","268","1","14","85","168","4,001","623","2,509","869","34"
"Bainbridge Island","22,207","24","0","6","0","18","419","90","311","18","10"
"Battle Ground","13,177","24","0","11","3","10","500","87","393","20","6"
"Bellevue","118,496","172","2","29","49","92","4,665","595","3,503","567","46"
"Bellingham","73,980","174","3","28","53","90","5,573","709","4,555","309","24"
"Bingen","693","2","0","0","0","2","64","23","33","8","0"
"Black Diamond","3,989","10","0","2","2","6","88","35","49","4","1"
"Blaine","4,177","7","0","1","0","6","263","32","222","9","0"
"Bonney Lake","14,333","42","0","3","6","33","593","94","430","69","3"
"Bothell","31,086","47","0","11","13","23","838","180","503","155","10"
"Bremerton","36,454","402","2","80","73","247","1,890","425","1,267","198","18"
"Brewster","2,171","13","0","2","0","11","119","33","86","0","2"
"Brier","6,405","4","0","1","1","2","98","23","66","9","1"
"Buckley","4,545","4","0","0","1","3","111","13","82","16","0"
"Burien","31,305","160","2","24","52","82","2,037","340","1,090","607","26"
"Burlington","7,943","33","0","7","9","17","1,479","186","1,203","90","7"
"Camas","16,307","13","0","8","3","2","542","112","403","27","11"
"Carnation","1,864","0","0","0","0","0","13","2","8","3","0"
"Castle Rock","2,127","15","0","5","3","7","129","22","85","22","3"
"Centralia","15,456","72","0","15","14","43","1,370","260","967","143","10"
"Chehalis","7,278","44","0","21","3","20","772","101","613","58","1"
"Cheney","10,212","15","0","3","4","8","289","47","225","17","1"
"Chewelah","2,276","3","0","1","1","1","115","31","77","7","0"
"Clarkston","7,364","26","0","5","4","17","410","23","357","30","4"
"Cle Elum","1,819","5","0","1","0","4","219","49","150","20","1"
"Clyde Hill","2,957","2","0","0","1","1","46","10","31","5","0"
"Colfax","2,785","10","0","1","1","8","89","22","65","2","0"
"College Place","8,898","6","0","2","0","4","163","16","138","9","3"
"Colton","377","0","0","0","0","0","1","1","0","0","0"
"Colville","5,057","7","0","1","1","5","313","65","241","7","0"
"Connell","3,207","1","0","1","0","0","72","6","65","1","0"
"Cosmopolis","1,654","2","0","0","1","1","21","2","18","1","0"
"Coulee City","639","3","0","0","0","3","28","10","15","3","0"
"Coulee Dam","1,097","2","0","0","1","1","37","12","24","1","0"
"Coupeville","1,841","2","0","2","0","0","96","27","61","8","0"
"Covington","16,424","46","2","10","16","18","657","120","433","104","5"
"Des Moines","29,237","116","1","18","45","52","1,403","244","741","418","4"
"Dupont","4,096","4","0","0","0","4","40","6","25","9","1"
"Duvall","5,732","5","0","0","2","3","47","9","34","4","0"
"East Wenatchee","8,839","34","0","6","8","20","654","85","537","32","0"
"Eatonville","2,265","4","0","1","0","3","41","10","29","2","1"
"Edgewood","9,728","24","0","1","6","17","301","124","149","28","2"
"Edmonds","40,137","55","0","5","29","21","1,384","235","903","246","10"
"Ellensburg","16,607","42","0","18","4","20","1,205","191","964","50","2"
"Elma","3,197","4","0","1","1","2","307","67","211","29","1"
"Elmer City","259","0","0","0","0","0","0","0","0","0","0"
"Enumclaw","11,088","8","0","4","3","1","394","69","252","73","5"
"Ephrata","7,192","10","0","2","0","8","659","208","429","22","1"
"Everett","97,402","537","3","48","173","313","7,600","1,272","4,243","2,085","14"
"Everson","2,096","6","0","2","1","3","65","17","44","4","0"
"Federal Way","82,457","315","6","55","153","101","6,159","800","3,786","1,573","25"
"Ferndale","9,868","29","0","8","5","16","666","104","532","30","5"
"Fife","5,037","42","0","8","6","28","699","117","459","123","0"
"Fircrest","6,097","14","0","2","4","8","205","41","136","28","0"
"Forks","3,203","10","0","2","0","8","207","51","149","7","0"
"Garfield","652","1","0","0","0","1","22","4","14","4","0"
"Gig Harbor","6,686","19","0","1","4","14","495","70","368","57","2"
"Goldendale","3,816","4","0","1","0","3","171","47","112","12","0"
"Grand Coulee","926","13","0","2","1","10","43","16","21","6","1"
"Grandview","8,736","10","0","1","2","7","658","166","438","54","0"
"Granger","2,777","5","0","1","0","4","158","44","106","8","0"
"Granite Falls","2,789","3","0","0","2","1","143","38","96","9","3"
"Hoquiam","9,158","16","0","2","4","10","659","142","448","69","2"
