"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Barre","9,165","14","0","4","3","7","304","43","244","17","1"
"Barre Town","7,926","1","0","0","0","1","50","7","38","5","0"
"Bellows Falls","3,062","8","0","0","0","8","48","13","34","1","0"
"Bennington","15,768","29","0","5","4","20","379","57","296","26","5"
"Berlin","2,894","5","0","0","0","5","144","4","138","2","0"
"Brandon","3,953","1","0","0","0","1","113","27","82","4","0"
"Brattleboro","11,976","24","0","3","3","18","331","33","281","17","1"
"Castleton","4,367","0","0","0","0","0","32","8","24","0","0"
"Chester","3,130","6","0","1","1","4","41","15","25","1","0"
"Colchester","17,223","23","0","7","2","14","600","118","461","21","0"
"Dover","1,449","3","0","0","0","3","180","12","165","3","0"
"Essex","19,116","16","0","2","3","11","476","110","351","15","1"
"Hardwick","3,242","6","0","1","0","5","89","13","70","6","0"
"Hartford","10,727","5","0","1","1","3","146","26","114","6","0"
"Hinesburg","4,439","2","0","1","0","1","69","14","53","2","0"
"Ludlow","2,644","0","0","0","0","0","40","7","33","0","0"
"Manchester","4,961","2","0","0","0","2","93","24","67","2","0"
"Milton","10,092","11","0","1","2","8","303","56","241","6","0"
"Morristown","5,517","6","0","1","0","5","114","14","92","8","0"
"Newport","5,132","4","0","2","0","2","146","10","134","2","0"
"Northfield","5,802","7","0","0","0","7","83","7","74","2","0"
"Randolph","5,044","3","0","0","1","2","38","8","27","3","0"
"Richmond","4,131","4","0","0","0","4","48","16","28","4","1"
"Rutland","17,126","39","1","4","9","25","892","124","728","40","9"
"Shelburne","7,003","2","0","0","1","1","109","21","83","5","1"
"South Burlington","16,504","20","1","8","1","10","693","71","606","16","4"
"Springfield","8,981","19","0","4","3","12","255","35","211","9","2"
"St. Albans","7,568","14","0","0","3","11","348","68","271","9","0"
"St. Johnsbury","7,580","6","0","0","1","5","62","10","48","4","0"
"Stowe","4,715","1","0","0","0","1","169","16","149","4","0"
"Swanton","6,440","0","0","0","0","0","31","10","20","1","0"
"Thetford","2,768","0","0","0","0","0","11","2","9","0","0"
"Vergennes","2,790","1","0","1","0","0","46","14","32","0","0"
"Waterbury","5,178","1","0","0","0","1","34","2","32","0","0"
"Weathersfield","2,847","0","0","0","0","0","19","6","11","2","0"
"Williston","8,246","11","0","1","1","9","290","50","235","5","0"
"Wilmington","2,276","0","0","0","0","0","48","6","40","2","0"
"Windsor","3,769","8","0","2","0","6","73","15","52","6","0"
"Winhall","750","3","0","1","0","2","96","21","71","4","0"
"Winooski","6,382","21","0","1","5","15","323","86","229","8","0"
"Woodstock","3,244","0","0","0","0","0","24","0","24","0","0"
