"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson2"
"Belgrade","7,113","15","0","3","0","12","242","35","189","18","3"
"Billings","97,898","201","5","34","50","112","5,520","598","4,563","359","18"
"Boulder","1,411","10","0","1","0","9","24","2","18","4","0"
"Bozeman","32,722","71","0","17","10","44","1,577","207","1,249","121","7"
"Chinook","1,327","4","0","2","0","2","15","1","14","0","0"
"Colstrip","2,377","2","0","0","0","2","51","1","49","1","0"
"Columbia Falls","4,220","8","0","0","2","6","235","14","210","11","0"
"Columbus","1,900","5","0","1","0","4","82","7","73","2","0"
"Conrad","2,663","2","0","0","0","2","25","3","22","0","0"
"Cut Bank","3,185","50","1","0","0","49","154","19","132","3","0"
"Dillon","4,048","16","0","3","0","13","90","6","78","6","0"
"Fort Benton","1,520","0","0","0","0","0","45","7","37","1","0"
"Glasgow","3,113","11","0","4","0","7","72","10","55","7","0"
"Glendive","4,702","11","0","0","0","11","135","8","122","5","1"
"Great Falls","57,040","171","2","20","25","124","3,394","297","2,959","138","25"
"Helena","27,454","99","2","14","10","73","1,046","119","862","65","3"
"Kalispell","17,546","70","0","9","6","55","1,009","85","864","60","6"
"Laurel","6,399","14","0","1","1","12","229","28","196","5","2"
"Lewistown","6,174","22","0","13","0","9","107","7","99","1","3"
"Libby","2,678","51","0","0","1","50","143","13","125","5","0"
"Livingston","7,129","25","0","2","0","23","196","35","141","20","0"
"Manhattan","1,498","1","0","0","0","1","45","2","41","2","0"
"Missoula","62,377","254","1","40","40","173","3,629","395","3,046","188","13"
"Plains","1,249","4","0","0","1","3","13","4","9","0","0"
"Red Lodge","2,350","13","0","1","0","12","69","13","51","5","2"
"Ronan City","1,968","31","0","3","0","28","90","13","61","16","1"
"Stevensville","1,846","9","0","1","0","8","30","6","22","2","0"
"St. Ignatius","820","2","0","0","0","2","30","4","23","3","0"
"Thompson Falls","1,392","8","0","0","0","8","43","4","35","4","1"
"Three Forks","1,892","3","0","0","0","3","38","4","27","7","2"
"Troy","985","4","0","0","0","4","61","2","56","3","0"
"West Yellowstone","1,246","3","0","0","0","3","43","3","32","8","0"
"Whitefish","6,209","24","0","3","0","21","266","19","228","19","0"
