"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Abington Township","55,804","62","0","4","30","28","1,118","146","923","49","9"
"Adamstown","1,290","0","0","0","0","0","18","3","15","0","1"
"Adams Township, Butler County","7,863","2","0","1","0","1","83","13","69","1","0"
"Akron","4,034","0","0","0","0","0","32","5","22","5","0"
"Alburtis","2,125","4","0","1","0","3","23","2","21","0","0"
"Aldan","4,315","13","0","0","4","9","81","8","65","8","0"
"Aliquippa","11,291","77","1","2","25","49","322","82","193","47","0"
"Allegheny Township, Blair County","6,943","34","0","1","5","28","165","25","134","6","2"
"Allegheny Township, Westmoreland
County","8,128","2","0","0","0","2","88","27","56","5","0"
"Allentown","106,933","863","21","45","512","285","5,771","1,393","3,905","473","56"
"Altoona","47,922","186","5","26","69","86","1,653","463","1,117","73","24"
"Ambler","6,398","9","0","1","3","5","120","11","101","8","0"
"Amity Township","10,839","2","0","0","0","2","113","19","83","11","3"
"Annville Township","4,684","8","0","0","3","5","79","21","53","5","0"
"Arnold","5,473","22","1","0","10","11","103","24","57","22","0"
"Ashland","3,182","6","0","0","0","6","66","22","42","2","4"
"Ashley","2,755","3","0","1","1","1","21","3","16","2","0"
"Ashville","269","0","0","0","0","0","2","1","1","0","0"
"Aspinwall","2,841","3","0","0","2","1","40","2","35","3","0"
"Aston Township","16,749","27","1","1","12","13","190","26","149","15","4"
"Avalon","5,053","11","0","0","5","6","133","8","109","16","1"
"Baldwin Borough","19,174","21","0","1","5","15","156","29","103","24","0"
"Bally","1,100","0","0","0","0","0","4","0","4","0","0"
"Bangor","5,292","29","0","2","0","27","173","15","139","19","1"
"Barrett Township","4,202","9","0","1","0","8","57","14","42","1","0"
"Beaver","4,600","5","0","0","3","2","104","8","87","9","0"
"Beaver Falls","9,543","91","0","8","29","54","468","47","378","43","2"
"Bedford","3,079","4","1","2","0","1","45","6","36","3","1"
"Bedminster Township","4,949","3","0","0","1","2","29","4","25","0","0"
"Bell Acres","1,402","0","0","0","0","0","3","3","0","0","0"
"Bellwood","1,949","6","0","0","0","6","10","3","6","1","0"
"Bensalem Township","58,685","134","3","7","61","63","2,097","331","1,578","188","21"
"Berks-Lehigh Regional","23,833","22","0","2","7","13","340","51","255","34","0"
"Bern Township","7,042","8","0","0","0","8","55","11","39","5","1"
"Berwick","10,513","44","0","19","1","24","382","68","301","13","6"
"Bessemer","1,140","1","0","0","0","1","5","0","4","1","0"
"Bethel Park","32,731","18","0","0","4","14","316","46","261","9","2"
"Bethel Township, Berks County","4,383","1","0","0","1","0","45","11","32","2","0"
"Bethlehem","72,577","268","2","17","114","135","2,301","409","1,700","192","6"
"Bethlehem Township","23,177","36","0","3","11","22","459","30","415","14","1"
"Biglerville","1,147","0","0","0","0","0","9","0","9","0","0"
"Birdsboro","5,194","7","0","1","3","3","105","16","83","6","1"
"Birmingham Township","4,274","3","0","0","0","3","38","6","26","6","0"
"Blairsville","3,478","6","0","1","1","4","106","19","84","3","0"
"Blakely","6,854","4","0","2","1","1","107","7","96","4","3"
"Blawnox","1,497","2","0","0","0","2","5","1","3","1","0"
"Bloomsburg Town","12,829","16","0","6","2","8","253","36","208","9","1"
"Brackenridge","3,383","3","0","0","1","2","98","15","78","5","0"
"Bradford Township","4,801","17","0","1","0","16","53","12","40","1","0"
