"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Armour","742","0","0","0","0","0","0","0","0","0","0"
"Belle Fourche","4,683","3","0","0","0","3","15","3","10","2","0"
"Burke","616","0","0","0","0","0","0","0","0","0","0"
"Canton","3,093","0","0","0","0","0","30","7","19","4","0"
"Colman","565","0","0","0","0","0","2","1","1","0","0"
"Eagle Butte","671","0","0","0","0","0","24","6","17","1","0"
"Elk Point","1,848","1","0","1","0","0","9","0","9","0","0"
"Gettysburg","1,255","0","0","0","0","0","0","0","0","0","0"
"Hermosa","334","0","0","0","0","0","0","0","0","0","0"
"Hot Springs","4,128","6","0","1","0","5","24","10","11","3","0"
"Jefferson","596","0","0","0","0","0","0","0","0","0","0"
"Kadoka","682","3","0","1","0","2","8","7","0","1","1"
"Leola","434","0","0","0","0","0","0","0","0","0","0"
"Madison","6,203","3","0","0","0","3","113","15","93","5","0"
"McLaughlin","791","2","0","0","0","2","13","5","8","0","1"
"Mitchell","14,985","33","0","10","1","22","358","34","309","15","0"
"Mobridge","3,306","12","0","3","0","9","114","19","85","10","0"
"Parkston","1,588","1","0","0","0","1","30","19","10","1","0"
"Rapid City","61,862","257","1","58","38","160","2,551","459","1,980","112","6"
"Salem","1,403","2","1","0","0","1","11","1","9","1","0"
"Sioux Falls2","137,590","473","4","145","71","253","4,264","682","3,253","329"," "
"Spearfish","9,265","15","1","3","1","10","240","28","196","16","2"
"Sturgis","6,421","14","0","1","3","10","177","16","143","18","2"
"Tripp","682","0","0","0","0","0","0","0","0","0","0"
"Wagner","1,602","7","0","0","0","7","36","15","20","1","0"
"Wilmot","534","0","0","0","0","0","0","0","0","0","0"
"Yankton","13,579","29","0","13","2","14","375","59","308","8","0"
