"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Adamsville","2,088","3","0","0","0","3","17","0","15","2","0"
"Alamo","2,410","2","0","0","0","2","40","17","21","2","0"
"Alcoa","8,495","120","1","7","21","91","552","98","413","41","4"
"Alexandria","871","1","0","0","0","1","17","6","9","2","0"
"Algood","3,229","2","0","0","0","2","79","3","73","3","0"
"Ardmore","1,130","10","0","1","0","9","48","13","29","6","0"
"Ashland City","4,608","23","0","4","3","16","214","53","150","11","0"
"Athens","14,055","184","0","6","20","158","1,250","262","891","97","1"
"Atoka","5,748","22","0","2","0","20","160","27","127","6","1"
"Baileyton","510","2","0","0","0","2","12","0","12","0","0"
"Bartlett","43,813","116","0","4","32","80","1,041","211","770","60","0"
"Baxter","1,350","3","0","1","0","2","44","7","30","7","0"
"Bean Station","2,808","22","0","0","1","21","173","52","106","15","1"
"Belle Meade","3,139","0","0","0","0","0","14","2","12","0","0"
"Bells","2,336","4","0","0","0","4","57","18","34","5","2"
"Benton","1,117","2","0","0","0","2","40","9","28","3","0"
"Berry Hill","693","17","0","0","9","8","110","17","83","10","0"
"Bethel Springs","781","0","0","0","0","0","0","0","0","0","0"
"Big Sandy","525","3","0","1","0","2","7","1","5","1","0"
"Blaine","1,739","4","0","0","0","4","26","5","19","2","0"
"Bluff City","1,622","12","0","0","1","11","64","12","48","4","0"
"Bolivar","5,724","53","1","2","11","39","339","90","223","26","3"
"Bradford","1,087","0","0","0","0","0","13","7","3","3","0"
"Brentwood","32,838","28","0","3","5","20","561","88","461","12","1"
"Brighton","2,472","11","0","1","1","9","60","19","39","2","0"
"Bristol","25,312","159","0","10","17","132","1,432","229","1,094","109","8"
"Brownsville","10,856","197","2","5","18","172","634","199","399","36","5"
"Bruceton","1,505","6","0","0","0","6","30","8","20","2","0"
"Burns","1,420","6","0","0","0","6","5","0","5","0","0"
