"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Alamosa","8,846","62","0","6","6","50","538","73","447","18","0"
"Arvada","105,932","193","0","31","42","120","3,202","539","2,303","360","13"
"Aspen","5,914","19","0","2","2","15","408","43","351","14","2"
"Ault","1,452","11","1","0","0","10","49","13","31","5","1"
"Aurora","302,855","1,858","17","217","600","1,024","12,805","2,470","8,292","2,043","116"
"Avon","6,469","14","0","3","2","9","250","44","192","14","1"
"Basalt","3,064","14","0","1","0","13","38","4","26","8","0"
"Bayfield","1,670","4","0","0","0","4","37","12","24","1","0"
"Berthoud","5,151","4","0","0","2","2","101","26","73","2","3"
"Black Hawk","109","8","0","0","4","4","169","1","164","4","0"
"Boulder","93,418","229","1","35","29","164","3,016","487","2,372","157","72"
"Bow Mar","823","1","0","0","1","0","5","0","5","0","0"
"Brighton","28,543","115","0","15","14","86","1,188","206","855","127","10"
"Broomfield","44,300","40","0","8","9","23","1,439","128","1,202","109","13"
"Brush","5,284","22","0","1","2","19","184","38","142","4","0"
"Buena Vista","2,215","0","0","0","0","0","6","3","3","0","0"
"Burlington","3,559","8","0","2","0","6","108","20","85","3","0"
"Campo","138","0","0","0","0","0","0","0","0","0","0"
"Canon City","16,302","129","0","13","7","109","778","101","647","30","10"
"Carbondale","5,935","10","0","1","1","8","174","13","144","17","0"
"Castle Rock","36,421","42","2","0","3","37","525","107","367","51","14"
"Cedaredge","2,189","0","0","0","0","0","26","5","20","1","0"
"Centennial","100,100","180","0","25","36","119","1,618","340","1,122","156","37"
"Center","2,544","2","0","0","0","2","22","3","17","2","0"
"Central City","500","8","0","1","0","7","49","2","46","1","0"
"Collbran","416","2","0","0","0","2","1","1","0","0","0"
"Colorado Springs","376,807","2,145","15","251","612","1,267","18,076","3,347","12,940","1,789","115"
"Columbine Valley","1,243","0","0","0","0","0","16","5","10","1","0"
"Commerce City","34,835","177","2","14","27","134","1,664","401","1,005","258","5"
"Cortez","8,400","24","0","0","2","22","312","32","269","11","0"
"Craig","9,316","20","0","9","0","11","236","43","178","15","6"
"Crested Butte","1,575","3","0","1","1","1","56","6","43","7","0"
"Cripple Creek","1,085","27","0","4","1","22","101","22","75","4","0"
"Dacono","3,596","17","0","1","1","15","76","16","39","21","2"
"De Beque","481","0","0","0","0","0","16","9","7","0","0"
"Delta","8,289","50","2","6","2","40","312","89","205","18","7"
"Denver","568,465","4,325","51","342","1,280","2,652","26,266","6,543","13,376","6,347","198"
"Dillon","789","7","0","1","0","6","77","3","74","0","0"
"Durango","15,794","128","1","27","4","96","947","100","800","47","0"
"Eagle","4,357","2","0","0","0","2","106","19","84","3","0"
"Eaton","4,006","2","0","1","0","1","49","19","30","0","0"
"Edgewater","5,310","26","1","1","10","14","330","27","256","47","2"
"Empire","345","3","0","0","0","3","5","0","5","0","0"
"Englewood","32,962","307","3","30","54","220","2,117","369","1,338","410","8"
"Erie","12,585","8","0","3","0","5","187","60","109","18","5"
"Estes Park","5,922","14","0","2","0","12","165","33","125","7","0"
"Evans","17,800","36","0","4","6","26","646","164","404","78","10"
"Federal Heights","11,927","32","0","10","11","11","663","84","500","79","7"
"Firestone","6,531","18","0","3","1","14","269","66","187","16","1"
"Florence","3,755","11","0","3","1","7","73","9","53","11","1"
"Fort Collins","130,446","493","0","76","36","381","4,570","701","3,585","284","24"
"Fort Lupton","7,256","22","0","4","5","13","232","51","158","23","8"
"Fort Morgan","11,049","19","1","1","4","13","373","50","311","12","2"
"Fountain","19,442","24","1","11","12","0","597","134","409","54","5"
"Fraser/Winter Park","1,634","17","0","1","0","16","120","30","82","8","0"
"Frederick","6,745","19","0","0","1","18","162","6","144","12","0"
"Frisco","2,464","32","0","0","0","32","4","1","3","0","0"
"Fruita","7,008","20","0","3","2","15","191","32","147","12","1"
"Glenwood Springs","8,726","40","0","7","1","32","553","61","449","43","3"
"Grand Junction","46,155","288","3","37","39","209","2,850","440","2,176","234","26"
"Greeley","89,252","467","2","53","50","362","4,324","841","3,163","320","30"
"Green Mountain Falls","799","12","0","0","0","12","36","13","22","1","0"
"Greenwood Village","13,059","24","0","4","7","13","566","83","427","56","7"
"Gunnison","5,398","17","0","5","0","12","317","40","262","15","4"
"Hayden","1,568","6","0","0","0","6","30","3","24","3","0"
