"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Albany","1,137","2","0","1","0","1","17","2","14","1","0"
"Altoona","6,472","5","0","2","1","2","150","23","123","4","0"
"Amery","2,879","9","0","0","0","9","83","11","69","3","0"
"Antigo","8,312","6","0","0","0","6","576","76","470","30","0"
"Appleton","70,475","188","1","26","26","135","2,135","381","1,690","64","16"
"Arcadia","2,357","3","0","0","1","2","73","10","58","5","0"
"Ashland","8,336","33","0","6","2","25","432","58","358","16","0"
"Ashwaubenon","16,973","13","0","5","4","4","927","81","819","27","0"
"Baraboo","10,967","34","0","0","3","31","508","44","454","10","0"
"Barron","3,163","7","0","1","2","4","45","9","33","3","0"
"Bayfield","604","5","0","0","0","5","19","1","16","2","0"
"Bayside","4,230","2","0","0","2","0","29","11","17","1","0"
"Beaver Dam","15,209","5","0","1","0","4","543","74","464","5","0"
"Belleville","2,122","1","0","0","0","1","45","4","39","2","0"
"Beloit","35,752","185","2","17","79","87","1,898","344","1,442","112","0"
"Beloit Town","7,429","4","0","0","3","1","156","47","105","4","2"
"Berlin","5,232","5","0","1","0","4","152","16","134","2","0"
"Black River Falls","3,498","7","0","3","0","4","169","14","152","3","0"
"Blair","1,266","4","0","2","0","2","40","12","27","1","0"
"Bloomer","3,292","0","0","0","0","0","82","11","66","5","0"
"Boscobel","3,385","3","0","0","0","3","84","8","76","0","0"
"Brillion","2,921","3","0","1","1","1","20","0","19","1","0"
"Brodhead","3,079","6","0","3","0","3","45","6","37","2","0"
"Brookfield","39,801","8","0","0","6","2","1,134","126","983","25","7"
"Brookfield Township","6,315","2","0","0","2","0","166","14","147","5","1"
"Brown Deer","11,654","18","0","0","12","6","465","55","369","41","0"
"Burlington","11,189","7","0","2","2","3","273","15","240","18","1"
"Burlington Town","6,720","8","0","0","1","7","67","6","58","3","1"
"Butler","1,829","2","0","0","2","0","61","6","42","13","0"
"Caledonia","24,516","5","1","1","2","1","314","56","231","27","0"
"Campbellsport","1,937","0","0","0","0","0","30","1","29","0","0"
"Cedarburg","11,339","5","0","0","3","2","126","13","112","1","1"
"Chenequa","596","0","0","0","0","0","2","0","2","0","0"
"Chetek","2,158","5","0","0","0","5","38","8","28","2","0"
"Chilton","3,630","1","0","0","0","1","55","8","44","3","0"
"Chippewa Falls","13,423","29","0","3","4","22","265","30","222","13","0"
"Cleveland","1,406","0","0","0","0","0","5","1","3","1","0"
"Clinton","3,135","0","0","0","0","0","60","6","53","1","0"
"Clintonville","4,415","5","0","1","2","2","229","16","203","10","0"
"Colby-Abbotsford","3,578","4","0","0","0","4","38","7","27","4","0"
"Columbus","5,120","2","0","0","0","2","101","14","86","1","0"
"Combined Locks","3,011","1","0","0","0","1","10","0","10","0","0"
"Cornell","1,397","3","0","0","0","3","35","5","30","0","0"
"Cottage Grove","5,290","12","0","2","5","5","129","25","98","6","0"
"Crandon","1,874","3","0","0","0","3","68","12","54","2","1"
"Cross Plains","3,431","2","0","0","0","2","38","6","31","1","0"
"Cuba City","2,112","1","0","0","0","1","39","7","29","3","1"
"Cudahy","18,383","38","0","5","13","20","642","123","487","32","13"
"Cumberland","2,250","0","0","0","0","0","43","5","35","3","0"
"Dane","899","0","0","0","0","0","2","1","1","0","0"
"Darien","1,641","1","0","1","0","0","50","13","35","2","0"
"Darlington","2,350","5","0","0","0","5","34","4","29","1","0"
"Deerfield","2,210","0","0","0","0","0","21","6","12","3","0"
"Deforest","8,469","10","0","0","1","9","205","25","173","7","0"
"Delafield","6,792","1","0","0","0","1","147","10","132","5","0"
"Delavan","8,401","16","0","1","3","12","259","32","210","17","0"
"Delavan Town","4,587","5","0","4","0","1","171","68","92","11","0"
"Denmark","1,997","0","0","0","0","0","15","4","9","2","0"
"De Pere","23,461","6","0","1","0","5","370","62","301","7","2"
"Dodgeville","4,858","3","0","1","0","2","108","6","98","4","0"
"Durand","1,905","3","0","2","0","1","10","3","5","2","0"
"Eagle River","1,614","2","0","1","0","1","87","2","81","4","1"
"East Troy","4,239","4","0","0","1","3","225","17","204","4","2"
"Eau Claire","62,799","100","0","8","13","79","2,191","390","1,707","94","7"
"Edgar","1,332","0","0","0","0","0","34","15","19","0","0"
"Edgerton","5,121","1","0","0","0","1","88","7","78","3","0"
"Eleva","657","0","0","0","0","0","9","2","7","0","0"
"Elkhart Lake","1,072","0","0","0","0","0","33","2","30","1","0"
"Elkhorn","9,054","3","0","0","0","3","283","31","246","6","1"
"Elk Mound","818","7","0","4","0","3","5","0","5","0","0"
"Ellsworth","3,071","5","0","0","0","5","56","10","40","6","0"
"Elm Grove","6,205","5","0","1","3","1","138","32","100","6","0"
"Elroy","1,533","1","0","0","0","1","41","12","26","3","0"
