"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Achille","525","6","0","0","0","6","10","3","7","0","0"
"Ada","16,140","144","1","16","10","117","882","227","613","42","4"
"Agra","361","0","0","0","0","0","0","0","0","0","0"
"Altus","20,075","54","0","3","15","36","778","231","516","31","6"
"Alva","4,943","4","0","3","0","1","139","18","116","5","0"
"Anadarko","6,642","43","0","2","3","38","369","98","240","31","20"
"Antlers","2,530","33","0","0","0","33","94","18","58","18","0"
"Apache","1,611","5","0","2","0","3","28","11","11","6","2"
"Ardmore","24,494","273","1","14","19","239","1,351","313","959","79","4"
"Arkoma","2,210","3","0","0","2","1","24","9","14","1","0"
"Atoka","3,071","14","0","2","1","11","120","34","81","5","1"
"Bartlesville","35,041","118","0","11","12","95","1,284","270","942","72","10"
"Beaver","1,426","3","0","0","1","2","28","11","17","0","0"
"Beggs","1,387","4","0","0","0","4","35","10","24","1","0"
"Bethany","19,961","60","0","6","14","40","759","184","484","91","11"
"Bixby","18,764","21","1","4","3","13","317","76","204","37","2"
"Blackwell","7,361","19","0","2","0","17","158","45","99","14","4"
"Blanchard","3,710","2","0","0","0","2","114","34","68","12","0"
"Boise City","1,334","0","0","0","0","0","18","6","10","2","0"
"Boley","1,112","1","0","1","0","0","27","3","1","23","0"
"Bristow","4,436","7","0","0","2","5","186","41","139","6","0"
"Broken Arrow","86,989","178","1","13","23","141","1,673","420","1,118","135","20"
"Broken Bow","4,207","19","0","0","3","16","300","74","204","22","4"
"Caddo","974","8","0","0","1","7","20","15","5","0","0"
"Calera","1,800","10","0","1","0","9","40","17","23","0","0"
"Carnegie","1,617","10","0","1","0","9","30","13","12","5","0"
"Catoosa","6,497","22","0","1","1","20","146","34","93","19","0"
"Chandler","2,884","4","0","0","1","3","80","19","59","2","0"
"Checotah","3,564","9","0","1","1","7","170","36","124","10","0"
"Chelsea","2,282","8","0","4","0","4","29","5","24","0","0"
"Cherokee","1,498","4","0","0","0","4","7","2","5","0","0"
"Chickasha","16,998","147","1","9","6","131","884","229","581","74","5"
"Choctaw2","10,622"," ","2","1","2"," ","216","75","126","15","2"
"Chouteau","2,010","6","0","0","1","5","79","22","54","3","6"
"Claremore","17,313","53","0","11","9","33","476","89","357","30","2"
"Clayton","730","3","0","0","0","3","13","2","8","3","0"
"Cleveland","3,276","8","0","0","0","8","76","20","54","2","0"
"Clinton","8,437","21","1","1","3","16","218","42","161","15","1"
"Coalgate","1,906","2","0","0","0","2","21","5","14","2","0"
"Colbert","1,104","4","0","0","1","3","34","13","19","2","0"
"Collinsville","4,363","7","0","0","1","6","87","28","50","9","0"
"Comanche","1,529","7","0","0","0","7","79","20","58","1","0"
"Cordell","2,910","19","0","1","0","18","31","3","28","0","0"
"Coweta","8,426","19","0","3","0","16","199","49","135","15","3"
"Crescent","1,348","3","0","0","0","3","17","4","12","1","3"
"Cushing","8,340","38","0","2","2","34","289","53","216","20","3"
"Davenport","894","2","0","1","0","1","9","4","4","1","0"
"Davis","2,671","6","0","2","0","4","54","17","33","4","1"
"Del City","22,139","105","2","10","29","64","1,220","400","699","121","18"
"Dewey","3,317","15","0","1","0","14","130","31","95","4","4"
"Drumright","2,902","5","0","2","0","3","78","11","64","3","0"
"Duncan","22,503","56","0","8","12","36","846","173","627","46","3"
