"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Abingdon","8,004","25","0","6","2","17","460","40","396","24","1"
"Alexandria","136,686","448","7","27","206","208","3,194","380","2,439","375","7"
"Altavista","3,419","10","0","1","3","6","101","8","83","10","3"
"Amherst","2,247","3","0","0","0","3","23","5","18","0","0"
"Appalachia","1,789","11","1","1","1","8","69","7","56","6","2"
"Ashland","7,066","14","0","2","6","6","281","33","234","14","2"
"Bedford","6,273","22","0","3","4","15","195","23","163","9","1"
"Berryville","3,188","3","0","1","0","2","87","13","69","5","1"
"Big Stone Gap","5,912","10","0","1","3","6","203","22","174","7","1"
"Blacksburg","39,520","76","1","17","10","48","634","117","477","40","6"
"Blackstone","3,593","13","1","1","4","7","134","18","105","11","2"
"Bluefield","5,039","6","0","1","0","5","175","12","152","11","2"
"Boykins","613","3","0","0","0","3","8","0","8","0","0"
"Bridgewater","5,467","5","0","1","0","4","25","7","17","1","0"
"Bristol","17,508","97","3","9","16","69","800","121","630","49","6"
"Cape Charles","1,437","0","0","0","0","0","15","3","10","2","0"
"Cedar Bluff","1,084","1","0","0","0","1","28","6","16","6","0"
"Charlottesville","40,840","322","3","30","77","212","2,174","316","1,675","183","12"
"Chase City","2,406","4","0","0","2","2","77","9","63","5","0"
"Chesapeake","221,150","963","7","60","278","618","6,888","1,345","5,082","461","30"
"Chilhowie","1,805","0","0","0","0","0","29","4","24","1","1"
"Chincoteague","4,460","7","0","3","0","4","116","31","75","10","0"
"Christiansburg","18,105","29","0","7","9","13","631","98","509","24","9"
"Clarksville","1,302","2","0","0","1","1","44","2","39","3","0"
"Clifton Forge","4,118","5","0","0","0","5","86","19","66","1","2"
"Clinchco","417","0","0","0","0","0","1","1","0","0","0"
"Clintwood","1,533","0","0","0","0","0","54","18","31","5","1"
"Colonial Beach","3,550","14","1","1","3","9","73","14","53","6","1"
"Colonial Heights","17,742","30","0","1","20","9","730","73","625","32","10"
"Courtland","1,263","0","0","0","0","0","0","0","0","0","0"
"Covington","6,267","13","0","3","3","7","165","27","128","10","5"
"Crewe","2,314","4","0","0","2","2","85","14","68","3","2"
"Culpeper","12,167","68","1","8","17","42","455","47","389","19","2"
"Damascus","1,094","2","0","0","0","2","34","4","22","8","0"
"Danville","46,603","193","4","5","75","109","2,105","426","1,569","110","11"
"Dayton","1,358","1","0","0","0","1","9","0","8","1","0"
"Dublin","2,230","2","0","0","0","2","61","8","50","3","0"
