"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Ashland","1,467","1","0","0","0","1","8","4","2","2","0"
"Auburn","23,603","23","0","6","7","10","803","142","632","29","0"
"Augusta","18,627","66","0","22","13","31","1,165","198","926","41","18"
"Baileyville","1,618","6","0","0","0","6","67","18","48","1","0"
"Bangor","31,076","52","2","1","24","25","1,897","216","1,633","48","9"
"Bar Harbor","5,118","3","0","0","0","3","38","15","21","2","1"
"Bath","9,257","8","0","1","3","4","309","36","265","8","4"
"Belfast","6,872","12","0","2","1","9","232","38","185","9","0"
"Berwick","7,348","6","0","1","1","4","103","17","79","7","4"
"Bethel","2,583","1","0","0","0","1","14","5","5","4","0"
"Biddeford","22,073","53","0","19","14","20","877","152","696","29","7"
"Boothbay Harbor","2,345","2","0","1","0","1","68","13","54","1","0"
"Brewer","9,138","4","0","2","1","1","340","26","307","7","0"
"Bridgton","5,216","2","0","1","0","1","161","35","123","3","0"
"Brownville","1,286","1","0","1","0","0","44","14","30","0","0"
"Brunswick","21,821","13","0","10","1","2","535","88","426","21","9"
"Bucksport","4,961","16","0","1","0","15","81","16","61","4","1"
"Buxton","8,163","9","0","0","2","7","115","29","74","12","0"
"Calais","3,308","35","0","4","0","31","175","15","159","1","0"
"Camden","5,341","1","0","0","0","1","99","20","76","3","0"
"Cape Elizabeth","8,922","3","0","0","0","3","139","17","117","5","2"
"Caribou","8,308","8","0","0","4","4","281","54","218","9","0"
"Carrabassett Valley","441","0","0","0","0","0","151","5","143","3","0"
"Clinton","3,422","1","0","0","1","0","80","16","60","4","0"
"Cumberland","7,656","2","0","0","1","1","66","18","44","4","0"
"Damariscotta","2,006","0","0","0","0","0","63","6","55","2","0"
"Dexter","3,789","17","0","2","0","15","153","45","106","2","0"
"Dixfield","2,525","5","0","2","0","3","46","15","29","2","0"
"Dover-Foxcroft","4,374","18","0","2","0","16","141","28","110","3","0"
"East Millinocket","3,228","0","0","0","0","0","31","5","26","0","0"
"Eastport","1,594","0","0","0","0","0","20","9","10","1","0"
"Eliot","6,413","9","0","2","0","7","43","10","32","1","0"
"Ellsworth","7,021","3","0","0","0","3","305","21","274","10","2"
"Fairfield","6,702","9","0","5","0","4","351","52","289","10","0"
"Falmouth","10,602","2","0","0","1","1","171","30","136","5","2"
"Farmington","7,504","7","0","2","3","2","294","29","259","6","0"
"Fort Fairfield","3,521","8","0","0","0","8","25","7","18","0","1"
"Fort Kent","4,202","1","0","0","0","1","27","0","25","2","0"
"Freeport","8,066","4","0","1","0","3","202","25","173","4","4"
"Fryeburg","3,284","3","0","0","0","3","35","11","22","2","0"
"Gardiner","6,237","6","0","1","1","4","88","19","67","2","1"
"Gorham","15,301","18","0","5","5","8","223","90","115","18","2"
"Gouldsboro","2,017","0","0","0","0","0","8","8","0","0","0"
"Greenville","1,727","8","0","0","0","8","57","10","46","1","0"
"Hallowell","2,535","1","0","0","0","1","70","9","56","5","0"
"Hampden","6,773","2","0","0","0","2","105","11","89","5","0"
"Holden","2,940","3","0","0","1","2","43","5","37","1","0"
