"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Adel","4,067","3","0","0","0","3","114","13","93","8","0"
"Albia","3,699","9","0","0","0","9","67","11","53","3","2"
"Ames","52,541","147","0","24","17","106","1,465","363","1,061","41","5"
"Anamosa","5,646","5","0","0","0","5","99","16","81","2","3"
"Ankeny","36,876","36","0","6","6","24","806","140","626","40","4"
"Belmond","2,464","0","0","0","0","0","18","10","4","4","0"
"Bettendorf","32,059","75","1","9","13","52","832","156","644","32","6"
"Bloomfield","2,611","2","0","1","0","1","23","7","15","1","0"
"Boone","12,899","33","0","15","0","18","412","112","285","15","3"
"Burlington","25,571","120","1","8","13","98","1,226","296","881","49","23"
"Camanche","4,283","2","0","0","0","2","84","13","70","1","0"
"Carlisle","3,563","3","0","0","0","3","10","2","7","1","1"
"Carter Lake","3,422","15","1","0","2","12","304","46","239","19","0"
"Cedar Falls","36,665","86","0","13","5","68","881","140","703","38","9"
"Cedar Rapids","123,773","401","6","39","136","220","5,872","1,114","4,460","298","21"
"Centerville","5,819","21","0","1","2","18","327","54","261","12","1"
"Chariton","4,633","10","0","1","0","9","175","41","126","8","2"
"Cherokee","5,054","7","0","0","0","7","91","14","71","6","1"
"Clarinda","5,552","12","0","2","0","10","202","73","114","15","3"
"Clarion","2,888","6","0","1","0","5","71","13","55","3","4"
"Clinton","27,230","160","1","13","18","128","1,443","300","1,059","84","16"
"Clive","13,925","40","0","3","5","32","469","70","379","20","6"
"Coralville","17,906","49","0","11","14","24","744","65","658","21","6"
"Council Bluffs","59,884","539","2","68","72","397","4,648","878","3,137","633","39"
"Cresco","3,794","9","0","0","0","9","117","26","83","8","3"
"Creston","7,398","18","0","1","2","15","221","53","145","23","3"
"Decorah","8,127","14","0","1","0","13","127","21","97","9","1"
"Denison","7,413","11","0","0","0","11","127","22","97","8","0"
"Des Moines2","195,194","1,306","6","62","374","864","13,505","2,189","10,331","985","62"
"De Witt","5,232","3","0","0","0","3","174","104","68","2","0"
"Dubuque","58,105","354","0","21","16","317","1,694","436","1,179","79","43"
"Dyersville","4,064","1","0","0","0","1","32","1","30","1","0"
"Eagle Grove","3,534","4","0","0","0","4","31","9","19","3","0"
"Eldridge","4,508","5","0","1","0","4","213","26","170","17","0"
"Emmetsburg","3,726","3","0","1","0","2","35","8","26","1","1"
"Estherville","6,381","18","0","3","0","15","128","49","72","7","0"
"Evansdale","4,609","3","0","0","1","2","112","33","74","5","2"
"Fort Dodge","25,628","138","0","11","28","99","1,913","469","1,333","111","14"
"Fort Madison","11,107","15","0","0","4","11","374","88","270","16","6"
"Glenwood","5,680","8","0","0","0","8","137","11","118","8","3"
"Grinnell","9,382","17","0","6","1","10","286","59","214","13","8"
"Hampton","4,246","10","0","0","0","10","26","10","12","4","0"
"Hawarden","2,453","5","0","1","0","4","13","5","8","0","0"
"Humboldt","4,389","1","0","0","0","1","36","8","23","5","0"
"Independence","6,086","1","0","0","0","1","127","29","91","7","2"
"Indianola","14,018","22","0","5","0","17","269","39","212","18","5"
"Iowa City","63,221","211","0","30","39","142","1,374","294","999","81","7"
"Iowa Falls","5,139","3","0","3","0","0","186","19","164","3","0"
"Jefferson","4,430","0","0","0","0","0","42","0","39","3","0"
"Le Mars","9,399","23","4","5","2","12","272","41","222","9","4"
"Leon","1,934","4","0","1","0","3","27","2","21","4","0"
"Manchester","5,101","13","0","0","0","13","72","16","54","2","1"
"Maquoketa","6,086","17","0","2","0","15","203","76","113","14","2"
"Marion","30,394","28","1","7","1","19","523","101","390","32","12"
"Marshalltown","26,115","204","0","1","9","194","1,099","225","816","58","3"
"Mason City","28,057","74","1","11","14","48","1,424","291","1,080","53","11"
"Monticello","3,721","3","0","0","0","3","23","3","17","3","0"
"Mount Pleasant","8,814","17","0","2","1","14","286","77","197","12","3"
"Mount Vernon","4,073","5","0","2","0","3","72","9","61","2","0"
"Muscatine","22,878","139","1","21","3","114","608","147","415","46","13"
"Nevada","6,162","32","0","1","0","31","163","27","132","4","2"
"New Hampton","3,547","4","0","1","0","3","41","14","24","3","0"
"Newton","15,690","14","0","0","3","11","483","74","390","19","1"
"North Liberty","8,855","28","0","6","1","21","57","23","23","11","1"
"Norwalk","7,919","6","0","0","0","6","136","21","110","5","2"
"Oelwein","6,405","20","0","7","1","12","182","102","74","6","0"
"Ogden","2,030","5","0","1","0","4","16","5","9","2","1"
"Orange City","5,806","1","0","0","0","1","54","11","39","4","0"
"Osage","3,480","1","0","0","0","1","54","18","30","6","0"
"Osceola","4,808","4","0","0","0","4","171","24","142","5","2"
"Oskaloosa","11,085","34","0","6","4","24","322","56","250","16","3"
"Ottumwa","24,930","180","0","18","4","158","1,386","320","1,007","59","7"
"Perry","8,912","23","0","1","1","21","184","27","146","11","4"
"Pleasant Hill","6,262","14","0","1","0","13","170","67","90","13","3"
"Polk City","2,956","1","0","0","0","1","36","5","31","0","0"
"Red Oak","5,950","7","1","2","0","4","230","65","158","7","3"
"Sergeant Bluff","3,839","11","0","1","1","9","85","10","73","2","2"
"Sheldon","4,833","3","0","0","0","3","68","19","43","6","0"
"Shenandoah","5,267","1","0","0","0","1","111","11","95","5","0"
"Sioux City","83,590","398","0","51","51","296","3,384","702","2,491","191","24"
"Spencer","11,176","1","0","0","0","1","345","72","258","15","0"
"Spirit Lake","4,614","2","0","1","0","1","105","15","88","2","1"
"Story City","3,158","4","0","0","2","2","39","14","24","1","0"
"Urbandale","34,880","65","0","14","15","36","825","145","659","21","13"
"Vinton","5,247","6","0","0","1","5","96","30","61","5","3"
"Waterloo","66,836","342","1","41","83","217","3,057","907","2,035","115","39"
"Waukee","9,262","19","0","1","1","17","183","53","120","10","1"
"Waverly","9,347","60","0","3","0","57","175","33","132","10","1"
"Webster City","8,120","36","0","5","0","31","238","52","177","9","0"
"West Burlington","3,248","11","0","1","0","10","257","30","222","5","0"
"West Des Moines","53,048","98","0","20","9","69","1,847","241","1,538","68","13"
"West Liberty","3,622","5","0","0","0","5","53","5","44","4","0"
"West Union","2,498","3","0","0","0","3","7","2","4","1","0"
"Williamsburg","2,766","4","0","0","0","4","17","6","10","1","0"
"Wilton","2,881","8","0","0","0","8","45","17","26","2","0"
"Winterset","4,903","7","0","0","1","6","94","15","75","4","0"
