"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Aberdeen","4,890","25","1","1","12","11","293","54","216","23","6"
"Ahoskie","4,410","37","1","0","7","29","228","54","166","8","3"
"Albemarle","15,631","118","3","6","31","78","1,040","209","786","45","9"
"Andrews","1,737","5","1","0","0","4","47","7","34","6","0"
"Angier","4,189","25","0","3","5","17","182","46","128","8","3"
"Archdale","9,616","23","0","0","9","14","404","103","249","52","4"
"Asheboro","24,111","50","1","8","18","23","1,599","418","1,070","111","3"
"Asheville","73,672","473","4","49","206","214","4,099","793","2,834","472","25"
"Atlantic Beach","1,839","14","0","1","0","13","189","57","132","0","0"
"Aulander","911","1","0","0","1","0","30","17","11","2","0"
"Ayden","4,894","11","1","1","3","6","266","71","191","4","1"
"Badin","1,275","2","0","0","1","1","3","0","3","0","0"
"Bailey","688","2","0","0","0","2","44","11","22","11","0"
"Banner Elk","977","0","0","0","0","0","39","8","27","4","0"
"Beaufort","4,201","30","0","1","1","28","158","38","112","8","1"
"Beech Mountain","312","0","0","0","0","0","24","8","15","1","0"
"Belhaven","2,004","14","0","2","1","11","68","18","50","0","1"
"Belmont","8,954","41","0","0","15","26","434","111","299","24","1"
"Benson","3,347","85","0","1","12","72","306","81","209","16","0"
"Bethel","1,723","13","0","1","3","9","55","7","45","3","1"
"Beulaville","1,120","5","0","0","4","1","61","15","45","1","1"
"Biltmore Forest","1,527","1","0","0","0","1","24","3","20","1","0"
"Biscoe","1,749","2","0","0","1","1","204","22","174","8","0"
"Black Mountain","7,803","14","0","1","6","7","166","60","96","10","1"
"Bladenboro","1,747","29","0","1","4","24","135","35","91","9","0"
"Blowing Rock","1,452","2","0","0","0","2","71","13","56","2","0"
"Boiling Spring Lakes","4,189","2","0","1","0","1","75","21","47","7","0"
"Boone","13,455","28","0","5","4","19","405","58","330","17","0"
"Brevard","6,776","33","0","3","3","27","242","58","177","7","2"
"Bryson City","1,388","26","1","1","1","23","126","1","116","9","0"
"Burgaw","3,831","14","0","0","4","10","106","18","80","8","0"
"Burlington","48,542","445","4","17","110","314","3,118","692","2,251","175","16"
"Burnsville","1,660","2","0","1","1","0","61","14","44","3","0"
"Butner","6,373","18","0","0","9","9","310","67","232","11","2"
"Cameron","160","1","0","0","1","0","17","4","10","3","0"
"Canton","4,082","13","0","0","0","13","238","75","150","13","1"
"Cape Carteret","1,428","0","0","0","0","0","33","1","32","0","0"
"Carolina Beach","5,496","13","0","2","4","7","428","103","314","11","9"
"Carrboro","16,753","74","0","5","28","41","931","209","692","30","1"
"Carthage","1,974","15","0","0","5","10","79","18","59","2","5"
"Cary","108,563","131","0","14","42","75","2,189","554","1,520","115","11"
"Caswell Beach","475","1","0","0","0","1","5","2","2","1","0"
"Catawba","754","1","0","0","0","1","17","5","11","1","0"
"Chadbourn","2,147","28","0","3","7","18","189","51","125","13","1"
"Chapel Hill","50,532","252","2","24","81","145","2,211","528","1,609","74","12"
"Charlotte-Mecklenburg","699,398","7,532","83","346","3,207","3,896","48,886","13,582","28,154","7,150","346"
"Cherryville","5,564","17","0","1","5","11","232","95","129","8","1"
"China Grove","3,788","14","0","0","5","9","134","22","102","10","1"
"Chocowinity","746","5","0","1","0","4","20","5","13","2","0"
