"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Alliance","8,376","18","0","1","5","12","167","28","133","6","8"
"Ashland","2,507","0","0","0","0","0","13","1","12","0","0"
"Auburn","3,093","4","0","3","0","1","89","10","74","5","0"
"Aurora","4,305","6","0","0","0","6","67","6","60","1","0"
"Bayard","1,161","1","0","1","0","0","30","10","20","0","0"
"Beatrice","12,960","45","0","15","1","29","610","118","475","17","8"
"Bellevue","47,591","67","0","10","20","37","1,236","139","989","108","11"
"Blair","7,807","9","0","6","2","1","152","13","129","10","2"
"Bridgeport","1,501","2","0","0","0","2","25","6","18","1","0"
"Broken Bow","3,329","3","0","0","0","3","69","10","59","0","0"
"Central City","2,907","2","0","0","0","2","82","5","72","5","1"
"Chadron","5,349","4","0","0","1","3","55","16","34","5","0"
"Columbus","21,022","9","0","1","3","5","710","126","544","40","0"
"Cozad","4,245","3","0","1","0","2","92","12","77","3","0"
"Crete","6,342","9","0","2","0","7","173","22","146","5","0"
"David City","2,572","2","0","0","0","2","57","9","47","1","0"
"Elkhorn","8,236","0","0","0","0","0","88","17","68","3","0"
"Emerson","820","0","0","0","0","0","5","1","2","2","0"
"Falls City","4,241","2","0","0","1","1","96","18","74","4","1"
"Fremont","25,451","37","2","14","1","20","714","91","592","31","3"
"Gering","7,809","2","0","0","0","2","191","35","152","4","1"
"Gothenburg","3,712","1","0","0","0","1","58","13","44","1","0"
"Grand Island","44,788","99","1","4","15","79","2,459","411","1,939","109","5"
"Hastings","25,575","48","0","13","6","29","972","183","775","14","10"
"Holdrege","5,378","9","0","6","0","3","147","18","122","7","1"
"Imperial","1,886","4","0","0","0","4","10","4","6","0","0"
"Kearney","29,115","56","0","22","3","31","924","142","745","37","5"
"La Vista","15,777","16","0","5","2","9","372","34","323","15","3"
"Lexington","10,140","23","0","12","2","9","410","86","313","11","1"
"Lincoln","240,511","1,256","5","100","162","989","12,237","1,922","9,884","431","4"
"Lyons","917","4","0","0","0","4","18","1","17","0","0"
"McCook","7,722","12","0","4","0","8","143","22","116","5","2"
"Minden","2,929","0","0","0","0","0","72","6","66","0","2"
"Mitchell","1,806","0","0","0","0","0","25","0","25","0","1"
"Nebraska City","7,073","8","0","1","2","5","237","31","193","13","1"
"Norfolk","24,076","23","0","15","2","6","785","98","655","32","0"
"Ogallala","4,721","6","0","1","1","4","196","16","173","7","0"
"Omaha","416,770","2,505","33","187","848","1,437","21,787","3,172","15,172","3,443"," "
"O'Neill","3,502","3","0","1","0","2","44","7","33","4","1"
"Papillion","20,542","10","1","5","0","4","303","27","261","15","3"
"Plainview","1,286","0","0","0","0","0","5","2","3","0","0"
"Plattsmouth","7,061","7","0","3","0","4","169","19","139","11","0"
"Ralston","6,227","10","0","0","4","6","187","17","156","14","3"
"Scottsbluff","14,894","45","0","16","8","21","983","126","823","34","2"
"Seward","6,813","2","0","2","0","0","105","9","90","6","1"
"Sidney","6,477","14","0","4","1","9","214","22","185","7","0"
"St. Paul","2,280","2","0","0","0","2","15","2","10","3","0"
"Superior","1,913","1","0","1","0","0","7","1","6","0","0"
"Syracuse","1,845","0","0","0","0","0","22","4","18","0","0"
"Valley","1,839","3","0","1","0","2","64","6","57","1","1"
"Wahoo","4,085","1","0","1","0","0","72","15","51","6","0"
"Waterloo","509","0","0","0","0","0","0","0","0","0","0"
"West Point","3,495","0","0","0","0","0","22","6","11","5","0"
"Wymore","1,624","6","0","0","0","6","36","2","32","2","0"
"York","7,931","1","0","1","0","0","199","27","169","3","0"
