"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Alstead","2,034","3","0","0","0","3","21","8","12","1","0"
"Alton","5,093","12","0","2","2","8","69","13","47","9","1"
"Amherst","11,658","9","0","0","1","8","217","16","189","12","6"
"Antrim","2,593","8","0","1","0","7","32","9","20","3","1"
"Ashland","2,012","2","0","1","0","1","55","14","37","4","0"
"Auburn","5,141","2","0","1","0","1","63","9","45","9","2"
"Barnstead","4,578","3","0","1","1","1","63","19","37","7","0"
"Barrington","8,193","6","0","0","0","6","129","37","87","5","0"
"Bartlett","2,929","6","1","1","0","4","66","11","52","3","1"
"Belmont","7,350","12","2","4","4","2","122","27","91","4","3"
"Bennington","1,474","3","0","0","0","3","58","4","52","2","0"
"Berlin","10,519","17","0","1","2","14","203","56","140","7","5"
"Boscawen","3,875","4","0","1","0","3","58","16","36","6","0"
"Bow","8,050","3","0","0","1","2","56","14","41","1","0"
"Brentwood","3,791","1","0","0","0","1","37","9","14","14","0"
"Bristol","3,130","6","0","0","0","6","85","20","62","3","1"
"Campton","2,958","10","1","2","1","6","75","22","44","9","0"
"Candia","4,181","1","0","0","0","1","48","6","36","6","2"
"Charlestown","5,001","7","0","3","0","4","40","19","18","3","1"
"Chester","4,654","4","0","1","0","3","60","12","44","4","0"
"Claremont","13,439","23","0","5","2","16","331","35","285","11","8"
"Colebrook","2,406","2","0","1","0","1","19","7","10","2","0"
"Concord","42,496","62","0","13","18","31","1,016","171","802","43","18"
"Conway","9,243","20","0","2","7","11","344","62","262","20","3"
"Danville","4,411","1","0","1","0","0","53","11","41","1","0"
"Deerfield","4,131","4","0","1","0","3","47","6","32","9","3"
"Deering","2,036","1","0","1","0","0","19","7","9","3","1"
"Derry","34,420","76","0","8","13","55","726","139","533","54","31"
"Dover","28,594","29","1","8","10","10","536","48","479","9","5"
"Dublin","1,562","1","0","1","0","0","23","4","19","0","0"
"Enfield","4,848","4","0","1","0","3","34","8","25","1","1"
"Epping","6,110","13","1","3","2","7","123","18","100","5","2"
"Epsom","4,483","0","0","0","0","0","71","14","55","2","0"
"Exeter","14,760","8","0","2","0","6","151","24","119","8","0"
"Farmington","6,463","18","0","6","0","12","120","31","85","4","6"
"Fitzwilliam","2,306","6","0","2","0","4","15","3","9","3","0"
"Freedom","1,444","0","0","0","0","0","30","18","10","2","0"
"Fremont","3,999","10","0","0","0","10","37","14","16","7","2"
"Gilford","7,538","12","0","1","2","9","187","27","153","7","1"
"Gilmanton","3,550","1","0","0","0","1","21","14","7","0","2"
"Goffstown","17,754","6","0","1","0","5","336","47","287","2","2"
"Gorham","2,944","4","0","0","0","4","42","4","32","6","2"
"Grantham","2,512","0","0","0","0","0","13","1","12","0","0"
"Greenland","3,395","2","0","1","0","1","33","5","27","1","1"
"Hampstead","8,772","6","0","2","0","4","89","13","70","6","0"
"Hampton","15,508","21","0","2","9","10","355","45","301","9","2"
"Hancock","1,810","0","0","0","0","0","9","2","7","0","0"
"Hanover","11,198","4","1","2","0","1","237","19","215","3","0"
"Haverhill","4,570","14","0","2","1","11","74","22","45","7","1"
"Henniker","4,885","4","0","2","0","2","115","18","94","3","0"
"Hill","1,098","0","0","0","0","0","12","3","8","1","0"
"Hinsdale","4,223","11","0","3","2","6","79","16","58","5","0"
"Hooksett","13,329","8","0","2","2","4","281","48","227","6","3"
"Hopkinton","5,641","6","0","3","0","3","35","8","26","1","0"
"Hudson","24,661","26","0","9","7","10","401","66","292","43","6"
"Jaffrey","5,733","5","0","0","0","5","64","18","41","5","3"
"Keene","22,864","53","0","8","11","34","721","65","622","34","11"
"Kingston","6,264","4","0","0","0","4","57","18","29","10","1"
"Laconia","17,125","38","0","7","8","23","738","93","618","27","7"
"Lancaster","3,371","3","0","2","0","1","78","18","56","4","1"
"Lebanon","12,654","16","0","11","2","3","390","31","353","6","2"
"Lee","4,422","5","0","2","0","3","39","2","33","4","0"
"Lincoln","1,305","1","0","0","0","1","96","8","84","4","0"
"Lisbon","1,648","4","0","0","0","4","24","4","19","1","0"
