"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Abington","16,449","51","0","4","7","40","291","104","145","42","0"
"Acton","20,686","11","0","6","3","2","372","58","300","14","5"
"Acushnet","10,607","25","0","1","2","22","138","65","62","11","3"
"Adams","8,506","25","0","5","0","20","180","53","119","8","0"
"Agawam","28,771","43","0","4","4","35","441","172","225","44","6"
"Amesbury","16,743","48","0","3","3","42","255","46","195","14","1"
"Amherst","34,252","70","0","15","14","41","363","171","158","34","1"
"Arlington","41,472","51","1","8","8","34","612","216","360","36","12"
"Ashburnham","6,017","6","1","0","0","5","63","34","26","3","0"
"Ashfield","1,836","0","0","0","0","0","9","6","2","1","0"
"Ashland","15,644","26","0","7","0","19","76","26","43","7","1"
"Attleboro","43,643","134","0","10","31","93","931","212","612","107","10"
"Auburn2","16,499"," ","0","7","4"," ","463","89","349","25","5"
"Avon","4,366","28","0","0","13","15","155","13","133","9","0"
"Ayer","7,271","26","0","6","0","20","97","31","60","6","3"
"Barnstable","48,113","330","1","33","32","264","1,320","508","725","87","7"
"Barre","5,412","33","0","5","0","28","90","30","49","11","0"
"Becket","1,797","2","0","0","0","2","33","16","16","1"," "
"Bedford","12,537","2","0","0","0","2","104","22","80","2","0"
"Belchertown","14,042","23","0","3","1","19","201","72","113","16","3"
"Bellingham","15,879","18","0","1","3","14","268","69","186","13","1"
"Belmont","23,511","14","0","2","2","10","196","62","118","16","2"
"Berkley","6,413","9","0","0","0","9","45","15","23","7","0"
"Berlin","2,705","3","0","0","3","0","26","0","24","2","0"
"Beverly","40,116","112","0","13","19","80","664","99","533","32","0"
"Billerica","40,203","32","0","2","4","26","634","87","500","47","0"
"Blackstone","9,111","26","0","3","2","21","134","31","96","7","0"
"Bolton","4,462","5","0","1","0","4","40","12","27","1","1"
"Boston","562,393","7,533","75","275","2,698","4,485","25,094","4,121","16,897","4,076"," "
"Bourne2","19,472"," ","1","1","5"," ","647","257","348","42","10"
"Boxborough","5,092","6","0","1","0","5","29","2","26","1","0"
"Boylston","4,285","1","0","0","0","1","38","9","29","0","0"
"Brewster","10,304","6","0","2","1","3","183","53","129","1","0"
"Bridgewater","25,875","15","0","0","3","12","248","98","137","13","0"
"Brimfield","3,661","4","0","0","0","4","11","4","6","1","0"
"Brockton2","95,200"," ","8","42","266"," ","3,498","673","2,163","662","22"
"Brookline2","55,924","","1","7","47"," ","1,050","218","778","54"," "
"Buckland","2,007","3","0","0","0","3","12","3","8","1","0"
"Burlington","23,439","30","0","0","12","18","697","163","506","28","0"
"Cambridge","100,737","458","2","11","208","237","3,283","684","2,376","223"," "
"Canton","21,701","37","0","2","5","30","218","45","164","9","0"
"Carlisle","4,858","1","0","0","0","1","11","3","8","0","0"
"Carver","11,631","28","1","3","2","22","103","42","53","8","4"
"Charlton","12,550","27","0","1","1","25","144","34","90","20","1"
"Chelmsford","33,962","40","0","2","5","33","615","81","497","37","0"
"Chelsea2","32,713"," ","0","27","179"," ","1,318","345","665","308","8"
"Cheshire","3,377","0","0","0","0","0","3","2","1","0","0"
"Chicopee","55,009","368","1","22","58","287","1,723","425","1,072","226","11"
"Clinton","14,079","15","0","0","1","14","60","15","45","0","1"
"Cohasset","7,265","8","0","0","0","8","116","25","89","2","3"
"Concord","16,934","16","0","1","0","15","187","35","150","2","4"
"Cummington","994","0","0","0","0","0","12","8","3","1","0"
"Dalton","6,740","18","0","2","1","15","100","27","70","3","2"
"Danvers","26,202","57","1","3","8","45","929","74","799","56","3"
"Dartmouth","31,578","111","1","4","16","90","1,004","213","727","64","7"
"Dedham","23,879","16","0","0","9","7","435","48","354","33","0"
"Deerfield","4,815","7","0","0","0","7","110","32","70","8","2"
"Dennis","15,986","63","1","2","7","53","552","175","351","26","0"
"Douglas","7,932","9","0","1","1","7","33","15","15","3","1"
"Dracut","29,066","33","0","3","9","21","362","73","253","36","0"
"Dudley","10,877","29","0","0","0","29","60","39","21","0","0"
"East Bridgewater","13,942","22","0","0","1","21","150","39","98","13","0"
"East Brookfield","2,124","5","0","0","0","5","16","5","9","2","0"
"Easthampton2","16,100"," ","0","0","1"," ","181","53","112","16","6"
"Easton","23,166","19","0","0","10","9","193","36","146","11","1"
"Edgartown","3,959","7","0","0","0","7","129","14","115","0","0"
"Egremont","1,364","1","0","0","0","1","45","11","32","2","0"
"Erving","1,553","1","0","0","0","1","20","8","10","2","0"
"Everett","37,058","128","0","6","55","67","1,110","262","664","184","2"
"Fairhaven","16,319","75","2","3","11","59","531","208","298","25","0"
"Falmouth","33,846","157","1","11","22","123","1,084","489","523","72","10"
"Fitchburg2","40,286"," ","1","26","47"," ","1,089","306","693","90","4"
"Foxborough","16,411","51","0","8","4","39","160","69","83","8"," "
"Framingham","65,451","163","2","8","33","120","1,571","223","1,160","188"," "
"Franklin","31,079","8","0","3","1","4","110","17","80","13","0"
"Freetown","9,033","35","0","2","3","30","138","34","92","12","1"
"Gardner","21,034","109","0","8","19","82","544","147","354","43","9"
"Georgetown","8,089","2","0","0","0","2","56","10","46","0"," "
"Gill","1,401","2","0","0","0","2","33","7","24","2","0"
"Gloucester","30,898","43","0","7","12","24","565","80","460","25","0"
"Goshen","963","2","0","0","0","2","4","1","1","2","0"
"Grafton","16,991","25","0","2","3","20","83","29","43","11","2"
"Granby","6,382","7","0","1","0","6","78","22","46","10","0"
"Great Barrington","7,486","27","0","2","2","23","124","23","94","7","0"
"Greenfield2","17,941"," ","0","15","12"," ","511","227","244","40","5"
"Groton","10,500","2","0","1","1","0","28","10","17","1","0"
"Hadley","4,851","9","0","1","3","5","151","36","104","11","0"
"Halifax","7,856","9","0","0","1","8","48","14","30","4","0"
"Hamilton","8,399","5","0","1","0","4","64","30","30","4","0"
"Hanover","14,186","1","0","0","1","0","266","41","220","5","0"
"Hanson2","9,986"," ","0","2","1"," ","114","30","78","6","4"
"Hardwick","2,671","16","0","2","0","14","27","10","15","2","0"
"Harvard","6,110","7","0","1","0","6","28","8","18","2","3"
"Harwich","12,751","32","0","1","1","30","217","95","110","12","2"
"Hatfield","3,302","1","0","0","1","0","18","14","4","0","0"
"Haverhill","60,604","285","0","15","56","214","1,698","769","721","208","15"
"Hingham","21,636","23","0","1","3","19","344","46","283","15","1"
"Hinsdale","1,822","9","0","0","0","9","14","10","1","3","0"
"Holbrook","10,840","12","0","3","2","7","216","76","131","9"," "
"Holden","16,692","21","0","2","0","19","87","6","76","5","2"
"Holliston","13,930","7","0","1","0","6","72","18","48","6","2"
"Holyoke2","40,198"," ","2","38","81"," ","2,154","374","1,472","308","12"
"Hopedale","6,281","7","0","1","0","6","54","16","30","8","1"
"Hopkinton","14,197","6","2","1","0","3","99","9","85","5","0"
"Hubbardston","4,378","15","0","2","0","13","36","10","23","3","2"
"Hudson","19,057","3","0","1","1","1","182","19","135","28","0"
"Hull2","11,348"," ","1","4","1"," ","122","48","63","11","2"
"Ipswich","13,382","5","0","1","0","4","199","97","96","6","0"
"Kingston","12,532","22","0","0","3","19","274","25","228","21","3"
"Lakeville","10,703","5","0","0","0","5","116","28","76","12","1"
"Lancaster","6,886","17","0","5","3","9","51","14","32","5","1"
"Lawrence","71,743","658","5","12","195","446","1,652","528","597","527"," "
"Lee","5,920","21","0","0","0","21","41","7","33","1","0"
"Leicester","11,033","21","0","2","2","17","147","28","105","14","1"
"Lenox","5,187","1","0","0","0","1","57","15","41","1","0"
"Leominster2","42,055"," ","0","15","46"," ","1,144","217","833","94","6"
"Lexington","30,448","16","0","1","0","15","245","52","186","7","1"
"Lincoln","7,979","4","0","0","0","4","36","8","28","0","0"
"Littleton","8,641","9","0","1","1","7","52","9","40","3","0"
"Longmeadow","15,663","8","0","1","3","4","191","54","133","4","1"
"Lowell","103,729","920","13","40","213","654","3,352","753","2,073","526"," "
"Ludlow","22,078","15","0","0","7","8","274","61","179","34","0"
"Lunenburg","10,084","11","0","1","2","8","133","34","95","4","0"
"Lynn","89,322","852","4","34","269","545","3,000","980","1,439","581"," "
"Lynnfield","11,615","17","0","0","5","12","173","62","96","15","2"
"Malden","56,207","266","0","5","94","167","1,416","341","912","163","4"
"Manchester-by-the-Sea","5,367","0","0","0","0","0","78","0","75","3","0"
"Mansfield","23,115","37","0","2","5","30","371","140","219","12","2"
"Marblehead","20,419","13","0","2","1","10","255","48","193","14","3"
"Marion","5,351","13","0","0","2","11","116","26","86","4","2"
"Marshfield","25,040","15","0","2","3","10","220","27","177","16","0"
"Mashpee","14,366","57","0","1","4","52","335","97","216","22","8"
"Mattapoisett","6,518","16","0","0","1","15","85","8","76","1","0"
"Maynard","10,291","14","0","1","1","12","36","3","31","2","0"
"Medfield","12,417","11","0","0","2","9","67","20","43","4","1"
"Medford","53,845","69","1","7","45","16","1,421","261","1,035","125"," "
"Medway","12,889","5","0","0","1","4","80","10","68","2","0"
"Melrose","26,523","44","0","1","12","31","326","78","226","22","0"
"Mendon","5,789","12","0","1","0","11","36","10","22","4","0"
"Merrimac","6,398","5","0","1","0","4","61","21","35","5","1"
"Methuen","44,877","92","0","3","26","63","1,012","209","704","99","3"
"Middleboro","21,325","59","0","4","5","50","430","144","235","51","1"
"Middleton","9,329","12","0","0","0","12","71","0","69","2","0"
"Millbury2","13,540"," ","0","6","0"," ","189","48","123","18","3"
"Millville","2,961","3","0","0","0","3","14","6","6","2","0"
"Milton","26,190","25","0","0","12","13","246","29","205","12"," "
"Monson","8,816","17","0","1","0","16","113","54","48","11","1"
"Montague","8,459","38","0","1","2","35","161","58","90","13","1"
"Nahant2","3,613"," ","0","0","0"," ","38","5","32","1","0"
"Natick","32,135","49","0","4","4","41","686","94","552","40","2"
"Needham","28,589","5","0","0","4","1","238","39","195","4","1"
