"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Aberdeen Township","18,347","29","0","4","12","13","243","40","189","14","4"
"Absecon","7,995","35","1","3","14","17","281","41","228","12","2"
"Allendale","6,759","4","0","1","2","1","59","16","41","2","1"
"Allenhurst","707","2","0","0","1","1","16","2","13","1","0"
"Allentown","1,859","2","0","0","0","2","19","3","15","1","0"
"Alpha","2,457","13","0","0","0","13","31","3","28","0","0"
"Alpine","2,370","1","0","0","0","1","5","2","3","0","1"
"Andover Township","6,527","3","0","0","0","3","53","9","41","3","0"
"Asbury Park","16,637","386","8","7","193","178","916","284","539","93","11"
"Atlantic City","40,399","842","18","46","355","423","3,859","507","3,148","204","7"
"Atlantic Highlands","4,629","5","0","0","2","3","57","3","54","0","0"
"Audubon","9,054","8","0","1","4","3","254","37","210","7","3"
"Audubon Park","1,081","1","0","0","0","1","32","8","21","3","0"
"Avalon","2,135","6","0","1","0","5","303","45","254","4","1"
"Avon-by-the-Sea","2,190","3","0","1","0","2","106","18","87","1","0"
"Barnegat Light","823","0","0","0","0","0","36","1","35","0","0"
"Barnegat Township","20,323","30","0","1","3","26","209","51","152","6","5"
"Barrington","7,055","11","0","1","2","8","62","11","41","10","1"
"Bay Head","1,260","1","0","0","0","1","50","10","39","1","0"
"Bayonne","60,033","193","1","4","86","102","860","188","573","99","9"
"Beach Haven","1,353","4","0","1","0","3","128","11","113","4","0"
"Beachwood","10,746","10","0","0","4","6","239","29","204","6","3"
"Bedminster Township","8,394","3","0","1","0","2","73","17","51","5","1"
"Belleville","34,928","128","0","2","57","69","876","160","501","215","2"
"Bellmawr","11,167","13","0","1","4","8","253","46","182","25","0"
"Belmar","5,967","35","0","0","3","32","333","37","281","15","0"
"Belvidere","2,734","2","0","0","0","2","18","3","14","1","0"
"Bergenfield","26,076","22","0","0","5","17","239","50","168","21","3"
"Berkeley Heights Township","13,581","5","0","0","1","4","86","8","76","2","0"
"Berkeley Township","42,532","44","0","3","8","33","689","167","511","11","13"
"Berlin","7,850","8","0","0","5","3","215","35","170","10","2"
"Berlin Township","5,403","15","0","0","3","12","187","31","144","12","7"
"Bernards Township","26,958","7","1","3","0","3","163","42","115","6","3"
"Bernardsville","7,618","2","0","1","0","1","66","7","58","1","0"
"Beverly","2,672","15","0","5","0","10","66","18","38","10","1"
"Blairstown Township","5,980","6","0","1","0","5","55","12","43","0","0"
"Bloomfield","46,181","128","1","4","82","41","1,329","192","881","256","5"
"Bloomingdale","7,660","1","0","0","0","1","74","14","50","10","1"
"Bogota","8,156","5","0","0","2","3","86","14","69","3","0"
"Boonton","8,562","9","0","0","0","9","58","4","46","8","1"
"Boonton Township","4,379","3","0","0","0","3","25","6","17","2","0"
"Bordentown","3,992","4","0","0","2","2","38","8","25","5","0"
"Bordentown Township","10,323","17","0","1","8","8","165","32","108","25","0"
"Bound Brook","10,176","31","0","1","17","13","223","64","147","12","0"
"Bradley Beach","4,786","6","0","0","3","3","188","44","140","4","0"
"Branchburg Township","14,954","3","0","1","1","1","111","28","78","5","0"
"Brick Township","78,214","83","0","3","19","61","1,463","303","1,100","60","0"
"Bridgeton","23,977","359","0","21","156","182","1,040","288","666","86","3"
"Bridgewater Township","44,490","16","0","0","8","8","659","99","531","29","4"
"Brielle","4,882","5","0","1","0","4","46","25","20","1","0"
"Brigantine","12,871","8","0","0","3","5","225","51","169","5","2"
"Brooklawn","2,317","5","1","1","2","1","242","30","196","16","0"
"Buena","3,851","22","0","1","1","20","114","45","66","3","1"
"Burlington","9,798","55","2","5","23","25","178","46","115","17","1"
